,how,is,newport,'s,airport,connected,to,the,city,?
it,0.36714982986450195,0.6328473687171936,0.20386803150177002,0.06608816236257553,0.24289973080158234,0.26872825622558594,0.513711154460907,0.6251175999641418,0.3001909852027893,0.25732165575027466
is,0.22544461488723755,1.0,0.21399910748004913,0.02396530658006668,0.22916455566883087,0.2791581451892853,0.42745086550712585,0.5823672413825989,0.3186660706996918,0.22961433231830597
connected,0.18171964585781097,0.2791581451892853,0.17691749334335327,0.03242950886487961,0.19863788783550262,1.0,0.2315610647201538,0.31369513273239136,0.21580369770526886,0.11086785048246384
to,0.44169697165489197,0.42745086550712585,0.21668529510498047,0.03782717138528824,0.2481278032064438,0.2315610647201538,1.0,0.535392165184021,0.20300441980361938,0.29463258385658264
the,0.33890387415885925,0.5823672413825989,0.23027648031711578,-0.01540423184633255,0.2293178290128708,0.31369513273239136,0.535392165184021,1.0,0.35769423842430115,0.22068053483963013
city,0.12024712562561035,0.3186660706996918,0.3562772870063782,0.004406440537422895,0.39723098278045654,0.21580369770526886,0.20300441980361938,0.35769423842430115,1.0,0.13423943519592285
via,0.13460594415664673,0.18325740098953247,0.21762573719024658,-0.009976539760828018,0.1681130975484848,0.2814539670944214,0.27847176790237427,0.23979412019252777,0.14618487656116486,0.19443516433238983
the,0.33890387415885925,0.5823672413825989,0.23027648031711578,-0.01540423184633255,0.2293178290128708,0.31369513273239136,0.535392165184021,1.0,0.35769423842430115,0.22068053483963013
metro,0.10284798592329025,0.14491155743598938,0.2264801263809204,0.0579783171415329,0.3879868984222412,0.22083254158496857,0.17760074138641357,0.18014898896217346,0.31877923011779785,0.15922676026821136
light,0.29295584559440613,0.2457275241613388,0.1693507581949234,0.047048170119524,0.13244101405143738,0.15974745154380798,0.22474321722984314,0.2649136185646057,0.13233721256256104,0.17429810762405396
rail,0.13560721278190613,0.20201268792152405,0.2108214646577835,0.017841754481196404,0.3640420138835907,0.2999213933944702,0.21482926607131958,0.2306264042854309,0.2671070098876953,0.1349031925201416
system,0.282820463180542,0.2282046526670456,0.11446536332368851,0.04329425096511841,0.1263643503189087,0.2233605533838272,0.26662686467170715,0.3233085572719574,0.1491265743970871,0.15556083619594574
and,0.33647966384887695,0.3859752118587494,0.2553519308567047,0.06895173341035843,0.1870041936635971,0.2646467387676239,0.48971283435821533,0.5171257257461548,0.2827445864677429,0.20544172823429108
a,0.29312583804130554,0.658733606338501,0.22317630052566528,0.04866964742541313,0.17186322808265686,0.24938417971134186,0.45503583550453186,0.5829201340675354,0.2349124401807785,0.23916715383529663
journey,0.19427305459976196,0.18803170323371887,0.2351308912038803,0.0539570115506649,0.15828518569469452,0.13937999308109283,0.31875574588775635,0.24944555759429932,0.21544139087200165,0.06391996890306473
into,0.2303972691297531,0.2619607150554657,0.09952925890684128,0.00961404386907816,0.11183742433786392,0.2178303748369217,0.38810545206069946,0.39493247866630554,0.1861938089132309,0.15662476420402527
newcastle,0.11517360806465149,0.1841045320034027,0.523857593536377,-0.017262522131204605,0.2453719973564148,0.06594400107860565,0.23559264838695526,0.2253497689962387,0.32860881090164185,0.0902252271771431
city,0.12024712562561035,0.3186660706996918,0.3562772870063782,0.004406440537422895,0.39723098278045654,0.21580369770526886,0.20300441980361938,0.35769423842430115,1.0,0.13423943519592285
centre,0.11952278017997742,0.29804176092147827,0.25664228200912476,0.045265499502420425,0.22294272482395172,0.2531381845474243,0.18141506612300873,0.32783594727516174,0.3318089246749878,0.019365152344107628
takes,0.2325095534324646,0.4061736762523651,0.13208164274692535,-0.01955745369195938,0.196360781788826,0.13569875061511993,0.29472896456718445,0.33578023314476013,0.17277882993221283,0.10935472697019577
approximately,0.17167454957962036,0.2724578380584717,0.2384549379348755,0.017990030348300934,0.20968742668628693,0.2098834067583084,0.27967149019241333,0.33137547969818115,0.19419564306735992,0.10237617790699005
20,-0.010775676928460598,-0.04254214093089104,0.03652096167206764,-0.016651324927806854,0.00758704449981451,0.06939560174942017,-0.018198585137724876,-0.06418957561254501,0.057871703058481216,0.11360422521829605
minutes,0.2050236165523529,0.19333672523498535,0.1938936859369278,0.06445737928152084,0.23503907024860382,0.09966699033975601,0.2305816262960434,0.20313966274261475,0.15067845582962036,0.14419560134410858
.,0.3287222981452942,0.4569662809371948,0.3098124563694,-0.003708066651597619,0.2181699424982071,0.2379520833492279,0.4645031690597534,0.5934505462646484,0.29856356978416443,0.4130953550338745
