,where,are,some,physicians,permitted,to,prescribe,and,give,out,medications,within,their,practices,?
in,0.5344807505607605,0.3841303884983063,0.4010399878025055,0.18599987030029297,0.22058677673339844,0.45010748505592346,0.17218634486198425,0.4954058527946472,0.20895415544509888,0.3576207756996155,0.20176923274993896,0.40576374530792236,0.34976133704185486,0.204969584941864,0.20430970191955566
some,0.39480453729629517,0.6331475377082825,0.9999999403953552,0.355023056268692,0.32121598720550537,0.4636894166469574,0.2996244430541992,0.5337774157524109,0.4276468753814697,0.4002910256385803,0.39266762137413025,0.2974689304828644,0.5109887719154358,0.3478301465511322,0.2562315762042999
rural,0.19380268454551697,0.196811705827713,0.17333944141864777,0.08687572926282883,0.12213002890348434,0.17618848383426666,0.15679462254047394,0.28013670444488525,0.08635134994983673,0.1364571452140808,0.13396552205085754,0.2261723279953003,0.20150315761566162,0.19501054286956787,0.11320571601390839
areas,0.390926331281662,0.4082777500152588,0.3996925950050354,0.264559268951416,0.20681132376194,0.29808273911476135,0.20932558178901672,0.40107932686805725,0.21219247579574585,0.2758319079875946,0.29737696051597595,0.35763019323349,0.2754058837890625,0.31330031156539917,0.1273590475320816
in,0.5344807505607605,0.3841303884983063,0.4010399878025055,0.18599987030029297,0.22058677673339844,0.45010748505592346,0.17218634486198425,0.4954058527946472,0.20895415544509888,0.3576207756996155,0.20176923274993896,0.40576374530792236,0.34976133704185486,0.204969584941864,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,0.4566698372364044,0.20843391120433807,0.26192259788513184,0.535392165184021,0.15485070645809174,0.5171257257461548,0.29086416959762573,0.39404502511024475,0.23477277159690857,0.39827480912208557,0.516537070274353,0.24007414281368256,0.22068053483963013
united,0.23721055686473846,0.16919764876365662,0.22087086737155914,0.17745566368103027,0.19767449796199799,0.2715383470058441,0.23306283354759216,0.28213179111480713,0.2064441442489624,0.20765912532806396,0.21001070737838745,0.24872973561286926,0.20338627696037292,0.18876075744628906,0.17266890406608582
kingdom,0.18143217265605927,0.1453586220741272,0.20661860704421997,0.14161069691181183,0.1228860542178154,0.19473806023597717,0.15106593072414398,0.3048160970211029,0.2270509898662567,0.13178867101669312,0.13378143310546875,0.23185421526432037,0.18149447441101074,0.14178729057312012,0.12927088141441345
",",0.3149496018886566,0.4062570035457611,0.42400437593460083,0.1914944052696228,0.30066895484924316,0.44245919585227966,0.14839176833629608,0.6633074283599854,0.2844066619873047,0.3161109685897827,0.2232554405927658,0.2513136863708496,0.3045167922973633,0.25552815198898315,0.31091248989105225
there,0.5016061663627625,0.5433560013771057,0.5035935640335083,0.23438739776611328,0.31038859486579895,0.40669289231300354,0.18748565018177032,0.4242868423461914,0.3196693956851959,0.3402305543422699,0.28924065828323364,0.31177809834480286,0.3165968358516693,0.27970048785209656,0.29405656456947327
are,0.32389864325523376,1.0,0.6331475377082825,0.23189473152160645,0.241892471909523,0.3504326641559601,0.27210137248039246,0.48576638102531433,0.2951275110244751,0.31390950083732605,0.3704794943332672,0.3069663643836975,0.46887820959091187,0.33277854323387146,0.24591213464736938
dispensing,0.26458466053009033,0.28149062395095825,0.35323911905288696,0.21780717372894287,0.3649166524410248,0.32893726229667664,0.35482075810432434,0.28135964274406433,0.3169091045856476,0.29722532629966736,0.36888980865478516,0.2887648046016693,0.3397696316242218,0.3305615484714508,0.23133355379104614
physicians,0.2382829189300537,0.23189473152160645,0.355023056268692,0.9999999403953552,0.1637701839208603,0.2605861723423004,0.3845497667789459,0.19310346245765686,0.23498019576072693,0.15307246148586273,0.4274737238883972,0.1955527514219284,0.2604007124900818,0.2761363983154297,0.12075905501842499
who,0.41804537177085876,0.27294138073921204,0.3978389501571655,0.35749727487564087,0.2873791456222534,0.42656609416007996,0.293192982673645,0.41279885172843933,0.28740519285202026,0.3129808306694031,0.26118338108062744,0.18261831998825073,0.3767721951007843,0.3157578706741333,0.26220351457595825
are,0.32389864325523376,1.0,0.6331475377082825,0.23189473152160645,0.241892471909523,0.3504326641559601,0.27210137248039246,0.48576638102531433,0.2951275110244751,0.31390950083732605,0.3704794943332672,0.3069663643836975,0.46887820959091187,0.33277854323387146,0.24591213464736938
allowed,0.34465688467025757,0.23983003199100494,0.34716224670410156,0.2102607786655426,0.6511223316192627,0.42967355251312256,0.2772296965122223,0.30774351954460144,0.3316586911678314,0.22855404019355774,0.27672284841537476,0.26696717739105225,0.3752504289150238,0.2876228094100952,0.2309964895248413
to,0.47735077142715454,0.3504326641559601,0.4636894166469574,0.2605861723423004,0.3581922650337219,1.0,0.3097735643386841,0.48971283435821533,0.4396136403083801,0.42386990785598755,0.2922739088535309,0.34980177879333496,0.44619059562683105,0.28297853469848633,0.29463258385658264
both,0.3814130425453186,0.4594642221927643,0.553080141544342,0.21751675009727478,0.28679218888282776,0.3897709250450134,0.1716376543045044,0.5503310561180115,0.2673270106315613,0.31652194261550903,0.23753179609775543,0.2382260411977768,0.42909732460975647,0.26558101177215576,0.19455738365650177
prescribe,0.1855389028787613,0.27210137248039246,0.2996244430541992,0.3845497667789459,0.25837385654449463,0.3097735643386841,0.9999999403953552,0.20715688169002533,0.3151340186595917,0.24041205644607544,0.690449595451355,0.20510637760162354,0.26803991198539734,0.41054049134254456,0.17288810014724731
and,0.43859338760375977,0.48576638102531433,0.5337774157524109,0.19310346245765686,0.2551564872264862,0.48971283435821533,0.20715688169002533,1.0,0.3040338158607483,0.3881998062133789,0.25130701065063477,0.35049548745155334,0.45114588737487793,0.2842017412185669,0.20544172823429108
dispense,0.22550387680530548,0.25201207399368286,0.31597357988357544,0.22077850997447968,0.3641086220741272,0.2911553680896759,0.32456454634666443,0.254540354013443,0.32867851853370667,0.2833899259567261,0.32186588644981384,0.27571427822113037,0.336417555809021,0.33656495809555054,0.23261795938014984
prescription-only,0.22728608548641205,0.28543731570243835,0.3788403272628784,0.3900606632232666,0.3113100826740265,0.3175199627876282,0.747020959854126,0.21491259336471558,0.37394943833351135,0.26143285632133484,0.6933985948562622,0.2618394196033478,0.2368268072605133,0.36489951610565186,0.25032469630241394
medicines,0.1953129917383194,0.3175111711025238,0.36167046427726746,0.43392476439476013,0.14180709421634674,0.27021315693855286,0.661003053188324,0.21563303470611572,0.3026774525642395,0.2347952276468277,0.8089100122451782,0.1809043139219284,0.2696835696697235,0.3556075096130371,0.2156115472316742
to,0.47735077142715454,0.3504326641559601,0.4636894166469574,0.2605861723423004,0.3581922650337219,1.0,0.3097735643386841,0.48971283435821533,0.4396136403083801,0.42386990785598755,0.2922739088535309,0.34980177879333496,0.44619059562683105,0.28297853469848633,0.29463258385658264
their,0.3356108069419861,0.46887820959091187,0.5109887719154358,0.2604007124900818,0.30040451884269714,0.44619059562683105,0.26803991198539734,0.45114588737487793,0.3324339687824249,0.34232497215270996,0.30623486638069153,0.2749227285385132,1.0,0.28846678137779236,0.1898253709077835
patients,0.20101559162139893,0.32314178347587585,0.35783737897872925,0.4770808815956116,0.18114642798900604,0.2851313650608063,0.5375801920890808,0.2402365654706955,0.2617810368537903,0.28008389472961426,0.6383600234985352,0.17143458127975464,0.3358265459537506,0.35235676169395447,0.17145128548145294
