,where,was,melanchthon,at,the,time,?
the,0.5003893971443176,0.48711544275283813,0.17877939343452454,0.457212895154953,1.0,0.43061500787734985,0.22068053483963013
story,0.24550838768482208,0.2837624251842499,0.20136862993240356,0.17754854261875153,0.2915393114089966,0.2960704565048218,0.2304346114397049
is,0.3586711287498474,0.5810302495956421,0.24596455693244934,0.25906258821487427,0.5823672413825989,0.25187405943870544,0.22961433231830597
based,0.20940464735031128,0.2870393395423889,0.1999920904636383,0.17453226447105408,0.29860720038414,0.22609136998653412,0.134929820895195
on,0.37630224227905273,0.3909217119216919,0.10151411592960358,0.4806317389011383,0.5107308030128479,0.30044233798980713,0.2714994251728058
comments,0.18176503479480743,0.19956475496292114,0.2121373414993286,0.2054234892129898,0.25228628516197205,0.23073306679725647,0.3595547676086426
made,0.20431210100650787,0.3433256447315216,0.12577849626541138,0.20185844600200653,0.3885267674922943,0.25157099962234497,0.17218779027462006
by,0.2641284465789795,0.4752357602119446,0.2026117742061615,0.2368064820766449,0.4408751428127289,0.26502725481987,0.17966607213020325
philipp,0.07929977774620056,0.26693129539489746,0.42820245027542114,0.13117557764053345,0.15171875059604645,0.19105656445026398,0.14114081859588623
melanchthon,0.05415746942162514,0.2355148196220398,1.0,0.0767606869339943,0.17877939343452454,0.11405257880687714,0.14275860786437988
",",0.3149496018886566,0.45456063747406006,0.2681436240673065,0.38314947485923767,0.4933079481124878,0.3029961884021759,0.31091248989105225
though,0.34659990668296814,0.34332048892974854,0.16547472774982452,0.25611546635627747,0.38776206970214844,0.37636545300483704,0.3188856542110443
it,0.36972272396087646,0.4577186405658722,0.1800377070903778,0.36473900079727173,0.6251175999641418,0.3375589847564697,0.25732165575027466
is,0.3586711287498474,0.5810302495956421,0.24596455693244934,0.25906258821487427,0.5823672413825989,0.25187405943870544,0.22961433231830597
thought,0.24607425928115845,0.42560186982154846,0.24348583817481995,0.23700381815433502,0.3509289622306824,0.3391638696193695,0.2600135803222656
that,0.4876193106174469,0.33670201897621155,0.14514373242855072,0.3183255195617676,0.5473989248275757,0.388528436422348,0.32716336846351624
he,0.3705328106880188,0.5410010814666748,0.2294091433286667,0.3280475437641144,0.4571082592010498,0.37626320123672485,0.2089974731206894
was,0.20731619000434875,1.0000001192092896,0.2355148196220398,0.36707764863967896,0.48711544275283813,0.3641340136528015,0.18412111699581146
not,0.3820744752883911,0.2888734042644501,0.11241631954908371,0.22025953233242035,0.4310511648654938,0.3786478340625763,0.41942933201789856
in,0.5344807505607605,0.45514053106307983,0.20368501543998718,0.4374977946281433,0.6662389636039734,0.3431483507156372,0.20430970191955566
wittenberg,0.20689909160137177,0.23245899379253387,0.30595651268959045,0.1723494976758957,0.31221258640289307,0.16516843438148499,0.15716047585010529
at,0.4402937591075897,0.36707764863967896,0.0767606869339943,1.0,0.457212895154953,0.3956010341644287,0.21978627145290375
the,0.5003893971443176,0.48711544275283813,0.17877939343452454,0.457212895154953,1.0,0.43061500787734985,0.22068053483963013
time,0.3538551926612854,0.3641340136528015,0.11405257880687714,0.3956010341644287,0.43061500787734985,0.9999998807907104,0.27391523122787476
.,0.41390106081962585,0.40146201848983765,0.21195711195468903,0.4549728035926819,0.5934505462646484,0.371569961309433,0.4130953550338745
