,what,website,are,teachers,using,to,sell,their,lesson,plans,?
also,0.42747777700424194,0.22340375185012817,0.4565894305706024,0.27114254236221313,0.35933059453964233,0.5348826050758362,0.289385050535202,0.4181114733219147,0.18538540601730347,0.2423122078180313,0.21848613023757935
",",0.3087472915649414,0.12864577770233154,0.4062570035457611,0.28049156069755554,0.27050045132637024,0.44245919585227966,0.26397812366485596,0.3045167922973633,0.19327199459075928,0.227532297372818,0.31091248989105225
with,0.2464839518070221,0.12533219158649445,0.38996943831443787,0.17936164140701294,0.3917884826660156,0.4239959120750427,0.1959729641675949,0.4258328378200531,0.14164136350154877,0.23306719958782196,0.2433311939239502
the,0.42745697498321533,0.2647613286972046,0.40399202704429626,0.22025763988494873,0.28364112973213196,0.535392165184021,0.19874759018421173,0.516537070274353,0.18644951283931732,0.30240729451179504,0.22068053483963013
advent,0.19781844317913055,0.08991758525371552,0.16525587439537048,0.12823766469955444,0.21592360734939575,0.1567634642124176,0.15244059264659882,0.18235506117343903,0.2737275958061218,0.11005281656980515,0.14403489232063293
of,0.33290785551071167,0.215549036860466,0.39081433415412903,0.27737662196159363,0.24298200011253357,0.41548454761505127,0.16354906558990479,0.4329940676689148,0.16795259714126587,0.2635323703289032,0.1826142966747284
the,0.42745697498321533,0.2647613286972046,0.40399202704429626,0.22025763988494873,0.28364112973213196,0.535392165184021,0.19874759018421173,0.516537070274353,0.18644951283931732,0.30240729451179504,0.22068053483963013
internet,0.1770392656326294,0.26315557956695557,0.18935170769691467,0.17873209714889526,0.2539142668247223,0.21228709816932678,0.21709398925304413,0.17784009873867035,0.16644661128520966,0.08731912076473236,0.23314887285232544
",",0.3087472915649414,0.12864577770233154,0.4062570035457611,0.28049156069755554,0.27050045132637024,0.44245919585227966,0.26397812366485596,0.3045167922973633,0.19327199459075928,0.227532297372818,0.31091248989105225
many,0.36131182312965393,0.11446772515773773,0.5655534863471985,0.29123616218566895,0.3305889368057251,0.40243685245513916,0.3026815950870514,0.4574248492717743,0.17245469987392426,0.2358754724264145,0.2124512493610382
teachers,0.2526462972164154,0.23019401729106903,0.2565288841724396,1.0,0.11568276584148407,0.2668606638908386,0.15841755270957947,0.2814970314502716,0.42371949553489685,0.1925392597913742,0.19522249698638916
are,0.29724663496017456,0.17212477326393127,1.0,0.2565288841724396,0.3385874032974243,0.3504326641559601,0.2625555396080017,0.46887820959091187,0.13046585023403168,0.1447329968214035,0.24591213464736938
now,0.4903225302696228,0.18933376669883728,0.3292219042778015,0.22397251427173615,0.20785295963287354,0.3925153911113739,0.21660539507865906,0.22290214896202087,0.20761491358280182,0.29010939598083496,0.29641881585121155
selling,0.22960498929023743,0.21498458087444305,0.23141348361968994,0.15467019379138947,0.25861844420433044,0.1958334594964981,0.6456551551818848,0.2932015657424927,0.23114962875843048,0.17064666748046875,0.13581715524196625
their,0.35142919421195984,0.14202596247196198,0.46887820959091187,0.2814970314502716,0.28169015049934387,0.44619059562683105,0.3242531418800354,1.0,0.21300524473190308,0.2844884991645813,0.1898253709077835
lesson,0.3164811134338379,0.1515318751335144,0.13046585023403168,0.42371949553489685,0.2818738520145416,0.2447107881307602,0.17697636783123016,0.21300524473190308,0.9999998807907104,0.22227118909358978,0.24912706017494202
plans,0.2364979386329651,0.1610083132982254,0.1447329968214035,0.1925392597913742,0.23795466125011444,0.367337167263031,0.2897253632545471,0.2844884991645813,0.22227118909358978,1.0,0.13513131439685822
to,0.455847829580307,0.18823008239269257,0.3504326641559601,0.2668606638908386,0.3678804934024811,1.0,0.35664159059524536,0.44619059562683105,0.2447107881307602,0.367337167263031,0.29463258385658264
other,0.341873437166214,0.17687736451625824,0.5932393670082092,0.2326095551252365,0.34451326727867126,0.4193183183670044,0.3018731474876404,0.456295371055603,0.13207975029945374,0.19337168335914612,0.24682199954986572
teachers,0.2526462972164154,0.23019401729106903,0.2565288841724396,1.0,0.11568276584148407,0.2668606638908386,0.15841755270957947,0.2814970314502716,0.42371949553489685,0.1925392597913742,0.19522249698638916
through,0.23167094588279724,0.15653301775455475,0.2637137472629547,0.14667055010795593,0.28066855669021606,0.4062686562538147,0.1637997031211853,0.3113696575164795,0.19967173039913177,0.21466362476348877,0.16913433372974396
the,0.42745697498321533,0.2647613286972046,0.40399202704429626,0.22025763988494873,0.28364112973213196,0.535392165184021,0.19874759018421173,0.516537070274353,0.18644951283931732,0.30240729451179504,0.22068053483963013
web,0.21108315885066986,0.5157703161239624,0.21391718089580536,0.20886175334453583,0.21277853846549988,0.22244341671466827,0.1280284970998764,0.20622995495796204,0.14140145480632782,0.21368955075740814,0.2310575395822525
in,0.30808621644973755,0.18046747148036957,0.3841303884983063,0.2128150761127472,0.2717311978340149,0.45010748505592346,0.23190630972385406,0.34976133704185486,0.13446222245693207,0.24845264852046967,0.20430970191955566
order,0.16634008288383484,0.010682166554033756,0.22330260276794434,0.17418237030506134,0.22196760773658752,0.35544881224632263,0.12856170535087585,0.27875247597694397,0.14367812871932983,0.2701403796672821,0.13725648820400238
to,0.455847829580307,0.18823008239269257,0.3504326641559601,0.2668606638908386,0.3678804934024811,1.0,0.35664159059524536,0.44619059562683105,0.2447107881307602,0.367337167263031,0.29463258385658264
earn,0.16168662905693054,0.20013763010501862,0.18181557953357697,0.3111092448234558,0.24250754714012146,0.2928581237792969,0.3894394636154175,0.28431764245033264,0.34651318192481995,0.16886506974697113,0.20429526269435883
supplemental,0.18860550224781036,0.17897625267505646,0.26548728346824646,0.19749480485916138,0.22020258009433746,0.2627679109573364,0.23838141560554504,0.2533758878707886,0.14171046018600464,0.19374169409275055,0.19003437459468842
income,0.21837803721427917,0.19671881198883057,0.20486517250537872,0.25943905115127563,0.0951681137084961,0.27188464999198914,0.3057626783847809,0.21846599876880646,0.16373077034950256,0.23754523694515228,0.14935168623924255
",",0.3087472915649414,0.12864577770233154,0.4062570035457611,0.28049156069755554,0.27050045132637024,0.44245919585227966,0.26397812366485596,0.3045167922973633,0.19327199459075928,0.227532297372818,0.31091248989105225
most,0.3219912350177765,0.08712371438741684,0.48698675632476807,0.23214590549468994,0.25117412209510803,0.321603000164032,0.20145156979560852,0.3699820935726166,0.12661124765872955,0.11365662515163422,0.2107497900724411
notably,0.1358402669429779,0.11698129773139954,0.27992135286331177,0.1160048395395279,0.11929827183485031,0.1835545152425766,0.1989479809999466,0.25470298528671265,0.042449064552783966,0.08878248929977417,0.10343469679355621
on,0.34226128458976746,0.20945650339126587,0.268924742937088,0.24610933661460876,0.29792529344558716,0.41031414270401,0.17814841866493225,0.3598666191101074,0.17658273875713348,0.2303745299577713,0.2714994251728058
teacherspayteachers.com,0.312136709690094,0.34565988183021545,0.21038687229156494,0.8526946306228638,0.14003345370292664,0.2675626277923584,0.22016675770282745,0.2443361133337021,0.46992558240890503,0.23590974509716034,0.30864110589027405
.,0.3567904531955719,0.21623334288597107,0.3452940285205841,0.24628326296806335,0.3629456162452698,0.4645031690597534,0.2524729371070862,0.34427863359451294,0.19865132868289948,0.2760954201221466,0.4130953550338745
