,who,is,suited,to,interpret,the,treaties,?
[,0.011881873942911625,-0.06921151280403137,0.025980276986956596,0.07649242132902145,0.0009619690827094018,0.07130392640829086,0.038405369967222214,0.011015460826456547
vague,0.19756858050823212,0.24515512585639954,0.32549411058425903,0.2758486866950989,0.37019437551498413,0.2252180129289627,0.22991648316383362,0.3467235267162323
],0.03976386412978172,-0.02998926118016243,-0.058998916298151016,-0.04249158129096031,0.026954129338264465,-0.04779602214694023,-0.0807308480143547,-0.0022520492784678936
all,0.3698336184024811,0.2553904056549072,0.26684871315956116,0.42520734667778015,0.2965410351753235,0.4860881567001343,0.31491851806640625,0.29575422406196594
eu,0.14166101813316345,0.12234814465045929,0.03753311559557915,0.1539587825536728,0.10052179545164108,0.14126400649547577,0.33172380924224854,0.21586786210536957
member,0.3046252727508545,0.2522773742675781,0.11567722260951996,0.19456195831298828,0.13264986872673035,0.2806392312049866,0.1925402134656906,0.06826172769069672
states,0.21313154697418213,0.21939043700695038,0.12139961868524551,0.2828785181045532,0.21939782798290253,0.3463578522205353,0.3604946732521057,0.16272737085819244
are,0.27294138073921204,0.5330929756164551,0.22681735455989838,0.3504326641559601,0.25710955262184143,0.40399202704429626,0.23368829488754272,0.24591213464736938
regarded,0.28469380736351013,0.2792160212993622,0.30061057209968567,0.16935725510120392,0.25841376185417175,0.28921735286712646,0.18636785447597504,0.1741991639137268
as,0.3923053741455078,0.43216490745544434,0.3058086633682251,0.42092081904411316,0.280502587556839,0.48381632566452026,0.2628781199455261,0.27043893933296204
subject,0.29749795794487,0.25386592745780945,0.2596975266933441,0.3198980987071991,0.32245001196861267,0.2387523651123047,0.2733399271965027,0.33952999114990234
to,0.42656609416007996,0.42745086550712585,0.24537359178066254,1.0,0.3078547716140747,0.535392165184021,0.30276235938072205,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,0.21326355636119843,0.535392165184021,0.26474055647850037,1.0,0.28970760107040405,0.22068053483963013
general,0.2461782991886139,0.20144300162792206,0.18931035697460175,0.24755197763442993,0.21559251844882965,0.28634732961654663,0.19201575219631195,0.1972234547138214
obligation,0.19856195151805878,0.24681009352207184,0.20451094210147858,0.3156823515892029,0.25717300176620483,0.26524704694747925,0.3672095537185669,0.23613110184669495
of,0.2827862501144409,0.4854315221309662,0.23473124206066132,0.41548454761505127,0.20744526386260986,0.733189046382904,0.3281906247138977,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.21326355636119843,0.535392165184021,0.26474055647850037,1.0,0.28970760107040405,0.22068053483963013
principle,0.25496232509613037,0.20634804666042328,0.259401798248291,0.22799374163150787,0.3965437412261963,0.24017377197742462,0.3250291049480438,0.2002675086259842
of,0.2827862501144409,0.4854315221309662,0.23473124206066132,0.41548454761505127,0.20744526386260986,0.733189046382904,0.3281906247138977,0.1826142966747284
cooperation,0.2514001131057739,0.19052539765834808,0.2640143632888794,0.31865954399108887,0.22649672627449036,0.33152657747268677,0.4761009216308594,0.19483380019664764
",",0.3365725874900818,0.4691906273365021,0.2434520721435547,0.44245919585227966,0.21952617168426514,0.4933079481124878,0.2152065634727478,0.31091248989105225
as,0.3923053741455078,0.43216490745544434,0.3058086633682251,0.42092081904411316,0.280502587556839,0.48381632566452026,0.2628781199455261,0.27043893933296204
stated,0.25916561484336853,0.19155573844909668,0.25487831234931946,0.3195562958717346,0.34171178936958313,0.2814950942993164,0.31252580881118774,0.24280361831188202
in,0.2792111933231354,0.5394441485404968,0.15181894600391388,0.45010748505592346,0.17396794259548187,0.6662389636039734,0.2564578652381897,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,0.21326355636119843,0.535392165184021,0.26474055647850037,1.0,0.28970760107040405,0.22068053483963013
teu,0.16738466918468475,0.25601568818092346,0.18036572635173798,0.2024039924144745,0.11805220693349838,0.31191012263298035,0.269866019487381,0.12451952695846558
",",0.3365725874900818,0.4691906273365021,0.2434520721435547,0.44245919585227966,0.21952617168426514,0.4933079481124878,0.2152065634727478,0.31091248989105225
whereby,0.22919674217700958,0.1929520070552826,0.3013239800930023,0.3473013639450073,0.3029368817806244,0.35741764307022095,0.3654933571815491,0.1718287318944931
member,0.3046252727508545,0.2522773742675781,0.11567722260951996,0.19456195831298828,0.13264986872673035,0.2806392312049866,0.1925402134656906,0.06826172769069672
states,0.21313154697418213,0.21939043700695038,0.12139961868524551,0.2828785181045532,0.21939782798290253,0.3463578522205353,0.3604946732521057,0.16272737085819244
are,0.27294138073921204,0.5330929756164551,0.22681735455989838,0.3504326641559601,0.25710955262184143,0.40399202704429626,0.23368829488754272,0.24591213464736938
obliged,0.3175426721572876,0.1772518754005432,0.26173296570777893,0.34298717975616455,0.2266104519367218,0.23767657577991486,0.3009825348854065,0.3074372410774231
not,0.369414746761322,0.3776007890701294,0.3315771520137787,0.5149973034858704,0.35171449184417725,0.4310511648654938,0.2920204997062683,0.41942933201789856
to,0.42656609416007996,0.42745086550712585,0.24537359178066254,1.0,0.3078547716140747,0.535392165184021,0.30276235938072205,0.29463258385658264
take,0.2940447926521301,0.22669753432273865,0.21680255234241486,0.4075521230697632,0.22697725892066956,0.31620436906814575,0.2596384286880493,0.21897350251674652
measure,0.16673488914966583,0.2864217460155487,0.26245203614234924,0.2774736285209656,0.2729785740375519,0.2528008222579956,0.16143709421157837,0.22092340886592865
which,0.3688730001449585,0.4457404911518097,0.2851101756095886,0.5345056653022766,0.3165087103843689,0.6521818041801453,0.2657000422477722,0.25814583897590637
could,0.33540013432502747,0.2763098180294037,0.33876001834869385,0.5461788773536682,0.3420194983482361,0.35393214225769043,0.2791233956813812,0.3411986827850342
jeopardise,0.23215778172016144,0.25237733125686646,0.15095262229442596,0.27645954489707947,0.2541746199131012,0.321162611246109,0.23036068677902222,0.3290945887565613
the,0.3733934462070465,0.5823672413825989,0.21326355636119843,0.535392165184021,0.26474055647850037,1.0,0.28970760107040405,0.22068053483963013
attainment,0.1504380702972412,0.13314411044120789,0.12508787214756012,0.2137518972158432,0.1497044712305069,0.2122640311717987,0.18461275100708008,0.0981084555387497
of,0.2827862501144409,0.4854315221309662,0.23473124206066132,0.41548454761505127,0.20744526386260986,0.733189046382904,0.3281906247138977,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.21326355636119843,0.535392165184021,0.26474055647850037,1.0,0.28970760107040405,0.22068053483963013
teu,0.16738466918468475,0.25601568818092346,0.18036572635173798,0.2024039924144745,0.11805220693349838,0.31191012263298035,0.269866019487381,0.12451952695846558
objectives,0.212254598736763,0.14265531301498413,0.2575056254863739,0.31702935695648193,0.3312368392944336,0.21808713674545288,0.40647193789482117,0.24325615167617798
.,0.3541337847709656,0.4569662809371948,0.24479597806930542,0.4645031690597534,0.20325395464897156,0.5934505462646484,0.21012970805168152,0.4130953550338745
