,the,word,imperialism,has,it,'s,origins,in,which,ancient,language,?
its,0.559237003326416,0.2556169927120209,0.17395292222499847,0.4627293348312378,0.5786119699478149,0.03202139586210251,0.239765465259552,0.3793783485889435,0.5154205560684204,0.24600523710250854,0.2250920981168747,0.15103481709957123
name,0.3171212375164032,0.42211398482322693,0.14788532257080078,0.2698039710521698,0.2910972535610199,0.08507627248764038,0.3060031235218048,0.2459065467119217,0.2972666025161743,0.20275819301605225,0.24100416898727417,0.15381577610969543
originated,0.3238855004310608,0.3250386118888855,0.2213040292263031,0.25790587067604065,0.26846012473106384,-0.016868088394403458,0.6303744316101074,0.25518563389778137,0.3230568468570709,0.3516906797885895,0.2285890281200409,0.11205674707889557
from,0.40150508284568787,0.2524685263633728,0.16361792385578156,0.2621968984603882,0.325604110956192,-0.01936490088701248,0.20566615462303162,0.4274188280105591,0.38755592703819275,0.22951196134090424,0.19669853150844574,0.19969791173934937
the,1.0,0.2835540175437927,0.2716025412082672,0.4177538752555847,0.6251175999641418,-0.01540423184633255,0.2890577018260956,0.6662389636039734,0.6521818041801453,0.28808021545410156,0.30198320746421814,0.22068053483963013
latin,0.24914836883544922,0.4205963611602783,0.2174939662218094,0.17781975865364075,0.23944877088069916,0.09563276916742325,0.24479001760482788,0.18954341113567352,0.2694929540157318,0.28090307116508484,0.3100031614303589,0.1303461492061615
word,0.2835540175437927,1.0,0.23711268603801727,0.22710800170898438,0.27098557353019714,0.0292508564889431,0.3055146038532257,0.19815877079963684,0.3399123549461365,0.3223196268081665,0.35809168219566345,0.19046713411808014
``,0.029072100296616554,0.12403237819671631,0.050459738820791245,0.06254398077726364,0.035206809639930725,-0.03416389226913452,-0.002278135856613517,0.04765888676047325,0.05178012326359749,0.07949889451265335,0.13820524513721466,0.0685480609536171
imperium,0.2163824886083603,0.10148045420646667,0.5278341770172119,0.10730792582035065,0.19773980975151062,-0.029769228771328926,0.06410220265388489,0.1604718565940857,0.22701120376586914,0.24225322902202606,0.13506457209587097,0.17164099216461182
'',0.041273195296525955,0.05225009098649025,-0.013202380388975143,0.004576915875077248,-0.016964951530098915,-0.04859459400177002,0.06510860472917557,0.07432962208986282,-0.03332270681858063,0.022875607013702393,0.05074836686253548,0.018684765323996544
",",0.4933079481124878,0.24605005979537964,0.2420617640018463,0.3734780251979828,0.48329564929008484,-0.0016132977325469255,0.257002055644989,0.5201468467712402,0.3658004403114319,0.2677067816257477,0.2694627344608307,0.31091248989105225
which,0.6521818041801453,0.3399123549461365,0.22499221563339233,0.4350704550743103,0.616637647151947,0.03856118768453598,0.2681773006916046,0.4840516746044159,1.0,0.29943716526031494,0.27016767859458923,0.25814583897590637
means,0.32225894927978516,0.6011447310447693,0.180331289768219,0.2788167893886566,0.28055405616760254,0.047105882316827774,0.21266086399555206,0.1979396492242813,0.4002026617527008,0.2680007815361023,0.27122247219085693,0.21233566105365753
to,0.535392165184021,0.2865414023399353,0.21685542166233063,0.3619994819164276,0.513711154460907,0.03782717138528824,0.1450413018465042,0.45010748505592346,0.5345056653022766,0.21588295698165894,0.2763397693634033,0.29463258385658264
rule,0.29894936084747314,0.23708614706993103,0.30655044317245483,0.14257372915744781,0.22308661043643951,0.04595634341239929,0.22217760980129242,0.2128441035747528,0.2832747995853424,0.19685548543930054,0.2344130277633667,0.1955260932445526
over,0.39856547117233276,0.166740283370018,0.17058397829532623,0.370955228805542,0.3669605255126953,0.016215575858950615,0.181182861328125,0.3605569899082184,0.4256240129470825,0.15408864617347717,0.1868855208158493,0.25742942094802856
large,0.3828733265399933,0.22892320156097412,0.11977121233940125,0.2609269917011261,0.2843167781829834,0.06319566071033478,0.12917256355285645,0.2841601073741913,0.46308431029319763,0.2511257529258728,0.16190142929553986,0.1355665624141693
territories,0.30191943049430847,0.16320113837718964,0.2672663927078247,0.16037112474441528,0.2650200128555298,0.04436424747109413,0.22147871553897858,0.27001065015792847,0.2560177445411682,0.16521814465522766,0.21415752172470093,0.11298645287752151
.,0.5934505462646484,0.13155406713485718,0.22279119491577148,0.4105546176433563,0.5593622326850891,-0.003708066651597619,0.1620374470949173,0.5591574311256409,0.45942068099975586,0.25280675292015076,0.2506868243217468,0.4130953550338745
