,on,what,service,were,all,my,children,and,one,life,to,live,revived,on,for,one,season,?
on,0.9999999403953552,0.34226128458976746,0.21384719014167786,0.2774328887462616,0.3832052946090698,0.32948949933052063,0.20549149811267853,0.4077630043029785,0.3601475656032562,0.19639495015144348,0.41031414270401,0.24591919779777527,0.2626784145832062,0.9999999403953552,0.36199691891670227,0.3601475656032562,0.2107619047164917,0.2714994251728058
april,0.32559236884117126,0.21502700448036194,0.21541327238082886,0.21921442449092865,0.16216956079006195,0.20675458014011383,0.22029130160808563,0.26820316910743713,0.2190690040588379,0.17292653024196625,0.20614087581634521,0.14658407866954803,0.16905465722084045,0.32559236884117126,0.29502245783805847,0.2190690040588379,0.19951412081718445,0.25704094767570496
14,0.03868218511343002,0.050140514969825745,-0.1077733039855957,0.023857727646827698,-0.018918486312031746,0.08911974728107452,0.043478358536958694,0.10622510313987732,0.042107224464416504,0.0899413526058197,0.005055660381913185,0.10387799888849258,-0.0030144418124109507,0.03868218511343002,-0.055861979722976685,0.042107224464416504,0.151896670460701,0.11697390675544739
",",0.49057599902153015,0.3087472915649414,0.2389259785413742,0.36755475401878357,0.425624817609787,0.28294113278388977,0.28531143069267273,0.6633074283599854,0.3696635365486145,0.24050940573215485,0.44245919585227966,0.29754534363746643,0.2698478698730469,0.49057599902153015,0.4464869201183319,0.3696635365486145,0.2232367992401123,0.31091248989105225
2011,0.08962488919496536,0.04286744073033333,0.07176578044891357,0.08528410643339157,0.08477666974067688,-0.010680238716304302,0.009592555463314056,0.0998905599117279,0.10516269505023956,0.03455230966210365,0.03410811722278595,-0.005618393886834383,-0.01611703261733055,0.08962488919496536,0.10438573360443115,0.10516269505023956,-0.07172565162181854,0.005212190095335245
",",0.49057599902153015,0.3087472915649414,0.2389259785413742,0.36755475401878357,0.425624817609787,0.28294113278388977,0.28531143069267273,0.6633074283599854,0.3696635365486145,0.24050940573215485,0.44245919585227966,0.29754534363746643,0.2698478698730469,0.49057599902153015,0.4464869201183319,0.3696635365486145,0.2232367992401123,0.31091248989105225
abc,0.2862928807735443,0.1317344456911087,0.22076331079006195,0.09045279771089554,0.18112415075302124,0.24335843324661255,0.1666025072336197,0.16453155875205994,0.1300981342792511,0.20232120156288147,0.1762417107820511,0.20379731059074402,0.211515873670578,0.2862928807735443,0.22510288655757904,0.1300981342792511,0.29887476563453674,0.19065172970294952
canceled,0.2942970097064972,0.20596422255039215,0.23958958685398102,0.26992279291152954,0.30613163113594055,0.1678953468799591,0.14771798253059387,0.2440541386604309,0.19882190227508545,0.18975725769996643,0.26917052268981934,0.13593460619449615,0.33934298157691956,0.2942970097064972,0.27677008509635925,0.19882190227508545,0.3986721932888031,0.15313391387462616
the,0.5107308030128479,0.42745697498321533,0.22661015391349792,0.3906462490558624,0.4860881567001343,0.26636773347854614,0.15654058754444122,0.5171257257461548,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.2936354875564575,0.5107308030128479,0.4739971458911896,0.5514441132545471,0.2507155239582062,0.22068053483963013
long-running,0.34244173765182495,0.2873658537864685,0.25758257508277893,0.2434692680835724,0.2831290066242218,0.2856326997280121,0.2176729291677475,0.400388240814209,0.29233118891716003,0.3149476945400238,0.32026731967926025,0.2566591501235962,0.24727863073349,0.34244173765182495,0.38668501377105713,0.29233118891716003,0.2331557720899582,0.23421622812747955
soap,0.18588966131210327,0.17847999930381775,0.11190014332532883,0.12773674726486206,0.11729696393013,0.20749950408935547,0.24881477653980255,0.1829628199338913,0.154017373919487,0.17105063796043396,0.16551382839679718,0.1426546275615692,0.26544302701950073,0.18588966131210327,0.26051539182662964,0.154017373919487,0.26784420013427734,0.1800997406244278
operas,0.177606463432312,0.22246046364307404,0.12686026096343994,0.28045403957366943,0.21713636815547943,0.23867690563201904,0.2434123158454895,0.2702268958091736,0.26433733105659485,0.23168647289276123,0.20823907852172852,0.20127743482589722,0.33629170060157776,0.177606463432312,0.2899700999259949,0.26433733105659485,0.19805249571800232,0.16741734743118286
all,0.3832052946090698,0.41981086134910583,0.23081640899181366,0.4387909770011902,1.0000001192092896,0.29666051268577576,0.16303220391273499,0.4542157053947449,0.4628787636756897,0.30487263202667236,0.42520734667778015,0.26119425892829895,0.21840283274650574,0.3832052946090698,0.41144001483917236,0.4628787636756897,0.21257801353931427,0.29575422406196594
my,0.32948949933052063,0.3588488698005676,0.15580621361732483,0.1310032457113266,0.29666051268577576,1.0000001192092896,0.16581735014915466,0.26471394300460815,0.28412947058677673,0.24229495227336884,0.27499768137931824,0.14007237553596497,0.17090465128421783,0.32948949933052063,0.26856884360313416,0.28412947058677673,0.21838629245758057,0.4195883572101593
children,0.20549149811267853,0.22469459474086761,0.17101232707500458,0.24450503289699554,0.16303220391273499,0.16581735014915466,1.0,0.2624970078468323,0.225452721118927,0.21863682568073273,0.23135778307914734,0.15150931477546692,0.22978384792804718,0.20549149811267853,0.19934585690498352,0.225452721118927,0.1516442745923996,0.21788206696510315
