,what,was,the,memoir,entitled,which,was,submitted,to,the,american,philosophical,society,?
the,0.42745697498321533,0.48711544275283813,1.0,0.16328644752502441,0.2671615183353424,0.6521818041801453,0.48711544275283813,0.2515087127685547,0.535392165184021,1.0,0.24562937021255493,0.23365144431591034,0.2789285480976105,0.22068053483963013
results,0.2425258755683899,0.1437312215566635,0.2863679826259613,0.16107389330863953,0.17851467430591583,0.33109742403030396,0.1437312215566635,0.18348532915115356,0.24358662962913513,0.2863679826259613,0.07079960405826569,0.2148112654685974,0.1297016441822052,0.21797199547290802
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.15813148021697998,0.2524459660053253,0.5011631846427917,0.4069072902202606,0.3152673840522766,0.41548454761505127,0.733189046382904,0.22180068492889404,0.2655055820941925,0.23646748065948486,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.3582589626312256,0.2944073975086212,0.32283493876457214,0.4405253231525421,0.22180862724781036,0.3715193271636963,0.4394008219242096,0.21155373752117157,0.2529897093772888,0.19477857649326324,0.18075084686279297
unaided,0.2599742114543915,0.32711535692214966,0.3689059019088745,0.20524773001670837,0.2064543515443802,0.3518896996974945,0.32711535692214966,0.18155643343925476,0.37908488512039185,0.3689059019088745,0.15749788284301758,0.17349210381507874,0.17061161994934082,0.15710873901844025
labours,0.13440720736980438,0.2457970231771469,0.21150310337543488,0.23332639038562775,0.2220158576965332,0.22634121775627136,0.2457970231771469,0.15370488166809082,0.1848352998495102,0.21150310337543488,0.09879890084266663,0.1865619719028473,0.21640440821647644,0.13939723372459412
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.17061834037303925,0.1751135289669037,0.2807837128639221,0.590133786201477,0.2600972056388855,0.31913647055625916,0.3906462490558624,0.18710100650787354,0.1731434017419815,0.19307035207748413,0.17890112102031708
submitted,0.20540176331996918,0.25679999589920044,0.2515087127685547,0.19452068209648132,0.3109029233455658,0.253928005695343,0.25679999589920044,1.0,0.2779480218887329,0.2515087127685547,0.10286837816238403,0.19594424962997437,0.10178898274898529,0.2415507286787033
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.10108301788568497,0.2588021159172058,0.5345056653022766,0.3636345863342285,0.2779480218887329,1.0,0.535392165184021,0.16338081657886505,0.23708301782608032,0.20199917256832123,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.16328644752502441,0.2671615183353424,0.6521818041801453,0.48711544275283813,0.2515087127685547,0.535392165184021,1.0,0.24562937021255493,0.23365144431591034,0.2789285480976105,0.22068053483963013
american,0.1909721940755844,0.31632548570632935,0.24562937021255493,0.2110205441713333,0.14071351289749146,0.16603466868400574,0.31632548570632935,0.10286837816238403,0.16338081657886505,0.24562937021255493,1.0000001192092896,0.18041366338729858,0.1891384869813919,0.18877598643302917
philosophical,0.3205060660839081,0.21372516453266144,0.23365144431591034,0.33634498715400696,0.3397068977355957,0.29258257150650024,0.21372516453266144,0.19594424962997437,0.23708301782608032,0.23365144431591034,0.18041366338729858,0.9999999403953552,0.421678751707077,0.18311575055122375
society,0.23231269419193268,0.21627455949783325,0.2789285480976105,0.19654792547225952,0.23185086250305176,0.2405610978603363,0.21627455949783325,0.10178898274898529,0.20199917256832123,0.2789285480976105,0.1891384869813919,0.421678751707077,0.9999998807907104,0.1373005360364914
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.19952784478664398,0.2123948633670807,0.4840516746044159,0.45514053106307983,0.1980462521314621,0.45010748505592346,0.6662389636039734,0.22871561348438263,0.25335264205932617,0.21229879558086395,0.20430970191955566
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.17603272199630737,0.266441285610199,0.56894451379776,0.4508470594882965,0.17993977665901184,0.45503583550453186,0.5829201340675354,0.22026167809963226,0.22680945694446564,0.22652459144592285,0.23916715383529663
memoir,0.1589892953634262,0.23004190623760223,0.16328644752502441,0.9999999403953552,0.4241436719894409,0.10654228180646896,0.23004190623760223,0.19452068209648132,0.10108301788568497,0.16328644752502441,0.2110205441713333,0.33634498715400696,0.19654792547225952,0.2024753987789154
entitled,0.3050041198730469,0.2241649031639099,0.2671615183353424,0.4241436719894409,1.0,0.26463383436203003,0.2241649031639099,0.3109029233455658,0.2588021159172058,0.2671615183353424,0.14071351289749146,0.3397068977355957,0.23185086250305176,0.2216128408908844
observations,0.25952574610710144,0.17700251936912537,0.2542272210121155,0.20183029770851135,0.16749802231788635,0.2796248197555542,0.17700251936912537,0.19595062732696533,0.2440076768398285,0.2542272210121155,0.15500286221504211,0.3473132252693176,0.27075231075286865,0.16318461298942566
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.19530226290225983,0.26058539748191833,0.4245251417160034,0.3909217119216919,0.26121217012405396,0.41031414270401,0.5107308030128479,0.2356499582529068,0.18411460518836975,0.15271499752998352,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.16328644752502441,0.2671615183353424,0.6521818041801453,0.48711544275283813,0.2515087127685547,0.535392165184021,1.0,0.24562937021255493,0.23365144431591034,0.2789285480976105,0.22068053483963013
geology,0.27770960330963135,0.11747080832719803,0.214850515127182,0.2033108025789261,0.1131121963262558,0.2463337630033493,0.11747080832719803,0.156269833445549,0.20812717080116272,0.214850515127182,0.16097824275493622,0.38070976734161377,0.21927544474601746,0.1570872962474823
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.15813148021697998,0.2524459660053253,0.5011631846427917,0.4069072902202606,0.3152673840522766,0.41548454761505127,0.733189046382904,0.22180068492889404,0.2655055820941925,0.23646748065948486,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.16328644752502441,0.2671615183353424,0.6521818041801453,0.48711544275283813,0.2515087127685547,0.535392165184021,1.0,0.24562937021255493,0.23365144431591034,0.2789285480976105,0.22068053483963013
united,0.20036718249320984,0.31727492809295654,0.34367692470550537,0.17108510434627533,0.16581322252750397,0.2821946144104004,0.31727492809295654,0.22013624012470245,0.2715383470058441,0.34367692470550537,0.3562275767326355,0.14928507804870605,0.23282189667224884,0.17266890406608582
states,0.21526020765304565,0.2847922146320343,0.3463578522205353,0.1501748114824295,0.1711428016424179,0.27476921677589417,0.2847922146320343,0.22510096430778503,0.2828785181045532,0.3463578522205353,0.34012681245803833,0.1974841058254242,0.21706433594226837,0.16272737085819244
explanatory,0.3715243637561798,0.1669035404920578,0.21786241233348846,0.22022660076618195,0.26284635066986084,0.2950422465801239,0.1669035404920578,0.2591916620731354,0.3044453263282776,0.21786241233348846,0.11669671535491943,0.396602600812912,0.1736530065536499,0.3119804859161377
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.15813148021697998,0.2524459660053253,0.5011631846427917,0.4069072902202606,0.3152673840522766,0.41548454761505127,0.733189046382904,0.22180068492889404,0.2655055820941925,0.23646748065948486,0.1826142966747284
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.17603272199630737,0.266441285610199,0.56894451379776,0.4508470594882965,0.17993977665901184,0.45503583550453186,0.5829201340675354,0.22026167809963226,0.22680945694446564,0.22652459144592285,0.23916715383529663
geological,0.2686845362186432,0.14776946604251862,0.2813860774040222,0.20336134731769562,0.12655755877494812,0.2801094949245453,0.14776946604251862,0.1415787637233734,0.21852900087833405,0.2813860774040222,0.17378422617912292,0.3625522255897522,0.27852967381477356,0.16050557792186737
map,0.23936687409877777,0.1354881227016449,0.2702621817588806,0.09427228569984436,0.12859050929546356,0.19140219688415527,0.1354881227016449,0.09959711879491806,0.19639305770397186,0.2702621817588806,0.07344088703393936,0.1517793983221054,0.16134794056415558,0.1548176109790802
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20428185164928436,0.2173006385564804,0.3658004403114319,0.45456063747406006,0.2789202630519867,0.44245919585227966,0.4933079481124878,0.3048616647720337,0.2507254481315613,0.20629194378852844,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20911186933517456,0.24051092565059662,0.506277859210968,0.3740963041782379,0.25235041975975037,0.48971283435821533,0.5171257257461548,0.32290002703666687,0.26284363865852356,0.24110737442970276,0.20544172823429108
published,0.20457668602466583,0.2896443009376526,0.22017472982406616,0.48343533277511597,0.352222204208374,0.19621475040912628,0.2896443009376526,0.2912101745605469,0.12403073906898499,0.22017472982406616,0.15899163484573364,0.3510197103023529,0.2545699179172516,0.16280238330364227
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.19952784478664398,0.2123948633670807,0.4840516746044159,0.45514053106307983,0.1980462521314621,0.45010748505592346,0.6662389636039734,0.22871561348438263,0.25335264205932617,0.21229879558086395,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.16328644752502441,0.2671615183353424,0.6521818041801453,0.48711544275283813,0.2515087127685547,0.535392165184021,1.0,0.24562937021255493,0.23365144431591034,0.2789285480976105,0.22068053483963013
society,0.23231269419193268,0.21627455949783325,0.2789285480976105,0.19654792547225952,0.23185086250305176,0.2405610978603363,0.21627455949783325,0.10178898274898529,0.20199917256832123,0.2789285480976105,0.1891384869813919,0.421678751707077,0.9999998807907104,0.1373005360364914
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.031009802594780922,-0.030087033286690712,0.03856118768453598,0.008974763564765453,-0.08200456202030182,0.03782717138528824,-0.01540423184633255,0.01565130427479744,-0.00781565997749567,-0.027537118643522263,-0.023395681753754616
transactions,0.2587858736515045,0.1508367657661438,0.2598714530467987,0.2470856010913849,0.2536700665950775,0.3170493543148041,0.1508367657661438,0.23331774771213531,0.21254438161849976,0.2598714530467987,0.19494259357452393,0.4009791910648346,0.3619609773159027,0.19647830724716187
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20428185164928436,0.2173006385564804,0.3658004403114319,0.45456063747406006,0.2789202630519867,0.44245919585227966,0.4933079481124878,0.3048616647720337,0.2507254481315613,0.20629194378852844,0.31091248989105225
together,0.22179445624351501,0.14391832053661346,0.26662585139274597,0.10341942310333252,0.0995820015668869,0.3194063603878021,0.14391832053661346,0.1150241419672966,0.33225905895233154,0.26662585139274597,0.1250186562538147,0.19128185510635376,0.12836229801177979,0.1690303236246109
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.13961690664291382,0.18428629636764526,0.46403205394744873,0.27411898970603943,0.2295018434524536,0.4239959120750427,0.4223487675189972,0.20245933532714844,0.199788436293602,0.1061180979013443,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.16328644752502441,0.2671615183353424,0.6521818041801453,0.48711544275283813,0.2515087127685547,0.535392165184021,1.0,0.24562937021255493,0.23365144431591034,0.2789285480976105,0.22068053483963013
nation,0.21990635991096497,0.26869508624076843,0.39486879110336304,0.09702309221029282,0.22163651883602142,0.28205931186676025,0.26869508624076843,0.19324682652950287,0.2556411623954773,0.39486879110336304,0.21812106668949127,0.19704468548297882,0.3339783549308777,0.17865248024463654
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.031009802594780922,-0.030087033286690712,0.03856118768453598,0.008974763564765453,-0.08200456202030182,0.03782717138528824,-0.01540423184633255,0.01565130427479744,-0.00781565997749567,-0.027537118643522263,-0.023395681753754616
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.2218385487794876,0.3251447379589081,0.3828166127204895,0.5022147297859192,0.19594623148441315,0.3792489171028137,0.49448907375335693,0.29280033707618713,0.2304370403289795,0.158951997756958,0.18701928853988647
geological,0.2686845362186432,0.14776946604251862,0.2813860774040222,0.20336134731769562,0.12655755877494812,0.2801094949245453,0.14776946604251862,0.1415787637233734,0.21852900087833405,0.2813860774040222,0.17378422617912292,0.3625522255897522,0.27852967381477356,0.16050557792186737
map,0.23936687409877777,0.1354881227016449,0.2702621817588806,0.09427228569984436,0.12859050929546356,0.19140219688415527,0.1354881227016449,0.09959711879491806,0.19639305770397186,0.2702621817588806,0.07344088703393936,0.1517793983221054,0.16134794056415558,0.1548176109790802
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.16751430928707123,0.19482605159282684,0.45942068099975586,0.40146201848983765,0.2211175560951233,0.4645031690597534,0.5934505462646484,0.29108086228370667,0.20125450193881989,0.18022798001766205,0.4130953550338745
