,when,did,the,yuan,people,suffer,a,series,of,natural,disasters,?
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.09845740348100662,0.30292633175849915,0.24764131009578705,0.322764128446579,0.20279763638973236,0.4249346852302551,0.28746557235717773,0.2285810261964798,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,1.0,0.2548272907733917,0.36838498711586,0.22818626463413239,0.5829201340675354,0.31376904249191284,0.733189046382904,0.2291368842124939,0.27290815114974976,0.22068053483963013
late,0.29498016834259033,0.27609187364578247,0.31481194496154785,0.13596881926059723,0.1379888504743576,0.16630887985229492,0.22989967465400696,0.23181812465190887,0.21690747141838074,0.0891483947634697,0.18979708850383759,0.11339222639799118
1340s,0.02768273651599884,0.06355299800634384,0.04536370560526848,0.19415029883384705,0.030735759064555168,-0.11827868968248367,0.007303315214812756,0.06617769598960876,0.02654925547540188,-0.04735024273395538,0.0505467914044857,0.1499360054731369
onwards,0.2601401209831238,0.16741403937339783,0.35449934005737305,0.15770144760608673,0.16506659984588623,0.14182893931865692,0.2205665409564972,0.2840236723423004,0.294708788394928,0.08275138586759567,0.22202646732330322,0.17025373876094818
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20958951115608215,0.36644625663757324,0.28302544355392456,0.427140474319458,0.24060699343681335,0.4946078956127167,0.30864179134368896,0.2097712606191635,0.31091248989105225
people,0.260394424200058,0.26765021681785583,0.36838498711586,0.17908108234405518,1.0000001192092896,0.30348560214042664,0.3483705520629883,0.10404983162879944,0.3251037895679474,0.23857063055038452,0.3032545745372772,0.23739641904830933
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.14850552380084991,0.39605680108070374,0.20667266845703125,0.539380669593811,0.2914260923862457,0.5696388483047485,0.32136213779449463,0.29718950390815735,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.2548272907733917,0.36838498711586,0.22818626463413239,0.5829201340675354,0.31376904249191284,0.733189046382904,0.2291368842124939,0.27290815114974976,0.22068053483963013
countryside,0.2183445692062378,0.2360590398311615,0.2870009243488312,0.1283150017261505,0.3633866012096405,0.18577545881271362,0.2140529304742813,0.18997794389724731,0.23108261823654175,0.28840258717536926,0.28629565238952637,0.08018820732831955
suffered,0.20446106791496277,0.28497523069381714,0.2558774948120117,0.15675801038742065,0.24328196048736572,0.7251672148704529,0.2735525667667389,0.12513943016529083,0.2524636387825012,0.16175901889801025,0.3711223304271698,0.08963493257761002
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.09845740348100662,0.30292633175849915,0.24764131009578705,0.322764128446579,0.20279763638973236,0.4249346852302551,0.28746557235717773,0.2285810261964798,0.19969791173934937
frequent,0.2322797179222107,0.19131353497505188,0.20967717468738556,0.06161855161190033,0.13386571407318115,0.3169710338115692,0.21165432035923004,0.16367660462856293,0.17798742651939392,0.16311948001384735,0.26515763998031616,0.13923750817775726
natural,0.17298151552677155,0.08853514492511749,0.2291368842124939,0.058545731008052826,0.23857063055038452,0.20610620081424713,0.19475746154785156,0.12793579697608948,0.2963479459285736,1.0,0.37027084827423096,0.16155436635017395
disasters,0.22551743686199188,0.20368145406246185,0.27290815114974976,0.1996254175901413,0.3032545745372772,0.38319098949432373,0.20490649342536926,0.19079676270484924,0.24030889570713043,0.37027084827423096,1.0,0.22316484153270721
such,0.27679547667503357,0.24497397243976593,0.3575236201286316,0.1278371512889862,0.2260056734085083,0.26107877492904663,0.2706976532936096,0.19144901633262634,0.3209529519081116,0.2202329933643341,0.2371635138988495,0.17851735651493073
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.2132488638162613,0.15704652667045593,0.2692702114582062,0.39550232887268066,0.2641415596008301,0.3886612355709076,0.2089606076478958,0.1524353325366974,0.27043893933296204
droughts,0.23569396138191223,0.15798375010490417,0.2990124225616455,0.18999025225639343,0.2270497828722,0.32118141651153564,0.17624805867671967,0.24088814854621887,0.23646663129329681,0.3077671229839325,0.42285066843032837,0.25870680809020996
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20958951115608215,0.36644625663757324,0.28302544355392456,0.427140474319458,0.24060699343681335,0.4946078956127167,0.30864179134368896,0.2097712606191635,0.31091248989105225
floods,0.22885198891162872,0.14171212911605835,0.27616244554519653,0.23618999123573303,0.299489825963974,0.25689011812210083,0.18360745906829834,0.1682455688714981,0.21576525270938873,0.21577386558055878,0.4830348789691925,0.19302599132061005
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.22359056770801544,0.3016039729118347,0.22671689093112946,0.3739250600337982,0.26972857117652893,0.5116966962814331,0.3004496097564697,0.17718666791915894,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,1.0,0.2548272907733917,0.36838498711586,0.22818626463413239,0.5829201340675354,0.31376904249191284,0.733189046382904,0.2291368842124939,0.27290815114974976,0.22068053483963013
resulting,0.3644998371601105,0.17864365875720978,0.3905409574508667,0.20822712779045105,0.2098129391670227,0.3220248222351074,0.3510841131210327,0.17901915311813354,0.3631994426250458,0.24060778319835663,0.3175162076950073,0.10813049972057343
famines,0.2516794502735138,0.24627989530563354,0.38064882159233093,0.3246898055076599,0.3041117191314697,0.3383370339870453,0.229404017329216,0.22317855060100555,0.3546697497367859,0.2475557029247284,0.48428720235824585,0.1804584264755249
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20958951115608215,0.36644625663757324,0.28302544355392456,0.427140474319458,0.24060699343681335,0.4946078956127167,0.30864179134368896,0.2097712606191635,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.22359056770801544,0.3016039729118347,0.22671689093112946,0.3739250600337982,0.26972857117652893,0.5116966962814331,0.3004496097564697,0.17718666791915894,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,1.0,0.2548272907733917,0.36838498711586,0.22818626463413239,0.5829201340675354,0.31376904249191284,0.733189046382904,0.2291368842124939,0.27290815114974976,0.22068053483963013
government,0.23078718781471252,0.2792121469974518,0.31798112392425537,0.3044860064983368,0.351580411195755,0.17109054327011108,0.25158295035362244,0.13696643710136414,0.3475167155265808,0.16841812431812286,0.25309646129608154,0.18851417303085327
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,0.01965653896331787,0.023582622408866882,-0.016224125400185585,0.04866964742541313,0.0006390819908119738,-0.03817026689648628,-0.049410052597522736,-5.2442162996158004e-05,-0.023395681753754616
lack,0.2328537404537201,0.2599813938140869,0.2674623131752014,0.11257299035787582,0.17968259751796722,0.37950414419174194,0.20266364514827728,0.13087968528270721,0.2861039936542511,0.2138625979423523,0.22980578243732452,0.16953514516353607
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.22696353495121002,0.3251037895679474,0.22302617132663727,0.5052502155303955,0.22268271446228027,1.0,0.2963479459285736,0.24030889570713043,0.1826142966747284
effective,0.25165870785713196,0.2096690982580185,0.23741452395915985,0.18287670612335205,0.1626805067062378,0.2284800112247467,0.2041732668876648,0.10113057494163513,0.27888283133506775,0.19076652824878693,0.19139771163463593,0.21825028955936432
policy,0.20549920201301575,0.2751549482345581,0.2358427494764328,0.19717173278331757,0.2227274775505066,0.18150505423545837,0.17720282077789307,0.12398764491081238,0.24393197894096375,0.09581233561038971,0.23973464965820312,0.30462446808815
led,0.2072276622056961,0.3213953971862793,0.3267505168914795,0.18353863060474396,0.09751579910516739,0.2239902913570404,0.19072435796260834,0.19765207171440125,0.32918456196784973,0.11834518611431122,0.19930630922317505,0.09273858368396759
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.1499021351337433,0.37275731563568115,0.2893508970737457,0.45503583550453186,0.19879554212093353,0.41548454761505127,0.21663954854011536,0.2691348195075989,0.29463258385658264
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.18084076046943665,0.3483705520629883,0.2534792721271515,1.0,0.23966510593891144,0.5052502155303955,0.19475746154785156,0.20490649342536926,0.23916715383529663
loss,0.2679787576198578,0.17676638066768646,0.27898719906806946,0.16332899034023285,0.23691898584365845,0.41689127683639526,0.20714472234249115,0.12993398308753967,0.26357072591781616,0.20688487589359283,0.3324190378189087,0.1312553584575653
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.22696353495121002,0.3251037895679474,0.22302617132663727,0.5052502155303955,0.22268271446228027,1.0,0.2963479459285736,0.24030889570713043,0.1826142966747284
popular,0.18394137918949127,0.20788706839084625,0.2724021077156067,0.0076462822034955025,0.22035932540893555,0.10231837630271912,0.2756339907646179,0.2586348354816437,0.25281813740730286,0.16910021007061005,0.1386570930480957,0.13108457624912262
support,0.19993360340595245,0.2911772131919861,0.22984638810157776,0.09593132138252258,0.2108479142189026,0.25063788890838623,0.2484646886587143,0.11407692730426788,0.2307697981595993,0.09494218975305557,0.16743658483028412,0.22626608610153198
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.17233723402023315,0.33118996024131775,0.18533723056316376,0.50484299659729,0.3121925890445709,0.5352458953857422,0.25792330503463745,0.19444683194160461,0.4130953550338745
