,in,what,year,did,the,nfl,switch,to,a,16-game,regular,season,?
despite,0.27473363280296326,0.1825345903635025,0.18577145040035248,0.38115930557250977,0.3172689974308014,0.15728704631328583,0.05579056218266487,0.3584847152233124,0.28239360451698303,0.189571812748909,0.2258727103471756,0.25890347361564636,0.14350546896457672
waiving,0.3322989046573639,0.33251965045928955,0.2502298653125763,0.27735698223114014,0.3694417178630829,0.23892506957054138,0.15660054981708527,0.3603929877281189,0.3373030722141266,0.25950199365615845,0.28230151534080505,0.2095266878604889,0.242996484041214
longtime,0.21562570333480835,0.10752114653587341,0.2827005982398987,0.14097586274147034,0.2717287242412567,0.25788789987564087,0.18301096558570862,0.27073341608047485,0.24678170680999756,0.22546012699604034,0.15504658222198486,0.17901133000850677,0.07657656818628311
running,0.2874506413936615,0.2357972115278244,0.10273336619138718,0.23744943737983704,0.28883472084999084,0.25257569551467896,0.24746392667293549,0.23381315171718597,0.30176547169685364,0.24692150950431824,0.2074413299560547,0.1752285361289978,0.15679655969142914
back,0.25397348403930664,0.2965294420719147,0.19452595710754395,0.2601068317890167,0.3612101674079895,0.1497868448495865,0.22580520808696747,0.4675939381122589,0.31908270716667175,0.26177874207496643,0.20954503118991852,0.16828195750713348,0.2397768795490265
deangelo,0.24543344974517822,0.1812259703874588,0.22597002983093262,0.16390806436538696,0.2024650275707245,0.2586706280708313,0.017082661390304565,0.1988241821527481,0.20384690165519714,0.19766052067279816,0.09980743378400803,0.14086845517158508,0.18370559811592102
williams,0.16579249501228333,0.12967023253440857,0.17435216903686523,0.19792766869068146,0.20852252840995789,0.23999285697937012,0.17148321866989136,0.16808581352233887,0.15783628821372986,0.2043289840221405,0.18122559785842896,0.24283945560455322,0.1924409717321396
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2080700695514679,0.1893290877342224,0.48971283435821533,0.3739250600337982,0.2343180626630783,0.3054477870464325,0.2369309365749359,0.20544172823429108
losing,0.3055514097213745,0.2354373037815094,0.20214098691940308,0.2751401662826538,0.3114689588546753,0.18746362626552582,0.1618092656135559,0.2928483486175537,0.28068792819976807,0.2958659827709198,0.2360754907131195,0.23164252936840057,0.15056444704532623
top,0.2235720455646515,0.21232028305530548,0.21013402938842773,0.17264406383037567,0.31754136085510254,0.18408949673175812,0.15962399542331696,0.20897358655929565,0.2422690987586975,0.23133154213428497,0.28424471616744995,0.24344053864479065,0.17265194654464722
wide,0.22946839034557343,0.22181174159049988,0.11715814471244812,0.11342455446720123,0.28078147768974304,0.24957473576068878,0.09381172806024551,0.27017152309417725,0.301088809967041,0.1707233339548111,0.225326806306839,0.1078408807516098,0.12719376385211945
receiver,0.16248875856399536,0.17021551728248596,0.20023705065250397,0.15293848514556885,0.21850530803203583,0.46299049258232117,0.28123387694358826,0.25238820910453796,0.2591530680656433,0.2289649397134781,0.20337006449699402,0.21946853399276733,0.11587938666343689
kelvin,0.20857983827590942,0.2659316062927246,0.2319781333208084,0.12385150045156479,0.20588484406471252,0.16299770772457123,0.1315252184867859,0.23131093382835388,0.22150981426239014,0.1817372441291809,0.12686020135879517,0.12391088902950287,0.18197040259838104
benjamin,0.20055828988552094,0.18476101756095886,0.14565469324588776,0.1405869424343109,0.2507040798664093,0.12891431152820587,0.14966920018196106,0.17437827587127686,0.2032749503850937,0.1505870223045349,0.10250754654407501,0.11361268162727356,0.20336422324180603
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.1526731252670288,0.25462213158607483,1.0,0.45503583550453186,0.2950660288333893,0.30861178040504456,0.22382742166519165,0.29463258385658264
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26745039224624634,0.45503583550453186,1.0,0.3130919337272644,0.313107967376709,0.1855505406856537,0.23916715383529663
torn,0.24918708205223083,0.21371328830718994,0.1183069720864296,0.18315857648849487,0.270181804895401,0.15514671802520752,0.1270124614238739,0.18432354927062988,0.2563896179199219,0.18544206023216248,0.16226182878017426,0.19888190925121307,0.13564015924930573
acl,0.15011103451251984,0.10634554177522659,0.14310979843139648,0.12015141546726227,0.23845629394054413,0.2741280198097229,0.16593658924102783,0.1536690592765808,0.20035260915756226,0.21018554270267487,0.1781291514635086,0.3185107111930847,0.14736860990524292
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.12599408626556396,0.15835623443126678,0.45010748505592346,0.539380669593811,0.2743573784828186,0.23172755539417267,0.2184021919965744,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.15305201709270477,0.21010391414165497,0.535392165184021,0.5829201340675354,0.3390442430973053,0.3214086890220642,0.2507155239582062,0.22068053483963013
preseason,0.2689804434776306,0.21651558578014374,0.30707189440727234,0.2524903416633606,0.32348138093948364,0.5587513446807861,0.19641132652759552,0.28437575697898865,0.22467027604579926,0.4021018445491791,0.38297557830810547,0.6879447102546692,0.13884200155735016
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.2054736316204071,0.44245919585227966,0.427140474319458,0.25631216168403625,0.2336544692516327,0.2232367992401123,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.15305201709270477,0.21010391414165497,0.535392165184021,0.5829201340675354,0.3390442430973053,0.3214086890220642,0.2507155239582062,0.22068053483963013
carolina,0.2380082756280899,0.1956660896539688,0.20001289248466492,0.18489903211593628,0.24749229848384857,0.25462281703948975,0.11933839321136475,0.23296888172626495,0.1979188621044159,0.2132527232170105,0.14601212739944458,0.2196287363767624,0.11847445368766785
panthers,0.2115829735994339,0.17002959549427032,0.20921224355697632,0.189295694231987,0.2602776288986206,0.4153780937194824,0.1189647987484932,0.2185782641172409,0.2255268394947052,0.29366227984428406,0.2117871195077896,0.3867887854576111,0.16608978807926178
had,0.385026752948761,0.23849567770957947,0.29678046703338623,0.540525496006012,0.3875846862792969,0.17032240331172943,0.085098035633564,0.37984350323677063,0.34897568821907043,0.1714758574962616,0.2647917866706848,0.1978970468044281,0.20728366076946259
their,0.34976133704185486,0.35142919421195984,0.20591455698013306,0.38078752160072327,0.516537070274353,0.14959773421287537,0.19718916714191437,0.44619059562683105,0.29698723554611206,0.27610230445861816,0.3364572525024414,0.21295444667339325,0.1898253709077835
best,0.2813531160354614,0.3036847710609436,0.2702539265155792,0.25550925731658936,0.3134109377861023,0.18926802277565002,0.18059441447257996,0.21715646982192993,0.2547774314880371,0.2644409239292145,0.22961202263832092,0.20042479038238525,0.2799045741558075
regular,0.23172755539417267,0.224887877702713,0.2006196677684784,0.26963475346565247,0.3214086890220642,0.2313152551651001,0.24165499210357666,0.30861178040504456,0.313107967376709,0.26340222358703613,1.0,0.4002528786659241,0.18334713578224182
season,0.2184021919965744,0.12117787450551987,0.3561827838420868,0.19368280470371246,0.2507155239582062,0.3929455280303955,0.1904376745223999,0.22382742166519165,0.1855505406856537,0.31891191005706787,0.4002528786659241,1.0,0.16793298721313477
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.12599408626556396,0.15835623443126678,0.45010748505592346,0.539380669593811,0.2743573784828186,0.23172755539417267,0.2184021919965744,0.20430970191955566
franchise,0.29437172412872314,0.1852455735206604,0.2489490509033203,0.1293107569217682,0.30872398614883423,0.3573097884654999,0.15227726101875305,0.26970288157463074,0.2522450387477875,0.4117433726787567,0.2792651951313019,0.3754488229751587,0.13445523381233215
history,0.29215577244758606,0.28630873560905457,0.20572951436042786,0.24950987100601196,0.33215048909187317,0.16625894606113434,0.12066872417926788,0.24226762354373932,0.2123815417289734,0.28880777955055237,0.14632843434810638,0.13905751705169678,0.2501974403858185
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.2054736316204071,0.44245919585227966,0.427140474319458,0.25631216168403625,0.2336544692516327,0.2232367992401123,0.31091248989105225
becoming,0.2425609976053238,0.2530137896537781,0.20764873921871185,0.26583778858184814,0.333665668964386,0.11531414836645126,0.1416586935520172,0.3192594647407532,0.3309323191642761,0.21387003362178802,0.21880695223808289,0.22846610844135284,0.17354105412960052
