,how,much,of,a,voting,majority,must,there,be,to,effectively,censure,the,commission,?
it,0.36714982986450195,0.48116767406463623,0.38761502504348755,0.5452592968940735,0.2419259250164032,0.24516208469867706,0.17906725406646729,0.4020688533782959,0.5203388929367065,0.513711154460907,0.3162976801395416,0.27168649435043335,0.6251175999641418,0.2274378389120102,0.25732165575027466
can,0.49246567487716675,0.39803463220596313,0.2603091299533844,0.3915780484676361,0.24016720056533813,0.24783922731876373,0.6161077618598938,0.36423051357269287,0.5791122913360596,0.4979398250579834,0.3273668587207794,0.24543988704681396,0.312528520822525,0.1267329305410385,0.3226337134838104
require,0.2924719452857971,0.29556313157081604,0.20683176815509796,0.24720792472362518,0.21155382692813873,0.23092332482337952,0.521908164024353,0.34947407245635986,0.40844497084617615,0.29503753781318665,0.327159583568573,0.2849208414554596,0.17356595396995544,0.1809559315443039,0.2463286817073822
the,0.33890387415885925,0.35023224353790283,0.733189046382904,0.5829201340675354,0.26425203680992126,0.28757327795028687,0.2713140547275543,0.47025805711746216,0.4248143136501312,0.535392165184021,0.3534683883190155,0.26266124844551086,1.0,0.24418850243091583,0.22068053483963013
commission,0.20294733345508575,0.1491299420595169,0.2698368728160858,0.18981990218162537,0.21189720928668976,0.20650842785835266,0.16934053599834442,0.12579765915870667,0.19977925717830658,0.24674905836582184,0.2345578670501709,0.328366756439209,0.24418850243091583,0.9999998807907104,0.16231559216976166
respond,0.39709731936454773,0.27040794491767883,0.19069483876228333,0.2199072241783142,0.2541317641735077,0.19754919409751892,0.2516116797924042,0.2384616732597351,0.3573259711265564,0.33126938343048096,0.34567880630493164,0.269805908203125,0.24966585636138916,0.19091983139514923,0.2554577887058258
to,0.44169697165489197,0.40610215067863464,0.41548454761505127,0.45503583550453186,0.2493610978126526,0.26316750049591064,0.43356871604919434,0.40669289231300354,0.4972836375236511,1.0,0.3721640110015869,0.3181663453578949,0.535392165184021,0.24674905836582184,0.29463258385658264
questions,0.41637086868286133,0.29573673009872437,0.2210283875465393,0.2656060755252838,0.3131696581840515,0.21622207760810852,0.2909862995147705,0.32175299525260925,0.3082304298877716,0.317446768283844,0.21236468851566315,0.23700061440467834,0.23562853038311005,0.2027016133069992,0.42967134714126587
and,0.33647966384887695,0.38395699858665466,0.5116966962814331,0.3739250600337982,0.2101096510887146,0.34497180581092834,0.33253467082977295,0.4242868423461914,0.41766801476478577,0.48971283435821533,0.3747750222682953,0.2283642441034317,0.5171257257461548,0.21015366911888123,0.20544172823429108
by,0.34370526671409607,0.24959969520568848,0.3646814823150635,0.32094135880470276,0.1886349767446518,0.21340490877628326,0.2841154634952545,0.20383623242378235,0.43158695101737976,0.33534231781959534,0.2848096191883087,0.19627094268798828,0.4408751428127289,0.25094297528266907,0.17966607213020325
a,0.29312583804130554,0.2958075702190399,0.5052502155303955,1.0,0.21578288078308105,0.227370023727417,0.3016769587993622,0.4214206337928772,0.39883795380592346,0.45503583550453186,0.22778856754302979,0.12573236227035522,0.5829201340675354,0.18981990218162537,0.23916715383529663
two-thirds,0.2647247910499573,0.32518818974494934,0.3894369602203369,0.2886121869087219,0.3387538492679596,0.493336021900177,0.3448483943939209,0.3404066860675812,0.3205854594707489,0.3367849886417389,0.377032995223999,0.30756816267967224,0.4331918954849243,0.22008535265922546,0.15813422203063965
majority,0.20073412358760834,0.2283288687467575,0.29706597328186035,0.227370023727417,0.3618720471858978,0.9999998807907104,0.2850387692451477,0.21571014821529388,0.26356902718544006,0.26316750049591064,0.2873837351799011,0.3049308657646179,0.28757327795028687,0.20650842785835266,0.220119908452034
can,0.49246567487716675,0.39803463220596313,0.2603091299533844,0.3915780484676361,0.24016720056533813,0.24783922731876373,0.6161077618598938,0.36423051357269287,0.5791122913360596,0.4979398250579834,0.3273668587207794,0.24543988704681396,0.312528520822525,0.1267329305410385,0.3226337134838104
