,when,did,wesley,appoint,thomas,coke,as,bishop,?
in,0.4431333839893341,0.2593238651752472,0.14970102906227112,0.22970159351825714,0.21133768558502197,0.16945882141590118,0.3887844979763031,0.23243731260299683,0.20430970191955566
1784,0.12088574469089508,0.017181625589728355,0.06391192227602005,0.19365403056144714,0.09385865926742554,0.059296440333127975,0.11256851255893707,0.2123478204011917,0.12145309150218964
",",0.36674630641937256,0.3015086054801941,0.262672483921051,0.25567105412483215,0.25079426169395447,0.28163716197013855,0.48816442489624023,0.2074185311794281,0.31091248989105225
after,0.5331412553787231,0.30330467224121094,0.18472549319267273,0.28185614943504333,0.1820588856935501,0.20099350810050964,0.3014480769634247,0.13688251376152039,0.16608688235282898
unsuccessful,0.23174481093883514,0.3554496169090271,0.1489258110523224,0.2917099893093109,0.16403058171272278,0.17974649369716644,0.28606343269348145,0.1180342435836792,0.14997178316116333
attempts,0.23838594555854797,0.27608612179756165,0.18558278679847717,0.22314977645874023,0.1646369993686676,0.1501689851284027,0.20818445086479187,0.12816831469535828,0.09428907185792923
to,0.5423505902290344,0.4452643394470215,0.18164515495300293,0.3012806177139282,0.1928519904613495,0.2396397739648819,0.42092081904411316,0.15059466660022736,0.29463258385658264
have,0.40555819869041443,0.3783526122570038,0.1491336077451706,0.13007226586341858,0.09757966548204422,0.20935146510601044,0.37788212299346924,0.1095312312245369,0.32991164922714233
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
church,0.20053261518478394,0.16781097650527954,0.30849578976631165,0.18890869617462158,0.23745757341384888,0.1314443200826645,0.211966410279274,0.4350535571575165,0.18081501126289368
of,0.3757161796092987,0.2513895630836487,0.18802838027477264,0.3188447058200836,0.18699592351913452,0.2095102220773697,0.3886612355709076,0.22951185703277588,0.1826142966747284
england,0.26359328627586365,0.22023706138134003,0.2779354751110077,0.23017439246177673,0.24865058064460754,0.30314794182777405,0.20793095231056213,0.24418099224567413,0.13436897099018097
send,0.3245796859264374,0.28536826372146606,0.04917960241436958,0.22636279463768005,0.15518370270729065,0.10509191453456879,0.21457357704639435,0.03215371072292328,0.1784207671880722
a,0.44397395849227905,0.2552328109741211,0.21911776065826416,0.198948934674263,0.19268037378787994,0.25061485171318054,0.39550232887268066,0.1672227680683136,0.23916715383529663
bishop,0.10197791457176208,0.11703123897314072,0.24645738303661346,0.30055785179138184,0.23333074152469635,0.1747315675020218,0.18269361555576324,0.9999998807907104,0.19730713963508606
to,0.5423505902290344,0.4452643394470215,0.18164515495300293,0.3012806177139282,0.1928519904613495,0.2396397739648819,0.42092081904411316,0.15059466660022736,0.29463258385658264
start,0.37728703022003174,0.27419590950012207,0.16160407662391663,0.21918155252933502,0.13814948499202728,0.17440764605998993,0.26252481341362,0.10021845251321793,0.26634979248046875
a,0.44397395849227905,0.2552328109741211,0.21911776065826416,0.198948934674263,0.19268037378787994,0.25061485171318054,0.39550232887268066,0.1672227680683136,0.23916715383529663
new,0.257220059633255,0.227974995970726,0.19570095837116241,0.19601257145404816,0.16022062301635742,0.16542823612689972,0.24585270881652832,0.1254771500825882,0.14782847464084625
church,0.20053261518478394,0.16781097650527954,0.30849578976631165,0.18890869617462158,0.23745757341384888,0.1314443200826645,0.211966410279274,0.4350535571575165,0.18081501126289368
in,0.4431333839893341,0.2593238651752472,0.14970102906227112,0.22970159351825714,0.21133768558502197,0.16945882141590118,0.3887844979763031,0.23243731260299683,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
colonies,0.25325432419776917,0.23126882314682007,0.08887667953968048,0.19554246962070465,0.2153760939836502,0.17369331419467926,0.20195318758487701,0.19660313427448273,0.07886616140604019
",",0.36674630641937256,0.3015086054801941,0.262672483921051,0.25567105412483215,0.25079426169395447,0.28163716197013855,0.48816442489624023,0.2074185311794281,0.31091248989105225
wesley,0.11832226067781448,0.13146962225437164,0.9999999403953552,0.13331913948059082,0.3525221645832062,0.2680809795856476,0.1965806782245636,0.24645738303661346,0.1662333607673645
decisively,0.27442267537117004,0.17651256918907166,0.16023260354995728,0.2945352792739868,0.14967021346092224,0.19816704094409943,0.24307607114315033,0.19538617134094238,0.1723511964082718
appointed,0.19494225084781647,0.2657434642314911,0.13323748111724854,0.838501513004303,0.26723453402519226,0.1403515636920929,0.2932926416397095,0.261190265417099,0.13895352184772491
fellow,0.15492504835128784,0.21717137098312378,0.1887291520833969,0.3172016739845276,0.1609904170036316,0.12991008162498474,0.20951266586780548,0.16835981607437134,0.13782136142253876
priest,0.14679278433322906,0.20535904169082642,0.21855580806732178,0.2798694372177124,0.23766538500785828,0.21375924348831177,0.11525032669305801,0.46649205684661865,0.1474698781967163
thomas,0.19259870052337646,0.20728807151317596,0.3525221645832062,0.21740593016147614,1.0000001192092896,0.25797170400619507,0.19479404389858246,0.23333074152469635,0.16133050620555878
coke,0.23482684791088104,0.19124585390090942,0.2680809795856476,0.16499999165534973,0.25797170400619507,0.9999999403953552,0.27501165866851807,0.1747315675020218,0.10363783687353134
as,0.4437963366508484,0.3596470057964325,0.1965806782245636,0.2634997069835663,0.19479404389858246,0.27501165866851807,1.0,0.18269361555576324,0.27043893933296204
superintendent,0.2589942514896393,0.2038733810186386,0.3099757134914398,0.40295839309692383,0.3559824824333191,0.222672238945961,0.27978023886680603,0.2651803195476532,0.08918596059083939
(,0.2459595799446106,0.18979617953300476,0.16583433747291565,0.20271748304367065,0.20615462958812714,0.21326944231987,0.32029855251312256,0.1566440612077713,0.40561532974243164
bishop,0.10197791457176208,0.11703123897314072,0.24645738303661346,0.30055785179138184,0.23333074152469635,0.1747315675020218,0.18269361555576324,0.9999998807907104,0.19730713963508606
),0.2538422644138336,0.18584993481636047,0.1798892766237259,0.21126706898212433,0.23000352084636688,0.19836761057376862,0.32161882519721985,0.16601872444152832,0.42300865054130554
to,0.5423505902290344,0.4452643394470215,0.18164515495300293,0.3012806177139282,0.1928519904613495,0.2396397739648819,0.42092081904411316,0.15059466660022736,0.29463258385658264
organize,0.24177134037017822,0.2797717750072479,0.06915859133005142,0.30804452300071716,0.14716042578220367,0.09797292202711105,0.17964690923690796,0.07666035741567612,0.17601895332336426
a,0.44397395849227905,0.2552328109741211,0.21911776065826416,0.198948934674263,0.19268037378787994,0.25061485171318054,0.39550232887268066,0.1672227680683136,0.23916715383529663
separate,0.2902664840221405,0.2542422115802765,0.0586983785033226,0.15096648037433624,0.1034410372376442,0.12247399985790253,0.28611117601394653,0.0750415176153183,0.16835719347000122
methodist,0.16788707673549652,0.21641705930233002,0.4355824887752533,0.17890775203704834,0.34936124086380005,0.2565954923629761,0.22391098737716675,0.338321715593338,0.1436992734670639
society,0.17042754590511322,0.18197309970855713,0.144398495554924,0.24916335940361023,0.19466175138950348,0.1757573038339615,0.18661245703697205,0.07825040072202682,0.1373005360364914
.,0.475719153881073,0.35288307070732117,0.20399101078510284,0.24049615859985352,0.2580391466617584,0.23433402180671692,0.515582263469696,0.20523421466350555,0.4130953550338745
,when,did,wesley,appoint,thomas,coke,as,bishop,?
though,0.45963284373283386,0.4678466022014618,0.23039819300174713,0.17974208295345306,0.18284235894680023,0.21183007955551147,0.42865264415740967,0.11236749589443207,0.3188856542110443
john,0.20069552958011627,0.18785913288593292,0.43004438281059265,0.2378389537334442,0.4140104651451111,0.23461921513080597,0.1664888858795166,0.2551281452178955,0.13162356615066528
wesley,0.11832226067781448,0.13146962225437164,0.9999999403953552,0.13331913948059082,0.3525221645832062,0.2680809795856476,0.1965806782245636,0.24645738303661346,0.1662333607673645
originally,0.3108700215816498,0.23196664452552795,0.21282096207141876,0.10512606054544449,0.20086821913719177,0.21992570161819458,0.31636640429496765,0.12431252747774124,0.07821967452764511
wanted,0.2877647578716278,0.6432620882987976,0.12580649554729462,0.31512609124183655,0.21977753937244415,0.2187250703573227,0.282063364982605,0.15603657066822052,0.24342651665210724
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
methodists,0.18112710118293762,0.2833806574344635,0.41978904604911804,0.15547454357147217,0.3060055673122406,0.2381790280342102,0.23635359108448029,0.28072699904441833,0.1608453392982483
to,0.5423505902290344,0.4452643394470215,0.18164515495300293,0.3012806177139282,0.1928519904613495,0.2396397739648819,0.42092081904411316,0.15059466660022736,0.29463258385658264
stay,0.36636099219322205,0.2606133222579956,0.049278583377599716,0.16798631846904755,0.09091813117265701,0.1285170167684555,0.2565058171749115,0.08889308571815491,0.22141321003437042
within,0.3464125096797943,0.15734176337718964,0.12328225374221802,0.19567924737930298,0.06323413550853729,0.0861804410815239,0.2626299560070038,0.16632117331027985,0.1870293766260147
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
church,0.20053261518478394,0.16781097650527954,0.30849578976631165,0.18890869617462158,0.23745757341384888,0.1314443200826645,0.211966410279274,0.4350535571575165,0.18081501126289368
of,0.3757161796092987,0.2513895630836487,0.18802838027477264,0.3188447058200836,0.18699592351913452,0.2095102220773697,0.3886612355709076,0.22951185703277588,0.1826142966747284
england,0.26359328627586365,0.22023706138134003,0.2779354751110077,0.23017439246177673,0.24865058064460754,0.30314794182777405,0.20793095231056213,0.24418099224567413,0.13436897099018097
",",0.36674630641937256,0.3015086054801941,0.262672483921051,0.25567105412483215,0.25079426169395447,0.28163716197013855,0.48816442489624023,0.2074185311794281,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
american,0.19090662896633148,0.21486236155033112,0.30035799741744995,0.11938513815402985,0.2458765208721161,0.2548389732837677,0.2994234561920166,0.10688585788011551,0.18877598643302917
revolution,0.22921188175678253,0.21807503700256348,0.1492162048816681,0.15778256952762604,0.14780427515506744,0.1821209341287613,0.18969079852104187,0.12792512774467468,0.1727980077266693
decisively,0.27442267537117004,0.17651256918907166,0.16023260354995728,0.2945352792739868,0.14967021346092224,0.19816704094409943,0.24307607114315033,0.19538617134094238,0.1723511964082718
separated,0.3112059235572815,0.16108454763889313,0.04905093088746071,0.1340637356042862,0.12794660031795502,0.08009161055088043,0.20803669095039368,0.05947139114141464,0.0923643484711647
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
methodists,0.18112710118293762,0.2833806574344635,0.41978904604911804,0.15547454357147217,0.3060055673122406,0.2381790280342102,0.23635359108448029,0.28072699904441833,0.1608453392982483
in,0.4431333839893341,0.2593238651752472,0.14970102906227112,0.22970159351825714,0.21133768558502197,0.16945882141590118,0.3887844979763031,0.23243731260299683,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
american,0.19090662896633148,0.21486236155033112,0.30035799741744995,0.11938513815402985,0.2458765208721161,0.2548389732837677,0.2994234561920166,0.10688585788011551,0.18877598643302917
colonies,0.25325432419776917,0.23126882314682007,0.08887667953968048,0.19554246962070465,0.2153760939836502,0.17369331419467926,0.20195318758487701,0.19660313427448273,0.07886616140604019
from,0.405669629573822,0.20248863101005554,0.15219785273075104,0.17931078374385834,0.16298171877861023,0.21130619943141937,0.3251767158508301,0.18577398359775543,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
life,0.20499193668365479,0.22298283874988556,0.16196277737617493,0.1702716201543808,0.12570416927337646,0.11806320399045944,0.23248597979545593,0.06746010482311249,0.21677987277507782
and,0.4716290831565857,0.34479495882987976,0.19792525470256805,0.2145346701145172,0.20946627855300903,0.25613394379615784,0.49487000703811646,0.1697128564119339,0.20544172823429108
sacraments,0.23887932300567627,0.26444488763809204,0.2749185264110565,0.23909534513950348,0.19989894330501556,0.16797961294651031,0.21203775703907013,0.2949546277523041,0.1550581455230713
of,0.3757161796092987,0.2513895630836487,0.18802838027477264,0.3188447058200836,0.18699592351913452,0.2095102220773697,0.3886612355709076,0.22951185703277588,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1425647884607315,0.25431281328201294,0.23505409061908722,0.18876110017299652,0.48381632566452026,0.2112889289855957,0.22068053483963013
anglican,0.13846904039382935,0.1703457236289978,0.3527677655220032,0.27201101183891296,0.28262051939964294,0.22396963834762573,0.2171330749988556,0.4502308666706085,0.11877371370792389
church,0.20053261518478394,0.16781097650527954,0.30849578976631165,0.18890869617462158,0.23745757341384888,0.1314443200826645,0.211966410279274,0.4350535571575165,0.18081501126289368
.,0.475719153881073,0.35288307070732117,0.20399101078510284,0.24049615859985352,0.2580391466617584,0.23433402180671692,0.515582263469696,0.20523421466350555,0.4130953550338745
