,high,pressure,steam,engines,were,small,enough,that,they,could,be,used,in,what,application,?
these,0.2742219567298889,0.29261741042137146,0.23361007869243622,0.30611324310302734,0.587685227394104,0.4130457639694214,0.38078945875167847,0.5512621402740479,0.6480963826179504,0.4393284022808075,0.4507283866405487,0.43212080001831055,0.3791837692260742,0.4164220690727234,0.26653870940208435,0.2571668326854706
were,0.15924203395843506,0.19829359650611877,0.20219570398330688,0.27072596549987793,1.0000001192092896,0.2632170021533966,0.2043992280960083,0.35517072677612305,0.5580583214759827,0.40738195180892944,0.4064064621925354,0.27636459469795227,0.3815755248069763,0.22298263013362885,0.11581011116504669,0.17890112102031708
much,0.2622373700141907,0.3138648271560669,0.24167369306087494,0.2845681309700012,0.25476184487342834,0.3060019910335541,0.46209806203842163,0.4869440197944641,0.39154937863349915,0.39719825983047485,0.3977218568325043,0.3209210932254791,0.2725222110748291,0.45316147804260254,0.1694929152727127,0.23442231118679047
more,0.19636082649230957,0.23610062897205353,0.18688981235027313,0.2802164554595947,0.33779072761535645,0.286228209733963,0.46717914938926697,0.4813884496688843,0.4636705815792084,0.4129549562931061,0.5445363521575928,0.3030165731906891,0.32563260197639465,0.3484537899494171,0.21251180768013,0.27894994616508484
powerful,0.24807991087436676,0.22440089285373688,0.28285306692123413,0.32363295555114746,0.27594509720802307,0.2493841052055359,0.23598933219909668,0.31185805797576904,0.28805986046791077,0.3048954904079437,0.23873676359653473,0.25376537442207336,0.17873525619506836,0.20215895771980286,0.11099006980657578,0.12160622328519821
for,0.1925620585680008,0.16119280457496643,0.19393667578697205,0.19945158064365387,0.33592689037323,0.20376276969909668,0.35648372769355774,0.4137635827064514,0.3466525673866272,0.3405117690563202,0.3801851272583008,0.4236139953136444,0.4322226941585541,0.3017193675041199,0.35991108417510986,0.264628142118454
a,0.22865821421146393,0.23459996283054352,0.2141898274421692,0.20574161410331726,0.17203083634376526,0.41262131929397583,0.36969423294067383,0.47537946701049805,0.3528250455856323,0.3736826181411743,0.39883795380592346,0.3864384889602661,0.539380669593811,0.3320399522781372,0.3155566453933716,0.23916715383529663
given,0.13911858201026917,0.18662820756435394,0.10761379450559616,0.15995967388153076,0.25531911849975586,0.2589283585548401,0.3257303833961487,0.3486595153808594,0.2686469256877899,0.23634858429431915,0.2965909540653229,0.3641626238822937,0.2528568208217621,0.21883496642112732,0.22779929637908936,0.2570464313030243
cylinder,0.13563424348831177,0.3364424407482147,0.34102529287338257,0.48618724942207336,0.15375828742980957,0.26281678676605225,0.15673749148845673,0.21596479415893555,0.19489198923110962,0.1814860999584198,0.21757850050926208,0.2783815860748291,0.1721159964799881,0.09421046078205109,0.2747995853424072,0.12323369085788727
size,0.12482039630413055,0.27912548184394836,0.14250414073467255,0.21484757959842682,0.14647510647773743,0.46566784381866455,0.20162376761436462,0.3037673830986023,0.2160138636827469,0.20651070773601532,0.28390660881996155,0.22543680667877197,0.21714140474796295,0.2566739320755005,0.13305030763149261,0.13693112134933472
than,0.17611859738826752,0.21358749270439148,0.18941029906272888,0.24655835330486298,0.2885614037513733,0.24160444736480713,0.319071501493454,0.4891277849674225,0.3383907079696655,0.3653954267501831,0.46516597270965576,0.28633373975753784,0.3270052373409271,0.29388150572776794,0.1594313532114029,0.24917294085025787
previous,0.13043062388896942,0.1894541084766388,0.15811564028263092,0.19499628245830536,0.31398919224739075,0.12484826892614365,0.17274320125579834,0.29416754841804504,0.2004668116569519,0.19101986289024353,0.2678191065788269,0.14196628332138062,0.2318485975265503,0.2743692696094513,0.2068510204553604,0.16724538803100586
engines,0.18357564508914948,0.26596060395240784,0.4903687536716461,1.0000001192092896,0.27072596549987793,0.2095630019903183,0.2195667326450348,0.26305148005485535,0.2806333899497986,0.2574275732040405,0.21797771751880646,0.2519303560256958,0.18084456026554108,0.1634974628686905,0.2735331654548645,0.18940703570842743
and,0.2911888659000397,0.2595808804035187,0.24133789539337158,0.21148960292339325,0.42175528407096863,0.35207539796829224,0.2940007150173187,0.4731321930885315,0.5073080658912659,0.3385082483291626,0.41766801476478577,0.3150506615638733,0.4954058527946472,0.31309178471565247,0.2115522027015686,0.20544172823429108
could,0.19430626928806305,0.1919572353363037,0.23015202581882477,0.2574275732040405,0.40738195180892944,0.2516170144081116,0.5116294026374817,0.5584503412246704,0.5337496995925903,0.9999998807907104,0.4791525900363922,0.3978976011276245,0.29357993602752686,0.4188697934150696,0.2446812242269516,0.3411986827850342
be,0.1991795301437378,0.23846358060836792,0.22586002945899963,0.21797771751880646,0.4064064621925354,0.2888108789920807,0.3884809613227844,0.6036020517349243,0.4858434796333313,0.4791525900363922,1.0,0.3731876611709595,0.3481820821762085,0.3929833769798279,0.2895933985710144,0.3324260413646698
made,0.1815108060836792,0.22724716365337372,0.19250525534152985,0.20678313076496124,0.32412371039390564,0.25679367780685425,0.25741711258888245,0.3437977731227875,0.3347621262073517,0.2846693694591522,0.42541688680648804,0.3574022352695465,0.25271502137184143,0.23419176042079926,0.13102415204048157,0.17218779027462006
small,0.27374106645584106,0.21611911058425903,0.21803385019302368,0.2095630019903183,0.2632170021533966,1.0,0.2607726454734802,0.351526141166687,0.3906766474246979,0.2516170144081116,0.2888108789920807,0.28543534874916077,0.3722202181816101,0.2504110634326935,0.1666637510061264,0.13914890587329865
enough,0.2796364426612854,0.3209463357925415,0.2128615379333496,0.2195667326450348,0.2043992280960083,0.2607726454734802,1.0,0.4980041980743408,0.4676355719566345,0.5116294026374817,0.3884809613227844,0.3342602849006653,0.24705477058887482,0.3944990336894989,0.22212368249893188,0.3526461720466614
for,0.1925620585680008,0.16119280457496643,0.19393667578697205,0.19945158064365387,0.33592689037323,0.20376276969909668,0.35648372769355774,0.4137635827064514,0.3466525673866272,0.3405117690563202,0.3801851272583008,0.4236139953136444,0.4322226941585541,0.3017193675041199,0.35991108417510986,0.264628142118454
transport,0.15892305970191956,0.13935765624046326,0.3153337240219116,0.2789361774921417,0.16381311416625977,0.16420018672943115,0.23469743132591248,0.25196561217308044,0.21471935510635376,0.20857998728752136,0.24198511242866516,0.2670437693595886,0.2746078073978424,0.1845296025276184,0.23350073397159576,0.16607823967933655
applications,0.23032604157924652,0.20615273714065552,0.3146214783191681,0.3646574318408966,0.17224667966365814,0.20759481191635132,0.23784112930297852,0.2783671021461487,0.2692130506038666,0.2674608528614044,0.3143751323223114,0.3751769959926605,0.2334391176700592,0.20821766555309296,0.9330083131790161,0.19125857949256897
.,0.24301011860370636,0.22055423259735107,0.22855372726917267,0.24894580245018005,0.3378238379955292,0.3130834400653839,0.3491275906562805,0.4460422694683075,0.4510921239852905,0.3200591504573822,0.4383580684661865,0.33111312985420227,0.5591574311256409,0.3567904531955719,0.2556065022945404,0.4130953550338745
