,who,was,tesla,prejudiced,against,?
tesla,0.1520961970090866,0.16455206274986267,0.9999999403953552,0.06804976612329483,0.09138211607933044,0.10250775516033173
could,0.33540013432502747,0.39896807074546814,0.16634690761566162,0.3001607656478882,0.23186609148979187,0.3411986827850342
be,0.3371641933917999,0.42228707671165466,0.15180771052837372,0.26248010993003845,0.18640132248401642,0.3324260413646698
harsh,0.23290224373340607,0.17173385620117188,0.0795869529247284,0.39296722412109375,0.25707632303237915,0.1875905692577362
at,0.22096660733222961,0.36707764863967896,0.16552478075027466,0.09094467759132385,0.183924600481987,0.21978627145290375
times,0.24510560929775238,0.2859917879104614,0.0734986811876297,0.17678888142108917,0.19594256579875946,0.18880689144134521
and,0.41279885172843933,0.3740963041782379,0.19560420513153076,0.2824499309062958,0.3292689621448517,0.20544172823429108
openly,0.38552337884902954,0.2920909523963928,0.07516797631978989,0.3745166063308716,0.2633163034915924,0.16308623552322388
expressed,0.20309218764305115,0.15369442105293274,0.19388769567012787,0.3516298830509186,0.16739705204963684,0.17175263166427612
disgust,0.23773248493671417,0.16017407178878784,0.11180854588747025,0.425636351108551,0.21308009326457977,0.26008477807044983
for,0.37110671401023865,0.3863949179649353,0.13983871042728424,0.22833219170570374,0.3262052536010742,0.264628142118454
overweight,0.3019200563430786,0.14628063142299652,0.1685154289007187,0.3850122392177582,0.2117290049791336,0.22407682240009308
people,0.3933800458908081,0.2518421411514282,0.1363585740327835,0.2866603434085846,0.20144562423229218,0.23739641904830933
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,0.2779589593410492,0.31168749928474426,0.31091248989105225
such,0.2594927251338959,0.12487147748470306,0.08131318539381027,0.30866023898124695,0.20227466523647308,0.17851735651493073
as,0.3923053741455078,0.3677520453929901,0.10285310447216034,0.2722533345222473,0.24545185267925262,0.27043893933296204
when,0.48282691836357117,0.37326499819755554,0.1504557579755783,0.248720183968544,0.32684949040412903,0.22841128706932068
he,0.5500732064247131,0.5410010814666748,0.12373391538858414,0.2145206779241562,0.29170042276382446,0.2089974731206894
fired,0.24903936684131622,0.3188895583152771,0.1783243715763092,0.2318563163280487,0.22696666419506073,0.17595404386520386
a,0.36608949303627014,0.4508470594882965,0.2211925983428955,0.2173406034708023,0.2227657586336136,0.23916715383529663
secretary,0.2019355148077011,0.2750075161457062,0.09461670368909836,0.22259540855884552,0.18052400648593903,0.10113837569952011
because,0.4398062229156494,0.3841400742530823,0.13535168766975403,0.38334232568740845,0.3272870182991028,0.2528740465641022
of,0.2827862501144409,0.4069072902202606,0.18837453424930573,0.19015087187290192,0.2669808566570282,0.1826142966747284
her,0.3824957311153412,0.34084662795066833,0.13443079590797424,0.28612440824508667,0.17200569808483124,0.20310723781585693
weight,0.09811396896839142,0.11494074761867523,0.26736944913864136,0.1782224029302597,0.1245356872677803,0.18111222982406616
.,0.3541337847709656,0.40146201848983765,0.17949827015399933,0.2306532859802246,0.28705209493637085,0.4130953550338745
