,who,transported,tesla,'s,ashes,from,the,us,.
in,0.2792111933231354,0.265825092792511,0.17097744345664978,-0.037580832839012146,0.2059040516614914,0.4274188280105591,0.6662389636039734,0.19746538996696472,0.5591574311256409
1957,-0.11810751259326935,-0.02207821235060692,-0.13667193055152893,0.057361289858818054,-0.17068268358707428,-0.11008521914482117,-0.091727614402771,-0.13406170904636383,-0.10019469261169434
",",0.3365725874900818,0.250394731760025,0.20599327981472015,-0.0016132977325469255,0.2434438169002533,0.39760664105415344,0.4933079481124878,0.3120202422142029,0.6812511086463928
kosanović,0.2364814430475235,0.05712955817580223,0.390461802482605,0.02000981569290161,0.13287308812141418,0.1984141767024994,0.1980230212211609,0.1593697965145111,0.25453007221221924
's,0.05599616840481758,-0.03272383287549019,0.06449045985937119,0.9999999403953552,-0.0037120513152331114,-0.01936490088701248,-0.01540423184633255,0.032960113137960434,-0.003708066651597619
secretary,0.2019355148077011,0.23120392858982086,0.09461670368909836,-0.007464706432074308,0.08176002651453018,0.1959937959909439,0.23160062730312347,0.1823948621749878,0.2235480397939682
charlotte,0.16122972965240479,0.09868788719177246,0.15057453513145447,0.03278665989637375,0.13686668872833252,0.1301003396511078,0.22713778913021088,0.1585271954536438,0.26276740431785583
muzar,0.22361056506633759,0.15493910014629364,0.2393602877855301,0.04324676841497421,0.19964540004730225,0.1542738527059555,0.3371117115020752,0.1705682873725891,0.30827999114990234
transported,0.15519452095031738,1.0,0.11926697939634323,-0.03272383287549019,0.17615370452404022,0.2931711971759796,0.2550795376300812,0.19149872660636902,0.2610073387622833
tesla,0.1520961970090866,0.11926697939634323,0.9999999403953552,0.06449045985937119,0.016966991126537323,0.10324860364198685,0.1324402391910553,0.2018621414899826,0.17949827015399933
's,0.05599616840481758,-0.03272383287549019,0.06449045985937119,0.9999999403953552,-0.0037120513152331114,-0.01936490088701248,-0.01540423184633255,0.032960113137960434,-0.003708066651597619
ashes,0.1856822818517685,0.17615370452404022,0.016966991126537323,-0.0037120513152331114,0.9999999403953552,0.2544092833995819,0.2695733308792114,0.0904969722032547,0.24438932538032532
from,0.27839982509613037,0.2931711971759796,0.10324860364198685,-0.01936490088701248,0.2544092833995819,1.0,0.40150508284568787,0.24183706939220428,0.41536515951156616
the,0.3733934462070465,0.2550795376300812,0.1324402391910553,-0.01540423184633255,0.2695733308792114,0.40150508284568787,1.0,0.25727739930152893,0.5934505462646484
united,0.21193812787532806,0.19919376075267792,0.1552019715309143,-0.03853745758533478,0.17920726537704468,0.27339106798171997,0.34367692470550537,0.4374046325683594,0.3406063914299011
states,0.21313154697418213,0.1833781898021698,0.17635658383369446,-0.004298824816942215,0.13598515093326569,0.24283263087272644,0.3463578522205353,0.4605454206466675,0.33941102027893066
to,0.42656609416007996,0.24132387340068817,0.17548894882202148,0.03782717138528824,0.2197941392660141,0.4069952368736267,0.535392165184021,0.2928973436355591,0.4645031690597534
belgrade,0.13840219378471375,0.030084805563092232,0.35501888394355774,0.02935701236128807,0.049078844487667084,0.1432635486125946,0.18801841139793396,0.11786416172981262,0.15877048671245575
.,0.3541337847709656,0.2610073387622833,0.17949827015399933,-0.003708066651597619,0.24438932538032532,0.41536515951156616,0.5934505462646484,0.3162994682788849,1.0000001192092896
