,how,many,people,were,involved,in,the,study,?
it,0.36714982986450195,0.39615920186042786,0.3940119743347168,0.25487732887268066,0.208605095744133,0.5130809545516968,0.6251175999641418,0.2164122611284256,0.25732165575027466
is,0.22544461488723755,0.2649032473564148,0.34254953265190125,0.29386836290359497,0.1551186740398407,0.5394441485404968,0.5823672413825989,0.20457550883293152,0.22961433231830597
important,0.3054346442222595,0.4643375277519226,0.30099165439605713,0.20263507962226868,0.3418291211128235,0.3796374499797821,0.39348116517066956,0.329539954662323,0.17812499403953552
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.24297703802585602,0.45010748505592346,0.535392165184021,0.3326032757759094,0.29463258385658264
note,0.2170887291431427,0.20735082030296326,0.0570828877389431,0.16261866688728333,0.1650606393814087,0.16176056861877441,0.255229115486145,0.10124952346086502,0.2754004895687103
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.3099522888660431,0.5201468467712402,0.4933079481124878,0.26425549387931824,0.31091248989105225
however,0.45072782039642334,0.5381983518600464,0.2839839458465576,0.4428504705429077,0.33298227190971375,0.3982149362564087,0.49814513325691223,0.2542448937892914,0.2152075469493866
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.3099522888660431,0.5201468467712402,0.4933079481124878,0.26425549387931824,0.31091248989105225
that,0.557814359664917,0.5391656160354614,0.3621441423892975,0.35517072677612305,0.34995582699775696,0.435920387506485,0.5473989248275757,0.31241273880004883,0.32716336846351624
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.2872544527053833,0.6662389636039734,1.0,0.2533665597438812,0.22068053483963013
british,0.17564475536346436,0.23270447552204132,0.15512417256832123,0.27742838859558105,0.18754909932613373,0.23084034025669098,0.28973397612571716,0.14534907042980194,0.09711728990077972
study,0.2640102803707123,0.30255988240242004,0.23520420491695404,0.20556800067424774,0.18942110240459442,0.2875489294528961,0.2533665597438812,1.0,0.15902167558670044
referenced,0.2866241931915283,0.20686784386634827,0.14632679522037506,0.20226721465587616,0.26710277795791626,0.24979080259799957,0.24287962913513184,0.1899416446685791,0.35227951407432556
above,0.23468554019927979,0.1802777200937271,0.17125724256038666,0.16568972170352936,0.10900412499904633,0.22744394838809967,0.33988961577415466,0.13996100425720215,0.2521739900112152
is,0.22544461488723755,0.2649032473564148,0.34254953265190125,0.29386836290359497,0.1551186740398407,0.5394441485404968,0.5823672413825989,0.20457550883293152,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.2872544527053833,0.6662389636039734,1.0,0.2533665597438812,0.22068053483963013
only,0.36590442061424255,0.4670507609844208,0.32472479343414307,0.34466472268104553,0.2264034003019333,0.42992329597473145,0.5497692227363586,0.25600171089172363,0.2767370045185089
one,0.3213292360305786,0.4223630726337433,0.2841606140136719,0.3453167676925659,0.2867407202720642,0.4129433035850525,0.5514441132545471,0.23404832184314728,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.34038281440734863,0.30147984623908997,0.5696388483047485,0.733189046382904,0.29377859830856323,0.1826142966747284
its,0.22449488937854767,0.3319723308086395,0.24203898012638092,0.20452921092510223,0.15236784517765045,0.3793783485889435,0.559237003326416,0.18204396963119507,0.15103481709957123
kind,0.3819389343261719,0.3219348192214966,0.21605205535888672,0.12719890475273132,0.23081998527050018,0.2349269688129425,0.2516445517539978,0.21698032319545746,0.2628666162490845
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.42175528407096863,0.3208049237728119,0.4954058527946472,0.5171257257461548,0.300253301858902,0.20544172823429108
consisted,0.13248926401138306,0.23987405002117157,0.06973059475421906,0.4373983144760132,0.25334668159484863,0.2785966694355011,0.2888994514942169,0.13678677380084991,0.01278369128704071
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.34038281440734863,0.30147984623908997,0.5696388483047485,0.733189046382904,0.29377859830856323,0.1826142966747284
``,-0.01591024175286293,0.012824942357838154,0.08962737023830414,0.006090171169489622,0.06851514428853989,0.04765888676047325,0.029072100296616554,0.018686002120375633,0.0685480609536171
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.2598431408405304,0.539380669593811,0.5829201340675354,0.2268155962228775,0.23916715383529663
random,0.28963667154312134,0.20084138214588165,0.13505655527114868,0.15666955709457397,0.2189577966928482,0.1812991201877594,0.20769751071929932,0.1456907093524933,0.23617395758628845
...,-0.030130481347441673,0.03739563375711441,0.1337094008922577,-0.011268461123108864,0.08651647716760635,0.17783419787883759,0.04743409901857376,0.3122074604034424,-0.07163430005311966
probability,0.3556869328022003,0.19933782517910004,0.17058438062667847,0.14403578639030457,0.17848627269268036,0.16066940128803253,0.23101688921451569,0.30056965351104736,0.22305074334144592
sample,0.3074025511741638,0.16480417549610138,0.10521797835826874,0.1219688132405281,0.1834142953157425,0.12506021559238434,0.21526014804840088,0.24895034730434418,0.2070276141166687
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.34038281440734863,0.30147984623908997,0.5696388483047485,0.733189046382904,0.29377859830856323,0.1826142966747284
"2,869",-0.16263480484485626,-0.10056835412979126,-0.13155554234981537,-0.13277669250965118,-0.06443138420581818,-0.0579226128757,0.015863947570323944,-0.16734543442726135,-0.08420869708061218
young,0.21139472723007202,0.2640877068042755,0.18958067893981934,0.22570227086544037,0.15539096295833588,0.24628505110740662,0.2729646563529968,0.21419616043567657,0.14931946992874146
people,0.2932034730911255,0.4171447455883026,1.0000001192092896,0.35862088203430176,0.20359787344932556,0.39605680108070374,0.36838498711586,0.23520420491695404,0.23739641904830933
between,0.2747800648212433,0.29423660039901733,0.20159919559955597,0.27047741413116455,0.301043838262558,0.41100412607192993,0.39067012071609497,0.22155719995498657,0.12887074053287506
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.2872544527053833,0.6662389636039734,1.0,0.2533665597438812,0.22068053483963013
ages,0.2198406457901001,0.25978216528892517,0.25132113695144653,0.27067098021507263,0.140188530087471,0.23238429427146912,0.28271523118019104,0.20560230314731598,0.16701677441596985
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.34038281440734863,0.30147984623908997,0.5696388483047485,0.733189046382904,0.29377859830856323,0.1826142966747284
18,-0.03501921147108078,-0.0017783388029783964,-0.02357921376824379,-0.09013911336660385,-0.02554445154964924,-0.061147160828113556,-0.07796193659305573,-0.06012884899973869,-0.04919438064098358
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.42175528407096863,0.3208049237728119,0.4954058527946472,0.5171257257461548,0.300253301858902,0.20544172823429108
24,-0.016954585909843445,-0.047841135412454605,-0.0894152820110321,-0.041612669825553894,-0.07341571152210236,-0.0006371065974235535,0.009148004464805126,-0.022464396432042122,0.016154835000634193
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3815755248069763,0.2988407015800476,1.0,0.6662389636039734,0.2875489294528961,0.20430970191955566
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.2598431408405304,0.539380669593811,0.5829201340675354,0.2268155962228775,0.23916715383529663
computer-assisted,0.3163969814777374,0.2765020430088043,0.21533343195915222,0.26476776599884033,0.2952880561351776,0.24822783470153809,0.2515597939491272,0.2828461527824402,0.1937975436449051
study,0.2640102803707123,0.30255988240242004,0.23520420491695404,0.20556800067424774,0.18942110240459442,0.2875489294528961,0.2533665597438812,1.0,0.15902167558670044
'',-0.0029843549709767103,-0.016843097284436226,0.0037952337879687548,0.007215402089059353,0.019303016364574432,0.07432962208986282,0.041273195296525955,0.1005299910902977,0.018684765323996544
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.42175528407096863,0.3208049237728119,0.4954058527946472,0.5171257257461548,0.300253301858902,0.20544172823429108
that,0.557814359664917,0.5391656160354614,0.3621441423892975,0.35517072677612305,0.34995582699775696,0.435920387506485,0.5473989248275757,0.31241273880004883,0.32716336846351624
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.2872544527053833,0.6662389636039734,1.0,0.2533665597438812,0.22068053483963013
questions,0.41637086868286133,0.26459506154060364,0.2534840404987335,0.20437248051166534,0.30901220440864563,0.19608618319034576,0.23562853038311005,0.2772075831890106,0.42967134714126587
referred,0.11086995154619217,0.1601550281047821,0.1444459855556488,0.22545559704303741,0.24585673213005066,0.24766652286052704,0.3088674545288086,0.19293203949928284,0.06677805632352829
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.24297703802585602,0.45010748505592346,0.535392165184021,0.3326032757759094,0.29463258385658264
``,-0.01591024175286293,0.012824942357838154,0.08962737023830414,0.006090171169489622,0.06851514428853989,0.04765888676047325,0.029072100296616554,0.018686002120375633,0.0685480609536171
sexual,0.23524267971515656,0.2451888620853424,0.14796417951583862,0.17586494982242584,0.3139551877975464,0.18284602463245392,0.21929338574409485,0.23782110214233398,0.1814439743757248
abuse,0.28878238797187805,0.23571790754795074,0.1703425794839859,0.2074897140264511,0.3233453929424286,0.1632569581270218,0.18934819102287292,0.17606620490550995,0.30148282647132874
with,0.3525622487068176,0.35744401812553406,0.20958639681339264,0.3179011940956116,0.30863359570503235,0.4080928862094879,0.4223487675189972,0.15485534071922302,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.2598431408405304,0.539380669593811,0.5829201340675354,0.2268155962228775,0.23916715383529663
professional,0.11280559748411179,0.18333730101585388,0.18326720595359802,0.16487212479114532,0.18843995034694672,0.20803587138652802,0.1869824379682541,0.20646746456623077,0.13074518740177155
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.3099522888660431,0.5201468467712402,0.4933079481124878,0.26425549387931824,0.31091248989105225
'',-0.0029843549709767103,-0.016843097284436226,0.0037952337879687548,0.007215402089059353,0.019303016364574432,0.07432962208986282,0.041273195296525955,0.1005299910902977,0.018684765323996544
not,0.4869767427444458,0.4369727373123169,0.28395727276802063,0.33318549394607544,0.2974175810813904,0.3403114080429077,0.4310511648654938,0.24789275228977203,0.41942933201789856
necessarily,0.38119640946388245,0.3613404333591461,0.2324763387441635,0.1782071888446808,0.31648170948028564,0.14690805971622467,0.23690861463546753,0.18109029531478882,0.32468926906585693
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.2598431408405304,0.539380669593811,0.5829201340675354,0.2268155962228775,0.23916715383529663
teacher,0.20506705343723297,0.16581547260284424,0.23369650542736053,0.1228712946176529,0.22300933301448822,0.22632350027561188,0.17760860919952393,0.3525848984718323,0.1797819435596466
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3378238379955292,0.25169795751571655,0.5591574311256409,0.5934505462646484,0.23432257771492004,0.4130953550338745
