,what,landmark,was,tesla,asked,about,in,regards,to,electricity,in,1893,?
in,0.30808621644973755,0.24597838521003723,0.45514053106307983,0.17097744345664978,0.1718822419643402,0.39797019958496094,1.0,0.2236747145652771,0.45010748505592346,0.2437814176082611,1.0,0.09158051759004593,0.20430970191955566
1893,0.12838007509708405,0.05636202543973923,0.04229336231946945,0.030090492218732834,0.12123175710439682,0.04777083545923233,0.09158051759004593,0.06807137280702591,0.03315379098057747,0.08788809925317764,0.09158051759004593,1.0000001192092896,0.0544506311416626
richard,0.19329693913459778,0.11619170755147934,0.26966050267219543,0.1171877309679985,0.23972760140895844,0.15215730667114258,0.23321768641471863,0.1480998396873474,0.213526651263237,0.12227082997560501,0.23321768641471863,0.006385772954672575,0.15003317594528198
dean,0.16261067986488342,0.17946235835552216,0.21749737858772278,0.1666049063205719,0.15078875422477722,0.10819525271654129,0.21489942073822021,0.11062885075807571,0.1386713683605194,0.1356353908777237,0.21489942073822021,-0.04206233471632004,0.13287632167339325
adams,0.15051817893981934,0.16447527706623077,0.2270916998386383,0.10032384842634201,0.16929955780506134,0.1834172159433365,0.17958872020244598,0.11845175176858902,0.23368042707443237,0.1615382432937622,0.17958872020244598,0.023275818675756454,0.11037187278270721
",",0.3087472915649414,0.19639146327972412,0.45456063747406006,0.20599327981472015,0.2717181444168091,0.3877100944519043,0.5201468467712402,0.3487640917301178,0.44245919585227966,0.2550862729549408,0.5201468467712402,0.06818228960037231,0.31091248989105225
who,0.40942975878715515,0.10547858476638794,0.3318818509578705,0.1520961970090866,0.38866153359413147,0.3477841317653656,0.2792111933231354,0.19759635627269745,0.42656609416007996,0.21840843558311462,0.2792111933231354,0.1112329438328743,0.26220351457595825
headed,0.15415915846824646,0.04962822422385216,0.23560331761837006,0.029712596908211708,0.2367757260799408,0.16135412454605103,0.14734512567520142,0.18772956728935242,0.15952907502651215,0.06426041573286057,0.14734512567520142,0.09163971245288849,0.1387181431055069
up,0.28591108322143555,0.10412661731243134,0.24070115387439728,0.17339079082012177,0.2196904718875885,0.34850332140922546,0.3120773434638977,0.1974068433046341,0.40375280380249023,0.20682182908058167,0.3120773434638977,0.01747964136302471,0.1819818764925003
the,0.42745697498321533,0.26586976647377014,0.48711544275283813,0.1324402391910553,0.25750473141670227,0.37995871901512146,0.6662389636039734,0.2506358325481415,0.535392165184021,0.274786114692688,0.6662389636039734,0.10564703494310379,0.22068053483963013
niagara,0.15394002199172974,0.23356445133686066,0.1924375295639038,0.21620036661624908,0.11948590725660324,0.08752987533807755,0.1875237375497818,0.1320374608039856,0.25441214442253113,0.2098502367734909,0.1875237375497818,0.033068183809518814,0.1411852240562439
falls,0.1882239729166031,0.1277216225862503,0.1706530600786209,0.07821866124868393,0.10803768783807755,0.17418928444385529,0.24281851947307587,0.05693485960364342,0.15835121273994446,0.1252368539571762,0.24281851947307587,0.06562045961618423,0.15918700397014618
cataract,0.2725718915462494,0.13634313642978668,0.2338118851184845,0.0594303272664547,0.09755820035934448,0.18436981737613678,0.22685718536376953,0.12386073917150497,0.23864857852458954,0.26308009028434753,0.22685718536376953,0.08316123485565186,0.15514707565307617
construction,0.20329850912094116,0.2711072564125061,0.224521666765213,0.228234201669693,0.09415918588638306,0.10556583851575851,0.3031303882598877,0.20312359929084778,0.24810278415679932,0.26713865995407104,0.3031303882598877,0.005910052452236414,0.13494056463241577
company,0.2333769053220749,0.16417895257472992,0.2293137013912201,0.23045730590820312,0.18330028653144836,0.19463609158992767,0.22141718864440918,0.1253950446844101,0.24903783202171326,0.272225022315979,0.22141718864440918,0.09944730997085571,0.12195809185504913
sought,0.2695325016975403,0.18661034107208252,0.2759144902229309,0.12941572070121765,0.4225974678993225,0.20466256141662598,0.21093487739562988,0.3018709719181061,0.3909280598163605,0.22677651047706604,0.21093487739562988,0.16205161809921265,0.1753331869840622
tesla,0.23221199214458466,0.15948118269443512,0.16455206274986267,0.9999999403953552,0.08161038905382156,0.16756023466587067,0.17097744345664978,0.18019823729991913,0.17548894882202148,0.37243616580963135,0.17097744345664978,0.030090492218732834,0.10250775516033173
's,0.02692362666130066,-0.06558618694543839,0.008974763564765453,0.06449045985937119,0.03345930203795433,-0.020936643704771996,-0.037580832839012146,0.06652331352233887,0.03782717138528824,0.04452890530228615,-0.037580832839012146,0.08551017194986343,-0.023395681753754616
opinion,0.41087794303894043,0.25944802165031433,0.23842191696166992,0.20110169053077698,0.2992301285266876,0.30934417247772217,0.21849191188812256,0.48951369524002075,0.3052038252353668,0.1431681215763092,0.21849191188812256,0.0768318697810173,0.38472914695739746
on,0.34226128458976746,0.2283346951007843,0.3909217119216919,0.16159376502037048,0.25118568539619446,0.322975218296051,0.46853652596473694,0.2900480628013611,0.41031414270401,0.1812443733215332,0.46853652596473694,0.15306857228279114,0.2714994251728058
what,0.9999998807907104,0.22080667316913605,0.22111038863658905,0.23221199214458466,0.3468177318572998,0.47976887226104736,0.30808621644973755,0.4248548448085785,0.455847829580307,0.20851419866085052,0.30808621644973755,0.12838007509708405,0.5051238536834717
system,0.23557309806346893,0.18491549789905548,0.2147521674633026,0.18243813514709473,0.04131331667304039,0.2074505239725113,0.21978288888931274,0.17463171482086182,0.26662686467170715,0.286192923784256,0.21978288888931274,0.0421348474919796,0.15556083619594574
would,0.45766422152519226,0.11405237019062042,0.41663143038749695,0.14290116727352142,0.48889026045799255,0.2849528193473816,0.30461156368255615,0.3517880439758301,0.5965728163719177,0.23729100823402405,0.30461156368255615,0.08243401348590851,0.37178951501846313
be,0.3929833769798279,0.17929492890834808,0.42228707671165466,0.15180771052837372,0.1780385971069336,0.26362910866737366,0.3481820821762085,0.37542226910591125,0.4972836375236511,0.25100380182266235,0.3481820821762085,0.10335833579301834,0.3324260413646698
best,0.3036847710609436,0.15505175292491913,0.2817839980125427,0.08007288724184036,0.2060694694519043,0.25360429286956787,0.2813531160354614,0.33869069814682007,0.21715646982192993,0.14304903149604797,0.2813531160354614,-0.024315912276506424,0.2799045741558075
to,0.455847829580307,0.17377693951129913,0.3636345863342285,0.17548894882202148,0.39673250913619995,0.391953706741333,0.45010748505592346,0.31869420409202576,1.0,0.31636500358581543,0.45010748505592346,0.03315379098057747,0.29463258385658264
