,early,western,texts,referencing,the,east,describe,the,people,as,being,what,?
this,0.32812264561653137,0.2114744484424591,0.23957759141921997,0.3676782548427582,0.6274310946464539,0.15194007754325867,0.2984195351600647,0.6274310946464539,0.27838850021362305,0.43993282318115234,0.41604986786842346,0.5489566326141357,0.3155723512172699
difference,0.2272288054227829,0.15556050837039948,0.23337168991565704,0.23630593717098236,0.3050459623336792,0.15944123268127441,0.34939470887184143,0.3050459623336792,0.2634694576263428,0.1895521879196167,0.2853434681892395,0.4114832878112793,0.2842230200767517
was,0.4148794412612915,0.2864105999469757,0.14379271864891052,0.20446710288524628,0.48711544275283813,0.2747166156768799,0.1964888870716095,0.48711544275283813,0.2518421411514282,0.3677520453929901,0.5201660394668579,0.22111038863658905,0.18412111699581146
particularly,0.34063270688056946,0.18597067892551422,0.16379156708717346,0.2708215117454529,0.32132959365844727,0.21714897453784943,0.350208044052124,0.32132959365844727,0.21576038002967834,0.35802018642425537,0.3732558786869049,0.33027681708335876,0.2644225060939789
apparent,0.17375172674655914,0.13235853612422943,0.1176881343126297,0.18742625415325165,0.2594500780105591,0.07329682260751724,0.24957163631916046,0.2594500780105591,0.1503254771232605,0.21560195088386536,0.2927406430244446,0.21138456463813782,0.1756967008113861
in,0.34672921895980835,0.35160520672798157,0.14861591160297394,0.2425251007080078,0.6662389636039734,0.32659441232681274,0.2910135090351105,0.6662389636039734,0.39605680108070374,0.3887844979763031,0.33162933588027954,0.30808621644973755,0.20430970191955566
textual,0.23846444487571716,0.10628142952919006,0.6521211862564087,0.46394282579421997,0.21899352967739105,0.10426897555589676,0.39395347237586975,0.21899352967739105,0.15490823984146118,0.16377924382686615,0.190986767411232,0.3750324249267578,0.2071128636598587
and,0.29847630858421326,0.27210789918899536,0.24194124341011047,0.2577346861362457,0.5171257257461548,0.27633291482925415,0.24788004159927368,0.5171257257461548,0.3016039729118347,0.49487000703811646,0.4286794066429138,0.31309178471565247,0.20544172823429108
visual,0.15929970145225525,0.18057329952716827,0.23252834379673004,0.3004254102706909,0.25769078731536865,0.1306125372648239,0.28706881403923035,0.25769078731536865,0.15937918424606323,0.2279890775680542,0.23302464187145233,0.25209182500839233,0.15138444304466248
works,0.24132771790027618,0.1391323059797287,0.3135903775691986,0.2791317105293274,0.26337864995002747,0.09388259053230286,0.1975335329771042,0.26337864995002747,0.16028337180614471,0.2642597258090973,0.2850216031074524,0.2418437898159027,0.19597402215003967
of,0.30937549471855164,0.32974064350128174,0.23314617574214935,0.1866932511329651,0.733189046382904,0.314786434173584,0.2764313519001007,0.733189046382904,0.3251037895679474,0.3886612355709076,0.34885138273239136,0.33290785551071167,0.1826142966747284
early,1.0000001192092896,0.23749177157878876,0.25442394614219666,0.16099178791046143,0.34442198276519775,0.20455069839954376,0.25441044569015503,0.34442198276519775,0.16152170300483704,0.2809016704559326,0.2702506482601166,0.2454567849636078,0.15272949635982513
european,0.20435892045497894,0.29314106702804565,0.11578270047903061,0.1551763266324997,0.3423081040382385,0.21502898633480072,0.18821649253368378,0.3423081040382385,0.17784909904003143,0.20210161805152893,0.16289697587490082,0.15324164927005768,0.14560863375663757
studies,0.21367909014225006,0.13597796857357025,0.27504581212997437,0.23938100039958954,0.22738903760910034,0.18201211094856262,0.2474011331796646,0.22738903760910034,0.2213360071182251,0.22210973501205444,0.19251888990402222,0.18772079050540924,0.1388726830482483
of,0.30937549471855164,0.32974064350128174,0.23314617574214935,0.1866932511329651,0.733189046382904,0.314786434173584,0.2764313519001007,0.733189046382904,0.3251037895679474,0.3886612355709076,0.34885138273239136,0.33290785551071167,0.1826142966747284
the,0.34442198276519775,0.37920868396759033,0.2725931704044342,0.2443966418504715,1.0,0.3383176326751709,0.26495152711868286,1.0,0.36838498711586,0.48381632566452026,0.419739305973053,0.42745697498321533,0.22068053483963013
orient,0.13307316601276398,0.1672811210155487,0.10891368240118027,0.040251147001981735,0.21451176702976227,0.2914080321788788,0.15894268453121185,0.21451176702976227,0.15068477392196655,0.06920909136533737,0.11606947332620621,0.12409209460020065,0.11546461284160614
that,0.29580917954444885,0.21672776341438293,0.2429465800523758,0.36400216817855835,0.5473989248275757,0.1802649050951004,0.3340485394001007,0.5473989248275757,0.3621441423892975,0.4735107421875,0.46201252937316895,0.6297725439071655,0.32716336846351624
positioned,0.21683606505393982,0.1558273285627365,0.1298147439956665,0.22329187393188477,0.39803287386894226,0.1894042193889618,0.1808820515871048,0.39803287386894226,0.02289361134171486,0.2710239291191101,0.2585523724555969,0.18420465290546417,0.12362201511859894
the,0.34442198276519775,0.37920868396759033,0.2725931704044342,0.2443966418504715,1.0,0.3383176326751709,0.26495152711868286,1.0,0.36838498711586,0.48381632566452026,0.419739305973053,0.42745697498321533,0.22068053483963013
east,0.20455069839954376,0.474162757396698,0.12574870884418488,0.12346082925796509,0.3383176326751709,1.0000001192092896,0.13963359594345093,0.3383176326751709,0.26660606265068054,0.19617025554180145,0.18058453500270844,0.19840149581432343,0.10070597380399704
as,0.2809016704559326,0.23040111362934113,0.2018941044807434,0.2763531506061554,0.48381632566452026,0.19617025554180145,0.32652774453163147,0.48381632566452026,0.15704652667045593,1.0,0.46524563431739807,0.31749409437179565,0.27043893933296204
irrational,0.20711863040924072,0.10875541716814041,0.23586633801460266,0.27485448122024536,0.20413942635059357,0.11759046465158463,0.35783660411834717,0.20413942635059357,0.2038419544696808,0.2655057907104492,0.3038380444049835,0.3281012773513794,0.22898778319358826
and,0.29847630858421326,0.27210789918899536,0.24194124341011047,0.2577346861362457,0.5171257257461548,0.27633291482925415,0.24788004159927368,0.5171257257461548,0.3016039729118347,0.49487000703811646,0.4286794066429138,0.31309178471565247,0.20544172823429108
backward,0.12233667075634003,0.1412433534860611,0.14866399765014648,0.27957388758659363,0.2820543348789215,0.12660858035087585,0.1574714034795761,0.2820543348789215,0.10460412502288818,0.21847118437290192,0.20795287191867828,0.23209011554718018,0.15489192306995392
in,0.34672921895980835,0.35160520672798157,0.14861591160297394,0.2425251007080078,0.6662389636039734,0.32659441232681274,0.2910135090351105,0.6662389636039734,0.39605680108070374,0.3887844979763031,0.33162933588027954,0.30808621644973755,0.20430970191955566
opposition,0.21556717157363892,0.17457903921604156,0.1881076842546463,0.216183602809906,0.26783087849617004,0.18926279246807098,0.23881855607032776,0.26783087849617004,0.1885431557893753,0.25817179679870605,0.28868117928504944,0.2798226773738861,0.15647298097610474
to,0.24557004868984222,0.18838192522525787,0.23146893084049225,0.30204540491104126,0.535392165184021,0.24717837572097778,0.3167092204093933,0.535392165184021,0.37275731563568115,0.42092081904411316,0.4514104127883911,0.455847829580307,0.29463258385658264
the,0.34442198276519775,0.37920868396759033,0.2725931704044342,0.2443966418504715,1.0,0.3383176326751709,0.26495152711868286,1.0,0.36838498711586,0.48381632566452026,0.419739305973053,0.42745697498321533,0.22068053483963013
rational,0.22732751071453094,0.11248109489679337,0.23670180141925812,0.2913159132003784,0.2502481937408447,0.11992527544498444,0.31494200229644775,0.2502481937408447,0.195389062166214,0.2546485960483551,0.3070160448551178,0.35778647661209106,0.25988996028900146
and,0.29847630858421326,0.27210789918899536,0.24194124341011047,0.2577346861362457,0.5171257257461548,0.27633291482925415,0.24788004159927368,0.5171257257461548,0.3016039729118347,0.49487000703811646,0.4286794066429138,0.31309178471565247,0.20544172823429108
progressive,0.2995390295982361,0.1674242913722992,0.1201578676700592,0.2095215767621994,0.2495650351047516,0.15804429352283478,0.21247555315494537,0.2495650351047516,0.10836519300937653,0.19707521796226501,0.24379144608974457,0.20924389362335205,0.12022990733385086
west,0.16898883879184723,0.5031110048294067,0.11081521958112717,0.09529182314872742,0.32918402552604675,0.7585000991821289,0.09982959181070328,0.32918402552604675,0.21013446152210236,0.1651858687400818,0.15022636950016022,0.1946573108434677,0.12088293582201004
.,0.3224305212497711,0.2816847264766693,0.1962154507637024,0.2546762526035309,0.5934505462646484,0.28351864218711853,0.17917026579380035,0.5934505462646484,0.33118996024131775,0.515582263469696,0.35574623942375183,0.3567904531955719,0.4130953550338745
,early,western,texts,referencing,the,east,describe,the,people,as,being,what,?
rather,0.23205552995204926,0.14941978454589844,0.21442745625972748,0.3524821102619171,0.31983619928359985,0.14908811450004578,0.3247562050819397,0.31983619928359985,0.22141261398792267,0.38414403796195984,0.41785040497779846,0.3923804461956024,0.3053998053073883
",",0.3022546172142029,0.27542921900749207,0.17120181024074554,0.30943721532821655,0.4933079481124878,0.319791704416275,0.18910212814807892,0.4933079481124878,0.36644625663757324,0.48816442489624023,0.34499165415763855,0.3087472915649414,0.31091248989105225
