,what,might,the,fees,to,attend,an,irish,boarding,school,rise,to,?
the,0.42745697498321533,0.32504433393478394,1.0,0.22297759354114532,0.535392165184021,0.23206810653209686,0.4207492768764496,0.20936301350593567,0.26266586780548096,0.22953221201896667,0.3404741883277893,0.535392165184021,0.22068053483963013
average,0.24068789184093475,0.18067532777786255,0.27058175206184387,0.2345510572195053,0.2572915256023407,0.1230953112244606,0.27438971400260925,0.1023501604795456,0.17045791447162628,0.10084234923124313,0.21254123747348785,0.2572915256023407,0.21764592826366425
fee,0.15150974690914154,0.18529798090457916,0.17181991040706635,0.7176975011825562,0.22855731844902039,0.36663129925727844,0.1503283828496933,0.13475562632083893,0.29889556765556335,0.20987410843372345,0.12980720400810242,0.22855731844902039,0.13206739723682404
is,0.28837618231773376,0.37027186155319214,0.5823672413825989,0.12863782048225403,0.42745086550712585,0.15351234376430511,0.4654068350791931,0.15748897194862366,0.17377105355262756,0.19488026201725006,0.1640702784061432,0.42745086550712585,0.22961433231830597
around,0.27475327253341675,0.28581222891807556,0.40085816383361816,0.24302591383457184,0.3591267168521881,0.2019878476858139,0.25606366991996765,0.1295173466205597,0.22934603691101074,0.1641787439584732,0.20241278409957886,0.3591267168521881,0.14729668200016022
"€5,000",0.028636684641242027,0.060748837888240814,0.0898255780339241,-0.05237685516476631,0.042394548654556274,0.10122087597846985,0.05153243616223335,0.0009685518452897668,0.10738011449575424,0.05715004727244377,-0.034101031720638275,0.042394548654556274,0.07224033027887344
annually,0.13421958684921265,0.15819357335567474,0.30625078082084656,0.34920063614845276,0.24335816502571106,0.37664246559143066,0.15895365178585052,0.18250539898872375,0.2634352147579193,0.17867563664913177,0.11617939919233322,0.24335816502571106,0.1364409476518631
for,0.3017193675041199,0.3858846127986908,0.4739971458911896,0.2745085060596466,0.4451248347759247,0.25006020069122314,0.3236706852912903,0.19150154292583466,0.2551570534706116,0.18618352711200714,0.13634364306926727,0.4451248347759247,0.264628142118454
most,0.3219912350177765,0.33864808082580566,0.47635307908058167,0.17588235437870026,0.321603000164032,0.15145763754844666,0.2748267352581024,0.13643738627433777,0.22512103617191315,0.13605839014053345,0.22949856519699097,0.321603000164032,0.2107497900724411
schools,0.1820785105228424,0.21358807384967804,0.22905772924423218,0.38298195600509644,0.2362271547317505,0.4374011754989624,0.13943931460380554,0.11805520206689835,0.47905486822128296,0.7602541446685791,0.12188068777322769,0.2362271547317505,0.18349280953407288
",",0.3087472915649414,0.2533247768878937,0.4933079481124878,0.17478685081005096,0.44245919585227966,0.24214935302734375,0.3581022024154663,0.24875710904598236,0.26526644825935364,0.27141863107681274,0.2350703477859497,0.44245919585227966,0.31091248989105225
but,0.5029441118240356,0.49065494537353516,0.4859698414802551,0.23777112364768982,0.5542377829551697,0.27506303787231445,0.27760404348373413,0.17406566441059113,0.22571830451488495,0.20407751202583313,0.22388282418251038,0.5542377829551697,0.27921953797340393
some,0.4491020441055298,0.541539192199707,0.4566698372364044,0.24487270414829254,0.4636894166469574,0.2558704912662506,0.2864145338535309,0.16055449843406677,0.23500898480415344,0.21059708297252655,0.2956802546977997,0.4636894166469574,0.2562315762042999
of,0.33290785551071167,0.2900311052799225,0.733189046382904,0.15170428156852722,0.41548454761505127,0.2297111451625824,0.32280945777893066,0.1534920334815979,0.23484936356544495,0.2391800880432129,0.2733727991580963,0.41548454761505127,0.1826142966747284
these,0.4164220690727234,0.43413683772087097,0.49086877703666687,0.23363171517848969,0.46852558851242065,0.24381443858146667,0.16632772982120514,0.12658819556236267,0.23176634311676025,0.18179039657115936,0.26445186138153076,0.46852558851242065,0.2571668326854706
schools,0.1820785105228424,0.21358807384967804,0.22905772924423218,0.38298195600509644,0.2362271547317505,0.4374011754989624,0.13943931460380554,0.11805520206689835,0.47905486822128296,0.7602541446685791,0.12188068777322769,0.2362271547317505,0.18349280953407288
also,0.42747777700424194,0.46752241253852844,0.6021018624305725,0.19097086787223816,0.5348826050758362,0.25008606910705566,0.36835694313049316,0.2372116893529892,0.27472123503685,0.2439606934785843,0.21281355619430542,0.5348826050758362,0.21848613023757935
provide,0.27049049735069275,0.3674467206001282,0.26373472809791565,0.32584044337272644,0.3479624092578888,0.20369774103164673,0.24505722522735596,0.15056699514389038,0.16656434535980225,0.11918891221284866,0.15583015978336334,0.3479624092578888,0.22704634070396423
boarding,0.13694864511489868,0.19566045701503754,0.26266586780548096,0.3554423153400421,0.24950890243053436,0.46121475100517273,0.19784212112426758,0.18648743629455566,1.0,0.5410861372947693,0.09601833671331406,0.24950890243053436,0.1366773396730423
and,0.31309178471565247,0.31685465574264526,0.5171257257461548,0.23771890997886658,0.48971283435821533,0.26535022258758545,0.2838519215583801,0.23241202533245087,0.3414017856121063,0.2752758264541626,0.2639505863189697,0.48971283435821533,0.20544172823429108
the,0.42745697498321533,0.32504433393478394,1.0,0.22297759354114532,0.535392165184021,0.23206810653209686,0.4207492768764496,0.20936301350593567,0.26266586780548096,0.22953221201896667,0.3404741883277893,0.535392165184021,0.22068053483963013
fees,0.19752082228660583,0.21182560920715332,0.22297759354114532,1.0000001192092896,0.27193203568458557,0.42611172795295715,0.1149790957570076,0.1211765855550766,0.3554423153400421,0.3054105341434479,0.20674702525138855,0.27193203568458557,0.18385712802410126
may,0.25739946961402893,0.5044193863868713,0.2694292366504669,0.21237455308437347,0.391582727432251,0.19728010892868042,0.30457955598831177,0.19632549583911896,0.13867518305778503,0.16821534931659698,0.11212080717086792,0.391582727432251,0.2768254578113556
then,0.4072686731815338,0.32659319043159485,0.4297412931919098,0.18435315787792206,0.5203860402107239,0.21730943024158478,0.18823587894439697,0.1121511310338974,0.2016691118478775,0.2276032567024231,0.13254256546497345,0.5203860402107239,0.2884598970413208
rise,0.23887591063976288,0.18949589133262634,0.3404741883277893,0.20674702525138855,0.23256368935108185,0.15629582107067108,0.15885549783706665,0.15397551655769348,0.09601833671331406,0.1341114044189453,1.0,0.23256368935108185,0.10799103230237961
up,0.28591108322143555,0.2865949273109436,0.38423117995262146,0.19910812377929688,0.40375280380249023,0.2041889876127243,0.2649265229701996,0.12480361759662628,0.19498078525066376,0.1878667175769806,0.30755171179771423,0.40375280380249023,0.1819818764925003
to,0.455847829580307,0.5153919458389282,0.535392165184021,0.27193203568458557,1.0,0.3481958508491516,0.3138085603713989,0.19614946842193604,0.24950890243053436,0.24496325850486755,0.23256368935108185,1.0,0.29463258385658264
"€25,000",-0.0055978791788220406,0.018399497494101524,0.15504810214042664,0.019630467519164085,0.07850141078233719,0.04979010671377182,0.008045803755521774,-0.048890210688114166,0.05631208047270775,0.03516123443841934,0.028102479875087738,0.07850141078233719,0.01781703159213066
per,0.21384303271770477,0.1777847856283188,0.21691934764385223,0.27540794014930725,0.2519395351409912,0.14754031598567963,0.1638546884059906,0.11580481380224228,0.15184152126312256,0.09507620334625244,0.14010705053806305,0.2519395351409912,0.22323818504810333
year,0.15184831619262695,0.16720184683799744,0.3609684407711029,0.2849954664707184,0.23523004353046417,0.2366550713777542,0.17045794427394867,0.1511118859052658,0.2502160668373108,0.2321801781654358,0.1902841478586197,0.23523004353046417,0.18315006792545319
.,0.3567904531955719,0.27493223547935486,0.5934505462646484,0.202260822057724,0.4645031690597534,0.1994091272354126,0.3581749200820923,0.2006680816411972,0.2459556758403778,0.24214158952236176,0.1888146847486496,0.4645031690597534,0.4130953550338745
