,when,did,martin,luther,protest,the,sale,of,indulgences,to,his,bishop,?
on,0.37706470489501953,0.2670976221561432,0.212642639875412,0.19090485572814941,0.26000770926475525,0.5107308030128479,0.24374507367610931,0.3966929316520691,0.2323610931634903,0.41031414270401,0.32064297795295715,0.13586874306201935,0.2714994251728058
31,-0.011162037961184978,-0.021883003413677216,-0.13396680355072021,-0.08790630102157593,0.010249460116028786,0.12550820410251617,0.039578091353178024,0.13315030932426453,-0.012772733345627785,0.06736459583044052,-0.11395289748907089,-0.0529911182820797,-0.017570214346051216
october,0.273419588804245,0.2746104896068573,0.1869964599609375,0.1806728094816208,0.25545433163642883,0.2621108889579773,0.13710442185401917,0.20846129953861237,0.18675661087036133,0.23106063902378082,0.28277039527893066,0.18697308003902435,0.29706719517707825
1517,0.01630227454006672,-0.08169008791446686,0.15865696966648102,0.06654816120862961,0.01944522187113762,0.004705409519374371,-0.004090907517820597,0.009360745549201965,0.08932957053184509,-0.03239324688911438,0.011222852393984795,0.021544473245739937,-0.06332475692033768
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.2963520884513855,0.4933079481124878,0.230073943734169,0.4946078956127167,0.21256935596466064,0.44245919585227966,0.3378419280052185,0.2074185311794281,0.31091248989105225
luther,0.14516782760620117,0.23667675256729126,0.6228963136672974,1.0,0.3336278796195984,0.1759674996137619,0.12257428467273712,0.1719115972518921,0.35804522037506104,0.18029534816741943,0.27093374729156494,0.2762340009212494,0.1732746809720993
wrote,0.18808679282665253,0.3485160768032074,0.19497404992580414,0.24184277653694153,0.28878676891326904,0.2426944375038147,0.10644211620092392,0.30241408944129944,0.31509172916412354,0.18888387084007263,0.37588781118392944,0.20741447806358337,0.19322504103183746
to,0.5423505902290344,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.22359536588191986,0.535392165184021,0.28558340668678284,0.41548454761505127,0.2608080208301544,1.0,0.3715193271636963,0.15059466660022736,0.29463258385658264
his,0.37120407819747925,0.3546801507472992,0.23498685657978058,0.27093374729156494,0.21227677166461945,0.4394008219242096,0.20112089812755585,0.38364991545677185,0.31932055950164795,0.3715193271636963,0.9999998807907104,0.21230964362621307,0.18075084686279297
bishop,0.10197791457176208,0.11703123897314072,0.2596096396446228,0.2762340009212494,0.18875756859779358,0.2112889289855957,0.09417755901813507,0.22951185703277588,0.27440905570983887,0.15059466660022736,0.21230964362621307,0.9999998807907104,0.19730713963508606
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.2963520884513855,0.4933079481124878,0.230073943734169,0.4946078956127167,0.21256935596466064,0.44245919585227966,0.3378419280052185,0.2074185311794281,0.31091248989105225
albert,0.21266065537929535,0.18542161583900452,0.26677531003952026,0.2497173398733139,0.10144244134426117,0.17599669098854065,0.14569063484668732,0.19890549778938293,0.1732521951198578,0.14890073239803314,0.275675505399704,0.18656453490257263,0.15350762009620667
of,0.3757161796092987,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.24564224481582642,0.733189046382904,0.18532836437225342,1.0,0.28176620602607727,0.41548454761505127,0.38364991545677185,0.22951185703277588,0.1826142966747284
mainz,0.165056511759758,0.16497060656547546,0.22682158648967743,0.28826332092285156,0.10794419795274734,0.2566114366054535,0.1842816323041916,0.26268982887268066,0.24580983817577362,0.2018134742975235,0.27796077728271484,0.250024676322937,0.18667249381542206
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.2963520884513855,0.4933079481124878,0.230073943734169,0.4946078956127167,0.21256935596466064,0.44245919585227966,0.3378419280052185,0.2074185311794281,0.31091248989105225
protesting,0.28598475456237793,0.24901489913463593,0.16113869845867157,0.3421971797943115,0.8452185988426208,0.30172768235206604,0.17753304541110992,0.31025201082229614,0.3114192485809326,0.2454739362001419,0.25897863507270813,0.20466412603855133,0.19058556854724884
the,0.5091903209686279,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.25126034021377563,1.0,0.23683100938796997,0.733189046382904,0.24909545481204987,0.535392165184021,0.4394008219242096,0.2112889289855957,0.22068053483963013
sale,0.2140309363603592,0.17367155849933624,0.19542159140110016,0.12257428467273712,0.1923840045928955,0.23683100938796997,1.0000001192092896,0.18532836437225342,0.3496772348880768,0.28558340668678284,0.20112089812755585,0.09417755901813507,0.10629682242870331
of,0.3757161796092987,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.24564224481582642,0.733189046382904,0.18532836437225342,1.0,0.28176620602607727,0.41548454761505127,0.38364991545677185,0.22951185703277588,0.1826142966747284
indulgences,0.21357806026935577,0.2802750766277313,0.23288580775260925,0.35804522037506104,0.2677050828933716,0.24909545481204987,0.3496772348880768,0.28176620602607727,1.0,0.2608080208301544,0.31932055950164795,0.27440905570983887,0.21964608132839203
.,0.475719153881073,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.2598128020763397,0.5934505462646484,0.23010660707950592,0.5352458953857422,0.2219848930835724,0.4645031690597534,0.3119256794452667,0.20523421466350555,0.4130953550338745
