,when,did,luther,produce,a,hymnic,version,of,the,lord,'s,prayer,?
luther,0.14516782760620117,0.23667675256729126,1.0,0.08841759711503983,0.17967689037322998,0.32363268733024597,0.18143774569034576,0.1719115972518921,0.1759674996137619,0.16014143824577332,-0.009990512393414974,0.23982968926429749,0.1732746809720993
's,-0.03368149697780609,0.05069678649306297,-0.009990512393414974,-0.01003879401832819,0.04866964742541313,0.015982117503881454,-0.009124638512730598,-0.03817026689648628,-0.01540423184633255,-0.00021723240206483752,0.9999999403953552,0.06618055701255798,-0.023395681753754616
1538,0.004423188511282206,-0.013537670485675335,-0.06842155754566193,-0.027872545644640923,-0.029308931902050972,-0.1023426428437233,0.19417424499988556,-0.04154718294739723,0.06727851927280426,-0.016110731288790703,-0.025364305824041367,-0.014228053390979767,0.1654166877269745
hymnic,0.25666871666908264,0.18124788999557495,0.32363268733024597,0.17620866000652313,0.24475133419036865,1.0,0.2761598229408264,0.2967688739299774,0.26652225852012634,0.20575031638145447,0.015982117503881454,0.4346781075000763,0.26386120915412903
version,0.20694629848003387,0.21677692234516144,0.18143774569034576,0.17441578209400177,0.27132871747016907,0.2761598229408264,1.0000001192092896,0.14166875183582306,0.27268242835998535,0.11218421161174774,-0.009124638512730598,0.16964641213417053,0.2573966085910797
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.19541172683238983,0.5052502155303955,0.2967688739299774,0.14166875183582306,1.0,0.733189046382904,0.20127125084400177,-0.03817026689648628,0.18775463104248047,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.5829201340675354,0.26652225852012634,0.27268242835998535,0.733189046382904,1.0,0.2489406019449234,-0.01540423184633255,0.2471906840801239,0.22068053483963013
lord,0.13919566571712494,0.16158217191696167,0.16014143824577332,0.09559605270624161,0.13542361557483673,0.20575031638145447,0.11218421161174774,0.20127125084400177,0.2489406019449234,1.0000001192092896,-0.00021723240206483752,0.27337387204170227,0.09544310718774796
's,-0.03368149697780609,0.05069678649306297,-0.009990512393414974,-0.01003879401832819,0.04866964742541313,0.015982117503881454,-0.009124638512730598,-0.03817026689648628,-0.01540423184633255,-0.00021723240206483752,0.9999999403953552,0.06618055701255798,-0.023395681753754616
prayer,0.1472240537405014,0.1209011897444725,0.23982968926429749,0.10978774726390839,0.20626325905323029,0.4346781075000763,0.16964641213417053,0.18775463104248047,0.2471906840801239,0.27337387204170227,0.06618055701255798,1.0000001192092896,0.2122897058725357
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.19927625358104706,0.427140474319458,0.30642732977867126,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.31091248989105225
``,0.07174111902713776,-0.029888948425650597,-0.013964727520942688,0.0022560202050954103,0.07272057235240936,0.12578192353248596,-0.078781358897686,0.06780257821083069,0.029072100296616554,0.03732198849320412,-0.03416389226913452,0.06745395064353943,0.0685480609536171
vater,0.2615412473678589,0.21736562252044678,0.2243622988462448,0.1641021966934204,0.3032815158367157,0.3636154234409332,0.20077331364154816,0.26430240273475647,0.2983967959880829,0.19345559179782867,0.06272254884243011,0.32496729493141174,0.22797000408172607
unser,0.17797599732875824,0.07905025780200958,0.245738223195076,0.14302220940589905,0.18871749937534332,0.3339535593986511,0.2111314982175827,0.14590568840503693,0.15562300384044647,0.09803008288145065,-0.013690034858882427,0.11911316215991974,0.1237528845667839
im,0.07493837922811508,0.07924681156873703,0.27222591638565063,0.06990139186382294,0.17018622159957886,0.21398717164993286,0.1409410983324051,0.1369767189025879,0.1290673315525055,0.13282769918441772,0.018186818808317184,0.1511966586112976,0.1966509073972702
himmelreich,0.18983489274978638,0.1711454689502716,0.33405181765556335,0.10609453916549683,0.24709036946296692,0.3047553598880768,0.194623664021492,0.24738191068172455,0.25968068838119507,0.27850574254989624,0.07189390063285828,0.2779431939125061,0.24371464550495148
'',-0.07688097655773163,0.01978493109345436,-0.04572787508368492,0.028994271531701088,0.04890415817499161,-0.012714993208646774,0.06002119556069374,0.13035868108272552,0.041273195296525955,-0.010790808126330376,-0.04859459400177002,-0.07395785301923752,0.018684765323996544
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.19927625358104706,0.427140474319458,0.30642732977867126,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.31091248989105225
corresponds,0.23444309830665588,0.10370291024446487,0.013689490966498852,0.25843459367752075,0.30412039160728455,0.1865624636411667,0.17760924994945526,0.35868147015571594,0.38103723526000977,0.12099646031856537,0.014845112338662148,0.22765207290649414,0.10960221290588379
exactly,0.3975340723991394,0.2954261898994446,0.1632622480392456,0.190630242228508,0.2848515212535858,0.24903039634227753,0.2041613906621933,0.24229927361011505,0.30447691679000854,0.12786246836185455,0.062135517597198486,0.15979576110839844,0.35508325695991516
to,0.5423505902290344,0.4452643394470215,0.18029534816741943,0.30018290877342224,0.45503583550453186,0.18377777934074402,0.24018406867980957,0.41548454761505127,0.535392165184021,0.23884858191013336,0.03782717138528824,0.17767395079135895,0.29463258385658264
luther,0.14516782760620117,0.23667675256729126,1.0,0.08841759711503983,0.17967689037322998,0.32363268733024597,0.18143774569034576,0.1719115972518921,0.1759674996137619,0.16014143824577332,-0.009990512393414974,0.23982968926429749,0.1732746809720993
's,-0.03368149697780609,0.05069678649306297,-0.009990512393414974,-0.01003879401832819,0.04866964742541313,0.015982117503881454,-0.009124638512730598,-0.03817026689648628,-0.01540423184633255,-0.00021723240206483752,0.9999999403953552,0.06618055701255798,-0.023395681753754616
explanation,0.2777664065361023,0.2452382892370224,0.16547642648220062,0.2794741690158844,0.2705473303794861,0.31438496708869934,0.26821810007095337,0.1946517825126648,0.261050283908844,0.18256813287734985,0.017140168696641922,0.2557852566242218,0.33794105052948
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.19541172683238983,0.5052502155303955,0.2967688739299774,0.14166875183582306,1.0,0.733189046382904,0.20127125084400177,-0.03817026689648628,0.18775463104248047,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.5829201340675354,0.26652225852012634,0.27268242835998535,0.733189046382904,1.0,0.2489406019449234,-0.01540423184633255,0.2471906840801239,0.22068053483963013
prayer,0.1472240537405014,0.1209011897444725,0.23982968926429749,0.10978774726390839,0.20626325905323029,0.4346781075000763,0.16964641213417053,0.18775463104248047,0.2471906840801239,0.27337387204170227,0.06618055701255798,1.0000001192092896,0.2122897058725357
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.21160131692886353,0.539380669593811,0.2519012987613678,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.18930333852767944,-0.037580832839012146,0.1749745011329651,0.20430970191955566
