,what,stipend,do,students,enrolled,in,priority,courses,receive,?
the,0.42745697498321533,0.2590329647064209,0.30239659547805786,0.25268980860710144,0.20082587003707886,0.6662389636039734,0.2734284996986389,0.23517842590808868,0.2726488411426544,0.22068053483963013
tuition,0.2307644784450531,0.3475143313407898,0.20633895695209503,0.5524235367774963,0.4605587422847748,0.24434132874011993,0.34058091044425964,0.46329376101493835,0.3142716586589813,0.2023361474275589
fee,0.15150974690914154,0.28168654441833496,0.22449560463428497,0.29114916920661926,0.2547354996204376,0.17606133222579956,0.17485977709293365,0.2779112756252289,0.35653191804885864,0.13206739723682404
supplement,0.19464394450187683,0.35390815138816833,0.19949346780776978,0.15339717268943787,0.13898254930973053,0.22841989994049072,0.3287339210510254,0.21372559666633606,0.22580000758171082,0.18124131858348846
is,0.28837618231773376,0.2296798825263977,0.30895981192588806,0.2124544233083725,0.10791928321123123,0.5394441485404968,0.16452206671237946,0.17733663320541382,0.20318937301635742,0.22961433231830597
geared,0.17508244514465332,0.1999131292104721,0.2221931666135788,0.2615395188331604,0.2246616780757904,0.2339964061975479,0.28937000036239624,0.2986139953136444,0.16004009544849396,0.16934022307395935
to,0.455847829580307,0.34543654322624207,0.38876664638519287,0.2905822694301605,0.19175557792186737,0.45010748505592346,0.2584436535835266,0.22126372158527374,0.3372296690940857,0.29463258385658264
students,0.2380729615688324,0.2331734448671341,0.23736460506916046,1.0,0.5516462326049805,0.2676171064376831,0.31408989429473877,0.5292260646820068,0.26359930634498596,0.18017297983169556
enrolled,0.1339339166879654,0.29927992820739746,0.19489464163780212,0.5516462326049805,1.0000001192092896,0.27873459458351135,0.19090521335601807,0.44980666041374207,0.18509654700756073,0.09043214470148087
in,0.30808621644973755,0.20396919548511505,0.23402775824069977,0.2676171064376831,0.27873459458351135,1.0,0.19576391577720642,0.23575085401535034,0.19334688782691956,0.20430970191955566
priority,0.3652358651161194,0.25569185614585876,0.24946895241737366,0.31408989429473877,0.19090521335601807,0.19576391577720642,1.0,0.28322675824165344,0.27649933099746704,0.2980290353298187
courses,0.16680994629859924,0.15834680199623108,0.2000879943370819,0.5292260646820068,0.44980666041374207,0.23575085401535034,0.28322675824165344,1.0,0.20410525798797607,0.15338684618473053
in,0.30808621644973755,0.20396919548511505,0.23402775824069977,0.2676171064376831,0.27873459458351135,1.0,0.19576391577720642,0.23575085401535034,0.19334688782691956,0.20430970191955566
post-secondary,0.2607934772968292,0.28471046686172485,0.2507568895816803,0.35640475153923035,0.30059704184532166,0.25477343797683716,0.29518693685531616,0.3097163438796997,0.20708733797073364,0.24135255813598633
and,0.31309178471565247,0.3345407545566559,0.276123583316803,0.28111961483955383,0.2505527436733246,0.4954058527946472,0.22726567089557648,0.32115012407302856,0.27304521203041077,0.20544172823429108
non-degree,0.29600462317466736,0.2654819190502167,0.2938651442527771,0.41116806864738464,0.38091152906417847,0.3070162832736969,0.26543715596199036,0.4153503477573395,0.2598583400249481,0.20308350026607513
programmes,0.22633221745491028,0.13145595788955688,0.19942572712898254,0.3359903395175934,0.18512047827243805,0.25503143668174744,0.26877713203430176,0.38972604274749756,0.21449069678783417,0.20130415260791779
",",0.3087472915649414,0.36115533113479614,0.3283645510673523,0.26501646637916565,0.2806628942489624,0.5201468467712402,0.22130946815013885,0.2827310562133789,0.26574233174324036,0.31091248989105225
including,0.18328791856765747,0.14474858343601227,0.18796655535697937,0.1970643699169159,0.19329386949539185,0.35857823491096497,0.16193526983261108,0.3360247015953064,0.15630462765693665,0.1633303165435791
vocational,0.25595757365226746,0.19224709272384644,0.1877080202102661,0.4519112706184387,0.36656543612480164,0.34354594349861145,0.369815468788147,0.41350001096725464,0.16764792799949646,0.1961013227701187
and,0.31309178471565247,0.3345407545566559,0.276123583316803,0.28111961483955383,0.2505527436733246,0.4954058527946472,0.22726567089557648,0.32115012407302856,0.27304521203041077,0.20544172823429108
technical,0.2745521366596222,0.1201668530702591,0.20989443361759186,0.36960190534591675,0.2748951315879822,0.2375176101922989,0.2876022458076477,0.3651038110256195,0.21843020617961884,0.1962660700082779
courses,0.16680994629859924,0.15834680199623108,0.2000879943370819,0.5292260646820068,0.44980666041374207,0.23575085401535034,0.28322675824165344,1.0,0.20410525798797607,0.15338684618473053
.,0.3567904531955719,0.3572416603565216,0.3613996207714081,0.2607303857803345,0.23470427095890045,0.5591574311256409,0.2448684126138687,0.19853031635284424,0.24563279747962952,0.4130953550338745
