,what,time,do,they,normally,have,tea,?
in,0.30808621644973755,0.3431483507156372,0.23402775824069977,0.4330179989337921,0.27602890133857727,0.36843645572662354,0.21426554024219513,0.20430970191955566
between,0.2462156116962433,0.2893446385860443,0.14014670252799988,0.26771068572998047,0.23644132912158966,0.3203330636024475,0.09908289462327957,0.12887074053287506
",",0.3087472915649414,0.3029961884021759,0.3283645510673523,0.390799880027771,0.28092333674430847,0.3541618287563324,0.20361459255218506,0.31091248989105225
they,0.4431931674480438,0.3580583930015564,0.4667694866657257,0.9999999403953552,0.4328289031982422,0.6542890071868896,0.20243647694587708,0.2753053903579712
have,0.39808809757232666,0.3659670352935791,0.49831271171569824,0.6542890071868896,0.4740697145462036,0.9999999403953552,0.19210171699523926,0.32991164922714233
the,0.42745697498321533,0.43061500787734985,0.30239659547805786,0.49925389885902405,0.3523634970188141,0.40389683842658997,0.206143319606781,0.22068053483963013
10,0.11840458959341049,0.03691965341567993,0.24704506993293762,0.22286321222782135,0.1189689040184021,0.2006417065858841,0.20488986372947693,0.022911956533789635
o'clock,0.2790423035621643,0.34608474373817444,0.19048070907592773,0.2024839222431183,0.2931424379348755,0.2140519618988037,0.10605780780315399,0.18954163789749146
tea,0.1909407526254654,0.15582698583602905,0.1418047845363617,0.20243647694587708,0.24934139847755432,0.19210171699523926,0.9999999403953552,0.18135163187980652
(,0.2411840260028839,0.28391751646995544,0.24216170608997345,0.22770340740680695,0.23554156720638275,0.23072676360607147,0.1735466867685318,0.40561532974243164
chai,0.07334894686937332,0.102702796459198,0.12915442883968353,0.1119937002658844,0.14329858124256134,0.12558698654174805,0.3024597764015198,0.12137392163276672
ya,0.2619168758392334,0.09736080467700958,0.17612649500370026,0.15747661888599396,0.14993128180503845,0.1816307008266449,0.10849370807409286,0.28018835186958313
saa,0.11177410930395126,0.10989832878112793,0.14925062656402588,0.1391059011220932,0.15826648473739624,0.1358860731124878,0.1318768560886383,0.08910645544528961
nne,0.1177951991558075,0.043378252536058426,0.061763182282447815,0.09303421527147293,0.05261139199137688,0.08632082492113113,0.08413518220186234,0.18060320615768433
),0.26259949803352356,0.2857224941253662,0.24460165202617645,0.22818082571029663,0.23593737185001373,0.22866283357143402,0.190367192029953,0.42300865054130554
and,0.31309178471565247,0.3025408685207367,0.276123583316803,0.5073080658912659,0.3715205192565918,0.4711785912513733,0.22572338581085205,0.20544172823429108
4,-0.04324747622013092,-0.017147652804851532,-0.00542959850281477,0.007123806979507208,-0.04458748549222946,-0.049480583518743515,-0.07542140036821365,0.010515431873500347
pm,0.14240477979183197,0.2906029224395752,0.13409863412380219,0.1174619048833847,0.2009487897157669,0.14850758016109467,0.12240974605083466,0.1601153314113617
tea,0.1909407526254654,0.15582698583602905,0.1418047845363617,0.20243647694587708,0.24934139847755432,0.19210171699523926,0.9999999403953552,0.18135163187980652
(,0.2411840260028839,0.28391751646995544,0.24216170608997345,0.22770340740680695,0.23554156720638275,0.23072676360607147,0.1735466867685318,0.40561532974243164
chai,0.07334894686937332,0.102702796459198,0.12915442883968353,0.1119937002658844,0.14329858124256134,0.12558698654174805,0.3024597764015198,0.12137392163276672
ya,0.2619168758392334,0.09736080467700958,0.17612649500370026,0.15747661888599396,0.14993128180503845,0.1816307008266449,0.10849370807409286,0.28018835186958313
saa,0.11177410930395126,0.10989832878112793,0.14925062656402588,0.1391059011220932,0.15826648473739624,0.1358860731124878,0.1318768560886383,0.08910645544528961
kumi,0.13275545835494995,0.13609829545021057,0.07896602898836136,0.10286186635494232,0.07993020862340927,0.10713055729866028,0.2260197401046753,0.13489919900894165
),0.26259949803352356,0.2857224941253662,0.24460165202617645,0.22818082571029663,0.23593737185001373,0.22866283357143402,0.190367192029953,0.42300865054130554
.,0.3567904531955719,0.371569961309433,0.3613996207714081,0.4510921239852905,0.33750930428504944,0.41614407300949097,0.23845787346363068,0.4130953550338745
