,what,did,he,make,the,employee,do,when,he,did,n't,like,her,outfit,?
:110,0.1663026064634323,0.225859135389328,0.17158356308937073,0.11158818751573563,0.3335554301738739,-0.003710597986355424,0.2410842329263687,0.11581315845251083,0.17158356308937073,0.225859135389328,-0.0062451488338410854,0.19105783104896545,0.055406372994184494,0.11082524806261063,0.044709354639053345
he,0.3114890456199646,0.3292143940925598,1.0000001192092896,0.24703912436962128,0.4571082592010498,0.1937732845544815,0.19599148631095886,0.39115971326828003,1.0000001192092896,0.3292143940925598,0.06199106201529503,0.22708307206630707,0.5474342107772827,0.1884618103504181,0.2089974731206894
was,0.22111038863658905,0.41399896144866943,0.5410010814666748,0.20205417275428772,0.48711544275283813,0.21671681106090546,0.11523093283176422,0.37326499819755554,0.5410010814666748,0.41399896144866943,0.06924254447221756,0.19745829701423645,0.34084662795066833,0.18148931860923767,0.18412111699581146
quick,0.2555945813655853,0.2360430210828781,0.20551131665706635,0.2851502001285553,0.23670247197151184,0.15101294219493866,0.2831825613975525,0.28248175978660583,0.20551131665706635,0.2360430210828781,-0.01959857903420925,0.30237412452697754,0.1995229721069336,0.1502968966960907,0.29684531688690186
to,0.455847829580307,0.4452643394470215,0.385390967130661,0.497876912355423,0.535392165184021,0.2249952256679535,0.38876664638519287,0.5423505902290344,0.385390967130661,0.4452643394470215,-0.14541994035243988,0.35482415556907654,0.34728822112083435,0.19779273867607117,0.29463258385658264
criticize,0.3756031394004822,0.3961015045642853,0.2237650603055954,0.35187190771102905,0.21518537402153015,0.225559800863266,0.3618776202201843,0.25009778141975403,0.2237650603055954,0.3961015045642853,0.11747921258211136,0.3503885567188263,0.22880518436431885,0.18013443052768707,0.2543335556983948
clothing,0.2208794504404068,0.17378680408000946,0.17540696263313293,0.2672783136367798,0.2492084950208664,0.26055654883384705,0.2092827558517456,0.22979412972927094,0.17540696263313293,0.17378680408000946,0.002666858257725835,0.3126683533191681,0.2971804440021515,0.5177676677703857,0.15363194048404694
;,0.10986888408660889,0.10727239400148392,0.05541064962744713,0.04446669667959213,0.09152708947658539,0.013243327848613262,0.06261929124593735,0.022927695885300636,0.05541064962744713,0.10727239400148392,0.01979796029627323,0.049820177257061005,0.07278873771429062,0.014747390523552895,0.10349778085947037
on,0.34226128458976746,0.2670976221561432,0.32403138279914856,0.27031177282333374,0.5107308030128479,0.20730553567409515,0.3025321364402771,0.37706470489501953,0.32403138279914856,0.2670976221561432,0.023764533922076225,0.3318610191345215,0.2974918782711029,0.20124800503253937,0.2714994251728058
several,0.22446060180664062,0.24080568552017212,0.3050447702407837,0.2869584262371063,0.40559855103492737,0.15781237185001373,0.20210497081279755,0.306964635848999,0.3050447702407837,0.24080568552017212,-0.04057580232620239,0.3621580898761749,0.2422461211681366,0.13018448650836945,0.15595775842666626
occasions,0.17083269357681274,0.2682984471321106,0.3343401253223419,0.2347733974456787,0.25815996527671814,0.07924637198448181,0.21145915985107422,0.2952362596988678,0.3343401253223419,0.2682984471321106,-0.01656259037554264,0.23631741106510162,0.2857058644294739,0.27444764971733093,0.1868991255760193
",",0.3087472915649414,0.3015086054801941,0.40251094102859497,0.324553906917572,0.4933079481124878,0.18740998208522797,0.3283645510673523,0.36674630641937256,0.40251094102859497,0.3015086054801941,0.11016341298818588,0.4085598886013031,0.3269027769565582,0.18114028871059418,0.31091248989105225
tesla,0.23221199214458466,0.09757418930530548,0.12373391538858414,0.1746748685836792,0.1324402391910553,0.19725202023983002,0.13880622386932373,0.1504557579755783,0.12373391538858414,0.09757418930530548,0.02564454823732376,0.1296512633562088,0.13443079590797424,0.11150258034467697,0.10250775516033173
directed,0.1783117949962616,0.17765580117702484,0.14907824993133545,0.12666599452495575,0.21284286677837372,0.17331871390342712,0.13397130370140076,0.20789676904678345,0.14907824993133545,0.17765580117702484,0.056655388325452805,0.17545370757579803,0.16132785379886627,0.16294315457344055,0.1359327733516693
a,0.3320399522781372,0.2552328109741211,0.4393508732318878,0.34303420782089233,0.5829201340675354,0.26013827323913574,0.26237669587135315,0.44397395849227905,0.4393508732318878,0.2552328109741211,0.013574101030826569,0.38655611872673035,0.29850003123283386,0.2606336176395416,0.23916715383529663
subordinate,0.26194265484809875,0.24814210832118988,0.20387625694274902,0.21552565693855286,0.27031710743904114,0.2020910382270813,0.32672569155693054,0.22473286092281342,0.20387625694274902,0.24814210832118988,-0.05041389539837837,0.17937035858631134,0.19207997620105743,0.16680774092674255,0.20363155007362366
to,0.455847829580307,0.4452643394470215,0.385390967130661,0.497876912355423,0.535392165184021,0.2249952256679535,0.38876664638519287,0.5423505902290344,0.385390967130661,0.4452643394470215,-0.14541994035243988,0.35482415556907654,0.34728822112083435,0.19779273867607117,0.29463258385658264
go,0.35329025983810425,0.2978402376174927,0.25558793544769287,0.3104586899280548,0.29801803827285767,0.1410689800977707,0.39727410674095154,0.27644458413124084,0.25558793544769287,0.2978402376174927,-0.10142754763364792,0.33341386914253235,0.22467395663261414,0.20023797452449799,0.25942572951316833
home,0.1608789712190628,0.17098017036914825,0.3083851933479309,0.2344805896282196,0.28978195786476135,0.19438862800598145,0.1344684660434723,0.24208083748817444,0.3083851933479309,0.17098017036914825,0.016702013090252876,0.18640321493148804,0.26698270440101624,0.20888873934745789,0.0757145956158638
