,what,british,tv,network,will,carry,the,super,bowl,?
in,0.30808621644973755,0.23084034025669098,0.17989183962345123,0.19496823847293854,0.2580665349960327,0.19860897958278656,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.42745697498321533,0.28973397612571716,0.20034731924533844,0.27187061309814453,0.3635469079017639,0.26752355694770813,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
united,0.20036718249320984,0.32930073142051697,0.14720642566680908,0.1803126037120819,0.1670691817998886,0.17835812270641327,0.34367692470550537,0.19838912785053253,0.20208074152469635,0.17266890406608582
kingdom,0.17826133966445923,0.36255303025245667,0.15677089989185333,0.1607992798089981,0.14699693024158478,0.13375820219516754,0.3143408000469208,0.10747307538986206,0.12528738379478455,0.12927088141441345
",",0.3087472915649414,0.25734075903892517,0.2778550088405609,0.1932937651872635,0.29706671833992004,0.1951419711112976,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
bbc,0.20634698867797852,0.32780835032463074,0.45615512132644653,0.2992067039012909,0.2193043977022171,0.13913553953170776,0.2735401690006256,0.05595557019114494,0.09373589605093002,0.20556949079036713
radio,0.16863368451595306,0.21076083183288574,0.45540696382522583,0.3433379530906677,0.14596246182918549,0.18107746541500092,0.23511973023414612,0.10619901865720749,0.1309531033039093,0.08763375133275986
5,0.09269922226667404,0.03261555731296539,-0.017878055572509766,0.04141693189740181,0.0495075024664402,0.09152459353208542,0.09255307912826538,0.024198191240429878,0.052770476788282394,0.06222071498632431
live,0.20532001554965973,0.09838253259658813,0.23631075024604797,0.20358726382255554,0.20762428641319275,0.24021045863628387,0.2995128035545349,0.19157028198242188,0.19773395359516144,0.19481121003627777
and,0.31309178471565247,0.325880765914917,0.2652006149291992,0.27591994404792786,0.35983073711395264,0.2731964588165283,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
5,0.09269922226667404,0.03261555731296539,-0.017878055572509766,0.04141693189740181,0.0495075024664402,0.09152459353208542,0.09255307912826538,0.024198191240429878,0.052770476788282394,0.06222071498632431
live,0.20532001554965973,0.09838253259658813,0.23631075024604797,0.20358726382255554,0.20762428641319275,0.24021045863628387,0.2995128035545349,0.19157028198242188,0.19773395359516144,0.19481121003627777
sports,0.13245077431201935,0.12944631278514862,0.289443701505661,0.20757855474948883,0.21187517046928406,0.1349717527627945,0.20313861966133118,0.22513441741466522,0.23383285105228424,0.04557104781270027
extra,0.1589265614748001,0.11588171869516373,0.07551203668117523,0.11621977388858795,0.28664112091064453,0.26371046900749207,0.20500101149082184,0.18491244316101074,0.1260424554347992,0.11175043880939484
will,0.3510494530200958,0.15698303282260895,0.16210611164569855,0.18135474622249603,1.0,0.2655966579914093,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.35046905279159546
carry,0.22239743173122406,0.16837196052074432,0.1714872121810913,0.22525767982006073,0.2655966579914093,0.9999998807907104,0.26752355694770813,0.13824884593486786,0.11297586560249329,0.17171701788902283
the,0.42745697498321533,0.28973397612571716,0.20034731924533844,0.27187061309814453,0.3635469079017639,0.26752355694770813,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
contest,0.23279163241386414,0.08898968994617462,0.25826892256736755,0.1911396086215973,0.20330233871936798,0.11936413496732712,0.25173527002334595,0.16601161658763885,0.20366907119750977,0.18081821501255035
.,0.3567904531955719,0.23159366846084595,0.27196308970451355,0.23909442126750946,0.33682769536972046,0.21299658715724945,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
,what,british,tv,network,will,carry,the,super,bowl,?
the,0.42745697498321533,0.28973397612571716,0.20034731924533844,0.27187061309814453,0.3635469079017639,0.26752355694770813,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
bbc,0.20634698867797852,0.32780835032463074,0.45615512132644653,0.2992067039012909,0.2193043977022171,0.13913553953170776,0.2735401690006256,0.05595557019114494,0.09373589605093002,0.20556949079036713
will,0.3510494530200958,0.15698303282260895,0.16210611164569855,0.18135474622249603,1.0,0.2655966579914093,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.35046905279159546
carry,0.22239743173122406,0.16837196052074432,0.1714872121810913,0.22525767982006073,0.2655966579914093,0.9999998807907104,0.26752355694770813,0.13824884593486786,0.11297586560249329,0.17171701788902283
its,0.30393704771995544,0.17957141995429993,0.20492996275424957,0.25264307856559753,0.26816651225090027,0.18896733224391937,0.559237003326416,0.14685668051242828,0.15285100042819977,0.15103481709957123
own,0.35062843561172485,0.18910621106624603,0.18359121680259705,0.18604424595832825,0.32395434379577637,0.2892248332500458,0.334675133228302,0.10335887968540192,0.05038973689079285,0.1937696635723114
british,0.19255435466766357,1.0,0.1965799331665039,0.1518353670835495,0.15698303282260895,0.16837196052074432,0.28973397612571716,0.09609456360340118,0.07435981184244156,0.09711728990077972
english,0.25060737133026123,0.47969716787338257,0.1865915209054947,0.12297465652227402,0.1706879734992981,0.10502275079488754,0.23982001841068268,0.06625110656023026,0.0304193627089262,0.23251567780971527
broadcast,0.17857211828231812,0.19169750809669495,0.5626955032348633,0.5386998653411865,0.16020336747169495,0.182814359664917,0.2713715434074402,0.1449931412935257,0.18237876892089844,0.15760008990764618
",",0.3087472915649414,0.25734075903892517,0.2778550088405609,0.1932937651872635,0.29706671833992004,0.1951419711112976,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
with,0.2464839518070221,0.1637800633907318,0.17663881182670593,0.2153671681880951,0.33888739347457886,0.22976382076740265,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
greg,0.15950119495391846,0.23189835250377655,0.232765331864357,0.10600759088993073,0.17383404076099396,0.1336032897233963,0.1689821034669876,0.19688023626804352,0.11068686097860336,0.1691211611032486
brady,0.1700008362531662,0.22104968130588531,0.2989273965358734,0.16525448858737946,0.15774743258953094,0.16088777780532837,0.22030501067638397,0.1542508751153946,0.15498411655426025,0.20001526176929474
",",0.3087472915649414,0.25734075903892517,0.2778550088405609,0.1932937651872635,0.29706671833992004,0.1951419711112976,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
darren,0.17139248549938202,0.22042803466320038,0.24319280683994293,0.19472931325435638,0.19650433957576752,0.15066982805728912,0.22341585159301758,0.17875738441944122,0.15131187438964844,0.20729461312294006
fletcher,0.2569640874862671,0.2423761636018753,0.2209814041852951,0.20034314692020416,0.15618738532066345,0.16280227899551392,0.22613143920898438,0.089495949447155,0.07938016206026077,0.1911897510290146
and,0.31309178471565247,0.325880765914917,0.2652006149291992,0.27591994404792786,0.35983073711395264,0.2731964588165283,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
rocky,0.1633119136095047,0.20216669142246246,0.2538253366947174,0.1596616804599762,0.15833830833435059,0.1238628402352333,0.23650658130645752,0.18522971868515015,0.20383191108703613,0.1464167684316635
boiman,0.21139292418956757,0.23305851221084595,0.2236914485692978,0.19102966785430908,0.14493384957313538,0.1074160635471344,0.308314710855484,0.16857725381851196,0.20078371465206146,0.20635423064231873
on,0.34226128458976746,0.19917237758636475,0.23779264092445374,0.30190837383270264,0.3240351676940918,0.22389066219329834,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.2714994251728058
commentary,0.2743928134441376,0.15148207545280457,0.3369460105895996,0.2353588044643402,0.12890705466270447,0.07607835531234741,0.2209595888853073,0.13202881813049316,0.18282940983772278,0.20364898443222046
.,0.3567904531955719,0.23159366846084595,0.27196308970451355,0.23909442126750946,0.33682769536972046,0.21299658715724945,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
