,how,many,people,lived,in,fresno,in,2000,",",according,to,the,census,bureau,?
as,0.33782753348350525,0.4070141911506653,0.15704652667045593,0.22559787333011627,0.3887844979763031,0.13437435030937195,0.3887844979763031,0.023329226300120354,0.48816442489624023,0.24795791506767273,0.42092081904411316,0.48381632566452026,0.22827468812465668,0.20096656680107117,0.27043893933296204
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.3103700876235962,0.5696388483047485,0.1875009983778,0.5696388483047485,0.010344067588448524,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.733189046382904,0.19615516066551208,0.23669974505901337,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.2897515296936035,0.6662389636039734,0.22571885585784912,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.3202974498271942,0.535392165184021,1.0,0.2524987757205963,0.26302388310432434,0.22068053483963013
census,0.1627962440252304,0.1990179419517517,0.2850223481655121,0.3652264475822449,0.2571312189102173,0.27571749687194824,0.2571312189102173,-0.18633192777633667,0.2530386745929718,0.4436514675617218,0.16890135407447815,0.2524987757205963,1.0,0.5535842180252075,0.12548218667507172
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.3103700876235962,0.5696388483047485,0.1875009983778,0.5696388483047485,0.010344067588448524,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.733189046382904,0.19615516066551208,0.23669974505901337,0.1826142966747284
2000,-0.07386910915374756,-0.06041426211595535,-0.15824614465236664,-0.026138203218579292,-0.0435720756649971,0.0502031184732914,-0.0435720756649971,1.0,-0.03465369716286659,-0.09602776169776917,-0.05413077399134636,-0.015081177465617657,-0.18633192777633667,-0.12280576676130295,-0.0824366956949234
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.32840919494628906,0.5201468467712402,0.2561432421207428,0.5201468467712402,-0.03465369716286659,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.2530386745929718,0.23454952239990234,0.31091248989105225
there,0.3328511416912079,0.4993700683116913,0.4820519685745239,0.37578821182250977,0.5361666083335876,0.21059735119342804,0.5361666083335876,-0.1881011575460434,0.4587128460407257,0.2631663382053375,0.40669289231300354,0.47025805711746216,0.2834796905517578,0.1833665370941162,0.29405656456947327
were,0.2082374095916748,0.4804460406303406,0.35862088203430176,0.34083670377731323,0.3815755248069763,0.1892825961112976,0.3815755248069763,-0.09347672015428543,0.36755475401878357,0.25184938311576843,0.31913647055625916,0.3906462490558624,0.20366445183753967,0.1594405174255371,0.17890112102031708
"427,652",0.016423268243670464,-0.025843186303973198,-0.08352924883365631,-0.09026212245225906,-0.1253374069929123,-0.057353194802999496,-0.1253374069929123,0.009913727641105652,0.014825661666691303,-0.041936710476875305,-0.09202782064676285,-0.09905046969652176,-0.009948000311851501,0.006641739513725042,0.04375609755516052
people,0.2932034730911255,0.4171447455883026,1.0000001192092896,0.3190171420574188,0.39605680108070374,0.20639443397521973,0.39605680108070374,-0.15824614465236664,0.36644625663757324,0.2239774912595749,0.37275731563568115,0.36838498711586,0.2850223481655121,0.24027396738529205,0.23739641904830933
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.32840919494628906,0.5201468467712402,0.2561432421207428,0.5201468467712402,-0.03465369716286659,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.2530386745929718,0.23454952239990234,0.31091248989105225
"140,079",0.08896443992853165,0.04674343764781952,0.00674463389441371,0.12747561931610107,0.22711163759231567,0.24029889702796936,0.22711163759231567,0.12831391394138336,0.35962459444999695,0.09054122120141983,0.09300579130649567,0.18507827818393707,0.08212845027446747,0.03987882286310196,0.28195443749427795
households,0.21022699773311615,0.26178956031799316,0.2965502440929413,0.33290380239486694,0.24879489839076996,0.1976601481437683,0.24879489839076996,-0.04941838979721069,0.2694286108016968,0.3590516448020935,0.2464071661233902,0.26440316438674927,0.41707098484039307,0.3330298662185669,0.17362827062606812
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.32840919494628906,0.5201468467712402,0.2561432421207428,0.5201468467712402,-0.03465369716286659,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.4933079481124878,0.2530386745929718,0.23454952239990234,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.21143336594104767,0.4954058527946472,0.21513071656227112,0.4954058527946472,-0.004737076815217733,0.6633074283599854,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.15556402504444122,0.20569582283496857,0.20544172823429108
"97,915",0.17571572959423065,0.07326121628284454,0.0038717843126505613,-0.059938255697488785,-0.11558683216571808,-0.16373123228549957,-0.11558683216571808,0.032089974731206894,-0.06390860676765442,0.0920601412653923,0.0701347142457962,-0.05557569861412048,-0.06616652011871338,-0.027815209701657295,0.2379658967256546
families,0.2066461592912674,0.33272475004196167,0.3184496760368347,0.2841312289237976,0.22269998490810394,0.16614025831222534,0.22269998490810394,-0.05135929584503174,0.2466374635696411,0.24022001028060913,0.23536086082458496,0.26391902565956116,0.2626369893550873,0.22989097237586975,0.14422203600406647
residing,0.11201217770576477,0.15428824722766876,0.29787617921829224,0.33968645334243774,0.29037997126579285,0.27412888407707214,0.29037997126579285,-0.014227258041501045,0.30716970562934875,0.3085128664970398,0.2287399172782898,0.32651787996292114,0.433048814535141,0.3109009861946106,0.11277370154857635
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3669787347316742,1.0,0.26126348972320557,1.0,-0.0435720756649971,0.5201468467712402,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.2571312189102173,0.23286110162734985,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.2897515296936035,0.6662389636039734,0.22571885585784912,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.3202974498271942,0.535392165184021,1.0,0.2524987757205963,0.26302388310432434,0.22068053483963013
city,0.12024712562561035,0.21416836977005005,0.34653446078300476,0.29002758860588074,0.3911624252796173,0.2780216634273529,0.3911624252796173,-0.06562831252813339,0.35839709639549255,0.19847922027111053,0.20300441980361938,0.35769423842430115,0.4202835261821747,0.28031912446022034,0.13423943519592285
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.31328970193862915,0.5591574311256409,0.2480216920375824,0.5591574311256409,-0.03837863355875015,0.6812511086463928,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.22575056552886963,0.22778604924678802,0.4130953550338745
