,what,type,of,launch,was,happening,during,the,apollo,1,incident,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2628649175167084,0.48711544275283813,0.3388466536998749,0.4838213622570038,1.0,0.2169172167778015,-0.1554475575685501,0.248931884765625,0.22068053483963013
apollo,0.13561789691448212,0.1257288157939911,0.1786269098520279,0.3676173985004425,0.2306441366672516,0.15910504758358002,0.22065234184265137,0.2169172167778015,0.9999999403953552,-0.17533797025680542,0.11379418522119522,0.191528782248497
program,0.25047802925109863,0.22042983770370483,0.17376001179218292,0.30474361777305603,0.1849333792924881,0.26568374037742615,0.22609592974185944,0.22986935079097748,0.3344622850418091,-0.20595213770866394,0.13963864743709564,0.1440187245607376
succeeded,0.12981964647769928,0.06023254245519638,0.26539725065231323,0.21270814538002014,0.36064937710762024,0.14571045339107513,0.22266583144664764,0.2137616127729416,0.16727223992347717,-0.22845664620399475,0.13047507405281067,0.12414717674255371
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19686491787433624,0.45514053106307983,0.2960299253463745,0.4627237319946289,0.6662389636039734,0.1461767554283142,-0.10660158097743988,0.19648437201976776,0.20430970191955566
achieving,0.24755272269248962,0.12549619376659393,0.3275443911552429,0.22968733310699463,0.19604036211967468,0.24950666725635529,0.24283266067504883,0.35560527443885803,0.16084708273410797,-0.27611929178237915,0.12702018022537231,0.16495080292224884
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.2549111843109131,0.3518870174884796,0.18826046586036682,0.23688937723636627,0.559237003326416,0.13061507046222687,-0.10031591355800629,0.1770491749048233,0.15103481709957123
goal,0.2571476101875305,0.07837745547294617,0.1838325709104538,0.21361814439296722,0.18331198394298553,0.17447282373905182,0.1779095083475113,0.2443244755268097,0.08029068261384964,-0.1662067025899887,0.0737190991640091,0.1964566856622696
of,0.33290785551071167,0.18112817406654358,1.0,0.20697395503520966,0.4069072902202606,0.2801869511604309,0.3869180977344513,0.733189046382904,0.1786269098520279,-0.09473495930433273,0.1904071718454361,0.1826142966747284
manned,0.16094419360160828,0.20908351242542267,0.17604194581508636,0.47759708762168884,0.24339483678340912,0.20468838512897491,0.3052656650543213,0.2392944097518921,0.5195745825767517,-0.11803578585386276,0.23116819560527802,0.17514055967330933
lunar,0.18274477124214172,0.13063104450702667,0.204553484916687,0.40018925070762634,0.17547959089279175,0.1740422248840332,0.24792304635047913,0.23309995234012604,0.48109763860702515,-0.0829208716750145,0.14584079384803772,0.1628302037715912
landing,0.17083740234375,0.08289735019207001,0.22376328706741333,0.4163646101951599,0.21103228628635406,0.2623012959957123,0.21864627301692963,0.24055521190166473,0.3499414920806885,0.023449115455150604,0.27229517698287964,0.11133739352226257
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.19433410465717316,0.45456063747406006,0.2798021733760834,0.3225448727607727,0.4933079481124878,0.19808128476142883,-0.15742997825145721,0.2505533993244171,0.31091248989105225
despite,0.1825345903635025,0.12673796713352203,0.33505672216415405,0.17615745961666107,0.3650621473789215,0.18108823895454407,0.305835098028183,0.3172689974308014,0.14132487773895264,-0.23004625737667084,0.26607805490493774,0.14350546896457672
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2628649175167084,0.48711544275283813,0.3388466536998749,0.4838213622570038,1.0,0.2169172167778015,-0.1554475575685501,0.248931884765625,0.22068053483963013
major,0.21026742458343506,0.12121699005365372,0.2641255557537079,0.19458623230457306,0.20676274597644806,0.2156893014907837,0.2254045009613037,0.31775903701782227,0.11867133527994156,-0.10469058901071548,0.19832095503807068,0.19788557291030884
setback,0.3320176899433136,0.15487922728061676,0.28151196241378784,0.2657451033592224,0.2762092351913452,0.3032056391239166,0.29688888788223267,0.3215973973274231,0.18648019433021545,-0.21707233786582947,0.3258333206176758,0.20897552371025085
of,0.33290785551071167,0.18112817406654358,1.0,0.20697395503520966,0.4069072902202606,0.2801869511604309,0.3869180977344513,0.733189046382904,0.1786269098520279,-0.09473495930433273,0.1904071718454361,0.1826142966747284
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.19873975217342377,0.4508470594882965,0.27811622619628906,0.30341604351997375,0.5829201340675354,0.19996169209480286,-0.20817746222019196,0.22516049444675446,0.23916715383529663
1967,-0.0218155886977911,-0.0557846799492836,0.07289459556341171,-0.10934481024742126,0.059212569147348404,-0.16599833965301514,-0.13427075743675232,-0.012038951739668846,-0.13542231917381287,-0.002509352285414934,-0.12791414558887482,0.017933469265699387
apollo,0.13561789691448212,0.1257288157939911,0.1786269098520279,0.3676173985004425,0.2306441366672516,0.15910504758358002,0.22065234184265137,0.2169172167778015,0.9999999403953552,-0.17533797025680542,0.11379418522119522,0.191528782248497
1,-0.21266892552375793,-0.13035114109516144,-0.09473495930433273,-0.11333367228507996,-0.2275921255350113,-0.20094817876815796,-0.128046452999115,-0.1554475575685501,-0.17533797025680542,1.0,-0.11014042794704437,-0.249979168176651
cabin,0.17852115631103516,0.13907498121261597,0.2067061811685562,0.22448396682739258,0.20808860659599304,0.1116764023900032,0.22419993579387665,0.23489025235176086,0.363837867975235,-0.15557871758937836,0.16677527129650116,0.15796571969985962
fire,0.19359004497528076,0.13550949096679688,0.20259131491184235,0.19331559538841248,0.24801933765411377,0.17409750819206238,0.21057194471359253,0.2911929488182068,0.24718856811523438,-0.04729834198951721,0.20198605954647064,0.14396874606609344
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.23042123019695282,0.33670201897621155,0.46496152877807617,0.31487685441970825,0.5473989248275757,0.2014923095703125,-0.3131840229034424,0.35245129466056824,0.32716336846351624
killed,0.1862335354089737,0.09489558637142181,0.2589981257915497,0.13018949329853058,0.31229376792907715,0.3077034652233124,0.31690382957458496,0.23115427792072296,0.2064969837665558,-0.11083222925662994,0.382826566696167,0.17928971350193024
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2628649175167084,0.48711544275283813,0.3388466536998749,0.4838213622570038,1.0,0.2169172167778015,-0.1554475575685501,0.248931884765625,0.22068053483963013
entire,0.37562522292137146,0.1811906397342682,0.3766143023967743,0.216889888048172,0.2562327980995178,0.20030778646469116,0.3548542261123657,0.4870373010635376,0.16216827929019928,-0.09593211114406586,0.23587320744991302,0.17068447172641754
crew,0.17533187568187714,0.14148186147212982,0.20427432656288147,0.2634669244289398,0.20329242944717407,0.16007472574710846,0.22457106411457062,0.25329816341400146,0.36530131101608276,-0.07515875995159149,0.26743414998054504,0.16586194932460785
during,0.24137552082538605,0.1538453847169876,0.3869180977344513,0.29950621724128723,0.4470829963684082,0.3550831377506256,1.0,0.4838213622570038,0.22065234184265137,-0.128046452999115,0.2727999985218048,0.1325719803571701
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.19873975217342377,0.4508470594882965,0.27811622619628906,0.30341604351997375,0.5829201340675354,0.19996169209480286,-0.20817746222019196,0.22516049444675446,0.23916715383529663
prelaunch,0.23773238062858582,0.25397631525993347,0.24271148443222046,0.7181843519210815,0.274559885263443,0.14403487741947174,0.23858287930488586,0.2537612020969391,0.3589981198310852,-0.2004726678133011,0.17774192988872528,0.2925069332122803
test,0.2596650719642639,0.23416662216186523,0.164191335439682,0.30179843306541443,0.13941486179828644,0.1614360213279724,0.1486813873052597,0.19235259294509888,0.3095526397228241,-0.16706395149230957,0.12097319215536118,0.19832737743854523
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.20541822910308838,0.40146201848983765,0.29586565494537354,0.3485563397407532,0.5934505462646484,0.22384987771511078,-0.15870751440525055,0.20123827457427979,0.4130953550338745
