,what,makes,plants,green,?
all,0.41981086134910583,0.2952321767807007,0.30408617854118347,0.1558198630809784,0.29575422406196594
green,0.16762696206569672,0.1447056531906128,0.2864342927932739,1.0,0.11409882456064224
parts,0.3415631353855133,0.28405800461769104,0.301825612783432,0.1481146663427353,0.12310896813869476
of,0.33290785551071167,0.2927091419696808,0.29386165738105774,0.2225196659564972,0.1826142966747284
a,0.3320399522781372,0.3509295880794525,0.21329157054424286,0.2557748556137085,0.23916715383529663
plant,0.23371253907680511,0.21639394760131836,0.8344468474388123,0.2619551122188568,0.16613075137138367
contain,0.1832355558872223,0.315512478351593,0.3543321490287781,0.19625920057296753,0.18853069841861725
chloroplasts—the,0.2803087830543518,0.20679613947868347,0.5539447069168091,0.3368583023548126,0.16164137423038483
chloroplasts,0.2524593770503998,0.20387579500675201,0.5701043605804443,0.32718849182128906,0.13049766421318054
",",0.3087472915649414,0.2926395535469055,0.2555769681930542,0.2583938241004944,0.31091248989105225
or,0.33867141604423523,0.33774757385253906,0.34268948435783386,0.1924653798341751,0.32389625906944275
more,0.3484537899494171,0.3486642837524414,0.24404355883598328,0.1501622051000595,0.27894994616508484
specifically,0.37581726908683777,0.20951412618160248,0.23287031054496765,0.09362495690584183,0.2063003033399582
",",0.3087472915649414,0.2926395535469055,0.2555769681930542,0.2583938241004944,0.31091248989105225
the,0.42745697498321533,0.3029823303222656,0.29499560594558716,0.24099771678447723,0.22068053483963013
chlorophyll,0.23408083617687225,0.16915930807590485,0.5920648574829102,0.39410775899887085,0.1099696233868599
in,0.30808621644973755,0.22258508205413818,0.2697395086288452,0.22731968760490417,0.20430970191955566
them,0.4994642734527588,0.3398982584476471,0.3598077893257141,0.161524698138237,0.35435691475868225
are,0.29724663496017456,0.36780422925949097,0.35990846157073975,0.21746626496315002,0.24591213464736938
what,0.9999998807907104,0.2867553234100342,0.25144460797309875,0.16762696206569672,0.5051238536834717
make,0.3792211413383484,0.7288578748703003,0.2734523117542267,0.1870620846748352,0.28314751386642456
the,0.42745697498321533,0.3029823303222656,0.29499560594558716,0.24099771678447723,0.22068053483963013
photosynthetic,0.20943596959114075,0.20327474176883698,0.5702237486839294,0.32632413506507874,0.15254013240337372
parts,0.3415631353855133,0.28405800461769104,0.301825612783432,0.1481146663427353,0.12310896813869476
of,0.33290785551071167,0.2927091419696808,0.29386165738105774,0.2225196659564972,0.1826142966747284
a,0.3320399522781372,0.3509295880794525,0.21329157054424286,0.2557748556137085,0.23916715383529663
plant,0.23371253907680511,0.21639394760131836,0.8344468474388123,0.2619551122188568,0.16613075137138367
green,0.16762696206569672,0.1447056531906128,0.2864342927932739,1.0,0.11409882456064224
.,0.3567904531955719,0.265095978975296,0.2542511522769928,0.23737919330596924,0.4130953550338745
