,what,was,their,first,plan,that,was,launched,?
in,0.30808621644973755,0.45514053106307983,0.34976133704185486,0.4127444326877594,0.23924663662910461,0.435920387506485,0.45514053106307983,0.18876992166042328,0.20430970191955566
2013,-0.3886653184890747,-0.16685336828231812,-0.35880333185195923,-0.2023164927959442,-0.18085694313049316,-0.49828678369522095,-0.16685336828231812,-0.22148175537586212,-0.2969330847263336
",",0.3087472915649414,0.45456063747406006,0.3045167922973633,0.34503069519996643,0.21265573799610138,0.4137537479400635,0.45456063747406006,0.222664475440979,0.31091248989105225
it,0.45803478360176086,0.4577186405658722,0.3067983090877533,0.3491429388523102,0.22425691783428192,0.5921133160591125,0.4577186405658722,0.20130407810211182,0.25732165575027466
launched,0.1668553501367569,0.28489428758621216,0.18642587959766388,0.30769190192222595,0.22939790785312653,0.20961794257164001,0.28489428758621216,1.0,0.1803835779428482
a,0.3320399522781372,0.4508470594882965,0.29698723554611206,0.4287874400615692,0.27156999707221985,0.47537946701049805,0.4508470594882965,0.20170536637306213,0.23916715383529663
national,0.16882304847240448,0.2433898150920868,0.15907274186611176,0.2272171974182129,0.15185852348804474,0.20268747210502625,0.2433898150920868,0.12746605277061462,0.15643028914928436
climate,0.2854173183441162,0.14714933931827545,0.12227319926023483,0.1067330464720726,0.16102291643619537,0.22277899086475372,0.14714933931827545,0.1104540154337883,0.19998492300510406
change,0.3690716028213501,0.18487286567687988,0.28483736515045166,0.19953392446041107,0.13652785122394562,0.3988441526889801,0.18487286567687988,0.14598429203033447,0.24115969240665436
action,0.30170392990112305,0.17610664665699005,0.23151545226573944,0.17236092686653137,0.16704286634922028,0.29577216506004333,0.17610664665699005,0.13623587787151337,0.250188946723938
plan,0.2947953939437866,0.2407723069190979,0.22313202917575836,0.2247759997844696,1.0,0.3379872739315033,0.2407723069190979,0.22939790785312653,0.1961054503917694
",",0.3087472915649414,0.45456063747406006,0.3045167922973633,0.34503069519996643,0.21265573799610138,0.4137537479400635,0.45456063747406006,0.222664475440979,0.31091248989105225
having,0.34064167737960815,0.2792723774909973,0.3911319077014923,0.2400989979505539,0.20586834847927094,0.4370327591896057,0.2792723774909973,0.12198756635189056,0.22418256103992462
acknowledged,0.27519023418426514,0.25694337487220764,0.24475203454494476,0.27634555101394653,0.18508321046829224,0.3571138083934784,0.25694337487220764,0.2034837007522583,0.20185135304927826
that,0.6297725439071655,0.33670201897621155,0.4266771972179413,0.3482176661491394,0.3379872739315033,1.0,0.33670201897621155,0.20961794257164001,0.32716336846351624
omitting,0.2952023148536682,0.08702903240919113,0.20659512281417847,0.1844249963760376,0.09780004620552063,0.37473565340042114,0.08702903240919113,0.13418249785900116,0.24736662209033966
climate,0.2854173183441162,0.14714933931827545,0.12227319926023483,0.1067330464720726,0.16102291643619537,0.22277899086475372,0.14714933931827545,0.1104540154337883,0.19998492300510406
as,0.31749409437179565,0.3677520453929901,0.29218852519989014,0.33842000365257263,0.22160357236862183,0.4735107421875,0.3677520453929901,0.17028184235095978,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.29698723554611206,0.4287874400615692,0.27156999707221985,0.47537946701049805,0.4508470594882965,0.20170536637306213,0.23916715383529663
key,0.2270265817642212,0.15157482028007507,0.1732456088066101,0.17695286870002747,0.15769727528095245,0.2223537415266037,0.15157482028007507,0.09827478229999542,0.18782930076122284
development,0.19014155864715576,0.2344081997871399,0.24356740713119507,0.25595250725746155,0.26520371437072754,0.2717459201812744,0.2344081997871399,0.1972225457429886,0.1211358830332756
issue,0.32369524240493774,0.22246617078781128,0.16997183859348297,0.2688688337802887,0.208904430270195,0.30336466431617737,0.22246617078781128,0.17960773408412933,0.32172858715057373
in,0.30808621644973755,0.45514053106307983,0.34976133704185486,0.4127444326877594,0.23924663662910461,0.435920387506485,0.45514053106307983,0.18876992166042328,0.20430970191955566
vision,0.29409441351890564,0.18074534833431244,0.18501661717891693,0.1821824610233307,0.20117825269699097,0.29519081115722656,0.18074534833431244,0.09538687020540237,0.15763504803180695
2030,-0.08059077709913254,-0.1693040132522583,0.018719946965575218,-0.0918479636311531,-0.019948633387684822,-0.11385652422904968,-0.1693040132522583,0.01595250517129898,-0.0479145273566246
was,0.22111038863658905,1.0000001192092896,0.2396296262741089,0.5022147297859192,0.2407723069190979,0.33670201897621155,1.0000001192092896,0.28489428758621216,0.18412111699581146
an,0.2821882665157318,0.3694365322589874,0.19624626636505127,0.29757723212242126,0.20559144020080566,0.365763783454895,0.3694365322589874,0.19057421386241913,0.19793890416622162
oversight,0.41012099385261536,0.17834053933620453,0.18357940018177032,0.16196025907993317,0.23924563825130463,0.3431815207004547,0.17834053933620453,0.13201455771923065,0.45554885268211365
.,0.3567904531955719,0.40146201848983765,0.34427863359451294,0.4345304071903229,0.2966235876083374,0.4460422694683075,0.40146201848983765,0.21241185069084167,0.4130953550338745
