,when,were,some,of,luther,'s,best-known,works,published,?
three,0.2820437252521515,0.38429051637649536,0.3964689075946808,0.3844621181488037,0.15010327100753784,0.03946888819336891,0.2760409712791443,0.21101532876491547,0.20371723175048828,0.20928427577018738
of,0.3757161796092987,0.34038281440734863,0.4300730526447296,1.0,0.1719115972518921,-0.03817026689648628,0.4166952073574066,0.1964656114578247,0.23023100197315216,0.1826142966747284
his,0.37120407819747925,0.3142043352127075,0.3033970892429352,0.38364991545677185,0.27093374729156494,0.047556519508361816,0.3798181712627411,0.32648009061813354,0.2540745139122009,0.18075084686279297
best-known,0.20345424115657806,0.31621626019477844,0.30966103076934814,0.4166952073574066,0.14047005772590637,0.03333001956343651,1.0000001192092896,0.3071037828922272,0.3135368227958679,0.2836571931838989
works,0.2696959376335144,0.19992011785507202,0.2744763195514679,0.1964656114578247,0.08583797514438629,0.04286740720272064,0.3071037828922272,1.0,0.3193810284137726,0.19597402215003967
were,0.29649975895881653,1.0000001192092896,0.4592604339122772,0.34038281440734863,0.18652333319187164,0.007088581565767527,0.31621626019477844,0.19992011785507202,0.20513179898262024,0.17890112102031708
published,0.1944759637117386,0.20513179898262024,0.1945868283510208,0.23023100197315216,0.15444858372211456,0.01244857907295227,0.3135368227958679,0.3193810284137726,1.0,0.16280238330364227
in,0.4431333839893341,0.3815755248069763,0.4010399878025055,0.5696388483047485,0.20523880422115326,-0.037580832839012146,0.3690468966960907,0.2656683027744293,0.26697060465812683,0.20430970191955566
1520,0.05388196185231209,0.07080934196710587,-0.04347502812743187,0.07661939412355423,0.25964635610580444,-0.02941848710179329,0.06238811835646629,0.031572528183460236,0.034100234508514404,0.1734924167394638
:,-0.04432349652051926,-0.04773278534412384,-0.1519041210412979,-0.08807745575904846,-0.0567622147500515,0.07621461898088455,-0.05742986872792244,-0.08595893532037735,-0.09712497889995575,-0.07156077772378922
to,0.5423505902290344,0.31913647055625916,0.4636894166469574,0.41548454761505127,0.18029534816741943,0.03782717138528824,0.22280067205429077,0.22564561665058136,0.12403073906898499,0.29463258385658264
the,0.5091903209686279,0.3906462490558624,0.4566698372364044,0.733189046382904,0.1759674996137619,-0.01540423184633255,0.45662784576416016,0.26337864995002747,0.22017472982406616,0.22068053483963013
christian,0.13600395619869232,0.17898213863372803,0.15590843558311462,0.23494116961956024,0.36969617009162903,0.06999260932207108,0.23721686005592346,0.12805095314979553,0.16139060258865356,0.1508396863937378
nobility,0.17308297753334045,0.2639380991458893,0.26982569694519043,0.2703571617603302,0.1598687469959259,-0.06801348924636841,0.2487480342388153,0.1397678554058075,0.11175161600112915,0.18718111515045166
of,0.3757161796092987,0.34038281440734863,0.4300730526447296,1.0,0.1719115972518921,-0.03817026689648628,0.4166952073574066,0.1964656114578247,0.23023100197315216,0.1826142966747284
the,0.5091903209686279,0.3906462490558624,0.4566698372364044,0.733189046382904,0.1759674996137619,-0.01540423184633255,0.45662784576416016,0.26337864995002747,0.22017472982406616,0.22068053483963013
german,0.16090898215770721,0.21041691303253174,0.205459326505661,0.2122138887643814,0.28169330954551697,0.07066776603460312,0.17945677042007446,0.1915375143289566,0.13872964680194855,0.13978645205497742
nation,0.1968017816543579,0.18785551190376282,0.1615394502878189,0.3102196156978607,0.1225331723690033,0.033554114401340485,0.31500717997550964,0.1270068883895874,0.13005340099334717,0.17865248024463654
",",0.36674630641937256,0.36755475401878357,0.42400437593460083,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.4157276451587677,0.29211118817329407,0.2937801778316498,0.31091248989105225
on,0.37706470489501953,0.2774328887462616,0.31474894285202026,0.3966929316520691,0.19090485572814941,0.0026888418942689896,0.2788500189781189,0.18736502528190613,0.26885396242141724,0.2714994251728058
the,0.5091903209686279,0.3906462490558624,0.4566698372364044,0.733189046382904,0.1759674996137619,-0.01540423184633255,0.45662784576416016,0.26337864995002747,0.22017472982406616,0.22068053483963013
babylonian,0.22820086777210236,0.2358221858739853,0.21277685463428497,0.19601956009864807,0.156879261136055,0.05509430170059204,0.28017157316207886,0.1606568843126297,0.21057328581809998,0.15804585814476013
captivity,0.23636795580387115,0.2580644190311432,0.2850608825683594,0.16027642786502838,0.1469104140996933,0.05633826181292534,0.2803761661052704,0.12834186851978302,0.2284507006406784,0.17312611639499664
of,0.3757161796092987,0.34038281440734863,0.4300730526447296,1.0,0.1719115972518921,-0.03817026689648628,0.4166952073574066,0.1964656114578247,0.23023100197315216,0.1826142966747284
the,0.5091903209686279,0.3906462490558624,0.4566698372364044,0.733189046382904,0.1759674996137619,-0.01540423184633255,0.45662784576416016,0.26337864995002747,0.22017472982406616,0.22068053483963013
church,0.20053261518478394,0.21372953057289124,0.23829415440559387,0.3079429268836975,0.379041463136673,0.023664841428399086,0.21260394155979156,0.12545843422412872,0.16236379742622375,0.18081501126289368
",",0.36674630641937256,0.36755475401878357,0.42400437593460083,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.4157276451587677,0.29211118817329407,0.2937801778316498,0.31091248989105225
and,0.4716290831565857,0.42175528407096863,0.5337774157524109,0.5116966962814331,0.20796556770801544,0.06895173341035843,0.35029810667037964,0.33871909976005554,0.22629010677337646,0.20544172823429108
