,when,was,the,britain,can,make,it,exhibition,held,?
before,0.5650408267974854,0.38607707619667053,0.45900648832321167,0.1954609602689743,0.2522135078907013,0.29871129989624023,0.34684064984321594,0.1768713742494583,0.17456568777561188,0.2507109045982361
the,0.5091903209686279,0.48711544275283813,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.32185450196266174,0.22068053483963013
return,0.24235358834266663,0.12940508127212524,0.2543797492980957,0.15697674453258514,0.1282280534505844,0.218449205160141,0.16362150013446808,0.07289552688598633,0.14647579193115234,0.14655634760856628
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.28899943828582764,0.2603091299533844,0.2912110388278961,0.38761502504348755,0.20735959708690643,0.28960686922073364,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.32185450196266174,0.22068053483963013
collections,0.16619811952114105,0.17861895263195038,0.27174001932144165,0.19876505434513092,0.21467486023902893,0.1942114233970642,0.20551146566867828,0.43345150351524353,0.3012135326862335,0.1873358190059662
after,0.5331412553787231,0.49306565523147583,0.4565047025680542,0.2650264799594879,0.21645446121692657,0.24345865845680237,0.36872005462646484,0.19270963966846466,0.22166801989078522,0.16608688235282898
the,0.5091903209686279,0.48711544275283813,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.32185450196266174,0.22068053483963013
war,0.26339730620384216,0.3560331463813782,0.366199791431427,0.33082640171051025,0.1800038367509842,0.17233385145664215,0.28139346837997437,0.20559482276439667,0.17770043015480042,0.15510529279708862
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26227492094039917,0.3139454126358032,0.324553906917572,0.48329564929008484,0.16028228402137756,0.2880980372428894,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.29784059524536133,0.312528520822525,0.3146495521068573,0.6251175999641418,0.22614671289920807,0.32185450196266174,0.22068053483963013
britain,0.21153636276721954,0.27792006731033325,0.29784059524536133,1.0000001192092896,0.17672592401504517,0.20652365684509277,0.24028480052947998,0.2268972396850586,0.17216524481773376,0.1268460750579834
can,0.39191514253616333,0.23099195957183838,0.312528520822525,0.17672592401504517,1.0,0.4845520555973053,0.3819273114204407,0.1121729388833046,0.08135905116796494,0.3226337134838104
make,0.4273611307144165,0.20205417275428772,0.3146495521068573,0.20652365684509277,0.4845520555973053,1.0000001192092896,0.40787607431411743,0.16665147244930267,0.1771305799484253,0.28314751386642456
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.24028480052947998,0.3819273114204407,0.40787607431411743,0.9999999403953552,0.16556185483932495,0.23581157624721527,0.25732165575027466
exhibition,0.20292457938194275,0.24921445548534393,0.22614671289920807,0.2268972396850586,0.1121729388833046,0.16665147244930267,0.16556185483932495,1.0000001192092896,0.35178548097610474,0.11494685709476471
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.27792006731033325,0.23099195957183838,0.20205417275428772,0.4577186405658722,0.24921445548534393,0.30231067538261414,0.18412111699581146
held,0.1848648637533188,0.30231067538261414,0.32185450196266174,0.17216524481773376,0.08135905116796494,0.1771305799484253,0.23581157624721527,0.35178548097610474,1.0,0.14103956520557404
between,0.38258615136146545,0.24048170447349548,0.39067012071609497,0.23831592500209808,0.23827335238456726,0.22978706657886505,0.311247855424881,0.22757358849048615,0.24529440701007843,0.12887074053287506
september,0.2483685463666916,0.4425655007362366,0.2516939043998718,0.16691195964813232,0.10241233557462692,0.08535762131214142,0.2714177966117859,0.17164497077465057,0.18129463493824005,0.2665146589279175
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.3187123239040375,0.3675691485404968,0.4160483181476593,0.40957894921302795,0.17623993754386902,0.22757986187934875,0.20544172823429108
november,0.2606481611728668,0.4240739941596985,0.25734350085258484,0.15715177357196808,0.10962043702602386,0.12204090505838394,0.25826218724250793,0.19116291403770447,0.2454851120710373,0.3159552216529846
