,which,french,composer,wrote,ametrical,music,using,prime,numbers,?
the,0.6521818041801453,0.2555147111415863,0.16463536024093628,0.2426944375038147,0.25604093074798584,0.2714049816131592,0.28364112973213196,0.19960100948810577,0.293011337518692,0.22068053483963013
french,0.1928994208574295,1.0000001192092896,0.24735400080680847,0.2009490579366684,0.2427719384431839,0.15581342577934265,0.19392900168895721,0.16414561867713928,0.0978453978896141,0.1386883556842804
composer,0.12324099242687225,0.24735400080680847,1.0000001192092896,0.434933602809906,0.12115032970905304,0.5524265170097351,0.09351519495248795,0.22618655860424042,0.09667614102363586,0.17525890469551086
olivier,0.11937058717012405,0.391407310962677,0.28431227803230286,0.2792583703994751,0.17030267417430878,0.3134244680404663,0.087434321641922,0.23847295343875885,0.14969980716705322,0.1835772544145584
messiaen,0.2762696444988251,0.4097857177257538,0.42837172746658325,0.4128343164920807,0.2059606909751892,0.42795276641845703,0.2548051178455353,0.14981578290462494,0.2307663857936859,0.19750940799713135
used,0.414506196975708,0.21712949872016907,0.0847187414765358,0.2149055004119873,0.28109288215637207,0.18545617163181305,0.6102309226989746,0.1468653529882431,0.30476072430610657,0.22430120408535004
prime,0.1615363508462906,0.16414561867713928,0.22618655860424042,0.16403916478157043,0.14453792572021484,0.16785477101802826,0.11161793023347855,1.0,0.26943376660346985,0.11276303976774216
numbers,0.3099874258041382,0.0978453978896141,0.09667614102363586,0.16392521560192108,0.24216888844966888,0.13310907781124115,0.3178364634513855,0.26943376660346985,1.0,0.19297972321510315
to,0.5345056653022766,0.1713797152042389,0.1435813009738922,0.18888387084007263,0.26396486163139343,0.24181292951107025,0.3678804934024811,0.2015804797410965,0.29515770077705383,0.29463258385658264
create,0.3733832836151123,0.13761626183986664,0.15368832647800446,0.2205142229795456,0.23759017884731293,0.24219755828380585,0.39848271012306213,0.09614507853984833,0.17794321477413177,0.300167441368103
ametrical,0.3351041078567505,0.2427719384431839,0.12115032970905304,0.12704305350780487,1.0,0.15408402681350708,0.2817990183830261,0.14453792572021484,0.24216888844966888,0.1295011043548584
music,0.27402597665786743,0.15581342577934265,0.5524265170097351,0.3786048889160156,0.15408402681350708,1.0,0.16621160507202148,0.16785477101802826,0.13310907781124115,0.18264494836330414
through,0.40321648120880127,0.16286087036132812,0.06385297328233719,0.13293398916721344,0.19786180555820465,0.1956590712070465,0.28066855669021606,0.17413721978664398,0.20486029982566833,0.16913433372974396
``,0.05178012326359749,0.12658566236495972,0.10390517860651016,0.0734158530831337,0.16664762794971466,-0.03701953589916229,0.09494099766016006,0.20947174727916718,0.3660886883735657,0.0685480609536171
natural,0.2654266059398651,0.09678850322961807,0.1478061079978943,0.15422295033931732,0.25490257143974304,0.15279248356819153,0.1991279125213623,0.1771565079689026,0.20789137482643127,0.16155436635017395
phenomena,0.3190241754055023,0.10122696310281754,0.09106124192476273,0.1746118664741516,0.3356970250606537,0.18195247650146484,0.24617481231689453,0.11326833069324493,0.15029427409172058,0.21085940301418304
'',-0.03332270681858063,-0.004800750873982906,0.04195612668991089,0.019677795469760895,0.03911333903670311,-0.015944084152579308,0.051351990550756454,-0.030181478708982468,-0.03071683831512928,0.018684765323996544
.,0.45942068099975586,0.2480926215648651,0.2158346325159073,0.2480330765247345,0.22905708849430084,0.3013017475605011,0.3629456162452698,0.17658381164073944,0.2591777741909027,0.4130953550338745
