,how,long,was,the,summer,theatre,in,operation,?
nearby,0.14410051703453064,0.12649482488632202,0.21162067353725433,0.2903098165988922,0.1635507345199585,0.12146501243114471,0.3131678104400635,0.05760427191853523,0.07977716624736786
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.5201468467712402,0.24555085599422455,0.31091248989105225
in,0.2601168751716614,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.31081318855285645,0.26776230335235596,1.0,0.26394933462142944,0.20430970191955566
ogród,0.19345355033874512,0.11023744940757751,0.05561339855194092,0.20384527742862701,0.04362200200557709,0.14599351584911346,0.14096450805664062,0.09976179152727127,0.21530838310718536
saski,0.09633486717939377,0.17409828305244446,0.2526317834854126,0.21035519242286682,0.24102233350276947,0.22407479584217072,0.1933269500732422,0.1294790804386139,0.12796473503112793
(,0.1676948219537735,0.2487790733575821,0.2980341613292694,0.33289089798927307,0.1944631189107895,0.1672268509864807,0.3087427020072937,0.2248585969209671,0.40561532974243164
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.2685571610927582,0.25594043731689453,0.6662389636039734,0.2985492944717407,0.22068053483963013
saxon,0.1645101010799408,0.12145989388227463,0.19406339526176453,0.26529496908187866,0.12328892946243286,0.13968557119369507,0.20249444246292114,0.15445080399513245,0.14814330637454987
garden,0.11634433269500732,0.1608840376138687,0.2112511396408081,0.23359008133411407,0.2038572132587433,0.2483109086751938,0.22543586790561676,0.20308613777160645,0.16720405220985413
),0.17939934134483337,0.23425164818763733,0.3267642855644226,0.3456730246543884,0.20887640118598938,0.1977372169494629,0.3326910734176636,0.21799331903457642,0.42300865054130554
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.5201468467712402,0.24555085599422455,0.31091248989105225
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.2685571610927582,0.25594043731689453,0.6662389636039734,0.2985492944717407,0.22068053483963013
summer,0.1146422028541565,0.22592121362686157,0.22632931172847748,0.2685571610927582,0.9999998807907104,0.21918942034244537,0.31081318855285645,0.1683017909526825,0.11625723540782928
theatre,0.11940212547779083,0.13597282767295837,0.2824205458164215,0.25594043731689453,0.21918942034244537,1.0,0.26776230335235596,0.1332293152809143,0.1159285232424736
was,0.16678167879581451,0.1968146562576294,1.0000001192092896,0.48711544275283813,0.22632931172847748,0.2824205458164215,0.45514053106307983,0.21184805035591125,0.18412111699581146
in,0.2601168751716614,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.31081318855285645,0.26776230335235596,1.0,0.26394933462142944,0.20430970191955566
operation,0.14923132956027985,0.15132248401641846,0.21184805035591125,0.2985492944717407,0.1683017909526825,0.1332293152809143,0.26394933462142944,1.0,0.12387953698635101
from,0.22939439117908478,0.3109167516231537,0.31171464920043945,0.40150508284568787,0.16950193047523499,0.14344142377376556,0.4274188280105591,0.11855633556842804,0.19969791173934937
1870,0.08575795590877533,0.08039698004722595,-0.03705992177128792,-0.010778824798762798,0.08480734378099442,0.11571845412254333,0.10756519436836243,-0.032792359590530396,0.0628947839140892
to,0.44169697165489197,0.30218687653541565,0.3636345863342285,0.535392165184021,0.23132751882076263,0.1744728684425354,0.45010748505592346,0.2483084350824356,0.29463258385658264
1939,0.14548522233963013,0.15940837562084198,0.2539779245853424,0.3322303593158722,0.11949539929628372,-0.015920007601380348,0.23226740956306458,0.12079187482595444,-0.0777229517698288
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.5201468467712402,0.24555085599422455,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.3740963041782379,0.5171257257461548,0.28653737902641296,0.2638216018676758,0.4954058527946472,0.23037932813167572,0.20544172823429108
in,0.2601168751716614,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.31081318855285645,0.26776230335235596,1.0,0.26394933462142944,0.20430970191955566
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.2685571610927582,0.25594043731689453,0.6662389636039734,0.2985492944717407,0.22068053483963013
inter-war,0.30601152777671814,0.2634992003440857,0.24459849298000336,0.3546973168849945,0.21296828985214233,0.23819439113140106,0.28345438838005066,0.3729729652404785,0.2168840914964676
period,0.22695960104465485,0.3220607340335846,0.2820133864879608,0.3125074505805969,0.2067716419696808,0.2130453735589981,0.23051127791404724,0.14954671263694763,0.18706195056438446
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.5201468467712402,0.24555085599422455,0.31091248989105225
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.2685571610927582,0.25594043731689453,0.6662389636039734,0.2985492944717407,0.22068053483963013
theatre,0.11940212547779083,0.13597282767295837,0.2824205458164215,0.25594043731689453,0.21918942034244537,1.0,0.26776230335235596,0.1332293152809143,0.1159285232424736
complex,0.30056968331336975,0.22881117463111877,0.15738925337791443,0.25326284766197205,0.0464404858648777,0.19855040311813354,0.26918336749076843,0.21128617227077484,0.17752902209758759
also,0.43506327271461487,0.29311269521713257,0.4032125174999237,0.6021018624305725,0.288154274225235,0.20066715776920319,0.5073733329772949,0.20643728971481323,0.21848613023757935
included,0.13500849902629852,0.21977214515209198,0.3148443400859833,0.3825419843196869,0.17648358643054962,0.11791057884693146,0.32433560490608215,0.06948903203010559,0.14385655522346497
momus,0.14545701444149017,0.2001136839389801,0.23792313039302826,0.26761189103126526,0.17954659461975098,0.19901488721370697,0.18749500811100006,0.04732217267155647,0.23615162074565887
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.5201468467712402,0.24555085599422455,0.31091248989105225
warsaw,0.13025455176830292,0.11493027210235596,0.2614976763725281,0.23137180507183075,0.2052324265241623,0.26380211114883423,0.22642600536346436,0.22855103015899658,0.09769917279481888
's,-0.026164190843701363,-0.021484635770320892,0.008974763564765453,-0.01540423184633255,-0.004993056878447533,0.041160330176353455,-0.037580832839012146,-0.003548906184732914,-0.023395681753754616
first,0.27731001377105713,0.23231349885463715,0.5022147297859192,0.49448907375335693,0.23611345887184143,0.22594355046749115,0.4127444326877594,0.2236870378255844,0.18701928853988647
literary,0.11714182049036026,0.11576386541128159,0.2289194017648697,0.20471718907356262,0.14848239719867706,0.3027908205986023,0.20486970245838165,0.10356801748275757,0.14493726193904877
cabaret,0.20202568173408508,0.15804779529571533,0.2094697654247284,0.21999342739582062,0.3052729368209839,0.4491404592990875,0.28513452410697937,0.14205683767795563,0.15239831805229187
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.5201468467712402,0.24555085599422455,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.3740963041782379,0.5171257257461548,0.28653737902641296,0.2638216018676758,0.4954058527946472,0.23037932813167572,0.20544172823429108
leon,0.1439063549041748,0.13063955307006836,0.20790810883045197,0.14508309960365295,0.14124326407909393,0.15985360741615295,0.14305904507637024,0.06986016780138016,0.1691356748342514
schiller,0.22263813018798828,0.201328843832016,0.2660825848579407,0.27807119488716125,0.159453347325325,0.2791788578033447,0.21932221949100494,0.17232847213745117,0.1644025593996048
's,-0.026164190843701363,-0.021484635770320892,0.008974763564765453,-0.01540423184633255,-0.004993056878447533,0.041160330176353455,-0.037580832839012146,-0.003548906184732914,-0.023395681753754616
musical,0.2172233760356903,0.20771360397338867,0.22424104809761047,0.2295164167881012,0.15607401728630066,0.3870292007923126,0.21993057429790497,0.1372395157814026,0.187048077583313
theatre,0.11940212547779083,0.13597282767295837,0.2824205458164215,0.25594043731689453,0.21918942034244537,1.0,0.26776230335235596,0.1332293152809143,0.1159285232424736
melodram,0.1913212239742279,0.1650567650794983,0.23670576512813568,0.16549666225910187,0.1606658399105072,0.26771366596221924,0.2152995765209198,0.16975997388362885,0.15151634812355042
