,pneumatica,was,written,by,what,greek,writer,?
one,0.2011709362268448,0.3752199709415436,0.22759507596492767,0.29445651173591614,0.376489520072937,0.2054377943277359,0.15020453929901123,0.2673267424106598
of,0.25051185488700867,0.4069072902202606,0.20874574780464172,0.3646814823150635,0.33290785551071167,0.2256247103214264,0.14383116364479065,0.1826142966747284
the,0.22078737616539001,0.48711544275283813,0.2582438886165619,0.4408751428127289,0.42745697498321533,0.23564283549785614,0.1583879292011261,0.22068053483963013
first,0.18400077521800995,0.5022147297859192,0.2607625722885132,0.3877052962779999,0.28086137771606445,0.20787693560123444,0.20952650904655457,0.18701928853988647
known,0.13371460139751434,0.35203275084495544,0.26369374990463257,0.24461808800697327,0.20381177961826324,0.18097802996635437,0.2552981376647949,0.18314571678638458
experiments,0.22746001183986664,0.24334195256233215,0.1469704657793045,0.2956569194793701,0.3106561601161957,0.10514771193265915,0.14966078102588654,0.14564716815948486
on,0.1915852576494217,0.3909217119216919,0.19147278368473053,0.33887791633605957,0.34226128458976746,0.12755481898784637,0.19654935598373413,0.2714994251728058
the,0.22078737616539001,0.48711544275283813,0.2582438886165619,0.4408751428127289,0.42745697498321533,0.23564283549785614,0.1583879292011261,0.22068053483963013
relationship,0.12531636655330658,0.21654179692268372,0.24270737171173096,0.20575353503227234,0.24358563125133514,0.13860338926315308,0.1379738748073578,0.11361731588840485
between,0.17075473070144653,0.24048170447349548,0.11840707808732986,0.28115302324295044,0.2462156116962433,0.13656750321388245,0.11749348789453506,0.12887074053287506
combustion,0.47753164172172546,0.24947713315486908,0.13293658196926117,0.22674179077148438,0.2678600549697876,0.15792231261730194,0.1434897780418396,0.2177530825138092
and,0.18731215596199036,0.3740963041782379,0.26158156991004944,0.4289871156215668,0.31309178471565247,0.23151937127113342,0.2668316066265106,0.20544172823429108
air,0.35708385705947876,0.18898457288742065,0.07398772984743118,0.19110813736915588,0.10361403971910477,0.139082133769989,0.12198921293020248,0.1491677612066269
was,0.15672214329242706,1.0000001192092896,0.25575822591781616,0.4752357602119446,0.22111038863658905,0.191945880651474,0.29712387919425964,0.18412111699581146
conducted,0.10902383923530579,0.28831079602241516,0.2277706265449524,0.2579965889453888,0.13546347618103027,0.05771595612168312,0.11699891090393066,0.1105341762304306
by,0.16522982716560364,0.4752357602119446,0.3622937500476837,1.0000001192092896,0.2455483376979828,0.12464115023612976,0.19870543479919434,0.17966607213020325
the,0.22078737616539001,0.48711544275283813,0.2582438886165619,0.4408751428127289,0.42745697498321533,0.23564283549785614,0.1583879292011261,0.22068053483963013
2nd,0.05131528526544571,0.10986284166574478,0.15316301584243774,0.13103383779525757,0.20511919260025024,0.15910659730434418,0.06366927921772003,0.13054689764976501
century,0.15992332994937897,0.3521432876586914,0.2733071446418762,0.29995259642601013,0.20422613620758057,0.21091130375862122,0.20040549337863922,0.1026201918721199
bce,0.1858692765235901,0.22963665425777435,0.21477538347244263,0.17632456123828888,0.22125564515590668,0.3697652518749237,0.15485742688179016,0.17285779118537903
greek,0.17001977562904358,0.191945880651474,0.16346967220306396,0.12464115023612976,0.14808377623558044,0.9999999403953552,0.14512501657009125,0.11180876195430756
writer,0.1604781448841095,0.29712387919425964,0.421705424785614,0.19870543479919434,0.16903695464134216,0.14512501657009125,1.0,0.1860569268465042
on,0.1915852576494217,0.3909217119216919,0.19147278368473053,0.33887791633605957,0.34226128458976746,0.12755481898784637,0.19654935598373413,0.2714994251728058
mechanics,0.32898420095443726,0.190043106675148,0.10073269158601761,0.17290236055850983,0.3135516941547394,0.216807559132576,0.08780859410762787,0.15634238719940186
",",0.25811272859573364,0.45456063747406006,0.2737409770488739,0.3680937886238098,0.3087472915649414,0.24548614025115967,0.2910175621509552,0.31091248989105225
philo,0.24878612160682678,0.21632470190525055,0.3040546774864197,0.17263861000537872,0.14625145494937897,0.37181445956230164,0.31665000319480896,0.13684967160224915
of,0.25051185488700867,0.4069072902202606,0.20874574780464172,0.3646814823150635,0.33290785551071167,0.2256247103214264,0.14383116364479065,0.1826142966747284
byzantium,0.2399112433195114,0.18464919924736023,0.16265177726745605,0.1715516448020935,0.1816842406988144,0.4415547549724579,0.08542083948850632,0.15214185416698456
.,0.25570186972618103,0.40146201848983765,0.25418123602867126,0.3936232924461365,0.3567904531955719,0.2338392436504364,0.1906910538673401,0.4130953550338745
,pneumatica,was,written,by,what,greek,writer,?
in,0.1819676011800766,0.45514053106307983,0.20878943800926208,0.370934396982193,0.30808621644973755,0.17752651870250702,0.19054412841796875,0.20430970191955566
his,0.11061717569828033,0.4405253231525421,0.2101215273141861,0.3107621967792511,0.26976513862609863,0.14601361751556396,0.2610515058040619,0.18075084686279297
work,0.2224574238061905,0.24745555222034454,0.2756066620349884,0.25005507469177246,0.3762225806713104,0.11633534729480743,0.24032576382160187,0.2621155381202698
pneumatica,1.0000001192092896,0.15672214329242706,0.10307370871305466,0.16522982716560364,0.19406680762767792,0.17001977562904358,0.1604781448841095,0.24273188412189484
",",0.25811272859573364,0.45456063747406006,0.2737409770488739,0.3680937886238098,0.3087472915649414,0.24548614025115967,0.2910175621509552,0.31091248989105225
philo,0.24878612160682678,0.21632470190525055,0.3040546774864197,0.17263861000537872,0.14625145494937897,0.37181445956230164,0.31665000319480896,0.13684967160224915
observed,0.11798600852489471,0.18324865400791168,0.18225382268428802,0.1996859759092331,0.26469987630844116,0.14750522375106812,0.0889897346496582,0.12128034234046936
that,0.25853875279426575,0.33670201897621155,0.31561627984046936,0.37496164441108704,0.6297725439071655,0.2007042020559311,0.19249698519706726,0.32716336846351624
inverting,0.27318939566612244,0.07324627041816711,0.1689363718032837,0.15769702196121216,0.24280090630054474,0.13672508299350739,0.09231384843587875,0.2233082354068756
a,0.2952233552932739,0.4508470594882965,0.22976966202259064,0.32094135880470276,0.3320399522781372,0.25844764709472656,0.2671267092227936,0.23916715383529663
vessel,0.3430584669113159,0.16887997090816498,0.0998985543847084,0.18654662370681763,0.16587308049201965,0.1473214477300644,0.15645545721054077,0.14569297432899475
over,0.19535115361213684,0.24486446380615234,0.1404651254415512,0.29360154271125793,0.28007611632347107,0.10014689713716507,0.1375260353088379,0.25742942094802856
a,0.2952233552932739,0.4508470594882965,0.22976966202259064,0.32094135880470276,0.3320399522781372,0.25844764709472656,0.2671267092227936,0.23916715383529663
burning,0.22443941235542297,0.18665166199207306,0.09349004924297333,0.26396140456199646,0.21885274350643158,0.11347050219774246,0.10457198321819305,0.18033187091350555
candle,0.13778717815876007,0.1466248482465744,0.22506089508533478,0.1441217064857483,0.204271137714386,0.18902826309204102,0.12930797040462494,0.1701110303401947
and,0.18731215596199036,0.3740963041782379,0.26158156991004944,0.4289871156215668,0.31309178471565247,0.23151937127113342,0.2668316066265106,0.20544172823429108
surrounding,0.12763017416000366,0.1394682377576828,0.08272968977689743,0.25132909417152405,0.2419222742319107,0.1190573200583458,0.09311112761497498,0.05288729816675186
the,0.22078737616539001,0.48711544275283813,0.2582438886165619,0.4408751428127289,0.42745697498321533,0.23564283549785614,0.1583879292011261,0.22068053483963013
vessel,0.3430584669113159,0.16887997090816498,0.0998985543847084,0.18654662370681763,0.16587308049201965,0.1473214477300644,0.15645545721054077,0.14569297432899475
