,where,did,he,claim,he,would,transport,energy,to,?
upon,0.16702485084533691,0.1879829615354538,0.19902880489826202,0.2363416999578476,0.19902880489826202,0.296768456697464,0.16288602352142334,0.11057940870523453,0.2616317570209503,0.13780277967453003
his,0.29880598187446594,0.3546801507472992,0.7171558737754822,0.24642159044742584,0.7171558737754822,0.292866975069046,0.11472746729850769,0.15422320365905762,0.3715193271636963,0.18075084686279297
arrival,0.23707011342048645,0.21235014498233795,0.2472275197505951,0.1879279762506485,0.2472275197505951,0.25643476843833923,0.17576369643211365,0.10316110402345657,0.2928422689437866,0.07185088098049164
",",0.3149496018886566,0.3015086054801941,0.40251094102859497,0.2664267122745514,0.40251094102859497,0.32586824893951416,0.21959951519966125,0.21156731247901917,0.44245919585227966,0.31091248989105225
he,0.3705328106880188,0.3292143940925598,1.0000001192092896,0.2535962760448456,1.0000001192092896,0.27278512716293335,0.1772012561559677,0.19338715076446533,0.385390967130661,0.2089974731206894
told,0.228073388338089,0.5070855021476746,0.3739995062351227,0.27321672439575195,0.3739995062351227,0.4508451819419861,0.1414542943239212,0.12263603508472443,0.36673256754875183,0.28178566694259644
reporters,0.18843086063861847,0.304856538772583,0.27662530541419983,0.31240296363830566,0.27662530541419983,0.2983168959617615,0.08880791068077087,0.1465846598148346,0.25780513882637024,0.20937705039978027
that,0.4876193106174469,0.47518548369407654,0.36068853735923767,0.39801377058029175,0.36068853735923767,0.5895259380340576,0.25196561217308044,0.2617390751838684,0.5436353087425232,0.32716336846351624
he,0.3705328106880188,0.3292143940925598,1.0000001192092896,0.2535962760448456,1.0000001192092896,0.27278512716293335,0.1772012561559677,0.19338715076446533,0.385390967130661,0.2089974731206894
was,0.20731619000434875,0.41399896144866943,0.5410010814666748,0.15881295502185822,0.5410010814666748,0.41663143038749695,0.167209655046463,0.15364649891853333,0.3636345863342285,0.18412111699581146
conducting,0.2646620273590088,0.22815023362636566,0.3055558502674103,0.08777976781129837,0.3055558502674103,0.19360873103141785,0.22232197225093842,0.2040746808052063,0.22971659898757935,0.06755834817886353
wireless,0.22143395245075226,0.11166471242904663,0.14222893118858337,0.1833111196756363,0.14222893118858337,0.18063119053840637,0.2242991179227829,0.2097054421901703,0.26774564385414124,0.08461163192987442
telegraphy,0.15538296103477478,0.17837588489055634,0.20926886796951294,0.17557521164417267,0.20926886796951294,0.19805385172367096,0.2823205888271332,0.17636807262897491,0.21516239643096924,0.07998115569353104
experiments,0.2263975441455841,0.2717590034008026,0.2241431325674057,0.19340133666992188,0.2241431325674057,0.25452476739883423,0.15446537733078003,0.2591966688632965,0.273220032453537,0.14564716815948486
",",0.3149496018886566,0.3015086054801941,0.40251094102859497,0.2664267122745514,0.40251094102859497,0.32586824893951416,0.21959951519966125,0.21156731247901917,0.44245919585227966,0.31091248989105225
transmitting,0.24020758271217346,0.12921853363513947,0.12878847122192383,0.09665720909833908,0.12878847122192383,0.21137723326683044,0.2549811899662018,0.30728867650032043,0.25436335802078247,0.16731256246566772
signals,0.18877163529396057,0.16955922544002533,0.1314157098531723,0.10293535143136978,0.1314157098531723,0.22538794577121735,0.24208517372608185,0.3425690531730652,0.28668031096458435,0.09948804974555969
from,0.3713873624801636,0.20248863101005554,0.3314535319805145,0.1602199673652649,0.3314535319805145,0.26231399178504944,0.2432892918586731,0.19871577620506287,0.4069952368736267,0.19969791173934937
pikes,0.24665869772434235,0.1839744746685028,0.222628653049469,0.1445508748292923,0.222628653049469,0.25100553035736084,0.185201495885849,0.15729673206806183,0.25217682123184204,0.12817446887493134
peak,0.14784565567970276,0.1413337141275406,0.07991964370012283,0.20160847902297974,0.07991964370012283,0.1357956826686859,0.1243990808725357,0.2697044909000397,0.1896090805530548,0.10670080035924911
to,0.47735077142715454,0.4452643394470215,0.385390967130661,0.324158638715744,0.385390967130661,0.5965728163719177,0.21968118846416473,0.27179354429244995,1.0,0.29463258385658264
paris,0.2784886658191681,0.2176143378019333,0.3286830186843872,0.13316108286380768,0.3286830186843872,0.21739694476127625,0.15633386373519897,0.1400529146194458,0.20389077067375183,0.1491217315196991
.,0.41390106081962585,0.35288307070732117,0.38061028718948364,0.24773532152175903,0.38061028718948364,0.35067233443260193,0.2437383234500885,0.22292809188365936,0.4645031690597534,0.4130953550338745
