,in,u.s.,states,",",what,happens,to,the,life,expectancy,in,less,economically,equal,ones,?
for,0.4322226941585541,0.11615988612174988,0.2496437132358551,0.4464869201183319,0.3017193675041199,0.2718198299407959,0.4451248347759247,0.4739971458911896,0.244698166847229,0.2992606461048126,0.4322226941585541,0.3358951508998871,0.2160194218158722,0.24821323156356812,0.3088074326515198,0.264628142118454
the,0.6662389636039734,0.06592652946710587,0.3463578522205353,0.4933079481124878,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.23528170585632324,0.2736141085624695,0.6662389636039734,0.29185041785240173,0.30036741495132446,0.21154357492923737,0.333568274974823,0.22068053483963013
top,0.2235720455646515,0.012088935822248459,0.1425268054008484,0.2270241379737854,0.21232028305530548,0.15896762907505035,0.20897358655929565,0.31754136085510254,0.1188250184059143,0.1738092452287674,0.2235720455646515,0.18807868659496307,0.12217928469181061,0.1617738902568817,0.2154790610074997,0.17265194654464722
21,0.09147433191537857,0.05866311863064766,0.05604099854826927,0.08448485285043716,-0.09070611000061035,-0.04712780937552452,-0.14846622943878174,-0.05849577113986015,-0.014873301610350609,-0.06929822266101837,0.09147433191537857,-0.05431570112705231,-0.03868276998400688,-0.05483677238225937,-0.12243615090847015,-0.01186173316091299
industrialised,0.2824874520301819,-0.04178226739168167,0.23935922980308533,0.32095226645469666,0.1798267513513565,0.14535044133663177,0.19376787543296814,0.28526026010513306,0.20014409720897675,0.25390827655792236,0.2824874520301819,0.28925395011901855,0.5453087687492371,0.19380053877830505,0.19967053830623627,0.09531816095113754
countries,0.3027990758419037,-0.023569520562887192,0.4093204438686371,0.2966555655002594,0.22319257259368896,0.2239965945482254,0.3111797273159027,0.33290645480155945,0.07331186532974243,0.29843276739120483,0.3027990758419037,0.27201107144355774,0.35451722145080566,0.23252518475055695,0.31099721789360046,0.15128466486930847
",",0.5201468467712402,0.030410487204790115,0.3315127193927765,1.0000001192092896,0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.24050940573215485,0.21352605521678925,0.5201468467712402,0.28111666440963745,0.2064574956893921,0.2120320051908493,0.32541337609291077,0.31091248989105225
counting,0.22229085862636566,0.1272841840982437,0.12636026740074158,0.3291271924972534,0.3040204346179962,0.23090261220932007,0.2988723814487457,0.31836679577827454,0.13924843072891235,0.3001005947589874,0.22229085862636566,0.3151057958602905,0.19465161859989166,0.20696021616458893,0.3018680810928345,0.23381195962429047
each,0.30816060304641724,0.06302891671657562,0.21922147274017334,0.207483172416687,0.3353266417980194,0.36474284529685974,0.3941934108734131,0.470844566822052,0.17127090692520142,0.25730642676353455,0.30816060304641724,0.30097874999046326,0.2303321212530136,0.3578438460826874,0.25867748260498047,0.21173812448978424
person,0.23876774311065674,0.09255379438400269,0.23772762715816498,0.2255365252494812,0.41527870297431946,0.4097539186477661,0.33486208319664,0.3487054407596588,0.2511957287788391,0.31548750400543213,0.23876774311065674,0.3185374438762665,0.1913526952266693,0.20391064882278442,0.23945750296115875,0.324093222618103
