,under,which,courts,is,most,eu,law,applied,?
in,0.2535393238067627,0.4840516746044159,0.2495848685503006,0.5394441485404968,0.41416558623313904,0.12919096648693085,0.24850773811340332,0.2475845366716385,0.20430970191955566
fact,0.17903436720371246,0.4121483862400055,0.14884644746780396,0.3122292160987854,0.3358255624771118,0.12300056964159012,0.20041248202323914,0.22170759737491608,0.2798655927181244
",",0.24875585734844208,0.3658004403114319,0.21853886544704437,0.4691906273365021,0.3636029064655304,0.1565755307674408,0.24953721463680267,0.28330111503601074,0.31091248989105225
most,0.18498912453651428,0.4637843072414398,0.21180403232574463,0.41165053844451904,1.0,0.11768315732479095,0.10736433416604996,0.19805550575256348,0.2107497900724411
eu,0.15428878366947174,0.15620915591716766,0.15551544725894928,0.12234814465045929,0.11768315732479095,0.9999998807907104,0.20359504222869873,0.0940508022904396,0.21586786210536957
law,0.2181660532951355,0.20205146074295044,0.4104453921318054,0.18597714602947235,0.10736433416604996,0.20359504222869873,1.0000001192092896,0.3741767704486847,0.1528988480567932
is,0.21294879913330078,0.4457404911518097,0.19366668164730072,1.0,0.41165053844451904,0.12234814465045929,0.18597714602947235,0.21050988137722015,0.22961433231830597
applied,0.2401891052722931,0.29366353154182434,0.26233068108558655,0.21050988137722015,0.19805550575256348,0.0940508022904396,0.3741767704486847,0.9999999403953552,0.15585725009441376
by,0.3161602020263672,0.40543368458747864,0.19574788212776184,0.3899846076965332,0.270847886800766,0.07193604856729507,0.1977037936449051,0.2536679208278656,0.17966607213020325
member,0.15988416969776154,0.19141918420791626,0.1733669489622116,0.2522773742675781,0.23000644147396088,0.2245567888021469,0.17515966296195984,0.199668750166893,0.06826172769069672
state,0.18260222673416138,0.27248382568359375,0.3032357394695282,0.2627358138561249,0.24461878836154938,0.18008030951023102,0.2642555832862854,0.21477657556533813,0.1160883978009224
courts,0.20802876353263855,0.24834851920604706,1.0,0.19366668164730072,0.21180403232574463,0.15551544725894928,0.4104453921318054,0.26233068108558655,0.17759139835834503
(,0.21003201603889465,0.2589828372001648,0.16223514080047607,0.35393038392066956,0.20654040575027466,0.1709967851638794,0.14312884211540222,0.2093459963798523,0.40561532974243164
the,0.3348022699356079,0.6521818041801453,0.2453746348619461,0.5823672413825989,0.47635307908058167,0.14126400649547577,0.24548950791358948,0.22842662036418915,0.22068053483963013
english,0.1371832638978958,0.19168700277805328,0.18409132957458496,0.24613474309444427,0.22193869948387146,0.11188161373138428,0.1703651398420334,0.1549776792526245,0.23251567780971527
court,0.1557169258594513,0.19263212382793427,0.7908373475074768,0.20797641575336456,0.16737957298755646,0.16374509036540985,0.413828045129776,0.24061492085456848,0.17100423574447632
of,0.32766106724739075,0.5011631846427917,0.24972429871559143,0.4854315221309662,0.4178851246833801,0.1579294353723526,0.2816956341266632,0.2825285494327545,0.1826142966747284
appeal,0.1508401334285736,0.22142869234085083,0.49815383553504944,0.2135782092809677,0.19227394461631775,0.15472213923931122,0.2764075994491577,0.30965450406074524,0.18189522624015808
",",0.24875585734844208,0.3658004403114319,0.21853886544704437,0.4691906273365021,0.3636029064655304,0.1565755307674408,0.24953721463680267,0.28330111503601074,0.31091248989105225
the,0.3348022699356079,0.6521818041801453,0.2453746348619461,0.5823672413825989,0.47635307908058167,0.14126400649547577,0.24548950791358948,0.22842662036418915,0.22068053483963013
german,0.16203677654266357,0.1845671534538269,0.19604477286338806,0.19231973588466644,0.20125962793827057,0.120797298848629,0.16336967051029205,0.1750945895910263,0.13978645205497742
bundesgerichtshof,0.20446617901325226,0.28112179040908813,0.532991349697113,0.20229163765907288,0.17457261681556702,0.2774222493171692,0.4496181905269623,0.3677624464035034,0.2731685936450958
",",0.24875585734844208,0.3658004403114319,0.21853886544704437,0.4691906273365021,0.3636029064655304,0.1565755307674408,0.24953721463680267,0.28330111503601074,0.31091248989105225
the,0.3348022699356079,0.6521818041801453,0.2453746348619461,0.5823672413825989,0.47635307908058167,0.14126400649547577,0.24548950791358948,0.22842662036418915,0.22068053483963013
belgian,0.11721262335777283,0.12586940824985504,0.11607257276773453,0.14726553857326508,0.17922605574131012,0.16341979801654816,0.09431561082601547,0.15634869039058685,0.1179066002368927
cour,0.13759462535381317,0.1805328130722046,0.5012215971946716,0.22948190569877625,0.14626510441303253,0.15262378752231598,0.25479432940483093,0.1597190499305725,0.1663140505552292
du,0.10023779422044754,0.15514041483402252,0.1459205448627472,0.14207105338573456,0.1275133192539215,0.1774647831916809,0.04100685566663742,0.032676804810762405,0.155681312084198
travail,0.14573198556900024,0.18183979392051697,0.3085256814956665,0.20320864021778107,0.11731692403554916,0.2862279713153839,0.2518625557422638,0.15738673508167267,0.17921674251556396
",",0.24875585734844208,0.3658004403114319,0.21853886544704437,0.4691906273365021,0.3636029064655304,0.1565755307674408,0.24953721463680267,0.28330111503601074,0.31091248989105225
etc,0.15819348394870758,0.3287883996963501,0.18882812559604645,0.1353025883436203,0.28034141659736633,0.1458282470703125,0.1733171045780182,0.280088871717453,0.38010111451148987
.,0.2901604175567627,0.45942068099975586,0.2468891590833664,0.4569662809371948,0.35404038429260254,0.1552242487668991,0.24482665956020355,0.2685256898403168,0.4130953550338745
),0.2076013684272766,0.2758678197860718,0.17181523144245148,0.37732169032096863,0.23620007932186127,0.1733860969543457,0.15311799943447113,0.202529177069664,0.42300865054130554
