,what,dynasty,shared,artistic,inspiration,with,the,yuan,?
often,0.3849453330039978,0.10548994690179825,0.18530231714248657,0.2888255715370178,0.25630342960357666,0.41081544756889343,0.38004449009895325,0.1412559151649475,0.23748154938220978
in,0.30808621644973755,0.15246383845806122,0.24815475940704346,0.243154376745224,0.2734319567680359,0.4080928862094879,0.6662389636039734,0.14850552380084991,0.20430970191955566
terms,0.23885610699653625,0.08321651816368103,0.19057756662368774,0.262567400932312,0.13488201797008514,0.2213757187128067,0.29706791043281555,0.10545077919960022,0.23466452956199646
of,0.33290785551071167,0.285645067691803,0.2307819277048111,0.2833148241043091,0.29410699009895325,0.41827285289764404,0.733189046382904,0.22696353495121002,0.1826142966747284
the,0.42745697498321533,0.26267939805984497,0.21652492880821228,0.2456032931804657,0.3078494668006897,0.4223487675189972,1.0,0.2548272907733917,0.22068053483963013
further,0.30867868661880493,0.16609203815460205,0.06574413180351257,0.14731039106845856,0.14493536949157715,0.20288193225860596,0.32531118392944336,0.15962837636470795,0.20960763096809387
development,0.19014155864715576,0.09451121091842651,0.17442724108695984,0.27530696988105774,0.25913622975349426,0.20933356881141663,0.3362044394016266,0.11525894701480865,0.1211358830332756
of,0.33290785551071167,0.285645067691803,0.2307819277048111,0.2833148241043091,0.29410699009895325,0.41827285289764404,0.733189046382904,0.22696353495121002,0.1826142966747284
landscape,0.22357456386089325,0.10550001263618469,0.11735401302576065,0.3820466697216034,0.27046358585357666,0.11449813842773438,0.19639281928539276,0.052505768835544586,0.11197245866060257
painting,0.24190671741962433,0.18185275793075562,0.08797731250524521,0.4426710307598114,0.367024302482605,0.20032571256160736,0.20519959926605225,0.14231765270233154,0.18062187731266022
as,0.31749409437179565,0.1805962324142456,0.1761624664068222,0.2537190616130829,0.1948584020137787,0.40387406945228577,0.48381632566452026,0.2132488638162613,0.27043893933296204
well,0.4154493808746338,0.18230962753295898,0.18918730318546295,0.322803258895874,0.27210116386413574,0.37264955043792725,0.42630070447921753,0.09698395431041718,0.24815571308135986
as,0.31749409437179565,0.1805962324142456,0.1761624664068222,0.2537190616130829,0.1948584020137787,0.40387406945228577,0.48381632566452026,0.2132488638162613,0.27043893933296204
the,0.42745697498321533,0.26267939805984497,0.21652492880821228,0.2456032931804657,0.3078494668006897,0.4223487675189972,1.0,0.2548272907733917,0.22068053483963013
classical,0.22816240787506104,0.2034170925617218,0.16936197876930237,0.37164950370788574,0.22487996518611908,0.17900772392749786,0.20384269952774048,0.17395219206809998,0.18862907588481903
joining,0.18471138179302216,0.07611190527677536,0.21920959651470184,0.12653706967830658,0.15684133768081665,0.3036307692527771,0.3364273011684418,0.06141550466418266,0.08669368922710419
together,0.22179445624351501,0.06693756580352783,0.3152620792388916,0.2069520205259323,0.13017165660858154,0.48732393980026245,0.26662585139274597,0.06341641396284103,0.1690303236246109
of,0.33290785551071167,0.285645067691803,0.2307819277048111,0.2833148241043091,0.29410699009895325,0.41827285289764404,0.733189046382904,0.22696353495121002,0.1826142966747284
the,0.42745697498321533,0.26267939805984497,0.21652492880821228,0.2456032931804657,0.3078494668006897,0.4223487675189972,1.0,0.2548272907733917,0.22068053483963013
arts,0.15975245833396912,0.18215805292129517,0.16909530758857727,0.4732607901096344,0.29737016558647156,0.19973041117191315,0.23374557495117188,0.1424955427646637,0.09471383690834045
of,0.33290785551071167,0.285645067691803,0.2307819277048111,0.2833148241043091,0.29410699009895325,0.41827285289764404,0.733189046382904,0.22696353495121002,0.1826142966747284
painting,0.24190671741962433,0.18185275793075562,0.08797731250524521,0.4426710307598114,0.367024302482605,0.20032571256160736,0.20519959926605225,0.14231765270233154,0.18062187731266022
",",0.3087472915649414,0.1976536363363266,0.2729959785938263,0.24315963685512543,0.21349270641803741,0.4120737314224243,0.4933079481124878,0.20958951115608215,0.31091248989105225
poetry,0.17510755360126495,0.21202585101127625,0.09113813936710358,0.3209335207939148,0.30352136492729187,0.1419326364994049,0.23306018114089966,0.17500092089176178,0.1394418478012085
",",0.3087472915649414,0.1976536363363266,0.2729959785938263,0.24315963685512543,0.21349270641803741,0.4120737314224243,0.4933079481124878,0.20958951115608215,0.31091248989105225
and,0.31309178471565247,0.21357402205467224,0.2268613576889038,0.29239699244499207,0.26350510120391846,0.5477725267410278,0.5171257257461548,0.22359056770801544,0.20544172823429108
calligraphy,0.23220379650592804,0.34822878241539,0.10627378523349762,0.3758407533168793,0.2745329737663269,0.17363660037517548,0.220450296998024,0.32099664211273193,0.19383898377418518
",",0.3087472915649414,0.1976536363363266,0.2729959785938263,0.24315963685512543,0.21349270641803741,0.4120737314224243,0.4933079481124878,0.20958951115608215,0.31091248989105225
the,0.42745697498321533,0.26267939805984497,0.21652492880821228,0.2456032931804657,0.3078494668006897,0.4223487675189972,1.0,0.2548272907733917,0.22068053483963013
song,0.21011823415756226,0.24676866829395294,0.09868956357240677,0.19290578365325928,0.3685891628265381,0.2023472785949707,0.300855815410614,0.2169226109981537,0.20782215893268585
dynasty,0.17240095138549805,1.0,0.07376296073198318,0.11785914748907089,0.11814431101083755,0.1163286566734314,0.26267939805984497,0.49336904287338257,0.15884074568748474
and,0.31309178471565247,0.21357402205467224,0.2268613576889038,0.29239699244499207,0.26350510120391846,0.5477725267410278,0.5171257257461548,0.22359056770801544,0.20544172823429108
the,0.42745697498321533,0.26267939805984497,0.21652492880821228,0.2456032931804657,0.3078494668006897,0.4223487675189972,1.0,0.2548272907733917,0.22068053483963013
yuan,0.13503028452396393,0.49336904287338257,0.07112962007522583,0.10957060754299164,0.09159702807664871,0.09768989682197571,0.2548272907733917,1.0,0.12871281802654266
dynasty,0.17240095138549805,1.0,0.07376296073198318,0.11785914748907089,0.11814431101083755,0.1163286566734314,0.26267939805984497,0.49336904287338257,0.15884074568748474
are,0.29724663496017456,0.10519231855869293,0.20457136631011963,0.14192600548267365,0.11663565784692764,0.38996943831443787,0.40399202704429626,0.14979791641235352,0.24591213464736938
