,what,did,luther,state,as,a,means,of,discouraging,mistreatment,of,jews,?
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.33316072821617126,0.3887844979763031,0.539380669593811,0.1979396492242813,0.5696388483047485,0.22192049026489258,0.2367505133152008,0.5696388483047485,0.2334136962890625,0.20430970191955566
1523,-0.058873407542705536,-0.12093567103147507,0.004445450380444527,0.0786680355668068,-0.05277975648641586,-0.046761300414800644,0.08414362370967865,-0.0025677902158349752,0.09538917988538742,0.0041106282733380795,-0.0025677902158349752,-0.0905066728591919,-0.1076718270778656
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.29481780529022217,0.48816442489624023,0.427140474319458,0.24041147530078888,0.4946078956127167,0.2599729895591736,0.3214898407459259,0.4946078956127167,0.27184903621673584,0.31091248989105225
luther,0.2134782373905182,0.23667675256729126,1.0,0.1824490875005722,0.20242992043495178,0.17967689037322998,0.09707050770521164,0.1719115972518921,0.17500676214694977,0.1903870701789856,0.1719115972518921,0.24326977133750916,0.1732746809720993
wrote,0.2664989233016968,0.3485160768032074,0.24184277653694153,0.11001193523406982,0.19762034714221954,0.232523575425148,0.19206321239471436,0.30241408944129944,0.26392924785614014,0.292427659034729,0.30241408944129944,0.17019207775592804,0.19322504103183746
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.24252457916736603,0.4735107421875,0.47537946701049805,0.3582829535007477,0.41498205065727234,0.39807045459747314,0.2776859700679779,0.41498205065727234,0.27395346760749817,0.32716336846351624
jesus,0.307744562625885,0.18355801701545715,0.2590349614620209,0.11115250736474991,0.18451310694217682,0.19707651436328888,0.2061837613582611,0.21039734780788422,0.22116054594516754,0.20764680206775665,0.21039734780788422,0.4108753204345703,0.19975169003009796
christ,0.2615339457988739,0.17013269662857056,0.2758595049381256,0.19138646125793457,0.19191491603851318,0.19816316664218903,0.19802075624465942,0.27289092540740967,0.19404293596744537,0.20211605727672577,0.27289092540740967,0.3402741253376007,0.13772203028202057
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.22072885930538177,0.3677520453929901,0.4508470594882965,0.20094269514083862,0.4069072902202606,0.15708748996257782,0.2752683460712433,0.4069072902202606,0.1935933530330658,0.18412111699581146
born,0.16581368446350098,0.15831230580806732,0.13310980796813965,0.14963726699352264,0.2520121932029724,0.22920024394989014,0.10887268930673599,0.19769194722175598,0.05212530121207237,0.21736273169517517,0.19769194722175598,0.12846967577934265,0.19166848063468933
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.25097307562828064,0.39550232887268066,1.0,0.34418490529060364,0.5052502155303955,0.22115680575370789,0.25928574800491333,0.5052502155303955,0.17522315680980682,0.23916715383529663
jew,0.20799759030342102,0.25726914405822754,0.2666005492210388,0.1686774343252182,0.20213109254837036,0.19264155626296997,0.25428956747055054,0.12466904520988464,0.19351521134376526,0.24830977618694305,0.12466904520988464,0.6943495869636536,0.22572754323482513
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.27248382568359375,0.41006597876548767,0.56894451379776,0.4002026617527008,0.5011631846427917,0.30141323804855347,0.23045717179775238,0.5011631846427917,0.16569830477237701,0.25814583897590637
discouraged,0.33607539534568787,0.31902366876602173,0.15040697157382965,0.15656261146068573,0.30278295278549194,0.19211488962173462,0.2066698521375656,0.2354368269443512,0.8448014855384827,0.2958562672138214,0.2354368269443512,0.2943266034126282,0.2894535958766937
mistreatment,0.22798234224319458,0.2729867398738861,0.1903870701789856,0.17654716968536377,0.27306732535362244,0.25928574800491333,0.19298909604549408,0.27717000246047974,0.3315809369087219,1.0000001192092896,0.27717000246047974,0.3179253041744232,0.22391681373119354
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.34253445267677307,0.3886612355709076,0.5052502155303955,0.29942914843559265,1.0,0.243498757481575,0.27717000246047974,1.0,0.2207300066947937,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3097178041934967,0.48381632566452026,0.5829201340675354,0.32225894927978516,0.733189046382904,0.2632078528404236,0.24852725863456726,0.733189046382904,0.24901628494262695,0.22068053483963013
jews,0.22131574153900146,0.23080717027187347,0.24326977133750916,0.15189161896705627,0.18277226388454437,0.17522315680980682,0.21624769270420074,0.2207300066947937,0.25320741534233093,0.3179253041744232,0.2207300066947937,1.0000001192092896,0.16730794310569763
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.2653750479221344,0.49487000703811646,0.3739250600337982,0.25371095538139343,0.5116966962814331,0.290782630443573,0.3136685788631439,0.5116966962814331,0.2555774748325348,0.20544172823429108
advocated,0.2224738597869873,0.23210293054580688,0.19567862153053284,0.2200905978679657,0.2970927953720093,0.21553438901901245,0.16373734176158905,0.2562852203845978,0.39685574173927307,0.3402891159057617,0.2562852203845978,0.2657797336578369,0.13670940697193146
