,what,made,emigration,to,these,colonies,attractive,?
they,0.4431931674480438,0.3347621262073517,0.2034022957086563,0.5452046394348145,0.6480963826179504,0.3918647766113281,0.2583445906639099,0.2753053903579712
also,0.42747777700424194,0.39542055130004883,0.21572741866111755,0.5348826050758362,0.5497925281524658,0.1959560513496399,0.3375871181488037,0.21848613023757935
spread,0.22287604212760925,0.2637363374233246,0.2530950903892517,0.2748686373233795,0.31005069613456726,0.26235947012901306,0.15443600714206696,0.16482828557491302
beyond,0.3297902047634125,0.1420377492904663,0.1608451008796692,0.3000558316707611,0.26545387506484985,0.2072518765926361,0.1604664921760559,0.1875571459531784
europe,0.17179538309574127,0.20315289497375488,0.4113345444202423,0.24889446794986725,0.26821038126945496,0.29308807849884033,0.1652815192937851,0.18278923630714417
to,0.455847829580307,0.3377571105957031,0.2972380816936493,1.0,0.46852558851242065,0.2835637629032135,0.2918094992637634,0.29463258385658264
the,0.42745697498321533,0.3885267674922943,0.33268171548843384,0.535392165184021,0.49086877703666687,0.30451729893684387,0.18968547880649567,0.22068053483963013
dutch,0.1643560230731964,0.08054450154304504,0.17033758759498596,0.1383991241455078,0.12004289776086807,0.2666930556297302,0.14136648178100586,0.1081366017460823
cape,0.17391739785671234,0.16140572726726532,0.20357917249202728,0.1834135204553604,0.114656463265419,0.30841824412345886,0.16994032263755798,0.10433043539524078
colony,0.26261213421821594,0.13179026544094086,0.2812589704990387,0.27651169896125793,0.2293771356344223,0.7375558614730835,0.1682230681180954,0.13831071555614471
in,0.30808621644973755,0.25271502137184143,0.30670469999313354,0.45010748505592346,0.3791837692260742,0.28602269291877747,0.24117368459701538,0.20430970191955566
south,0.15388517081737518,0.17098449170589447,0.1932511031627655,0.25657615065574646,0.18097956478595734,0.2884227931499481,0.1473076194524765,0.12336621433496475
africa,0.19696469604969025,0.1712360382080078,0.2898617088794708,0.23667606711387634,0.23184028267860413,0.3825175166130066,0.11385472118854523,0.12926554679870605
",",0.3087472915649414,0.32507219910621643,0.2729322612285614,0.44245919585227966,0.37613096833229065,0.23384660482406616,0.18948246538639069,0.31091248989105225
the,0.42745697498321533,0.3885267674922943,0.33268171548843384,0.535392165184021,0.49086877703666687,0.30451729893684387,0.18968547880649567,0.22068053483963013
dutch,0.1643560230731964,0.08054450154304504,0.17033758759498596,0.1383991241455078,0.12004289776086807,0.2666930556297302,0.14136648178100586,0.1081366017460823
east,0.19840149581432343,0.15529567003250122,0.24217338860034943,0.24717837572097778,0.17225787043571472,0.26142606139183044,0.09815166890621185,0.10070597380399704
indies,0.20553776621818542,0.15551917254924774,0.17023366689682007,0.28160014748573303,0.22729268670082092,0.43068674206733704,0.08270662277936935,0.11837112903594971
",",0.3087472915649414,0.32507219910621643,0.2729322612285614,0.44245919585227966,0.37613096833229065,0.23384660482406616,0.18948246538639069,0.31091248989105225
the,0.42745697498321533,0.3885267674922943,0.33268171548843384,0.535392165184021,0.49086877703666687,0.30451729893684387,0.18968547880649567,0.22068053483963013
caribbean,0.15882912278175354,0.1025102436542511,0.18871887028217316,0.21283669769763947,0.19047771394252777,0.33895301818847656,0.14451248943805695,0.13602977991104126
",",0.3087472915649414,0.32507219910621643,0.2729322612285614,0.44245919585227966,0.37613096833229065,0.23384660482406616,0.18948246538639069,0.31091248989105225
and,0.31309178471565247,0.34954607486724854,0.2547016441822052,0.48971283435821533,0.5314885973930359,0.311396062374115,0.27310436964035034,0.20544172823429108
several,0.22446060180664062,0.2829604148864746,0.1832093894481659,0.36196985840797424,0.5861821174621582,0.23011472821235657,0.2168160229921341,0.15595775842666626
of,0.33290785551071167,0.33167365193367004,0.28587231040000916,0.41548454761505127,0.42684608697891235,0.2890703082084656,0.2428080141544342,0.1826142966747284
the,0.42745697498321533,0.3885267674922943,0.33268171548843384,0.535392165184021,0.49086877703666687,0.30451729893684387,0.18968547880649567,0.22068053483963013
english,0.25060737133026123,0.19442877173423767,0.1839390993118286,0.21984367072582245,0.19673119485378265,0.16172586381435394,0.17727415263652802,0.23251567780971527
colonies,0.20822033286094666,0.19132980704307556,0.3736845850944519,0.2835637629032135,0.36322277784347534,1.0,0.17193645238876343,0.07886616140604019
of,0.33290785551071167,0.33167365193367004,0.28587231040000916,0.41548454761505127,0.42684608697891235,0.2890703082084656,0.2428080141544342,0.1826142966747284
north,0.18673177063465118,0.1875758171081543,0.25150442123413086,0.2743184268474579,0.19181853532791138,0.2843923270702362,0.1476273387670517,0.11829731613397598
america,0.2517423629760742,0.16711238026618958,0.2966992259025574,0.2636699676513672,0.23808439075946808,0.3768984079360962,0.18922832608222961,0.19333907961845398
",",0.3087472915649414,0.32507219910621643,0.2729322612285614,0.44245919585227966,0.37613096833229065,0.23384660482406616,0.18948246538639069,0.31091248989105225
and,0.31309178471565247,0.34954607486724854,0.2547016441822052,0.48971283435821533,0.5314885973930359,0.311396062374115,0.27310436964035034,0.20544172823429108
quebec,0.19603441655635834,0.12483352422714233,0.2113339751958847,0.17656674981117249,0.11370666325092316,0.20037612318992615,0.09014435112476349,0.11506577581167221
