,which,of,the,tributaries,in,germany,contributes,most,?
it,0.616637647151947,0.38761502504348755,0.6251175999641418,0.2043624073266983,0.5130809545516968,0.27234339714050293,0.23143133521080017,0.4001435935497284,0.25732165575027466
is,0.4457404911518097,0.4854315221309662,0.5823672413825989,0.1916106641292572,0.5394441485404968,0.2201172411441803,0.28037264943122864,0.41165053844451904,0.22961433231830597
here,0.39828383922576904,0.29118096828460693,0.37885698676109314,0.2281045913696289,0.3649226427078247,0.19471809267997742,0.3563753366470337,0.30159473419189453,0.5686008334159851
that,0.6894589066505432,0.41498205065727234,0.5473989248275757,0.1677020937204361,0.435920387506485,0.22514168918132782,0.33235540986061096,0.4497850239276886,0.32716336846351624
the,0.6521818041801453,0.733189046382904,1.0,0.26380863785743713,0.6662389636039734,0.3181285262107849,0.2711111307144165,0.47635307908058167,0.22068053483963013
rhine,0.18744276463985443,0.2548927664756775,0.30735138058662415,0.375956654548645,0.24648422002792358,0.5801170468330383,0.11502009630203247,0.11507835239171982,0.13754533231258392
encounters,0.24034464359283447,0.19994959235191345,0.2514905333518982,0.10432662814855576,0.2199096530675888,0.09872739762067795,0.22821980714797974,0.25898277759552,0.12401029467582703
some,0.5407140851020813,0.4300730526447296,0.4566698372364044,0.1509884148836136,0.4010399878025055,0.2445172816514969,0.27654165029525757,0.6355911493301392,0.2562315762042999
more,0.4639437198638916,0.30478984117507935,0.39758381247520447,0.11441658437252045,0.32563260197639465,0.1932339072227478,0.35654497146606445,0.5395737886428833,0.27894994616508484
of,0.5011631846427917,1.0,0.733189046382904,0.22692303359508514,0.5696388483047485,0.2942050099372864,0.3243604004383087,0.4178851246833801,0.1826142966747284
its,0.5154205560684204,0.48690423369407654,0.559237003326416,0.2289765477180481,0.3793783485889435,0.23510928452014923,0.26855531334877014,0.32324016094207764,0.15103481709957123
main,0.37042954564094543,0.3177044689655304,0.38631999492645264,0.2827581465244293,0.28862449526786804,0.22822625935077667,0.23953546583652496,0.288818359375,0.1665669083595276
tributaries,0.2069026082754135,0.22692303359508514,0.26380863785743713,1.0000001192092896,0.1828715056180954,0.17032639682292938,0.24092622101306915,0.1623150259256363,0.1795038878917694
",",0.3658004403114319,0.4946078956127167,0.4933079481124878,0.20627765357494354,0.5201468467712402,0.2898865044116974,0.2634502053260803,0.3636029064655304,0.31091248989105225
such,0.406057745218277,0.3209529519081116,0.3575236201286316,0.1061292514204979,0.2704046070575714,0.1567208170890808,0.21468587219715118,0.38148126006126404,0.17851735651493073
as,0.41006597876548767,0.3886612355709076,0.48381632566452026,0.1535785049200058,0.3887844979763031,0.17682115733623505,0.2695661783218384,0.3548237979412079,0.27043893933296204
the,0.6521818041801453,0.733189046382904,1.0,0.26380863785743713,0.6662389636039734,0.3181285262107849,0.2711111307144165,0.47635307908058167,0.22068053483963013
neckar,0.16699422895908356,0.2244020700454712,0.23835383355617523,0.35985061526298523,0.26427319645881653,0.5125743746757507,0.07685314863920212,0.16782766580581665,0.18175753951072693
",",0.3658004403114319,0.4946078956127167,0.4933079481124878,0.20627765357494354,0.5201468467712402,0.2898865044116974,0.2634502053260803,0.3636029064655304,0.31091248989105225
the,0.6521818041801453,0.733189046382904,1.0,0.26380863785743713,0.6662389636039734,0.3181285262107849,0.2711111307144165,0.47635307908058167,0.22068053483963013
main,0.37042954564094543,0.3177044689655304,0.38631999492645264,0.2827581465244293,0.28862449526786804,0.22822625935077667,0.23953546583652496,0.288818359375,0.1665669083595276
and,0.506277859210968,0.5116966962814331,0.5171257257461548,0.19654221832752228,0.4954058527946472,0.29381805658340454,0.30007341504096985,0.4309377074241638,0.20544172823429108
",",0.3658004403114319,0.4946078956127167,0.4933079481124878,0.20627765357494354,0.5201468467712402,0.2898865044116974,0.2634502053260803,0.3636029064655304,0.31091248989105225
later,0.39698365330696106,0.3458743393421173,0.4060266613960266,0.16139568388462067,0.40857815742492676,0.2568788528442383,0.16126298904418945,0.22650481760501862,0.1417175978422165
",",0.3658004403114319,0.4946078956127167,0.4933079481124878,0.20627765357494354,0.5201468467712402,0.2898865044116974,0.2634502053260803,0.3636029064655304,0.31091248989105225
the,0.6521818041801453,0.733189046382904,1.0,0.26380863785743713,0.6662389636039734,0.3181285262107849,0.2711111307144165,0.47635307908058167,0.22068053483963013
moselle,0.25610801577568054,0.2758548855781555,0.3138047158718109,0.4871028661727905,0.2612275183200836,0.4272928535938263,0.14495965838432312,0.17051930725574493,0.14201313257217407
",",0.3658004403114319,0.4946078956127167,0.4933079481124878,0.20627765357494354,0.5201468467712402,0.2898865044116974,0.2634502053260803,0.3636029064655304,0.31091248989105225
which,1.0,0.5011631846427917,0.6521818041801453,0.2069026082754135,0.4840516746044159,0.2479574829339981,0.3266984820365906,0.4637843072414398,0.25814583897590637
contributes,0.3266984820365906,0.3243604004383087,0.2711111307144165,0.24092622101306915,0.25514158606529236,0.1414659321308136,1.0000001192092896,0.25525423884391785,0.26828473806381226
an,0.3611921966075897,0.32280945777893066,0.4207492768764496,0.010633560828864574,0.2605783939361572,0.10986391454935074,0.22865594923496246,0.2748267352581024,0.19793890416622162
average,0.2536912262439728,0.23717734217643738,0.27058175206184387,0.16728758811950684,0.23465414345264435,0.08259595930576324,0.2119918167591095,0.3094763457775116,0.21764592826366425
discharge,0.26588186621665955,0.24374468624591827,0.2714732885360718,0.3416854441165924,0.199445441365242,0.2072368711233139,0.17737722396850586,0.16252486407756805,0.13592740893363953
of,0.5011631846427917,1.0,0.733189046382904,0.22692303359508514,0.5696388483047485,0.2942050099372864,0.3243604004383087,0.4178851246833801,0.1826142966747284
more,0.4639437198638916,0.30478984117507935,0.39758381247520447,0.11441658437252045,0.32563260197639465,0.1932339072227478,0.35654497146606445,0.5395737886428833,0.27894994616508484
than,0.3974681496620178,0.33036211133003235,0.3227543234825134,0.14465458691120148,0.3270052373409271,0.19044505059719086,0.3081356883049011,0.42108985781669617,0.24917294085025787
300,0.013777360320091248,-0.04760007932782173,-0.07017405331134796,0.037169210612773895,-0.06603364646434784,-0.057759907096624374,-0.12166536599397659,-0.0455617718398571,-0.06213558092713356
m3/s,0.1579345166683197,0.2116190493106842,0.21639159321784973,0.11155612766742706,0.18073807656764984,0.16008982062339783,0.14055871963500977,0.0715818926692009,0.11470148712396622
(,0.2589828372001648,0.35032153129577637,0.33289089798927307,0.1520335078239441,0.3087427020072937,0.14963670074939728,0.255142480134964,0.20654040575027466,0.40561532974243164
"11,000",0.04866216331720352,0.02769123949110508,0.050433449447155,0.09837131202220917,0.11585451662540436,0.09749937802553177,-0.01778009906411171,0.11027568578720093,-0.0801546722650528
cu,0.20058205723762512,0.11184985190629959,0.1260254830121994,0.24335473775863647,0.10002855211496353,0.0816648080945015,0.20898295938968658,0.1802055835723877,0.3576068878173828
ft/s,0.22616717219352722,0.17706529796123505,0.22741563618183136,0.28578677773475647,0.16874052584171295,0.20497605204582214,0.17528562247753143,0.13562917709350586,0.27464672923088074
),0.2758678197860718,0.3680361211299896,0.3456730246543884,0.14911483228206635,0.3326910734176636,0.16241523623466492,0.24248133599758148,0.23620007932186127,0.42300865054130554
.,0.45942068099975586,0.5352458953857422,0.5934505462646484,0.13601356744766235,0.5591574311256409,0.28498756885528564,0.266588419675827,0.35404038429260254,0.4130953550338745
