,which,company,was,given,permission,to,air,tv,commercials,during,super,bowl,50,at,a,discounted,price,?
this,0.6719430088996887,0.2114456593990326,0.3638818562030792,0.36582374572753906,0.337043821811676,0.5759071707725525,0.2279079556465149,0.16480641067028046,0.19247105717658997,0.34351885318756104,0.1776810586452484,0.17725728452205658,-0.036046914756298065,0.32544323801994324,0.5422310829162598,0.3402618169784546,0.23154357075691223,0.3155723512172699
would,0.3854503035545349,0.2073281854391098,0.41663143038749695,0.3330545723438263,0.3899545669555664,0.5965728163719177,0.1601065695285797,0.1464482843875885,0.1870020031929016,0.25707411766052246,0.16404198110103607,0.17156143486499786,0.05957036092877388,0.3073931038379669,0.398599237203598,0.3600340485572815,0.2925451397895813,0.37178951501846313
be,0.476310670375824,0.1454060822725296,0.42228707671165466,0.2965909540653229,0.28439927101135254,0.4972836375236511,0.16170021891593933,0.19157755374908447,0.21204745769500732,0.24990400671958923,0.1880253106355667,0.18567830324172974,0.015184788033366203,0.30379733443260193,0.39883795380592346,0.32740336656570435,0.2920445501804352,0.3324260413646698
the,0.6521818041801453,0.26591673493385315,0.48711544275283813,0.37508252263069153,0.2008170187473297,0.535392165184021,0.2877824306488037,0.20034731924533844,0.20060399174690247,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.457212895154953,0.5829201340675354,0.2977820634841919,0.22636492550373077,0.22068053483963013
final,0.27655747532844543,0.07612226158380508,0.23547481000423431,0.17236334085464478,0.17298287153244019,0.26099109649658203,0.13997627794742584,0.1642310470342636,0.1941898912191391,0.27407360076904297,0.18389330804347992,0.2308216542005539,0.07572761923074722,0.20822679996490479,0.24625235795974731,0.1303495168685913,0.13725470006465912,0.17315025627613068
year,0.242343008518219,0.1253320872783661,0.3209837079048157,0.2564636766910553,0.18378512561321259,0.23523004353046417,0.15147104859352112,0.14549964666366577,0.19832134246826172,0.3447895348072052,0.20762673020362854,0.22878921031951904,-0.02098737843334675,0.3146436810493469,0.29350247979164124,0.26756417751312256,0.20207317173480988,0.18315006792545319
in,0.4840516746044159,0.22141718864440918,0.45514053106307983,0.2528568208217621,0.15197794139385223,0.45010748505592346,0.22172939777374268,0.17989183962345123,0.25480055809020996,0.4627237319946289,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.4374977946281433,0.539380669593811,0.23409469425678253,0.2097182273864746,0.20430970191955566
a,0.56894451379776,0.22037413716316223,0.4508470594882965,0.3335871398448944,0.2638487219810486,0.45503583550453186,0.23199330270290375,0.2169625610113144,0.25279897451400757,0.30341604351997375,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.3095070421695709,1.0,0.19215866923332214,0.18269109725952148,0.23916715383529663
multi-year,0.21977214515209198,0.30106908082962036,0.19976642727851868,0.16467496752738953,0.2147344946861267,0.23433144390583038,0.2354918271303177,0.26495033502578735,0.2308475226163864,0.23057179152965546,0.28903207182884216,0.20680367946624756,0.010501546785235405,0.22030407190322876,0.23240144550800323,0.2798222005367279,0.21759115159511566,0.23846855759620667
contract,0.24838416278362274,0.32347777485847473,0.23490020632743835,0.16257479786872864,0.25007396936416626,0.2871469259262085,0.11548496037721634,0.1383979171514511,0.26279109716415405,0.2301333099603653,0.18656854331493378,0.11983031034469604,0.04559112712740898,0.11972115933895111,0.20562967658042908,0.19618745148181915,0.22687140107154846,0.12573233246803284
with,0.46403205394744873,0.24132338166236877,0.27411898970603943,0.29518163204193115,0.18035592138767242,0.4239959120750427,0.2050205022096634,0.17663881182670593,0.19033941626548767,0.28545209765434265,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.29126521944999695,0.3783375024795532,0.21269190311431885,0.15877558290958405,0.2433311939239502
anheuser-busch,0.2684417963027954,0.37906011939048767,0.3277442157268524,0.24607953429222107,0.28296899795532227,0.26502183079719543,0.19904577732086182,0.29789596796035767,0.3422873616218567,0.18350224196910858,0.2407897412776947,0.2771305739879608,0.04331697151064873,0.19075694680213928,0.2742675840854645,0.2198992222547531,0.22833211719989777,0.33981800079345703
inbev,0.18758729100227356,0.2887456715106964,0.1841011345386505,0.1411791890859604,0.12219088524580002,0.12917304039001465,0.23767881095409393,0.2584282159805298,0.16493555903434753,0.10896594822406769,0.21033181250095367,0.1985732465982437,0.026764540001749992,0.20404523611068726,0.2264009267091751,0.19201023876667023,0.17799298465251923,0.24258218705654144
that,0.6894589066505432,0.22723333537578583,0.33670201897621155,0.3486595153808594,0.30988210439682007,0.5436353087425232,0.19720019400119781,0.16911949217319489,0.2107623815536499,0.31487685441970825,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.3183255195617676,0.47537946701049805,0.36008450388908386,0.2150627225637436,0.32716336846351624
allowed,0.3234473168849945,0.18670186400413513,0.27499085664749146,0.362667977809906,0.5163060426712036,0.42967355251312256,0.15482217073440552,0.13779470324516296,0.18816067278385162,0.2935246229171753,0.16178861260414124,0.14780659973621368,0.05062258616089821,0.25512567162513733,0.275193989276886,0.32309073209762573,0.1815263032913208,0.2309964895248413
the,0.6521818041801453,0.26591673493385315,0.48711544275283813,0.37508252263069153,0.2008170187473297,0.535392165184021,0.2877824306488037,0.20034731924533844,0.20060399174690247,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.457212895154953,0.5829201340675354,0.2977820634841919,0.22636492550373077,0.22068053483963013
beer,0.1983555406332016,0.29909056425094604,0.21676649153232574,0.0686333104968071,0.1185721904039383,0.1757139414548874,0.12641580402851105,0.15467755496501923,0.2605937123298645,0.1404443085193634,0.027908554300665855,0.18128728866577148,-0.06662251055240631,0.18449972569942474,0.23359490931034088,0.22243435680866241,0.22365741431713104,0.15216413140296936
manufacturer,0.19625380635261536,0.5423061847686768,0.22239656746387482,0.16621749103069305,0.1556658297777176,0.18490533530712128,0.1664505898952484,0.18028968572616577,0.26736438274383545,0.10140720754861832,0.16424599289894104,0.08834553509950638,-0.022991351783275604,0.10305935889482498,0.25058242678642273,0.23585104942321777,0.22697588801383972,0.11731472611427307
to,0.5345056653022766,0.24903783202171326,0.3636345863342285,0.3428947925567627,0.39300405979156494,1.0,0.24103909730911255,0.1854887306690216,0.242555633187294,0.2828781306743622,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.36524343490600586,0.45503583550453186,0.28175151348114014,0.2590087652206421,0.29463258385658264
air,0.23809513449668884,0.17644211649894714,0.18898457288742065,0.14954400062561035,0.17304839193820953,0.24103909730911255,1.0000001192092896,0.20597922801971436,0.13609786331653595,0.24089480936527252,0.22548729181289673,0.21335755288600922,-0.06132586672902107,0.18523330986499786,0.23199330270290375,0.1573653519153595,0.14298108220100403,0.1491677612066269
multiple,0.29593557119369507,0.13512057065963745,0.150493785738945,0.229264035820961,0.1453002542257309,0.2663446366786957,0.12828458845615387,0.1788846254348755,0.1687784045934677,0.15117841958999634,0.1904134303331375,0.07687632739543915,0.0006264936528168619,0.1886529177427292,0.23904410004615784,0.19710160791873932,0.10118793696165085,0.1591399908065796
advertisements,0.25437048077583313,0.36208584904670715,0.23329120874404907,0.10591243207454681,0.2747872769832611,0.2288525402545929,0.13307218253612518,0.2987633943557739,0.48382067680358887,0.19962933659553528,0.08532173186540604,0.13010083138942719,0.07230200618505478,0.12257517874240875,0.20390553772449493,0.33350998163223267,0.2767529785633087,0.1904435008764267
during,0.3590145409107208,0.12950238585472107,0.4470829963684082,0.25649482011795044,0.16739223897457123,0.2828781306743622,0.24089480936527252,0.19223935902118683,0.2243468463420868,1.0,0.16951335966587067,0.22041946649551392,0.07054752856492996,0.372769296169281,0.30341604351997375,0.16133248805999756,0.11477147042751312,0.1325719803571701
the,0.6521818041801453,0.26591673493385315,0.48711544275283813,0.37508252263069153,0.2008170187473297,0.535392165184021,0.2877824306488037,0.20034731924533844,0.20060399174690247,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.457212895154953,0.5829201340675354,0.2977820634841919,0.22636492550373077,0.22068053483963013
game,0.23652023077011108,0.19029217958450317,0.2568269371986389,0.1819697618484497,0.21392419934272766,0.2540906071662903,0.18196050822734833,0.32472875714302063,0.2767314314842224,0.23073366284370422,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.18453927338123322,0.23211604356765747,0.20266053080558777,0.24199840426445007,0.1829071193933487
at,0.3286694884300232,0.17487694323062897,0.36707764863967896,0.286662220954895,0.16336973011493683,0.36524343490600586,0.18523330986499786,0.12339487671852112,0.15015839040279388,0.372769296169281,0.11449114978313446,0.2709662914276123,-0.018447641283273697,1.0,0.3095070421695709,0.23178653419017792,0.21396350860595703,0.21978627145290375
a,0.56894451379776,0.22037413716316223,0.4508470594882965,0.3335871398448944,0.2638487219810486,0.45503583550453186,0.23199330270290375,0.2169625610113144,0.25279897451400757,0.30341604351997375,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.3095070421695709,1.0,0.19215866923332214,0.18269109725952148,0.23916715383529663
