,what,nationality,is,hoesung,lee,?
korean,0.19944964349269867,0.20335741341114044,0.17704179883003235,0.4576474130153656,0.3655719757080078,0.1996629685163498
economist,0.16227665543556213,0.24224388599395752,0.17990195751190186,0.23886960744857788,0.1780577301979065,0.15311987698078156
hoesung,0.17344985902309418,0.1663563996553421,0.18896232545375824,0.9999998807907104,0.34343743324279785,0.2586725950241089
lee,0.19203267991542816,0.07222078740596771,0.11468371748924255,0.34343743324279785,1.0,0.19113655388355255
is,0.28837618231773376,0.14239731431007385,1.0,0.18896232545375824,0.11468371748924255,0.22961433231830597
the,0.42745697498321533,0.21899528801441193,0.5823672413825989,0.21284906566143036,0.16821028292179108,0.22068053483963013
chair,0.0931253656744957,0.11553623527288437,0.14992809295654297,0.19869638979434967,0.0810370221734047,0.12348068505525589
of,0.33290785551071167,0.16924145817756653,0.4854315221309662,0.23086979985237122,0.15092487633228302,0.1826142966747284
the,0.42745697498321533,0.21899528801441193,0.5823672413825989,0.21284906566143036,0.16821028292179108,0.22068053483963013
ipcc,0.33176189661026,0.17410367727279663,0.15563958883285522,0.14634950459003448,0.14212244749069214,0.22295254468917847
since,0.29783400893211365,0.1741078495979309,0.3567592203617096,0.22806113958358765,0.17647914588451385,0.2876587212085724
october,0.24927909672260284,0.17988508939743042,0.24397309124469757,0.22386522591114044,0.22895662486553192,0.29706719517707825
8,-0.005443718284368515,-0.030329570174217224,-0.08846429735422134,-0.0071948617696762085,-0.031801216304302216,-0.04056251794099808
",",0.3087472915649414,0.25539466738700867,0.4691906273365021,0.3341234028339386,0.20871981978416443,0.31091248989105225
2015,-0.07269049435853958,0.04585665091872215,0.04366588220000267,0.1425180435180664,0.019702112302184105,-0.029954981058835983
",",0.3087472915649414,0.25539466738700867,0.4691906273365021,0.3341234028339386,0.20871981978416443,0.31091248989105225
following,0.2506418824195862,0.17151159048080444,0.21705439686775208,0.09153619408607483,0.15189611911773682,0.1555173695087433
the,0.42745697498321533,0.21899528801441193,0.5823672413825989,0.21284906566143036,0.16821028292179108,0.22068053483963013
election,0.2325795590877533,0.16467374563217163,0.16769170761108398,0.194492906332016,0.18637678027153015,0.23105260729789734
of,0.33290785551071167,0.16924145817756653,0.4854315221309662,0.23086979985237122,0.15092487633228302,0.1826142966747284
the,0.42745697498321533,0.21899528801441193,0.5823672413825989,0.21284906566143036,0.16821028292179108,0.22068053483963013
new,0.2130378633737564,0.22026637196540833,0.2208656519651413,0.24300333857536316,0.16954055428504944,0.14782847464084625
ipcc,0.33176189661026,0.17410367727279663,0.15563958883285522,0.14634950459003448,0.14212244749069214,0.22295254468917847
bureau,0.183439701795578,0.14671975374221802,0.19418226182460785,0.16883301734924316,0.14662398397922516,0.12716132402420044
.,0.3567904531955719,0.23392154276371002,0.4569662809371948,0.2824249565601349,0.20340900123119354,0.4130953550338745
