,what,month,and,year,was,apollo,13,launched,?
apollo,0.13561789691448212,0.17837537825107574,0.15251155197620392,0.18754246830940247,0.2306441366672516,0.9999999403953552,0.07126487791538239,0.3553087115287781,0.191528782248497
13,-0.0796622633934021,0.09854383021593094,0.05119633674621582,0.044694337993860245,0.020193999633193016,0.07126487791538239,0.9999999403953552,-0.055217139422893524,-0.11384815722703934
launched,0.1668553501367569,0.20320731401443481,0.15431661903858185,0.2043205201625824,0.28489428758621216,0.3553087115287781,-0.055217139422893524,1.0,0.1803835779428482
lovell,0.21972987055778503,0.07979419827461243,0.23319771885871887,0.1807163506746292,0.29166972637176514,0.355834424495697,-0.007329442072659731,0.2806948721408844,0.20327162742614746
",",0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.19808128476142883,0.028695285320281982,0.222664475440979,0.31091248989105225
jack,0.10011694580316544,0.11385607719421387,0.1700741946697235,0.08557973802089691,0.18024607002735138,0.15240933001041412,0.06660943478345871,0.1289527267217636,0.10524740070104599
swigert,0.1676919311285019,0.174027219414711,0.28964486718177795,0.17229081690311432,0.2917449176311493,0.35184475779533386,0.08273875713348389,0.27767500281333923,0.2242470234632492
",",0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.19808128476142883,0.028695285320281982,0.222664475440979,0.31091248989105225
and,0.31309178471565247,0.2231980711221695,1.0,0.2506658732891083,0.3740963041782379,0.15251155197620392,0.05119633674621582,0.15431661903858185,0.20544172823429108
fred,0.17992258071899414,0.08524336665868759,0.1784345954656601,0.15876652300357819,0.2530221939086914,0.22077243030071259,0.012060803361237049,0.11693036556243896,0.20597071945667267
haise,0.09808163344860077,0.1659972369670868,0.19358302652835846,0.19732825458049774,0.2506847679615021,0.24501387774944305,0.050952352583408356,0.16541323065757751,0.15175239741802216
in,0.30808621644973755,0.2385365217924118,0.4954058527946472,0.3359307050704956,0.45514053106307983,0.1461767554283142,0.02730540931224823,0.18876992166042328,0.20430970191955566
april,0.21502700448036194,0.2877102494239807,0.26820316910743713,0.27374204993247986,0.42695382237434387,0.1700596809387207,-0.003374606603756547,0.19591352343559265,0.25704094767570496
1970,-0.04533620923757553,0.06255008280277252,0.04113146290183067,0.007248451933264732,0.08790356665849686,0.032384809106588364,0.09165724366903305,-0.09123853594064713,-0.007446378003805876
",",0.3087472915649414,0.24291303753852844,0.6633074283599854,0.28560417890548706,0.45456063747406006,0.19808128476142883,0.028695285320281982,0.222664475440979,0.31091248989105225
headed,0.15415915846824646,0.13097941875457764,0.203695148229599,0.1351906955242157,0.23560331761837006,0.1653997153043747,0.02408832311630249,0.21711337566375732,0.1387181431055069
for,0.3017193675041199,0.23262934386730194,0.5064792633056641,0.29294124245643616,0.3863949179649353,0.18462510406970978,-0.016487080603837967,0.19341714680194855,0.264628142118454
the,0.42745697498321533,0.2821349799633026,0.5171257257461548,0.3609684407711029,0.48711544275283813,0.2169172167778015,-0.007407139986753464,0.2547066807746887,0.22068053483963013
fra,0.1535969227552414,0.09211931377649307,0.15141773223876953,0.08973230421543121,0.1490754634141922,0.22335529327392578,0.06541480123996735,0.07863036543130875,0.14093075692653656
mauro,0.14487704634666443,0.13149085640907288,0.23597458004951477,0.1206483468413353,0.2692171037197113,0.24596549570560455,0.062284596264362335,0.2597399652004242,0.14217150211334229
formation,0.16291823983192444,0.15596023201942444,0.22940734028816223,0.18130430579185486,0.19543607532978058,0.09599483758211136,0.054891977459192276,0.1669757068157196,0.09831923991441727
.,0.3567904531955719,0.25738951563835144,0.588965117931366,0.32538118958473206,0.40146201848983765,0.22384987771511078,0.041442494839429855,0.21241185069084167,0.4130953550338745
