,where,was,french,withdrawal,to,?
johnson,0.1467656046152115,0.20490223169326782,0.15063291788101196,0.07547254860401154,0.18891119956970215,0.1463736891746521
's,0.0007701900321990252,0.008974763564765453,0.0634014755487442,-0.07375296205282211,0.03782717138528824,-0.023395681753754616
advance,0.1707591563463211,0.2502216100692749,0.1556495875120163,0.2922692596912384,0.27594003081321716,0.21102593839168549
stopped,0.15839584171772003,0.3721243143081665,0.16844187676906586,0.2871714234352112,0.27942875027656555,0.15542519092559814
at,0.4402937591075897,0.36707764863967896,0.17825756967067719,0.19203709065914154,0.36524343490600586,0.21978627145290375
fort,0.1772805005311966,0.30989983677864075,0.27450791001319885,0.18890860676765442,0.16577591001987457,0.15686731040477753
william,0.11286398023366928,0.28444796800613403,0.20046363770961761,0.11722549051046371,0.19802416861057281,0.14462219178676605
henry,0.1522851437330246,0.31945720314979553,0.2602366805076599,0.11842967569828033,0.2152724415063858,0.16836383938789368
",",0.3149496018886566,0.45456063747406006,0.28806620836257935,0.1805243343114853,0.44245919585227966,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.32751965522766113,0.1914551556110382,0.48971283435821533,0.20544172823429108
the,0.5003893971443176,0.48711544275283813,0.2555147111415863,0.3067931830883026,0.535392165184021,0.22068053483963013
french,0.17587623000144958,0.2523815333843231,1.0000001192092896,0.16043582558631897,0.1713797152042389,0.1386883556842804
withdrew,0.09833737462759018,0.2965068519115448,0.12730176746845245,0.5926251411437988,0.23484179377555847,0.10248254984617233
to,0.47735077142715454,0.3636345863342285,0.1713797152042389,0.27148857712745667,1.0,0.29463258385658264
ticonderoga,0.25174954533576965,0.34823623299598694,0.30612409114837646,0.32875195145606995,0.2721521556377411,0.1987834870815277
point,0.3279148042201996,0.17757032811641693,0.1273156702518463,0.1332956999540329,0.3403111398220062,0.19189560413360596
",",0.3149496018886566,0.45456063747406006,0.28806620836257935,0.1805243343114853,0.44245919585227966,0.31091248989105225
where,0.9999999403953552,0.20731619000434875,0.17587623000144958,0.15442830324172974,0.47735077142715454,0.24793872237205505
they,0.43078136444091797,0.3300964832305908,0.1999853253364563,0.2926320433616638,0.5452046394348145,0.2753053903579712
began,0.11145364493131638,0.4683617055416107,0.17735633254051208,0.1633274406194687,0.2731419503688812,0.1370266228914261
the,0.5003893971443176,0.48711544275283813,0.2555147111415863,0.3067931830883026,0.535392165184021,0.22068053483963013
construction,0.16534434258937836,0.224521666765213,0.16988429427146912,0.20021867752075195,0.24810278415679932,0.13494056463241577
of,0.38066378235816956,0.4069072902202606,0.19450366497039795,0.23345902562141418,0.41548454761505127,0.1826142966747284
fort,0.1772805005311966,0.30989983677864075,0.27450791001319885,0.18890860676765442,0.16577591001987457,0.15686731040477753
carillon,0.2571715712547302,0.3016013205051422,0.3178308606147766,0.10315322875976562,0.17399510741233826,0.16890698671340942
(,0.1970011591911316,0.2980341613292694,0.19998501241207123,0.144350066781044,0.30882009863853455,0.40561532974243164
later,0.2942849397659302,0.5684447288513184,0.15861546993255615,0.1882476508617401,0.393297016620636,0.1417175978422165
renamed,0.15759685635566711,0.36580079793930054,0.17126737534999847,0.15258288383483887,0.20950868725776672,0.13648955523967743
fort,0.1772805005311966,0.30989983677864075,0.27450791001319885,0.18890860676765442,0.16577591001987457,0.15686731040477753
ticonderoga,0.25174954533576965,0.34823623299598694,0.30612409114837646,0.32875195145606995,0.2721521556377411,0.1987834870815277
after,0.31753596663475037,0.49306565523147583,0.18600507080554962,0.2910907566547394,0.37890323996543884,0.16608688235282898
british,0.1694505214691162,0.31934812664985657,0.43574923276901245,0.24672816693782806,0.22690963745117188,0.09711728990077972
capture,0.2122274488210678,0.19458261132240295,0.10551486909389496,0.27825409173965454,0.30964332818984985,0.12945853173732758
in,0.5344807505607605,0.45514053106307983,0.22093388438224792,0.25708815455436707,0.45010748505592346,0.20430970191955566
1759,0.08710978180170059,0.14427067339420319,0.2195672243833542,0.018719172105193138,0.1172412559390068,0.13987982273101807
),0.20711064338684082,0.3267642855644226,0.21857915818691254,0.13525532186031342,0.31236231327056885,0.42300865054130554
.,0.41390106081962585,0.40146201848983765,0.2480926215648651,0.1739749163389206,0.4645031690597534,0.4130953550338745
