,how,often,does,the,european,council,meet,?
it,0.36714982986450195,0.3385609984397888,0.34188351035118103,0.6251175999641418,0.16905969381332397,0.21568971872329712,0.2318160980939865,0.25732165575027466
meets,0.16600441932678223,0.08932196348905563,0.3886438012123108,0.28454074263572693,0.0716223195195198,0.2186029702425003,0.693572461605072,0.16143257915973663
each,0.4183253347873688,0.42272287607192993,0.31699198484420776,0.470844566822052,0.1418258100748062,0.22659198939800262,0.26651376485824585,0.21173812448978424
six,0.20644865930080414,0.2389746606349945,0.13226458430290222,0.3614266812801361,0.1810239553451538,0.1898677945137024,0.15172743797302246,0.15298804640769958
months,0.22324973344802856,0.1827496588230133,0.21912482380867004,0.2680157423019409,0.1705572009086609,0.12655211985111237,0.17264530062675476,0.2804218530654907
and,0.33647966384887695,0.42465832829475403,0.3461615741252899,0.5171257257461548,0.24143946170806885,0.25117602944374084,0.31950852274894714,0.20544172823429108
its,0.22449488937854767,0.286950945854187,0.33437713980674744,0.559237003326416,0.1742284595966339,0.21807712316513062,0.16176526248455048,0.15103481709957123
president,0.1342112123966217,0.09802567213773727,0.1396462619304657,0.24330610036849976,0.19107700884342194,0.2747114896774292,0.16620145738124847,0.14148259162902832
(,0.1676948219537735,0.1375083178281784,0.2728188931941986,0.33289089798927307,0.17014704644680023,0.18431222438812256,0.21657976508140564,0.40561532974243164
currently,0.20420436561107635,0.1806396096944809,0.2973312437534332,0.2945235073566437,0.14152653515338898,0.13459141552448273,0.18457186222076416,0.1861555278301239
former,0.05102010443806648,0.09476732462644577,0.09810520708560944,0.2251449078321457,0.11585914343595505,0.166977658867836,0.0823068618774414,0.10570605844259262
poland,0.14947472512722015,0.1308014690876007,0.12576241791248322,0.24871079623699188,0.29308202862739563,0.23258467018604279,0.15557172894477844,0.14259830117225647
prime,0.0754077360033989,0.10932537168264389,0.19604897499084473,0.19960100948810577,0.13207665085792542,0.16689655184745789,0.1890123188495636,0.11276303976774216
minister,0.08135554194450378,0.11182226240634918,0.1729513257741928,0.19297581911087036,0.15482155978679657,0.26279160380363464,0.17525532841682434,0.10825661569833755
donald,0.09975393861532211,0.13427768647670746,0.18624286353588104,0.23587575554847717,0.1520330309867859,0.14441931247711182,0.14066685736179352,0.10101330280303955
tusk,0.12704823911190033,0.16833165287971497,0.1724412590265274,0.205601304769516,0.21191106736660004,0.15821616351604462,0.08594918251037598,0.1655486822128296
),0.17939934134483337,0.16039077937602997,0.2575884759426117,0.3456730246543884,0.17755553126335144,0.16722021996974945,0.17937245965003967,0.42300865054130554
is,0.22544461488723755,0.3856629431247711,0.4403602182865143,0.5823672413825989,0.16083641350269318,0.2196589708328247,0.21618524193763733,0.22961433231830597
meant,0.36433035135269165,0.39094263315200806,0.3013940155506134,0.34852901101112366,0.23159939050674438,0.15735509991645813,0.14220821857452393,0.28817421197891235
to,0.44169697165489197,0.4351843297481537,0.4391997456550598,0.535392165184021,0.21011990308761597,0.23829470574855804,0.3202740550041199,0.29463258385658264
'drive,0.2277362048625946,0.2065984457731247,0.25918668508529663,0.22746865451335907,0.061633795499801636,0.09180032461881638,0.27072012424468994,0.18274426460266113
forward,0.17714905738830566,0.18613050878047943,0.1702599823474884,0.2383665293455124,0.12471014261245728,0.07967906445264816,0.10473961383104324,0.19862937927246094
its,0.22449488937854767,0.286950945854187,0.33437713980674744,0.559237003326416,0.1742284595966339,0.21807712316513062,0.16176526248455048,0.15103481709957123
work,0.38187548518180847,0.2872087061405182,0.2975199520587921,0.2704800069332123,0.13729749619960785,0.11582019925117493,0.2647978365421295,0.2621155381202698
',0.18823795020580292,0.1954335719347,0.2684852182865143,0.474788099527359,0.1323336660861969,0.167315274477005,0.19995175302028656,0.330942302942276
",",0.22659391164779663,0.24139221012592316,0.28617382049560547,0.4933079481124878,0.19684812426567078,0.23820561170578003,0.31995680928230286,0.31091248989105225
but,0.43101516366004944,0.44118013978004456,0.4353378415107727,0.4859698414802551,0.20225681364536285,0.21318432688713074,0.3530866205692291,0.27921953797340393
it,0.36714982986450195,0.3385609984397888,0.34188351035118103,0.6251175999641418,0.16905969381332397,0.21568971872329712,0.2318160980939865,0.25732165575027466
does,0.37637394666671753,0.33894720673561096,1.0,0.35928019881248474,0.11488570272922516,0.13735659420490265,0.33494460582733154,0.338003009557724
not,0.4869767427444458,0.42630264163017273,0.6355478763580322,0.4310511648654938,0.20631356537342072,0.16596728563308716,0.37138307094573975,0.41942933201789856
itself,0.3019425570964813,0.30284133553504944,0.43539851903915405,0.45971640944480896,0.14501821994781494,0.2110263556241989,0.1694219410419464,0.17933900654315948
'legislative,0.16704782843589783,0.14037871360778809,0.21187391877174377,0.27931252121925354,0.21487319469451904,0.4182285666465759,0.20310218632221222,0.1745823174715042
functions,0.27928221225738525,0.28979429602622986,0.2405301332473755,0.2567043900489807,0.1042022556066513,0.2383912354707718,0.09091047197580338,0.13745930790901184
',0.18823795020580292,0.1954335719347,0.2684852182865143,0.474788099527359,0.1323336660861969,0.167315274477005,0.19995175302028656,0.330942302942276
.,0.3287222981452942,0.30710849165916443,0.3022993505001068,0.5934505462646484,0.2095622420310974,0.2314436286687851,0.26616400480270386,0.4130953550338745
