,along,with,public,schools,",",what,type,of,school,was,recognized,under,the,south,african,schools,act,?
the,0.39495137333869934,0.4223487675189972,0.22857438027858734,0.22905772924423218,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22953221201896667,0.48711544275283813,0.31571096181869507,0.3348022699356079,1.0,0.3129390776157379,0.23305515944957733,0.22905772924423218,0.28682878613471985,0.22068053483963013
south,0.29224321246147156,0.15469324588775635,0.21266449987888336,0.2044089287519455,0.3256652057170868,0.15388517081737518,0.11440043896436691,0.33382371068000793,0.19953042268753052,0.2792486846446991,0.20630605518817902,0.2061096429824829,0.3129390776157379,1.0000001192092896,0.45805707573890686,0.2044089287519455,0.10690037906169891,0.12336621433496475
african,0.1348453313112259,0.149913489818573,0.1932130604982376,0.16710834205150604,0.25119030475616455,0.11136822402477264,0.1285506933927536,0.23470255732536316,0.16162456572055817,0.20509590208530426,0.21583928167819977,0.11782480776309967,0.23305515944957733,0.45805707573890686,1.0000001192092896,0.16710834205150604,0.16669043898582458,0.11862778663635254
schools,0.19221381843090057,0.13740696012973785,0.4260808527469635,1.0,0.2760516405105591,0.1820785105228424,0.1240563839673996,0.265506386756897,0.7602541446685791,0.19736053049564362,0.21888026595115662,0.13950802385807037,0.22905772924423218,0.2044089287519455,0.16710834205150604,1.0,0.14299996197223663,0.18349280953407288
act,0.11168698966503143,0.18591532111167908,0.2281842827796936,0.14299996197223663,0.1787904053926468,0.2622668445110321,0.11289714276790619,0.2802577316761017,0.10790811479091644,0.1887621134519577,0.1571740359067917,0.20642785727977753,0.28682878613471985,0.10690037906169891,0.16669043898582458,0.14299996197223663,1.0,0.1482519507408142
of,0.34889817237854004,0.41827285289764404,0.2391265481710434,0.265506386756897,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.2391800880432129,0.4069072902202606,0.3161126375198364,0.32766106724739075,0.733189046382904,0.33382371068000793,0.23470255732536316,0.265506386756897,0.2802577316761017,0.1826142966747284
1996,-0.006592209916561842,0.0518411286175251,0.14455701410770416,0.16285528242588043,0.20095814764499664,0.1822642683982849,-0.08134190738201141,0.08521515130996704,0.13086527585983276,0.16684161126613617,0.1157875582575798,0.0763496458530426,0.10029517859220505,0.10360674560070038,0.030165627598762512,0.16285528242588043,0.01097580324858427,0.18022380769252777
recognises,0.18002338707447052,0.22037416696548462,0.20213764905929565,0.20685650408267975,0.25469160079956055,0.26039788126945496,0.12990249693393707,0.3168335556983948,0.1359107941389084,0.18628282845020294,0.7150838375091553,0.19096824526786804,0.3119901120662689,0.20980887115001678,0.16469217836856842,0.20685650408267975,0.262258380651474,0.23097087442874908
two,0.3377816379070282,0.4333336651325226,0.18226072192192078,0.2389073520898819,0.35859420895576477,0.23363454639911652,0.14017313718795776,0.37726253271102905,0.18459290266036987,0.27166637778282166,0.1813621073961258,0.17014911770820618,0.43858039379119873,0.2434704750776291,0.20819143950939178,0.2389073520898819,0.14876075088977814,0.19645625352859497
categories,0.1389833688735962,0.18762165307998657,0.14097464084625244,0.22869977355003357,0.2938539683818817,0.27071893215179443,0.23304401338100433,0.18317048251628876,0.14066347479820251,0.14794376492500305,0.23131710290908813,0.16614951193332672,0.2485581487417221,0.1633131504058838,0.19029635190963745,0.22869977355003357,0.19837301969528198,0.3382010757923126
of,0.34889817237854004,0.41827285289764404,0.2391265481710434,0.265506386756897,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.2391800880432129,0.4069072902202606,0.3161126375198364,0.32766106724739075,0.733189046382904,0.33382371068000793,0.23470255732536316,0.265506386756897,0.2802577316761017,0.1826142966747284
schools,0.19221381843090057,0.13740696012973785,0.4260808527469635,1.0,0.2760516405105591,0.1820785105228424,0.1240563839673996,0.265506386756897,0.7602541446685791,0.19736053049564362,0.21888026595115662,0.13950802385807037,0.22905772924423218,0.2044089287519455,0.16710834205150604,1.0,0.14299996197223663,0.18349280953407288
:,-0.04340015724301338,0.039687950164079666,-0.142132967710495,-0.052466921508312225,-0.004729332868009806,-0.12022944539785385,-0.051249612122774124,-0.08807745575904846,-0.028859393671154976,0.002802103292196989,0.055503688752651215,0.00706681190058589,-0.03403344005346298,-0.08850836753845215,-0.017626576125621796,-0.052466921508312225,-0.08496646583080292,-0.07156077772378922
``,-0.00808569323271513,0.08974023163318634,-0.011037950403988361,0.019756430760025978,0.09681109338998795,0.008517155423760414,0.03534303233027458,0.06780257821083069,-0.05850168690085411,-0.012679691426455975,0.03911124914884567,-0.001388426753692329,0.029072100296616554,0.025162741541862488,0.022541258484125137,0.019756430760025978,0.07749094814062119,0.0685480609536171
public,0.14520908892154694,0.17061910033226013,1.0000001192092896,0.4260808527469635,0.2588968276977539,0.1729622185230255,0.15508520603179932,0.2391265481710434,0.3342896103858948,0.2513592839241028,0.16223540902137756,0.23320595920085907,0.22857438027858734,0.21266449987888336,0.1932130604982376,0.4260808527469635,0.2281842827796936,0.19872993230819702
'',0.013434113934636116,0.07907696813344955,0.07067567110061646,0.07826808094978333,-0.037358131259679794,0.08143015950918198,0.054222505539655685,0.13035868108272552,0.0720691904425621,0.04456103965640068,-0.012082072906196117,0.07581566274166107,0.041273195296525955,-0.04543294757604599,-0.016981130465865135,0.07826808094978333,-0.013956046663224697,0.018684765323996544
(,0.18445467948913574,0.29503780603408813,0.1609111875295639,0.15322564542293549,0.6363511681556702,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.16600246727466583,0.2980341613292694,0.151199072599411,0.21003201603889465,0.33289089798927307,0.2013198882341385,0.16657890379428864,0.15322564542293549,0.1613895297050476,0.40561532974243164
state-controlled,0.253579705953598,0.26404497027397156,0.26037606596946716,0.2385188639163971,0.31323012709617615,0.3027670383453369,0.20286111533641815,0.30348315834999084,0.16137678921222687,0.2692604660987854,0.33817121386528015,0.2882910668849945,0.34728068113327026,0.2295094132423401,0.19336605072021484,0.2385188639163971,0.2909645140171051,0.22625160217285156
),0.17395511269569397,0.3069596290588379,0.15635275840759277,0.16219249367713928,0.63033527135849,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.18641386926174164,0.3267642855644226,0.15637043118476868,0.2076013684272766,0.3456730246543884,0.2002217173576355,0.14777451753616333,0.16219249367713928,0.15869061648845673,0.42300865054130554
and,0.4213258922100067,0.5477725267410278,0.3227643668651581,0.29319998621940613,0.6633074283599854,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2752758264541626,0.3740963041782379,0.2502152621746063,0.3005301356315613,0.5171257257461548,0.3140619993209839,0.2598888576030731,0.29319998621940613,0.2776535749435425,0.20544172823429108
``,-0.00808569323271513,0.08974023163318634,-0.011037950403988361,0.019756430760025978,0.09681109338998795,0.008517155423760414,0.03534303233027458,0.06780257821083069,-0.05850168690085411,-0.012679691426455975,0.03911124914884567,-0.001388426753692329,0.029072100296616554,0.025162741541862488,0.022541258484125137,0.019756430760025978,0.07749094814062119,0.0685480609536171
independent,0.15416312217712402,0.15262502431869507,0.18384557962417603,0.22231550514698029,0.24115799367427826,0.28752967715263367,0.10408228635787964,0.30508819222450256,0.1521950662136078,0.2497003674507141,0.35028496384620667,0.19451560080051422,0.2927691638469696,0.19521404802799225,0.14545753598213196,0.22231550514698029,0.16096672415733337,0.11902587860822678
'',0.013434113934636116,0.07907696813344955,0.07067567110061646,0.07826808094978333,-0.037358131259679794,0.08143015950918198,0.054222505539655685,0.13035868108272552,0.0720691904425621,0.04456103965640068,-0.012082072906196117,0.07581566274166107,0.041273195296525955,-0.04543294757604599,-0.016981130465865135,0.07826808094978333,-0.013956046663224697,0.018684765323996544
(,0.18445467948913574,0.29503780603408813,0.1609111875295639,0.15322564542293549,0.6363511681556702,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.16600246727466583,0.2980341613292694,0.151199072599411,0.21003201603889465,0.33289089798927307,0.2013198882341385,0.16657890379428864,0.15322564542293549,0.1613895297050476,0.40561532974243164
