,what,candy,company,did,edward,john,noble,own,?
edward,0.13810503482818604,0.1972004622220993,0.13876456022262573,0.18433494865894318,0.9999999403953552,0.3414947986602783,0.23769916594028473,0.1921289712190628,0.1439376026391983
john,0.18237407505512238,0.1768454909324646,0.20964686572551727,0.18785913288593292,0.3414947986602783,1.0000001192092896,0.18985699117183685,0.16565373539924622,0.13162356615066528
noble,0.16937826573848724,0.15638327598571777,0.09502840787172318,0.1576092541217804,0.23769916594028473,0.18985699117183685,1.0,0.1540934443473816,0.11942308396100998
",",0.3087472915649414,0.2683003842830658,0.2697763442993164,0.3015086054801941,0.21751084923744202,0.23961079120635986,0.2267053723335266,0.2796398997306824,0.31091248989105225
the,0.42745697498321533,0.16176815330982208,0.26591673493385315,0.34736719727516174,0.1896408498287201,0.2230520099401474,0.2295120358467102,0.334675133228302,0.22068053483963013
owner,0.149997740983963,0.19743545353412628,0.4391859173774719,0.16312608122825623,0.16775692999362946,0.17482207715511322,0.1314072161912918,0.32673588395118713,0.1461835652589798
of,0.33290785551071167,0.1055506244301796,0.20467796921730042,0.2513895630836487,0.1742178201675415,0.2407056987285614,0.24601131677627563,0.3269667625427246,0.1826142966747284
life,0.24693015217781067,0.15174460411071777,0.16608911752700806,0.22298283874988556,0.17288333177566528,0.1441311091184616,0.23540493845939636,0.2805475890636444,0.21677987277507782
savers,0.21220792829990387,0.20176547765731812,0.19303938746452332,0.15457817912101746,0.1801557093858719,0.1612033098936081,0.2589467763900757,0.18909497559070587,0.26064151525497437
candy,0.24435654282569885,1.0,0.24428948760032654,0.1566041111946106,0.1972004622220993,0.1768454909324646,0.15638327598571777,0.21855641901493073,0.21327351033687592
",",0.3087472915649414,0.2683003842830658,0.2697763442993164,0.3015086054801941,0.21751084923744202,0.23961079120635986,0.2267053723335266,0.2796398997306824,0.31091248989105225
drugstore,0.21648773550987244,0.39911121129989624,0.2995012700557709,0.20343470573425293,0.19598950445652008,0.2675803005695343,0.18314312398433685,0.25009891390800476,0.1548532247543335
chain,0.14724448323249817,0.22636455297470093,0.21203556656837463,0.09125258028507233,0.19425228238105774,0.14015406370162964,0.114637590944767,0.18200768530368805,0.09208294749259949
rexall,0.3128132224082947,0.23195625841617584,0.30325400829315186,0.2559780180454254,0.2737756371498108,0.335380494594574,0.18256396055221558,0.27496400475502014,0.2274441123008728
and,0.31309178471565247,0.25396329164505005,0.23788511753082275,0.34479495882987976,0.2590075433254242,0.21634717285633087,0.1789873242378235,0.3142828047275543,0.20544172823429108
new,0.2130378633737564,0.14068791270256042,0.16146139800548553,0.227974995970726,0.1623157262802124,0.21047446131706238,0.08807933330535889,0.2762828767299652,0.14782847464084625
york,0.15652963519096375,0.15576335787773132,0.2139335423707962,0.16606222093105316,0.25154387950897217,0.27209797501564026,0.14349046349525452,0.14251609146595,0.15262620151042938
city,0.17493832111358643,0.1679127812385559,0.25891005992889404,0.12266099452972412,0.14417016506195068,0.1452411711215973,0.1631002426147461,0.15915866196155548,0.13423943519592285
radio,0.16863368451595306,0.16812348365783691,0.13528293371200562,0.16486462950706482,0.1804218888282776,0.16560299694538116,0.13193348050117493,0.19725105166435242,0.08763375133275986
station,0.1613752841949463,0.11073517799377441,0.2310960441827774,0.11704530566930771,0.1720605194568634,0.17680737376213074,0.12196020781993866,0.15692099928855896,0.12574981153011322
wmca,0.21579037606716156,0.13175366818904877,0.2931479513645172,0.16328375041484833,0.06643515080213547,0.07428590953350067,0.007207414135336876,0.2350950986146927,0.25482693314552307
",",0.3087472915649414,0.2683003842830658,0.2697763442993164,0.3015086054801941,0.21751084923744202,0.23961079120635986,0.2267053723335266,0.2796398997306824,0.31091248989105225
purchased,0.1431688368320465,0.21383795142173767,0.4645528197288513,0.19566655158996582,0.17611584067344666,0.22024928033351898,0.13586105406284332,0.30828943848609924,0.04121813923120499
the,0.42745697498321533,0.16176815330982208,0.26591673493385315,0.34736719727516174,0.1896408498287201,0.2230520099401474,0.2295120358467102,0.334675133228302,0.22068053483963013
network,0.16917307674884796,0.1269787847995758,0.28571397066116333,0.08572790026664734,0.13930469751358032,0.06256905198097229,0.09122113883495331,0.18604424595832825,0.17853789031505585
for,0.3017193675041199,0.18524299561977386,0.25874319672584534,0.318512886762619,0.15920189023017883,0.22649751603603363,0.12984533607959747,0.30703625082969666,0.264628142118454
$,0.24858909845352173,0.19803346693515778,0.2666790187358856,0.23203131556510925,0.10395782440900803,0.14879006147384644,0.0557260736823082,0.16523373126983643,0.2786129117012024
8,-0.005443718284368515,0.06995221972465515,-0.05369405820965767,-0.004101584665477276,-0.02760448306798935,-0.05809258669614792,0.056487370282411575,0.02797110378742218,-0.04056251794099808
million,0.22197039425373077,0.11903392523527145,0.16746322810649872,0.1815238744020462,0.1212889701128006,0.10091507434844971,0.03008386865258217,0.12988880276679993,0.23092924058437347
.,0.3567904531955719,0.2726045250892639,0.266353577375412,0.35288307070732117,0.2714897394180298,0.26428887248039246,0.2001064568758011,0.3061371147632599,0.4130953550338745
