,which,female,anchor,from,today,joined,hugh,downs,on,20/20,?
in,0.4840516746044159,0.1986217200756073,0.15393804013729095,0.4274188280105591,0.3300545811653137,0.29866936802864075,0.18993298709392548,0.2140151709318161,0.46853652596473694,0.04978962242603302,0.20430970191955566
june,0.13273821771144867,0.09254832565784454,0.15831555426120758,0.20454497635364532,0.11371956020593643,0.17942509055137634,0.18630138039588928,0.1722184270620346,0.39323267340660095,0.06295192986726761,0.31416764855384827
1978,0.0774756446480751,-0.06541431695222855,0.02658291906118393,0.07028820365667343,0.06276430189609528,0.08886289596557617,-0.08280641585588455,0.002256311709061265,0.0048425812274217606,0.026820890605449677,0.06364871561527252
",",0.3658004403114319,0.1907428652048111,0.22460860013961792,0.39760664105415344,0.3282252550125122,0.23146051168441772,0.2536325752735138,0.26416540145874023,0.49057599902153015,0.11310062557458878,0.31091248989105225
arledge,0.3863759934902191,0.1611301749944687,0.25958967208862305,0.30053776502609253,0.2072322964668274,0.17498473823070526,0.2875445485115051,0.2338581085205078,0.3104768395423889,0.14929096400737762,0.30967646837234497
created,0.3362928330898285,0.13445858657360077,0.09375648945569992,0.18235871195793152,0.26987311244010925,0.26961612701416016,0.12876680493354797,0.10441616177558899,0.20446635782718658,0.05612719804048538,0.21177415549755096
the,0.6521818041801453,0.2673940658569336,0.21501964330673218,0.40150508284568787,0.35740926861763,0.2943263649940491,0.24369864165782928,0.2521526515483856,0.5107308030128479,0.10782012343406677,0.22068053483963013
newsmagazine,0.14792652428150177,0.177652508020401,0.36920681595802307,0.1561783105134964,0.17928938567638397,0.19104449450969696,0.22450444102287292,0.1705634742975235,0.2535470724105835,0.09497285634279251,0.21971045434474945
20/20,0.04377086088061333,0.13677433133125305,0.057467661798000336,0.07793256640434265,0.1196354478597641,-0.008287501521408558,0.005182014778256416,0.15445071458816528,0.06571846455335617,1.0,0.09043065458536148
;,-0.01244901679456234,0.017736688256263733,-0.03697795793414116,0.07524215430021286,0.11198525130748749,0.0760926827788353,0.08182314783334732,0.050517331808805466,-0.017878999933600426,0.12639500200748444,0.10349778085947037
after,0.3217443823814392,0.1864267736673355,0.1365671306848526,0.4051513373851776,0.21520955860614777,0.31337428092956543,0.19244365394115448,0.16533660888671875,0.39330315589904785,0.0015424787998199463,0.16608688235282898
its,0.5154205560684204,0.1943814903497696,0.20364241302013397,0.32706040143966675,0.2839072048664093,0.10521744936704636,0.13092055916786194,0.1500832736492157,0.34331920742988586,0.0031918606255203485,0.15103481709957123
first,0.3828166127204895,0.2493978887796402,0.12777338922023773,0.23348960280418396,0.287946879863739,0.21534211933612823,0.200292706489563,0.1313508152961731,0.3120559751987457,0.04427012801170349,0.18701928853988647
episode,0.23802484571933746,0.0989103689789772,0.17679132521152496,0.18589910864830017,0.07544209063053131,0.12070759385824203,0.16753950715065002,0.14125467836856842,0.28993746638298035,-0.04111948609352112,0.23978739976882935
received,0.15137042105197906,0.11333160847425461,0.11388096958398819,0.26433753967285156,0.15085184574127197,0.24273166060447693,0.2288355827331543,0.07595880329608917,0.2403624951839447,-0.042750585824251175,0.11905962228775024
harshly,0.27868396043777466,0.0809614360332489,0.037956662476062775,0.12850669026374817,0.22523793578147888,0.13590042293071747,0.09874283522367477,0.04644235968589783,0.1956266611814499,0.05232583358883858,0.24056081473827362
negative,0.2724097967147827,0.1507442146539688,0.1375986784696579,0.20269517600536346,0.15170343220233917,0.10809546709060669,0.12415549904108047,0.14513327181339264,0.23069027066230774,-0.009024898521602154,0.12562139332294464
reviews,0.22087949514389038,0.1464689075946808,0.16569705307483673,0.22913910448551178,0.14278198778629303,0.1031201034784317,0.24035117030143738,0.15197435021400452,0.27105990052223206,-0.006124170497059822,0.18590256571769714
",",0.3658004403114319,0.1907428652048111,0.22460860013961792,0.39760664105415344,0.3282252550125122,0.23146051168441772,0.2536325752735138,0.26416540145874023,0.49057599902153015,0.11310062557458878,0.31091248989105225
the,0.6521818041801453,0.2673940658569336,0.21501964330673218,0.40150508284568787,0.35740926861763,0.2943263649940491,0.24369864165782928,0.2521526515483856,0.5107308030128479,0.10782012343406677,0.22068053483963013
program,0.3116832673549652,0.15272411704063416,0.2648901641368866,0.20039871335029602,0.1810770481824875,0.11729885637760162,0.16794541478157043,0.11030801385641098,0.23327119648456573,0.0314958393573761,0.1440187245607376
–,0.12425179779529572,0.18367502093315125,0.12371481209993362,0.1996118724346161,0.14820721745491028,0.2111010104417801,0.23838098347187042,0.14949318766593933,0.20514154434204102,0.10293041169643402,0.2714554965496063
which,1.0,0.1636458784341812,0.20975476503372192,0.38755592703819275,0.3886263072490692,0.18207672238349915,0.11573401838541031,0.23542733490467072,0.4245251417160034,0.04377086088061333,0.25814583897590637
debuted,0.17272479832172394,0.1734311431646347,0.14057357609272003,0.18207629024982452,0.09705238789319992,0.34708401560783386,0.1612258106470108,0.1422496885061264,0.3414226770401001,0.11049316078424454,0.12089905142784119
as,0.41006597876548767,0.19753755629062653,0.22086967527866364,0.3251767158508301,0.33237552642822266,0.19467419385910034,0.21902082860469818,0.22020046412944794,0.36047765612602234,0.013620398007333279,0.27043893933296204
a,0.56894451379776,0.22815600037574768,0.19997262954711914,0.322764128446579,0.2396019846200943,0.17133650183677673,0.1478407233953476,0.21178016066551208,0.3848365545272827,0.032233305275440216,0.23916715383529663
summer,0.2346092164516449,0.15931445360183716,0.16260595619678497,0.16950193047523499,0.14796216785907745,0.166437029838562,0.09836351871490479,0.16850244998931885,0.2136225402355194,0.07902707159519196,0.11625723540782928
series,0.2484029233455658,0.12594081461429596,0.15953467786312103,0.20279763638973236,0.12421681731939316,0.16519109904766083,0.1557130515575409,0.13841770589351654,0.23828625679016113,-0.0268961600959301,0.1709602326154709
",",0.3658004403114319,0.1907428652048111,0.22460860013961792,0.39760664105415344,0.3282252550125122,0.23146051168441772,0.2536325752735138,0.26416540145874023,0.49057599902153015,0.11310062557458878,0.31091248989105225
before,0.3430410623550415,0.16277603805065155,0.14634458720684052,0.38587698340415955,0.2673083245754242,0.2856208086013794,0.14199542999267578,0.1467869132757187,0.3903424143791199,-0.0007669880869798362,0.2507109045982361
becoming,0.25386714935302734,0.27706167101860046,0.08289740234613419,0.25372451543807983,0.23764917254447937,0.2729496955871582,0.07824148237705231,0.10628202557563782,0.22483573853969574,-0.026332486420869827,0.17354105412960052
a,0.56894451379776,0.22815600037574768,0.19997262954711914,0.322764128446579,0.2396019846200943,0.17133650183677673,0.1478407233953476,0.21178016066551208,0.3848365545272827,0.032233305275440216,0.23916715383529663
year-round,0.33467695116996765,0.2376452088356018,0.21752874553203583,0.3295431137084961,0.21638111770153046,0.23747457563877106,0.21092411875724792,0.24486175179481506,0.3390135169029236,0.23281852900981903,0.30329644680023193
program,0.3116832673549652,0.15272411704063416,0.2648901641368866,0.20039871335029602,0.1810770481824875,0.11729885637760162,0.16794541478157043,0.11030801385641098,0.23327119648456573,0.0314958393573761,0.1440187245607376
in,0.4840516746044159,0.1986217200756073,0.15393804013729095,0.4274188280105591,0.3300545811653137,0.29866936802864075,0.18993298709392548,0.2140151709318161,0.46853652596473694,0.04978962242603302,0.20430970191955566
1979,0.25906670093536377,0.19781482219696045,0.10924537479877472,0.14591389894485474,0.16416002810001373,0.1028728038072586,0.08566408604383469,0.14446035027503967,0.2042657434940338,0.3055086135864258,0.09159877151250839
–,0.12425179779529572,0.18367502093315125,0.12371481209993362,0.1996118724346161,0.14820721745491028,0.2111010104417801,0.23838098347187042,0.14949318766593933,0.20514154434204102,0.10293041169643402,0.2714554965496063
was,0.2830964922904968,0.17758683860301971,0.1356995701789856,0.31171464920043945,0.3137040436267853,0.3172960579395294,0.2388894110918045,0.18749697506427765,0.3909217119216919,0.008665344677865505,0.18412111699581146
immediately,0.36695992946624756,0.13196498155593872,0.1571766436100006,0.24079495668411255,0.13623695075511932,0.15364931523799896,0.1900174468755722,0.14357835054397583,0.27846747636795044,-0.06266436725854874,0.21004259586334229
revamped,0.28893011808395386,0.08871166408061981,0.11424655467271805,0.21356593072414398,0.25154900550842285,0.24855643510818481,0.20259062945842743,0.1517055630683899,0.32649242877960205,0.004539893474429846,0.2505996525287628
to,0.5345056653022766,0.21364374458789825,0.2083270102739334,0.4069952368736267,0.3122048079967499,0.18175388872623444,0.10350610315799713,0.21259984374046326,0.41031414270401,0.03522279113531113,0.29463258385658264
feature,0.35925614833831787,0.1438099443912506,0.2595623731613159,0.16614282131195068,0.1466284543275833,0.0606994703412056,0.05848923698067665,0.17510567605495453,0.29385992884635925,0.1125546395778656,0.2893312871456146
a,0.56894451379776,0.22815600037574768,0.19997262954711914,0.322764128446579,0.2396019846200943,0.17133650183677673,0.1478407233953476,0.21178016066551208,0.3848365545272827,0.032233305275440216,0.23916715383529663
mix,0.22546672821044922,0.09459484368562698,0.04972448572516441,0.12250742316246033,0.14843687415122986,0.0516449399292469,0.16072861850261688,0.17612464725971222,0.1224297508597374,0.11783339083194733,0.11501310765743256
of,0.5011631846427917,0.26416701078414917,0.1308683305978775,0.4249346852302551,0.3291318118572235,0.24761945009231567,0.23160827159881592,0.21881243586540222,0.3966929316520691,0.11460263282060623,0.1826142966747284
in-depth,0.28756970167160034,0.07719414681196213,0.23357270658016205,0.17245718836784363,0.1301831752061844,0.058911655098199844,0.06781145185232162,0.07652568817138672,0.23608767986297607,0.004624037072062492,0.2095649689435959
