,in,what,country,was,a,full-scale,working,railway,steam,locomotive,first,invented,?
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.48711544275283813,0.5829201340675354,0.25189071893692017,0.25857484340667725,0.2692219316959381,0.23105813562870026,0.22304096817970276,0.49448907375335693,0.16009420156478882,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.25299665331840515,0.5022147297859192,0.4287874400615692,0.2325461208820343,0.22763168811798096,0.17453445494174957,0.2210129350423813,0.16801829636096954,1.0,0.3352304697036743,0.18701928853988647
full-scale,0.25651243329048157,0.26528653502464294,0.15296760201454163,0.21372632682323456,0.27553609013557434,1.0000001192092896,0.2235219031572342,0.26333269476890564,0.2689743638038635,0.30021902918815613,0.2325461208820343,0.14761435985565186,0.24412725865840912
working,0.3062970042228699,0.2846863269805908,0.11081996560096741,0.25099408626556396,0.2998538911342621,0.2235219031572342,1.0,0.24390365183353424,0.20605218410491943,0.20916402339935303,0.22763168811798096,0.2802770435810089,0.17154020071029663
railway,0.2326211929321289,0.16704553365707397,0.20510515570640564,0.20427824556827545,0.23760579526424408,0.26333269476890564,0.24390365183353424,1.0,0.4340377151966095,0.562675416469574,0.17453445494174957,0.1702781766653061,0.07994066178798676
steam,0.19852672517299652,0.15672586858272552,0.10184652358293533,0.16913670301437378,0.2141898274421692,0.2689743638038635,0.20605218410491943,0.4340377151966095,1.0000001192092896,0.5478587746620178,0.2210129350423813,0.3178778886795044,0.113324373960495
locomotive,0.19649046659469604,0.13605007529258728,0.14127269387245178,0.17496159672737122,0.22328422963619232,0.30021902918815613,0.20916402339935303,0.562675416469574,0.5478587746620178,1.0,0.16801829636096954,0.1845904439687729,0.10199091583490372
was,0.45514053106307983,0.22111038863658905,0.24557247757911682,1.0000001192092896,0.4508470594882965,0.21372632682323456,0.25099408626556396,0.20427824556827545,0.16913670301437378,0.17496159672737122,0.5022147297859192,0.2900676131248474,0.18412111699581146
built,0.25829681754112244,0.1554843783378601,0.1507541686296463,0.3424932360649109,0.23064446449279785,0.24165187776088715,0.23703758418560028,0.33443552255630493,0.330292284488678,0.34810733795166016,0.28534698486328125,0.3611098825931549,0.09449632465839386
by,0.370934396982193,0.2455483376979828,0.24224938452243805,0.4752357602119446,0.32094135880470276,0.1546914428472519,0.20218691229820251,0.1736236810684204,0.18134352564811707,0.188749298453331,0.3877052962779999,0.24488699436187744,0.17966607213020325
richard,0.23321768641471863,0.19329693913459778,0.16505588591098785,0.26966050267219543,0.243032768368721,0.21142758429050446,0.15685750544071198,0.17900104820728302,0.17245730757713318,0.14687775075435638,0.21793003380298615,0.17056512832641602,0.15003317594528198
trevithick,0.3304753005504608,0.19898971915245056,0.14300468564033508,0.353197306394577,0.32823309302330017,0.2434656172990799,0.2868732810020447,0.3499394357204437,0.35976073145866394,0.3617221713066101,0.32800382375717163,0.36336198449134827,0.2125524878501892
in,1.0,0.30808621644973755,0.3040012717247009,0.45514053106307983,0.539380669593811,0.25651243329048157,0.3062970042228699,0.2326211929321289,0.19852672517299652,0.19649046659469604,0.4127444326877594,0.21565213799476624,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.48711544275283813,0.5829201340675354,0.25189071893692017,0.25857484340667725,0.2692219316959381,0.23105813562870026,0.22304096817970276,0.49448907375335693,0.16009420156478882,0.22068053483963013
united,0.3938477039337158,0.20036718249320984,0.3808354437351227,0.31727492809295654,0.2732578217983246,0.2063717544078827,0.1532057672739029,0.19810497760772705,0.16146141290664673,0.1865159422159195,0.37439173460006714,0.09999577701091766,0.17266890406608582
kingdom,0.28265801072120667,0.17826133966445923,0.35060322284698486,0.27756404876708984,0.18099536001682281,0.15882238745689392,0.08704271167516708,0.23908944427967072,0.18514855206012726,0.23106686770915985,0.26541364192962646,0.0924447774887085,0.12927088141441345
and,0.4954058527946472,0.31309178471565247,0.30884742736816406,0.3740963041782379,0.3739250600337982,0.25272688269615173,0.30510061979293823,0.19695477187633514,0.24133789539337158,0.19402746856212616,0.3167642652988434,0.10205988585948944,0.20544172823429108
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.45456063747406006,0.427140474319458,0.21983574330806732,0.29007792472839355,0.21531596779823303,0.2264556586742401,0.19542674720287323,0.34503069519996643,0.21420055627822876,0.31091248989105225
on,0.46853652596473694,0.34226128458976746,0.21584933996200562,0.3909217119216919,0.3848365545272827,0.2163616120815277,0.2811677157878876,0.1921648234128952,0.1939276158809662,0.1268535554409027,0.3120559751987457,0.12393492460250854,0.2714994251728058
21,0.09147433191537857,-0.09070611000061035,0.12995192408561707,0.03990492597222328,0.0032356141600757837,0.04589539393782616,-0.043599847704172134,0.1217486709356308,-0.038828302174806595,0.049385566264390945,0.10486142337322235,-0.0030931744258850813,-0.01186173316091299
february,0.2990526556968689,0.1913013905286789,0.17328226566314697,0.446986585855484,0.2560074031352997,0.1587991565465927,0.22945265471935272,0.14505800604820251,0.11108926683664322,0.11776703596115112,0.27188631892204285,0.1243729293346405,0.29594847559928894
1804,-0.04234183579683304,-0.05124351382255554,-0.034585993736982346,-0.15912246704101562,0.04043109342455864,0.028171958401799202,-0.050661832094192505,-0.04541214928030968,-0.0366947315633297,-0.08288710564374924,-0.15224631130695343,-0.12475766241550446,0.011757442727684975
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.45456063747406006,0.427140474319458,0.21983574330806732,0.29007792472839355,0.21531596779823303,0.2264556586742401,0.19542674720287323,0.34503069519996643,0.21420055627822876,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.48711544275283813,0.5829201340675354,0.25189071893692017,0.25857484340667725,0.2692219316959381,0.23105813562870026,0.22304096817970276,0.49448907375335693,0.16009420156478882,0.22068053483963013
world,0.3038199245929718,0.21669597923755646,0.3171674609184265,0.3097524344921112,0.22239887714385986,0.2005138248205185,0.2526952922344208,0.15220041573047638,0.14963915944099426,0.09237456321716309,0.31190985441207886,0.18757368624210358,0.17579582333564758
's,-0.037580832839012146,0.02692362666130066,0.0747150406241417,0.008974763564765453,0.04866964742541313,0.036148276180028915,-0.0629357099533081,0.04776231199502945,0.03992457315325737,0.04955169931054115,-0.014458609744906425,-0.04714568704366684,-0.023395681753754616
first,0.4127444326877594,0.28086137771606445,0.25299665331840515,0.5022147297859192,0.4287874400615692,0.2325461208820343,0.22763168811798096,0.17453445494174957,0.2210129350423813,0.16801829636096954,1.0,0.3352304697036743,0.18701928853988647
railway,0.2326211929321289,0.16704553365707397,0.20510515570640564,0.20427824556827545,0.23760579526424408,0.26333269476890564,0.24390365183353424,1.0,0.4340377151966095,0.562675416469574,0.17453445494174957,0.1702781766653061,0.07994066178798676
journey,0.1607937216758728,0.1740729808807373,0.20845100283622742,0.24955794215202332,0.1638973504304886,0.14080160856246948,0.14008410274982452,0.18982551991939545,0.20856675505638123,0.12893030047416687,0.27903813123703003,0.06323610246181488,0.06391996890306473
took,0.2818296551704407,0.1316593885421753,0.21234188973903656,0.48213186860084534,0.18697012960910797,0.1251968890428543,0.18197444081306458,0.11819141358137131,0.1030958965420723,0.07267124205827713,0.36460110545158386,0.18088817596435547,0.14109265804290771
place,0.38128477334976196,0.2689766585826874,0.2585384249687195,0.26867109537124634,0.3079278767108917,0.14389118552207947,0.11063252389431,0.14031782746315002,0.16869553923606873,0.1006120964884758,0.283309668302536,0.09982582181692123,0.2455766350030899
as,0.3887844979763031,0.31749409437179565,0.2241005152463913,0.3677520453929901,0.39550232887268066,0.2510860562324524,0.2861536145210266,0.19128337502479553,0.20776431262493134,0.15830984711647034,0.33842000365257263,0.19728437066078186,0.27043893933296204
trevithick,0.3304753005504608,0.19898971915245056,0.14300468564033508,0.353197306394577,0.32823309302330017,0.2434656172990799,0.2868732810020447,0.3499394357204437,0.35976073145866394,0.3617221713066101,0.32800382375717163,0.36336198449134827,0.2125524878501892
's,-0.037580832839012146,0.02692362666130066,0.0747150406241417,0.008974763564765453,0.04866964742541313,0.036148276180028915,-0.0629357099533081,0.04776231199502945,0.03992457315325737,0.04955169931054115,-0.014458609744906425,-0.04714568704366684,-0.023395681753754616
unnamed,0.24712584912776947,0.19988253712654114,0.22247722744941711,0.23152253031730652,0.2926062345504761,0.2752736806869507,0.06523966789245605,0.09658078104257584,0.05169650912284851,0.17999309301376343,0.28028708696365356,0.05637548863887787,0.15394726395606995
steam,0.19852672517299652,0.15672586858272552,0.10184652358293533,0.16913670301437378,0.2141898274421692,0.2689743638038635,0.20605218410491943,0.4340377151966095,1.0000001192092896,0.5478587746620178,0.2210129350423813,0.3178778886795044,0.113324373960495
locomotive,0.19649046659469604,0.13605007529258728,0.14127269387245178,0.17496159672737122,0.22328422963619232,0.30021902918815613,0.20916402339935303,0.562675416469574,0.5478587746620178,1.0,0.16801829636096954,0.1845904439687729,0.10199091583490372
hauled,0.2113831788301468,0.15768182277679443,0.14093998074531555,0.3598765730857849,0.21552690863609314,0.18317745625972748,0.21622325479984283,0.4002758264541626,0.43451112508773804,0.44201552867889404,0.2582257091999054,0.20533978939056396,0.20349560678005219
a,0.539380669593811,0.3320399522781372,0.20991116762161255,0.4508470594882965,1.0,0.27553609013557434,0.2998538911342621,0.23760579526424408,0.2141898274421692,0.22328422963619232,0.4287874400615692,0.26715824007987976,0.23916715383529663
train,0.2214587926864624,0.203918918967247,0.2089454084634781,0.14977088570594788,0.2487073689699173,0.17897763848304749,0.2598456144332886,0.5728828310966492,0.37803757190704346,0.4519631564617157,0.20000076293945312,0.06560201197862625,0.14194068312644958
along,0.3603311777114868,0.22421957552433014,0.18768267333507538,0.24175575375556946,0.24426962435245514,0.01415721420198679,0.16708897054195404,0.22928255796432495,0.22119560837745667,0.12069550156593323,0.23936891555786133,0.1494571715593338,0.17134909331798553
