,who,demonstrated,how,to,create,a,perfect,number,from,a,mersenne,prime,?
euclid,0.2344662845134735,0.21415583789348602,0.1964697539806366,0.21349556744098663,0.18320557475090027,0.17949138581752777,0.3211735486984253,0.2839837670326233,0.17909283936023712,0.17949138581752777,0.533148467540741,0.264380544424057,0.2122764140367508
's,0.05599616840481758,-0.06748194992542267,-0.026164190843701363,0.03782717138528824,0.04883107915520668,0.04866964742541313,0.0976426973938942,0.033178191632032394,-0.01936490088701248,0.04866964742541313,0.03386222943663597,-0.0056337774731218815,-0.023395681753754616
elements,0.15524056553840637,0.18436124920845032,0.23976826667785645,0.22117622196674347,0.3225404620170593,0.2716076672077179,0.17277836799621582,0.23878861963748932,0.17875328660011292,0.2716076672077179,0.23044320940971375,0.10836401581764221,0.15222592651844025
(,0.2443375140428543,0.12283910810947418,0.1676948219537735,0.30882009863853455,0.22872920334339142,0.3206180930137634,0.20724283158779144,0.16158060729503632,0.25806233286857605,0.3206180930137634,0.22514118254184723,0.21646767854690552,0.40561532974243164
circa,0.20391501486301422,0.19517752528190613,0.13142232596874237,0.19420944154262543,0.07158536463975906,0.14901764690876007,0.11807369440793991,0.12990686297416687,0.22997374832630157,0.14901764690876007,0.16835661232471466,0.1312396228313446,0.11602373421192169
300,-0.055552978068590164,-0.06126633286476135,-0.03424505144357681,-0.074339859187603,-0.03939921036362648,-0.059995848685503006,-0.02021191269159317,-0.05055490508675575,-0.04450348764657974,-0.059995848685503006,-0.01927018165588379,0.05840351805090904,-0.06213558092713356
bc,0.17401666939258575,0.12052759528160095,0.19450779259204865,0.1713111847639084,0.1524338275194168,0.17231819033622742,0.14997966587543488,0.1735805720090866,0.21324317157268524,0.17231819033622742,0.21415327489376068,0.1493973284959793,0.1382298320531845
),0.2457384318113327,0.11543755978345871,0.17939934134483337,0.31236231327056885,0.21898718178272247,0.3640355169773102,0.22522085905075073,0.19318018853664398,0.2672361731529236,0.3640355169773102,0.23702381551265717,0.20705947279930115,0.42300865054130554
contain,0.06489512324333191,0.1966882050037384,0.2636528015136719,0.28093209862709045,0.3608741760253906,0.23510922491550446,0.22111564874649048,0.3080412447452545,0.21935680508613586,0.23510922491550446,0.22270189225673676,0.10805153846740723,0.18853069841861725
important,0.23735733330249786,0.19852781295776367,0.3054346442222595,0.30913278460502625,0.22806023061275482,0.2963852882385254,0.20699317753314972,0.23513208329677582,0.23078285157680511,0.2963852882385254,0.25521671772003174,0.11584660410881042,0.17812499403953552
theorems,0.16793489456176758,0.1918407380580902,0.2749069929122925,0.1962413340806961,0.21735557913780212,0.22510939836502075,0.30326324701309204,0.2690855860710144,0.08465569466352463,0.22510939836502075,0.5025179982185364,0.34139615297317505,0.19396957755088806
about,0.3477841317653656,0.20578612387180328,0.44264400005340576,0.391953706741333,0.21132472157478333,0.34171196818351746,0.2018584907054901,0.21996697783470154,0.3421173691749573,0.34171196818351746,0.19909316301345825,0.1290404349565506,0.302409827709198
primes,0.17793437838554382,0.2289731353521347,0.1886630654335022,0.22901344299316406,0.12925969064235687,0.21026647090911865,0.30775609612464905,0.42379385232925415,0.15068890154361725,0.21026647090911865,0.5664515495300293,0.7104739546775818,0.18851876258850098
",",0.3365725874900818,0.29227107763290405,0.22659391164779663,0.44245919585227966,0.2240353375673294,0.427140474319458,0.2037888914346695,0.2535701394081116,0.39760664105415344,0.427140474319458,0.29002073407173157,0.2565026581287384,0.31091248989105225
including,0.2835840582847595,0.17956869304180145,0.20270724594593048,0.24006329476833344,0.1954490691423416,0.21045410633087158,0.11487362533807755,0.3686226010322571,0.3061726689338684,0.21045410633087158,0.1486494541168213,0.14648841321468353,0.1633303165435791
the,0.3733934462070465,0.2412586510181427,0.33890387415885925,0.535392165184021,0.25265660881996155,0.5829201340675354,0.24054312705993652,0.35145696997642517,0.40150508284568787,0.5829201340675354,0.2577901780605316,0.19960100948810577,0.22068053483963013
infinitude,0.09854032099246979,0.18181133270263672,0.271417498588562,0.19398577511310577,0.24332575500011444,0.24419008195400238,0.43969470262527466,0.38669705390930176,0.16031703352928162,0.24419008195400238,0.43289482593536377,0.2736856937408447,0.2748781144618988
of,0.2827862501144409,0.21852713823318481,0.2480744868516922,0.41548454761505127,0.23675619065761566,0.5052502155303955,0.21740755438804626,0.2778518795967102,0.4249346852302551,0.5052502155303955,0.26412224769592285,0.23935265839099884,0.1826142966747284
primes,0.17793437838554382,0.2289731353521347,0.1886630654335022,0.22901344299316406,0.12925969064235687,0.21026647090911865,0.30775609612464905,0.42379385232925415,0.15068890154361725,0.21026647090911865,0.5664515495300293,0.7104739546775818,0.18851876258850098
and,0.41279885172843933,0.22215715050697327,0.33647966384887695,0.48971283435821533,0.290901243686676,0.3739250600337982,0.24410279095172882,0.28545793890953064,0.3601827025413513,0.3739250600337982,0.25764185190200806,0.21528048813343048,0.20544172823429108
the,0.3733934462070465,0.2412586510181427,0.33890387415885925,0.535392165184021,0.25265660881996155,0.5829201340675354,0.24054312705993652,0.35145696997642517,0.40150508284568787,0.5829201340675354,0.2577901780605316,0.19960100948810577,0.22068053483963013
fundamental,0.21851463615894318,0.2858726978302002,0.2837165892124176,0.25741058588027954,0.23821823298931122,0.2387043535709381,0.2808897793292999,0.28797411918640137,0.1667722761631012,0.2387043535709381,0.29864951968193054,0.2027588039636612,0.2011919468641281
