,what,color,jersey,has,denver,0-4,?
they,0.4431931674480438,0.20740480720996857,0.17644836008548737,0.3512192368507385,0.23547865450382233,-0.06477085500955582,0.2753053903579712
also,0.42747777700424194,0.2363780438899994,0.19878780841827393,0.505894660949707,0.22233274579048157,0.0023547231685370207,0.21848613023757935
lost,0.198215052485466,0.10638289898633957,0.1435754895210266,0.22842691838741302,0.1464529186487198,-0.06307392567396164,0.15261413156986237
super,0.13651713728904724,0.16928184032440186,0.17517198622226715,0.15233033895492554,0.24589714407920837,0.01082916185259819,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.11445274204015732,0.17163237929344177,0.2861449718475342,-0.03228748217225075,0.21118052303791046
xxi,0.06845451891422272,0.12870870530605316,0.12815046310424805,0.08511719107627869,0.20164251327514648,0.018287293612957,0.13385747373104095
when,0.4700249433517456,0.21349301934242249,0.16717059910297394,0.34538573026657104,0.16849075257778168,-0.1037072166800499,0.22841128706932068
they,0.4431931674480438,0.20740480720996857,0.17644836008548737,0.3512192368507385,0.23547865450382233,-0.06477085500955582,0.2753053903579712
wore,0.16125711798667908,0.2502702474594116,0.3112911581993103,0.207685649394989,0.23825088143348694,-0.0664023831486702,0.11052817106246948
white,0.1410645991563797,0.32437393069267273,0.17285500466823578,0.21748964488506317,0.18993325531482697,-0.18019376695156097,0.124679796397686
jerseys,0.11635155230760574,0.3001514971256256,0.7998751997947693,0.2126256376504898,0.328667551279068,-0.05693399906158447,0.0964861810207367
",",0.3087472915649414,0.20653429627418518,0.28451916575431824,0.3734780251979828,0.25173696875572205,-0.08814579248428345,0.31091248989105225
but,0.5029441118240356,0.21793869137763977,0.149017795920372,0.41906601190567017,0.11455316841602325,-0.10909529030323029,0.27921953797340393
they,0.4431931674480438,0.20740480720996857,0.17644836008548737,0.3512192368507385,0.23547865450382233,-0.06477085500955582,0.2753053903579712
are,0.29724663496017456,0.18541783094406128,0.14831630885601044,0.4313911199569702,0.1584964543581009,-0.005556955933570862,0.24591213464736938
0-4,-0.10050863027572632,-0.113247811794281,-0.017363712191581726,-0.059903062880039215,-0.0036376100033521652,0.9999999403953552,-0.05743894353508949
in,0.30808621644973755,0.10136925429105759,0.27480635046958923,0.4173259735107422,0.2221570909023285,-0.07336104661226273,0.20430970191955566
super,0.13651713728904724,0.16928184032440186,0.17517198622226715,0.15233033895492554,0.24589714407920837,0.01082916185259819,0.166326642036438
bowls,0.12354444712400436,0.22531867027282715,0.10594309121370316,0.18202731013298035,0.21798750758171082,0.033193428069353104,0.1849047988653183
when,0.4700249433517456,0.21349301934242249,0.16717059910297394,0.34538573026657104,0.16849075257778168,-0.1037072166800499,0.22841128706932068
wearing,0.22093060612678528,0.2630912959575653,0.238701730966568,0.20110830664634705,0.17422018945217133,-0.030793771147727966,0.11018665879964828
orange,0.18341036140918732,0.34436503052711487,0.28903189301490784,0.1741209179162979,0.18875829875469208,-0.12443162500858307,0.1066059097647667
jerseys,0.11635155230760574,0.3001514971256256,0.7998751997947693,0.2126256376504898,0.328667551279068,-0.05693399906158447,0.0964861810207367
",",0.3087472915649414,0.20653429627418518,0.28451916575431824,0.3734780251979828,0.25173696875572205,-0.08814579248428345,0.31091248989105225
losing,0.2354373037815094,0.17380255460739136,0.10046438127756119,0.22805403172969818,0.17498186230659485,-0.029276149347424507,0.15056444704532623
in,0.30808621644973755,0.10136925429105759,0.27480635046958923,0.4173259735107422,0.2221570909023285,-0.07336104661226273,0.20430970191955566
super,0.13651713728904724,0.16928184032440186,0.17517198622226715,0.15233033895492554,0.24589714407920837,0.01082916185259819,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.11445274204015732,0.17163237929344177,0.2861449718475342,-0.03228748217225075,0.21118052303791046
xii,0.12015262246131897,0.11082880944013596,0.10725001245737076,0.14644421637058258,0.1526803821325302,0.056530293077230453,0.1940627098083496
",",0.3087472915649414,0.20653429627418518,0.28451916575431824,0.3734780251979828,0.25173696875572205,-0.08814579248428345,0.31091248989105225
xxii,0.11005088686943054,0.12861111760139465,0.1604773849248886,0.13046333193778992,0.23163990676403046,0.059480488300323486,0.17310340702533722
",",0.3087472915649414,0.20653429627418518,0.28451916575431824,0.3734780251979828,0.25173696875572205,-0.08814579248428345,0.31091248989105225
xxiv,0.128992959856987,0.18188245594501495,0.22253172099590302,0.10533888638019562,0.2687889337539673,0.002520918846130371,0.18002042174339294
",",0.3087472915649414,0.20653429627418518,0.28451916575431824,0.3734780251979828,0.25173696875572205,-0.08814579248428345,0.31091248989105225
and,0.31309178471565247,0.21500243246555328,0.20752394199371338,0.43716782331466675,0.20625516772270203,-0.09289553016424179,0.20544172823429108
xlviii,0.1383136361837387,0.21843595802783966,0.20541366934776306,0.14064247906208038,0.318509042263031,0.013266881927847862,0.18409758806228638
.,0.3567904531955719,0.2641010880470276,0.2237938493490219,0.4105546176433563,0.2573630213737488,-0.1126987412571907,0.4130953550338745
