,how,many,of,the,richest,400,americans,grew,up,in,substantial,privilege,?
in,0.2601168751716614,0.41474202275276184,0.5696388483047485,0.6662389636039734,0.2720588445663452,0.1977328509092331,0.24953381717205048,0.2749199867248535,0.3120773434638977,1.0,0.248609721660614,0.15304477512836456,0.20430970191955566
september,0.16430224478244781,0.12516498565673828,0.16787530481815338,0.2516939043998718,0.158529594540596,0.15920792520046234,0.21034622192382812,0.19036170840263367,0.18870128691196442,0.25402772426605225,0.19744494557380676,0.1823650449514389,0.2665146589279175
2012,0.1487904042005539,0.2656145393848419,0.4422316551208496,0.46885523200035095,0.3305136263370514,0.231156587600708,0.1866443008184433,0.28861477971076965,0.23487414419651031,0.3800647258758545,0.20812161266803741,0.2241554856300354,0.18042556941509247
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.2780846655368805,0.15647920966148376,0.2545861303806305,0.26807159185409546,0.34193792939186096,0.5201468467712402,0.2560059130191803,0.24017098546028137,0.31091248989105225
according,0.29424387216567993,0.23689699172973633,0.3307822346687317,0.3202974498271942,0.27411696314811707,0.04457101225852966,0.19246500730514526,0.1745721697807312,0.21432863175868988,0.29259276390075684,0.24882957339286804,0.14463891088962555,0.21173474192619324
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.535392165184021,0.17104682326316833,0.0779322162270546,0.30128014087677,0.20424646139144897,0.40375280380249023,0.45010748505592346,0.31344684958457947,0.2700345516204834,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.27766263484954834,0.17705115675926208,0.3275100290775299,0.226883202791214,0.38423117995262146,0.6662389636039734,0.32639044523239136,0.22783038020133972,0.22068053483963013
institute,0.1578029990196228,0.17137596011161804,0.2977932393550873,0.24399729073047638,0.19727864861488342,0.02457873336970806,0.17652985453605652,0.1428823620080948,0.09551126509904861,0.2517135441303253,0.166748508810997,0.04536207392811775,0.115291528403759
for,0.3308170735836029,0.40972793102264404,0.4185989499092102,0.4739971458911896,0.19477729499340057,0.09554251283407211,0.30406907200813293,0.19393101334571838,0.342966228723526,0.4322226941585541,0.28212249279022217,0.2592915892601013,0.264628142118454
policy,0.343195378780365,0.2228303849697113,0.24393197894096375,0.2358427494764328,0.09499547630548477,0.026958348229527473,0.29253700375556946,0.10450639575719833,0.17181722819805145,0.1459147185087204,0.325180321931839,0.32866600155830383,0.30462446808815
studies,0.20649661123752594,0.27777576446533203,0.26975658535957336,0.22738903760910034,0.15784355998039246,-0.003512158989906311,0.198722705245018,0.23596201837062836,0.14974026381969452,0.30442532896995544,0.21045830845832825,0.11276540160179138,0.1388726830482483
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.4933079481124878,0.2780846655368805,0.15647920966148376,0.2545861303806305,0.26807159185409546,0.34193792939186096,0.5201468467712402,0.2560059130191803,0.24017098546028137,0.31091248989105225
``,-0.01591024175286293,0.012824942357838154,0.06780257821083069,0.029072100296616554,0.030559908598661423,-0.10072708129882812,0.00415491359308362,0.0633118748664856,0.1065044030547142,0.04765888676047325,0.03192983567714691,0.04410731792449951,0.0685480609536171
over,0.31446483731269836,0.47131630778312683,0.36136594414711,0.39856547117233276,0.2077694982290268,0.11600986868143082,0.24713510274887085,0.16398663818836212,0.37640950083732605,0.3605569899082184,0.30494576692581177,0.19328774511814117,0.25742942094802856
60,0.12259688228368759,0.0015101747121661901,0.05524682253599167,0.04635925963521004,-0.0759105458855629,-0.08150212466716766,-0.0006241506198421121,-0.06300458312034607,-0.025363227352499962,0.008437495678663254,0.06544183939695358,-0.09236664324998856,0.06999651342630386
percent,0.21959637105464935,0.2589898705482483,0.3004763424396515,0.277066707611084,0.2750873863697052,0.09053029119968414,0.27703842520713806,0.22916020452976227,0.19280150532722473,0.24886950850486755,0.3334164619445801,0.19481365382671356,0.14671556651592255
'',-0.0029843549709767103,-0.016843097284436226,0.13035868108272552,0.041273195296525955,0.06304971128702164,-0.025032708421349525,-0.01845560036599636,0.09684256464242935,0.053049519658088684,0.07432962208986282,0.0329829603433609,0.050798844546079636,0.018684765323996544
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.3122171461582184,0.1451684534549713,0.22938047349452972,0.2421051263809204,0.32945773005485535,0.5696388483047485,0.30609557032585144,0.176657035946846,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.27766263484954834,0.17705115675926208,0.3275100290775299,0.226883202791214,0.38423117995262146,0.6662389636039734,0.32639044523239136,0.22783038020133972,0.22068053483963013
forbes,0.11774519830942154,0.19438765943050385,0.22141948342323303,0.22108957171440125,0.45115312933921814,0.11917620152235031,0.18753477931022644,0.22024866938591003,0.18503159284591675,0.2087683081626892,0.1553381085395813,0.18834643065929413,0.1712266504764557
richest,0.14865261316299438,0.25070086121559143,0.3122171461582184,0.27766263484954834,1.0,0.03967668116092682,0.2053712159395218,0.28797242045402527,0.21923236548900604,0.2720588445663452,0.18809302151203156,0.1641572117805481,0.15691500902175903
400,0.06928388774394989,0.11344236135482788,0.1451684534549713,0.17705115675926208,0.03967668116092682,1.0,0.026167768985033035,0.09777183830738068,0.13767556846141815,0.1977328509092331,0.04528072848916054,0.13580982387065887,0.14271585643291473
americans,0.26547572016716003,0.32616177201271057,0.22938047349452972,0.3275100290775299,0.2053712159395218,0.026167768985033035,1.0,0.2422735095024109,0.21202625334262848,0.24953381717205048,0.20359273254871368,0.24347588419914246,0.19417695701122284
``,-0.01591024175286293,0.012824942357838154,0.06780257821083069,0.029072100296616554,0.030559908598661423,-0.10072708129882812,0.00415491359308362,0.0633118748664856,0.1065044030547142,0.04765888676047325,0.03192983567714691,0.04410731792449951,0.0685480609536171
grew,0.11287437379360199,0.28187963366508484,0.2421051263809204,0.226883202791214,0.28797242045402527,0.09777183830738068,0.2422735095024109,1.0000001192092896,0.38459810614585876,0.2749199867248535,0.13265636563301086,0.09534255415201187,0.05505307391285896
up,0.2819872200489044,0.2688518464565277,0.32945773005485535,0.38423117995262146,0.21923236548900604,0.13767556846141815,0.21202625334262848,0.38459810614585876,1.0000001192092896,0.3120773434638977,0.15435029566287994,0.18180885910987854,0.1819818764925003
in,0.2601168751716614,0.41474202275276184,0.5696388483047485,0.6662389636039734,0.2720588445663452,0.1977328509092331,0.24953381717205048,0.2749199867248535,0.3120773434638977,1.0,0.248609721660614,0.15304477512836456,0.20430970191955566
substantial,0.2740956246852875,0.33162087202072144,0.30609557032585144,0.32639044523239136,0.18809302151203156,0.04528072848916054,0.20359273254871368,0.13265636563301086,0.15435029566287994,0.248609721660614,1.0,0.29941654205322266,0.25194647908210754
