,how,much,time,did,he,claim,had,to,pass,before,he,gave,the,ray,to,the,world,?
i,0.3186261057853699,0.3154860734939575,0.27582284808158875,0.32301032543182373,0.2982874810695648,0.2816718816757202,0.2507022023200989,0.3140375316143036,0.18861903250217438,0.3053337037563324,0.2982874810695648,0.1594366580247879,0.26687872409820557,0.07433518767356873,0.3140375316143036,0.26687872409820557,0.17250654101371765,0.4695145785808563
have,0.4370637536048889,0.440376877784729,0.3659670352935791,0.3783526122570038,0.3020331561565399,0.3330055773258209,0.6263401508331299,0.4544740617275238,0.27289512753486633,0.3593204617500305,0.3020331561565399,0.25077977776527405,0.40389683842658997,0.14121045172214508,0.4544740617275238,0.40389683842658997,0.2620723843574524,0.32991164922714233
built,0.16975881159305573,0.21104377508163452,0.2300669103860855,0.2079687863588333,0.19984933733940125,0.11255811899900436,0.30353620648384094,0.2183011770248413,0.12213902920484543,0.17410962283611298,0.19984933733940125,0.2436756044626236,0.2950156033039093,0.11467911303043365,0.2183011770248413,0.2950156033039093,0.25674813985824585,0.09449632465839386
",",0.22659391164779663,0.36182254552841187,0.3029961884021759,0.3015086054801941,0.40251094102859497,0.2664267122745514,0.35487717390060425,0.44245919585227966,0.22301842272281647,0.3156566619873047,0.40251094102859497,0.2448001652956009,0.4933079481124878,0.2391526848077774,0.44245919585227966,0.4933079481124878,0.26091980934143066,0.31091248989105225
demonstrated,0.2632872462272644,0.27327004075050354,0.19660045206546783,0.2299390286207199,0.19757512211799622,0.3875879943370819,0.2556147873401642,0.24695155024528503,0.22129298746585846,0.17893864214420319,0.19757512211799622,0.18748122453689575,0.2412586510181427,0.11948582530021667,0.24695155024528503,0.2412586510181427,0.14518043398857117,0.1947716772556305
and,0.33647966384887695,0.38395699858665466,0.3025408685207367,0.34479495882987976,0.45427167415618896,0.22851447761058807,0.3872550129890442,0.48971283435821533,0.2433357536792755,0.3518902659416199,0.45427167415618896,0.2681863307952881,0.5171257257461548,0.20290938019752502,0.48971283435821533,0.5171257257461548,0.3246132433414459,0.20544172823429108
used,0.34819337725639343,0.3209210932254791,0.2869652807712555,0.30443844199180603,0.17024852335453033,0.19199565052986145,0.2477826625108719,0.40058770775794983,0.15468011796474457,0.23564469814300537,0.17024852335453033,0.1685231477022171,0.3718377649784088,0.14107592403888702,0.40058770775794983,0.3718377649784088,0.2367367148399353,0.22430120408535004
it,0.36714982986450195,0.48116767406463623,0.3375589847564697,0.2993364930152893,0.36018872261047363,0.2609662115573883,0.2910259962081909,0.513711154460907,0.2256692498922348,0.34684064984321594,0.36018872261047363,0.2046516388654709,0.6251175999641418,0.13473767042160034,0.513711154460907,0.6251175999641418,0.2775384485721588,0.25732165575027466
.,0.3287222981452942,0.3374604284763336,0.371569961309433,0.35288307070732117,0.38061028718948364,0.24773532152175903,0.37348684668540955,0.4645031690597534,0.1901644617319107,0.36693984270095825,0.38061028718948364,0.29957500100135803,0.5934505462646484,0.1587987244129181,0.4645031690597534,0.5934505462646484,0.3177160322666168,0.4130953550338745
,how,much,time,did,he,claim,had,to,pass,before,he,gave,the,ray,to,the,world,?
only,0.36590442061424255,0.411008358001709,0.3912617266178131,0.4039593040943146,0.31580641865730286,0.28165632486343384,0.3839550316333771,0.5096819996833801,0.22922289371490479,0.4493531882762909,0.31580641865730286,0.2635936141014099,0.5497692227363586,0.14538225531578064,0.5096819996833801,0.5497692227363586,0.2652057409286499,0.2767370045185089
a,0.29312583804130554,0.2958075702190399,0.3292340338230133,0.2552328109741211,0.4393508732318878,0.19074557721614838,0.34897568821907043,0.45503583550453186,0.19894953072071075,0.3583870828151703,0.4393508732318878,0.26239895820617676,0.5829201340675354,0.18048162758350372,0.45503583550453186,0.5829201340675354,0.22239887714385986,0.23916715383529663
little,0.2789124846458435,0.4950055181980133,0.2187122404575348,0.19468741118907928,0.1538708209991455,0.11367891728878021,0.22758257389068604,0.2547711431980133,0.13911718130111694,0.2276352196931839,0.1538708209991455,0.15302042663097382,0.2412613034248352,0.10297834873199463,0.2547711431980133,0.2412613034248352,0.1338973343372345,0.20336517691612244
time,0.35346719622612,0.3794040381908417,0.9999998807907104,0.3567926585674286,0.37626320123672485,0.23527570068836212,0.34488338232040405,0.3679993152618408,0.14543098211288452,0.4620465338230133,0.37626320123672485,0.20317798852920532,0.43061500787734985,0.15638963878154755,0.3679993152618408,0.43061500787734985,0.36250725388526917,0.27391523122787476
will,0.41543328762054443,0.33636274933815,0.3491556644439697,0.40638336539268494,0.17643459141254425,0.19132359325885773,0.3121661841869354,0.5091033577919006,0.2116200029850006,0.335540771484375,0.17643459141254425,0.15714186429977417,0.3635469079017639,0.1632593274116516,0.5091033577919006,0.3635469079017639,0.22279584407806396,0.35046905279159546
pass,0.23911701142787933,0.1864519864320755,0.14543098211288452,0.1339150071144104,0.11830402165651321,0.17285053431987762,0.16496343910694122,0.28446894884109497,1.0000001192092896,0.20007705688476562,0.11830402165651321,0.12067335844039917,0.25961899757385254,0.14215248823165894,0.28446894884109497,0.25961899757385254,0.028058625757694244,0.09478675574064255
before,0.33293965458869934,0.28763699531555176,0.4620465338230133,0.33642593026161194,0.3621264398097992,0.19179950654506683,0.3737051784992218,0.4190867841243744,0.20007705688476562,1.0,0.3621264398097992,0.2608739733695984,0.45900648832321167,0.13150154054164886,0.4190867841243744,0.45900648832321167,0.16942919790744781,0.2507109045982361
i,0.3186261057853699,0.3154860734939575,0.27582284808158875,0.32301032543182373,0.2982874810695648,0.2816718816757202,0.2507022023200989,0.3140375316143036,0.18861903250217438,0.3053337037563324,0.2982874810695648,0.1594366580247879,0.26687872409820557,0.07433518767356873,0.3140375316143036,0.26687872409820557,0.17250654101371765,0.4695145785808563
can,0.49246567487716675,0.39803463220596313,0.2720869183540344,0.32383522391319275,0.20159964263439178,0.17684704065322876,0.31523576378822327,0.4979398250579834,0.24173884093761444,0.2522135078907013,0.20159964263439178,0.1443357914686203,0.312528520822525,0.17132484912872314,0.4979398250579834,0.312528520822525,0.2264544814825058,0.3226337134838104
give,0.3704574406147003,0.30605238676071167,0.28061479330062866,0.34889718890190125,0.18745993077754974,0.3034735918045044,0.3329158425331116,0.4396136403083801,0.1959315687417984,0.25141507387161255,0.18745993077754974,0.5821815729141235,0.29086416959762573,0.1734757274389267,0.4396136403083801,0.29086416959762573,0.1313924789428711,0.2985610067844391
it,0.36714982986450195,0.48116767406463623,0.3375589847564697,0.2993364930152893,0.36018872261047363,0.2609662115573883,0.2910259962081909,0.513711154460907,0.2256692498922348,0.34684064984321594,0.36018872261047363,0.2046516388654709,0.6251175999641418,0.13473767042160034,0.513711154460907,0.6251175999641418,0.2775384485721588,0.25732165575027466
to,0.44169697165489197,0.40610215067863464,0.3679993152618408,0.4452643394470215,0.385390967130661,0.324158638715744,0.37984350323677063,1.0,0.28446894884109497,0.4190867841243744,0.385390967130661,0.27167177200317383,0.535392165184021,0.15882602334022522,1.0,0.535392165184021,0.26213452219963074,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.43061500787734985,0.34736719727516174,0.4571082592010498,0.25873351097106934,0.3875846862792969,0.535392165184021,0.25961899757385254,0.45900648832321167,0.4571082592010498,0.32555076479911804,1.0,0.16151063144207,0.535392165184021,1.0,0.33604270219802856,0.22068053483963013
world,0.25969967246055603,0.19682428240776062,0.36250725388526917,0.1944720596075058,0.2673812806606293,0.20474790036678314,0.22808445990085602,0.26213452219963074,0.028058625757694244,0.16942919790744781,0.2673812806606293,0.16789279878139496,0.33604270219802856,0.08505610376596451,0.26213452219963074,0.33604270219802856,1.0000001192092896,0.17579582333564758
.,0.3287222981452942,0.3374604284763336,0.371569961309433,0.35288307070732117,0.38061028718948364,0.24773532152175903,0.37348684668540955,0.4645031690597534,0.1901644617319107,0.36693984270095825,0.38061028718948364,0.29957500100135803,0.5934505462646484,0.1587987244129181,0.4645031690597534,0.5934505462646484,0.3177160322666168,0.4130953550338745
'',-0.0029843549709767103,-0.014185515232384205,-0.01899585872888565,0.01978493109345436,0.039060186594724655,0.07775676995515823,0.024004416540265083,-0.009905828163027763,0.04135062173008919,-0.07730459421873093,0.039060186594724655,0.0004622935375664383,0.041273195296525955,-0.017906857654452324,-0.009905828163027763,0.041273195296525955,-0.07833857089281082,0.018684765323996544
