,how,many,solo,sacks,did,von,miller,have,in,the,game,?
miller,0.17608608305454254,0.15215572714805603,0.24319517612457275,0.23011738061904907,0.18827186524868011,0.21985934674739838,0.9999998807907104,0.2145209163427353,0.19489489495754242,0.21601076424121857,0.23065029084682465,0.1295081228017807
had,0.2549138069152832,0.40130746364593506,0.20697036385536194,0.2547798454761505,0.540525496006012,0.20912496745586395,0.2584502100944519,0.6263401508331299,0.385026752948761,0.3875846862792969,0.18758456408977509,0.20728366076946259
six,0.20644865930080414,0.37673795223236084,0.21692566573619843,0.1605357825756073,0.20388470590114594,0.09439437091350555,0.16229070723056793,0.32482776045799255,0.3013422191143036,0.3614266812801361,0.21967187523841858,0.15298804640769958
total,0.22199897468090057,0.2912171483039856,0.16751666367053986,0.10192470252513885,0.14788632094860077,0.15185686945915222,0.12898707389831543,0.2702822685241699,0.27667245268821716,0.27068960666656494,0.1849600076675415,0.14396025240421295
tackles,0.20144808292388916,0.14041443169116974,0.18302708864212036,0.4936768114566803,0.2027961164712906,0.09629620611667633,0.36091622710227966,0.24016723036766052,0.18025051057338715,0.19076409935951233,0.25622040033340454,0.20188532769680023
(,0.1676948219537735,0.1455259770154953,0.12256862223148346,0.21455462276935577,0.18979617953300476,0.2220507264137268,0.22816075384616852,0.23072676360607147,0.3087427020072937,0.33289089798927307,0.19185201823711395,0.40561532974243164
five,0.20553050935268402,0.41084155440330505,0.22790291905403137,0.17752641439437866,0.1999429613351822,0.11452800780534744,0.14455710351467133,0.35977232456207275,0.3634254038333893,0.41977158188819885,0.22464454174041748,0.18342848122119904
solo,0.12291531264781952,0.17965957522392273,1.0,0.11682747304439545,0.15713106095790863,0.11115751415491104,0.24319517612457275,0.1582358181476593,0.19488763809204102,0.1489274650812149,0.19484104216098785,0.1560981124639511
),0.17939934134483337,0.16602720320224762,0.15170204639434814,0.22098080813884735,0.18584993481636047,0.19353726506233215,0.21087445318698883,0.22866283357143402,0.3326910734176636,0.3456730246543884,0.19853033125400543,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.22751595079898834,0.2979430854320526,0.3015086054801941,0.1878369003534317,0.32534530758857727,0.3541618287563324,0.5201468467712402,0.4933079481124878,0.2653886377811432,0.31091248989105225
2½,-0.07168057560920715,-0.015302646905183792,-0.01643414981663227,-0.05315017327666283,0.029727062210440636,-0.03199057653546333,-0.09513317793607712,-0.000564600748475641,-0.06574539840221405,0.028328148648142815,-0.02399875782430172,-0.02855924889445305
sacks,0.1041552722454071,0.16596581041812897,0.11682747304439545,1.0,0.1250401884317398,0.1289111226797104,0.23011738061904907,0.18270085752010345,0.2059689611196518,0.23296904563903809,0.1825992614030838,0.0761517658829689
",",0.22659391164779663,0.40610817074775696,0.22751595079898834,0.2979430854320526,0.3015086054801941,0.1878369003534317,0.32534530758857727,0.3541618287563324,0.5201468467712402,0.4933079481124878,0.2653886377811432,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.21440713107585907,0.26875683665275574,0.34479495882987976,0.2179601788520813,0.2989555597305298,0.4711785912513733,0.4954058527946472,0.5171257257461548,0.25192898511886597,0.20544172823429108
two,0.2499001920223236,0.5147606730461121,0.2650649845600128,0.20439846813678741,0.2755576968193054,0.1465245485305786,0.19982647895812988,0.4498785734176636,0.36463531851768494,0.43858039379119873,0.2322981208562851,0.19645625352859497
forced,0.23831938207149506,0.2377408891916275,0.16642728447914124,0.2543655037879944,0.36753809452056885,0.12442227452993393,0.16247615218162537,0.20227037370204926,0.2043643444776535,0.2571122944355011,0.12346784770488739,0.17547516524791718
fumbles,0.17731307446956635,0.1469249129295349,0.2792752683162689,0.4642697870731354,0.16302171349525452,0.13662727177143097,0.28203272819519043,0.21062949299812317,0.1527000367641449,0.21007823944091797,0.30025070905685425,0.1826416552066803
.,0.3287222981452942,0.3974229395389557,0.19312141835689545,0.20474085211753845,0.35288307070732117,0.20990465581417084,0.26640716195106506,0.41614407300949097,0.5591574311256409,0.5934505462646484,0.2581658959388733,0.4130953550338745
