,when,did,tesla,get,his,us,citizenship,?
on,0.37706470489501953,0.2670976221561432,0.16159376502037048,0.2705233693122864,0.32064297795295715,0.2646999955177307,0.1263154149055481,0.2714994251728058
30,0.07008512318134308,-0.015366257168352604,-0.04432673379778862,0.006748705171048641,0.0012643077643588185,0.023661255836486816,0.006777562201023102,-0.08261742442846298
july,0.24211758375167847,0.25485745072364807,0.1044287383556366,0.20012012124061584,0.26616787910461426,0.18137727677822113,0.25488340854644775,0.2897891402244568
1891,0.06664902716875076,0.16172941029071808,0.09345825016498566,0.14049407839775085,0.1601889729499817,0.22074803709983826,0.23467116057872772,0.17882704734802246
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.3378419280052185,0.3120202422142029,0.2726147174835205,0.31091248989105225
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.24260355532169342,0.27659502625465393,0.2341633439064026,0.14324146509170532,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.29667025804519653,0.4394008219242096,0.25727739930152893,0.2318112701177597,0.22068053483963013
age,0.30780088901519775,0.1816447526216507,0.07816897332668304,0.14989084005355835,0.2922106981277466,0.09961831569671631,0.27476608753204346,0.16859300434589386
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.26628199219703674,0.38364991545677185,0.23568789660930634,0.18816404044628143,0.1826142966747284
35,-0.11391286551952362,-0.03584199398756027,-0.07225775718688965,0.04023030027747154,-0.04864871874451637,0.06522811204195023,-0.14828293025493622,-0.044106997549533844
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.3378419280052185,0.3120202422142029,0.2726147174835205,0.31091248989105225
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.11516023427248001,0.1580733060836792,0.2018621414899826,0.18644684553146362,0.10250775516033173
became,0.32363733649253845,0.3632316589355469,0.12976884841918945,0.2048363983631134,0.3503277599811554,0.13816098868846893,0.19722697138786316,0.11374033987522125
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.27948489785194397,0.3497250974178314,0.1862444281578064,0.2107829451560974,0.23916715383529663
naturalized,0.23183871805667877,0.2037380486726761,0.20343226194381714,0.1234169602394104,0.22610290348529816,0.18714363873004913,0.5236731171607971,0.15240240097045898
citizen,0.22243233025074005,0.21766984462738037,0.16133640706539154,0.1743755340576172,0.24632345139980316,0.15206991136074066,0.7394132614135742,0.1601516604423523
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.26628199219703674,0.38364991545677185,0.23568789660930634,0.18816404044628143,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.29667025804519653,0.4394008219242096,0.25727739930152893,0.2318112701177597,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.1552019715309143,0.21119490265846252,0.22127725183963776,0.4374046325683594,0.3022333085536957,0.17266890406608582
states,0.24639196693897247,0.21754568815231323,0.17635658383369446,0.20655012130737305,0.19675077497959137,0.4605454206466675,0.3436185419559479,0.16272737085819244
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.3378419280052185,0.3120202422142029,0.2726147174835205,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.37609121203422546,0.4234102666378021,0.25715014338493347,0.22677262127399445,0.20544172823429108
established,0.18169470131397247,0.18989217281341553,0.14575746655464172,0.06778012961149216,0.18046686053276062,0.10904327780008316,0.2400403618812561,0.15917523205280304
his,0.37120407819747925,0.3546801507472992,0.1580733060836792,0.24320417642593384,0.9999998807907104,0.15751667320728302,0.24564675986766815,0.18075084686279297
south,0.18115942180156708,0.1510593444108963,0.11634603887796402,0.1455090343952179,0.20498964190483093,0.1746729165315628,0.11868000775575638,0.12336621433496475
fifth,0.20972177386283875,0.16395080089569092,0.12238476425409317,0.11938397586345673,0.21533197164535522,0.1849401444196701,0.10931037366390228,0.13128890097141266
avenue,0.09111881256103516,0.0673476979136467,0.1154039055109024,0.09275922179222107,0.18106064200401306,0.19296593964099884,0.0936523899435997,0.06327427178621292
laboratory,0.2447117269039154,0.1017812192440033,0.3209504187107086,0.1263280212879181,0.19819805026054382,0.20540334284305573,0.13927382230758667,0.07445509731769562
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.3378419280052185,0.3120202422142029,0.2726147174835205,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.37609121203422546,0.4234102666378021,0.25715014338493347,0.22677262127399445,0.20544172823429108
later,0.4627884030342102,0.38386887311935425,0.1893843412399292,0.23728859424591064,0.4538118839263916,0.15312647819519043,0.21123848855495453,0.1417175978422165
another,0.48569372296333313,0.29175329208374023,0.1668986827135086,0.3407246768474579,0.349472314119339,0.19319559633731842,0.17028756439685822,0.295511931180954
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.24260355532169342,0.27659502625465393,0.2341633439064026,0.14324146509170532,0.21978627145290375
46,0.08371911197900772,0.05876888707280159,0.2623067796230316,0.04533587396144867,0.07156045734882355,0.15107527375221252,0.1527325063943863,0.042453374713659286
e.,0.03003227524459362,-0.017962660640478134,-0.0135305505245924,-0.017476802691817284,0.014920095913112164,-0.03199230134487152,0.010985568165779114,0.04848470166325569
houston,0.1696755737066269,0.2530612647533417,0.18676048517227173,0.17332051694393158,0.2295088917016983,0.24266865849494934,0.14697016775608063,0.14217448234558105
street,0.15712179243564606,0.13786788284778595,0.15601496398448944,0.16035230457782745,0.19814501702785492,0.09922919422388077,0.13776862621307373,0.07315441966056824
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2926318049430847,0.3378419280052185,0.3120202422142029,0.2726147174835205,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.24899829924106598,0.3598145842552185,0.19746538996696472,0.25611770153045654,0.20430970191955566
new,0.257220059633255,0.227974995970726,0.15999311208724976,0.25487709045410156,0.24132801592350006,0.1881105750799179,0.15491029620170593,0.14782847464084625
york,0.21644815802574158,0.16606222093105316,0.15629629790782928,0.17150835692882538,0.2475155144929886,0.18448179960250854,0.20419247448444366,0.15262620151042938
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.39392393827438354,0.3119256794452667,0.3162994682788849,0.2307358831167221,0.4130953550338745
