,who,is,largely,considered,the,first,united,methodist,theologian,?
with,0.3282766342163086,0.3250955045223236,0.20874223113059998,0.24176937341690063,0.4223487675189972,0.2691199779510498,0.19869105517864227,0.17456914484500885,0.10102489590644836,0.2433311939239502
the,0.3733934462070465,0.5823672413825989,0.34641584753990173,0.4028765559196472,1.0,0.49448907375335693,0.34367692470550537,0.21922016143798828,0.15342873334884644,0.22068053483963013
formation,0.05893201380968094,0.25176525115966797,0.24596017599105835,0.1767817586660385,0.33687281608581543,0.17271998524665833,0.18849876523017883,0.20015448331832886,0.20820234715938568,0.09831923991441727
of,0.2827862501144409,0.4854315221309662,0.3087159991264343,0.4190242290496826,0.733189046382904,0.3536086082458496,0.3187655806541443,0.28458893299102783,0.17709659039974213,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.34641584753990173,0.4028765559196472,1.0,0.49448907375335693,0.34367692470550537,0.21922016143798828,0.15342873334884644,0.22068053483963013
united,0.21193812787532806,0.22408509254455566,0.13398581743240356,0.1966063380241394,0.34367692470550537,0.37439173460006714,1.0000001192092896,0.3283560872077942,0.15190964937210083,0.17266890406608582
methodist,0.21443013846874237,0.14683330059051514,0.13141559064388275,0.17753657698631287,0.21922016143798828,0.20644935965538025,0.3283560872077942,1.0,0.4830511510372162,0.1436992734670639
church,0.19418756663799286,0.203276589512825,0.19101804494857788,0.15520626306533813,0.23846197128295898,0.11462637037038803,0.19284281134605408,0.6119816899299622,0.443839430809021,0.18081501126289368
in,0.2792111933231354,0.5394441485404968,0.2371911108493805,0.28591203689575195,0.6662389636039734,0.4127444326877594,0.3938477039337158,0.24702993035316467,0.16881301999092102,0.20430970191955566
1968,-0.017259184271097183,0.07344210892915726,-0.0005956751410849392,-0.022922078147530556,0.07431387901306152,-0.03741158917546272,0.08461511880159378,0.011190633289515972,-0.030463339760899544,-0.08543776720762253
",",0.3365725874900818,0.4691906273365021,0.24212822318077087,0.32932984828948975,0.4933079481124878,0.34503069519996643,0.3053959608078003,0.2960420250892639,0.2568129003047943,0.31091248989105225
theologian,0.2763800621032715,0.1712559312582016,0.1543290615081787,0.1765243262052536,0.15342873334884644,0.1551521122455597,0.15190964937210083,0.4830511510372162,1.0,0.1625964343547821
albert,0.20950829982757568,0.14875668287277222,0.07644373923540115,0.10748528689146042,0.17599669098854065,0.2075425088405609,0.1678498536348343,0.22112524509429932,0.21441279351711273,0.15350762009620667
c.,0.04752575606107712,-0.12003367394208908,-0.11550363898277283,0.012966467998921871,-0.23451577126979828,-0.19992345571517944,-0.12806436419487,-0.03358525410294533,-0.049083366990089417,0.019047532230615616
outler,0.2415747195482254,0.1727229207754135,0.26269596815109253,0.23076766729354858,0.2736940383911133,0.22177724540233612,0.3120371699333191,0.27219927310943604,0.2386861890554428,0.13881267607212067
led,0.2450801581144333,0.14361225068569183,0.2489207684993744,0.21631577610969543,0.3267505168914795,0.29928895831108093,0.21641500294208527,0.2092827558517456,0.16403913497924805,0.09273858368396759
the,0.3733934462070465,0.5823672413825989,0.34641584753990173,0.4028765559196472,1.0,0.49448907375335693,0.34367692470550537,0.21922016143798828,0.15342873334884644,0.22068053483963013
team,0.22248858213424683,0.14871908724308014,0.06345268338918686,0.060870032757520676,0.22564226388931274,0.24193075299263,0.17554301023483276,0.12644408643245697,0.11293767392635345,0.11243411153554916
which,0.3688730001449585,0.4457404911518097,0.3722483217716217,0.32509535551071167,0.6521818041801453,0.3828166127204895,0.2821946144104004,0.16454297304153442,0.10800697654485703,0.25814583897590637
systematized,0.27645716071128845,0.12431400269269943,0.2998414635658264,0.2999493479728699,0.29279008507728577,0.2692323625087738,0.2741379737854004,0.28788360953330994,0.29739633202552795,0.17066960036754608
denominational,0.16458283364772797,0.2409851998090744,0.2508966028690338,0.24285921454429626,0.25837647914886475,0.15898631513118744,0.26619747281074524,0.507408618927002,0.3716104328632355,0.2762451767921448
doctrine,0.21387141942977905,0.15716557204723358,0.1826063096523285,0.2777647078037262,0.23041051626205444,0.16955552995204926,0.26745450496673584,0.4387514293193817,0.389310359954834,0.21789313852787018
.,0.3541337847709656,0.4569662809371948,0.19839447736740112,0.29356086254119873,0.5934505462646484,0.4345304071903229,0.3406063914299011,0.30669423937797546,0.20556409657001495,0.4130953550338745
