,what,amount,of,bird,species,on,earth,are,found,in,the,amazon,rainforest,?
to,0.455847829580307,0.309798926115036,0.41548454761505127,0.15584394335746765,0.2193736732006073,0.41031414270401,0.2486501932144165,0.3504326641559601,0.25225648283958435,0.45010748505592346,0.535392165184021,0.17033490538597107,0.23412610590457916,0.29463258385658264
date,0.20141606032848358,0.1549358069896698,0.19568462669849396,0.07048669457435608,0.13960672914981842,0.21806180477142334,0.1437906175851822,0.1222395971417427,0.15552188456058502,0.21362407505512238,0.25333094596862793,0.08962918072938919,0.12953676283359528,0.2698357403278351
",",0.3087472915649414,0.21125462651252747,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.49057599902153015,0.23186853528022766,0.4062570035457611,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
at,0.2838611304759979,0.22508464753627777,0.42558613419532776,0.16564549505710602,0.15864497423171997,0.4806317389011383,0.14618435502052307,0.2074895054101944,0.21720094978809357,0.4374977946281433,0.457212895154953,0.1615314781665802,0.17889252305030823,0.21978627145290375
least,0.3337163031101227,0.345429927110672,0.32696738839149475,0.13233689963817596,0.2839786112308502,0.22816431522369385,0.19637668132781982,0.3839871287345886,0.21753837168216705,0.3232700824737549,0.3428877890110016,0.1569196581840515,0.2395399510860443,0.28866854310035706
"40,000",0.1441991776227951,0.11761963367462158,0.20713761448860168,-0.005875620059669018,0.01231361459940672,0.2743358612060547,0.08864524215459824,0.051849786192178726,0.0187733955681324,0.24079853296279907,0.21362866461277008,0.02237701416015625,-0.013918007723987103,0.262452632188797
plant,0.23371253907680511,0.20376038551330566,0.26645857095718384,0.28045669198036194,0.47544243931770325,0.16126930713653564,0.22677308320999146,0.26068687438964844,0.2388850301504135,0.2597269117832184,0.28395459055900574,0.24274323880672455,0.3484148681163788,0.16613075137138367
species,0.14617158472537994,0.19653964042663574,0.23307405412197113,0.4155181050300598,0.9999999403953552,0.17463403940200806,0.21207286417484283,0.3297041952610016,0.31353896856307983,0.2179255336523056,0.2522439956665039,0.2994495630264282,0.477342426776886,0.1957087516784668
",",0.3087472915649414,0.21125462651252747,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.49057599902153015,0.23186853528022766,0.4062570035457611,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
"2,200",0.1481904536485672,-0.07760234922170639,0.14062876999378204,0.21669332683086395,0.3219307065010071,0.01666325144469738,0.019896000623703003,0.09972347319126129,0.09792149066925049,0.12239512801170349,0.06788789480924606,0.0866977870464325,0.19721034169197083,0.013263288885354996
fishes,0.21589066088199615,0.19646653532981873,0.30366116762161255,0.27404579520225525,0.43634048104286194,0.194545716047287,0.2089160829782486,0.369890034198761,0.2748100161552429,0.23867948353290558,0.29045408964157104,0.2869487404823303,0.31277796626091003,0.2000686526298523
",",0.3087472915649414,0.21125462651252747,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.49057599902153015,0.23186853528022766,0.4062570035457611,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
"1,294",0.2377302497625351,0.1842816174030304,0.005643278360366821,0.17875228822231293,0.15981349349021912,0.16088812053203583,0.06622815132141113,0.1259944885969162,0.08139079064130783,0.074866384267807,0.12081556022167206,0.17932309210300446,0.19458125531673431,0.16479575634002686
birds,0.17956314980983734,0.13355834782123566,0.2461683750152588,0.7236887216567993,0.5187767744064331,0.16136480867862701,0.2362433671951294,0.3183206617832184,0.20322291553020477,0.2125139683485031,0.24023959040641785,0.2305370569229126,0.39671170711517334,0.13677363097667694
",",0.3087472915649414,0.21125462651252747,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.49057599902153015,0.23186853528022766,0.4062570035457611,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
427,-0.12005113065242767,-0.19275113940238953,-0.21943329274654388,-0.17006316781044006,-0.2062026560306549,-0.2246146947145462,-0.2436213344335556,-0.1334611475467682,-0.21058157086372375,-0.20808935165405273,-0.2638601064682007,-0.22957828640937805,-0.35938185453414917,-0.06483101099729538
mammals,0.1920388787984848,0.18286582827568054,0.2500741481781006,0.4088474214076996,0.5211568474769592,0.15637999773025513,0.21823740005493164,0.29493120312690735,0.2600299119949341,0.21902817487716675,0.27272844314575195,0.23476628959178925,0.36022794246673584,0.14248336851596832
",",0.3087472915649414,0.21125462651252747,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.49057599902153015,0.23186853528022766,0.4062570035457611,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
428,-0.16806195676326752,-0.25934842228889465,-0.20568950474262238,-0.14583918452262878,-0.15817634761333466,-0.255002498626709,-0.24088537693023682,-0.049963563680648804,-0.13114354014396667,-0.19688504934310913,-0.23876549303531647,-0.2332145869731903,-0.2914218008518219,-0.14439550042152405
amphibians,0.24427281320095062,0.14274577796459198,0.2784369885921478,0.3813522160053253,0.5769056677818298,0.14976029098033905,0.23788334429264069,0.287113219499588,0.2809911072254181,0.25579649209976196,0.2568071782588959,0.25585466623306274,0.40142014622688293,0.19058775901794434
",",0.3087472915649414,0.21125462651252747,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.49057599902153015,0.23186853528022766,0.4062570035457611,0.27385151386260986,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
and,0.31309178471565247,0.2668909728527069,0.5116966962814331,0.20209141075611115,0.23547904193401337,0.4077630043029785,0.27524080872535706,0.48576638102531433,0.27978911995887756,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.20544172823429108
378,0.005559158977121115,-0.027570398524403572,0.02607801742851734,-0.03041016310453415,-0.04614562541246414,-0.050347235053777695,-0.11583949625492096,-0.03768603876233101,-0.01177145354449749,-0.032691046595573425,-0.023481857031583786,-0.0049358149990439415,0.0210826825350523,0.046226855367422104
reptiles,0.24316363036632538,0.10956498235464096,0.2712656855583191,0.4518561065196991,0.5270869135856628,0.17498788237571716,0.24105896055698395,0.26991575956344604,0.2547542154788971,0.24236735701560974,0.24662268161773682,0.2511642575263977,0.41240379214286804,0.17827048897743225
have,0.39808809757232666,0.3718394339084625,0.3802283704280853,0.18045616149902344,0.3239450752735138,0.36494916677474976,0.22133874893188477,0.6577680706977844,0.32803434133529663,0.36843645572662354,0.40389683842658997,0.20372521877288818,0.29352760314941406,0.32991164922714233
been,0.2567804455757141,0.28107914328575134,0.31685134768486023,0.1418152004480362,0.2805362343788147,0.29937630891799927,0.17430467903614044,0.4703826308250427,0.3022008240222931,0.3515113592147827,0.3563927710056305,0.13283225893974304,0.21264642477035522,0.24354910850524902
scientifically,0.3146466016769409,0.23714877665042877,0.30391114950180054,0.1680082231760025,0.36014577746391296,0.23173505067825317,0.2756911516189575,0.3837060034275055,0.24994602799415588,0.21876095235347748,0.33359766006469727,0.1422608494758606,0.27542874217033386,0.1720270961523056
classified,0.16493408381938934,0.16297270357608795,0.1888706386089325,0.11847074329853058,0.33646976947784424,0.2131032943725586,0.0849437490105629,0.3116118311882019,0.2754790186882019,0.19124440848827362,0.24516408145427704,0.15618684887886047,0.23366543650627136,0.1583244353532791
in,0.30808621644973755,0.2569429874420166,0.5696388483047485,0.17826232314109802,0.2179255336523056,0.46853652596473694,0.18566735088825226,0.3841303884983063,0.39141854643821716,1.0,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.20430970191955566
the,0.42745697498321533,0.3336862325668335,0.733189046382904,0.2014537751674652,0.2522439956665039,0.5107308030128479,0.2801888585090637,0.40399202704429626,0.3452354073524475,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
region,0.2298986315727234,0.24551446735858917,0.2852717339992523,0.12926983833312988,0.22915275394916534,0.17006917297840118,0.1539795845746994,0.20011243224143982,0.4615315794944763,0.3524819314479828,0.35020557045936584,0.18148772418498993,0.25668972730636597,0.13441751897335052
.,0.3567904531955719,0.24893930554389954,0.5352458953857422,0.16732646524906158,0.25772613286972046,0.49257001280784607,0.2542925775051117,0.3452940285205841,0.3618174195289612,0.5591574311256409,0.5934505462646484,0.262887567281723,0.25713270902633667,0.4130953550338745
