,what,do,forces,have,with,regard,to,additive,quantities,?
such,0.23989605903625488,0.337398886680603,0.11777441203594208,0.42997312545776367,0.3346101939678192,0.3201221525669098,0.2871878743171692,0.37357646226882935,0.43554601073265076,0.17851735651493073
experiments,0.3106561601161957,0.23711039125919342,0.1661241352558136,0.27203088998794556,0.23139363527297974,0.17692334949970245,0.273220032453537,0.2277059257030487,0.3443830907344818,0.14564716815948486
demonstrate,0.2640211582183838,0.23671655356884003,0.21302993595600128,0.30959010124206543,0.2461540848016739,0.2895588278770447,0.3286087214946747,0.21018262207508087,0.264377236366272,0.20898205041885376
the,0.42745697498321533,0.30239659547805786,0.3134811818599701,0.40389683842658997,0.4223487675189972,0.30657511949539185,0.535392165184021,0.23436681926250458,0.2321729063987732,0.22068053483963013
crucial,0.33186814188957214,0.26200878620147705,0.1422789990901947,0.26302987337112427,0.2906382381916046,0.2713371813297272,0.25628989934921265,0.3191181719303131,0.2739267647266388,0.18243193626403809
properties,0.23360128700733185,0.22327449917793274,0.2445426732301712,0.3099898397922516,0.23254182934761047,0.2161877602338791,0.2760433554649353,0.44740134477615356,0.5136816501617432,0.12601029872894287
that,0.6297725439071655,0.44533252716064453,0.24199660122394562,0.6182622313499451,0.4154358208179474,0.3355000913143158,0.5436353087425232,0.3570825457572937,0.3551374077796936,0.32716336846351624
forces,0.2112482488155365,0.1300598382949829,1.0,0.18171128630638123,0.18998397886753082,0.2055433988571167,0.2581802308559418,0.11940835416316986,0.2457129955291748,0.16984491050243378
are,0.29724663496017456,0.41111594438552856,0.22039441764354706,0.6577680706977844,0.38996943831443787,0.3128238320350647,0.3504326641559601,0.3506750762462616,0.411860853433609,0.24591213464736938
additive,0.19144724309444427,0.26376402378082275,0.11940835416316986,0.3652488589286804,0.31516459584236145,0.24343949556350708,0.25312766432762146,1.0,0.48402270674705505,0.15785454213619232
vector,0.26669490337371826,0.2648661732673645,0.1949061155319214,0.24398553371429443,0.16130279004573822,0.19980281591415405,0.22790080308914185,0.326758474111557,0.30425161123275757,0.26140129566192627
quantities,0.22645783424377441,0.20565928518772125,0.2457129955291748,0.33748605847358704,0.27835097908973694,0.30490225553512573,0.26089707016944885,0.48402270674705505,1.0,0.18230070173740387
:,-0.12022944539785385,-0.09021914005279541,-0.0461563877761364,-0.10825085639953613,0.039687950164079666,0.019222883507609367,-0.09243495017290115,-0.07115118205547333,-0.09474731981754303,-0.07156077772378922
they,0.4431931674480438,0.4667694866657257,0.26182860136032104,0.6542890071868896,0.42091572284698486,0.25468000769615173,0.5452046394348145,0.2560434937477112,0.33976656198501587,0.2753053903579712
have,0.39808809757232666,0.49831271171569824,0.18171128630638123,0.9999999403953552,0.48046383261680603,0.3563151955604553,0.4544740617275238,0.3652488589286804,0.33748605847358704,0.32991164922714233
magnitude,0.2623147964477539,0.20079463720321655,0.1723984032869339,0.21235182881355286,0.10984668880701065,0.16163130104541779,0.16278141736984253,0.23705151677131653,0.3002045452594757,0.19328105449676514
and,0.31309178471565247,0.276123583316803,0.26456665992736816,0.4711785912513733,0.5477725267410278,0.31110963225364685,0.48971283435821533,0.2936302721500397,0.30532482266426086,0.20544172823429108
direction,0.25776705145835876,0.18628260493278503,0.24017015099525452,0.17844794690608978,0.15570828318595886,0.2144487500190735,0.32930055260658264,0.3036400377750397,0.19794584810733795,0.10739318281412125
.,0.3567904531955719,0.3613996207714081,0.21802116930484772,0.41614407300949097,0.4446153938770294,0.2473854273557663,0.4645031690597534,0.24063192307949066,0.22739656269550323,0.4130953550338745
