,who,was,hired,to,be,the,deputy,director,of,the,office,of,manned,space,flight,?
in,0.2792111933231354,0.45514053106307983,0.18746300041675568,0.45010748505592346,0.3481820821762085,0.6662389636039734,0.21997958421707153,0.19124983251094818,0.5696388483047485,0.6662389636039734,0.28433957695961,0.5696388483047485,0.1528020054101944,0.17648501694202423,0.24918575584888458,0.20430970191955566
late,0.19296042621135712,0.4393066465854645,0.22170987725257874,0.25809016823768616,0.18044832348823547,0.31481194496154785,0.1474883258342743,0.11230665445327759,0.21690747141838074,0.31481194496154785,0.17269867658615112,0.21690747141838074,0.1890779584646225,0.0906224176287651,0.13957476615905762,0.11339222639799118
1961,-0.016341788694262505,0.09389110654592514,0.01104101724922657,0.07620730251073837,0.014064370654523373,0.0738944262266159,0.03429898992180824,-0.013756459578871727,0.07470385730266571,0.0738944262266159,0.07924186438322067,0.07470385730266571,0.05895290523767471,0.027759423479437828,0.07632619142532349,0.009729373268783092
and,0.41279885172843933,0.3740963041782379,0.2731825113296509,0.48971283435821533,0.41766801476478577,0.5171257257461548,0.2353772670030594,0.28465452790260315,0.5116966962814331,0.5171257257461548,0.22517526149749756,0.5116966962814331,0.21635916829109192,0.22901733219623566,0.1828005611896515,0.20544172823429108
early,0.23985694348812103,0.4148794412612915,0.22628048062324524,0.24557004868984222,0.2155047357082367,0.34442198276519775,0.1023511067032814,0.09156709164381027,0.30937549471855164,0.34442198276519775,0.17102067172527313,0.30937549471855164,0.23541100323200226,0.09611685574054718,0.15724653005599976,0.15272949635982513
1962,0.06345117837190628,-0.03281155601143837,-0.1352609395980835,-0.048656053841114044,0.004001747351139784,-0.023296929895877838,0.0237403716892004,-0.019731519743800163,0.01980927400290966,-0.023296929895877838,0.023047465831041336,0.01980927400290966,-0.01974051259458065,0.017131494358181953,-0.0309002548456192,-0.008269774727523327
",",0.3365725874900818,0.45456063747406006,0.19597217440605164,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.25563672184944153,0.2737891674041748,0.4946078956127167,0.4933079481124878,0.25194036960601807,0.4946078956127167,0.1752677708864212,0.2285580337047577,0.23669111728668213,0.31091248989105225
members,0.3290669620037079,0.20636706054210663,0.266632616519928,0.26617446541786194,0.20344331860542297,0.3321719169616699,0.2602885365486145,0.19167040288448334,0.28120753169059753,0.3321719169616699,0.1585986167192459,0.28120753169059753,0.12558580935001373,0.06040218099951744,0.14798441529273987,0.10212311148643494
of,0.2827862501144409,0.4069072902202606,0.10122424364089966,0.41548454761505127,0.33904364705085754,0.733189046382904,0.25625330209732056,0.14731334149837494,1.0,0.733189046382904,0.24605777859687805,1.0,0.17604194581508636,0.21300287544727325,0.2070007622241974,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.20523042976856232,0.535392165184021,0.4248143136501312,1.0,0.2075105756521225,0.19949141144752502,0.733189046382904,1.0,0.27314993739128113,0.733189046382904,0.2392944097518921,0.24495907127857208,0.2498224973678589,0.22068053483963013
manned,0.20781661570072174,0.24339483678340912,0.29980340600013733,0.21649380028247833,0.25306642055511475,0.2392944097518921,0.19561026990413666,0.1790986955165863,0.17604194581508636,0.2392944097518921,0.1468210220336914,0.17604194581508636,1.0000001192092896,0.4009856879711151,0.36177876591682434,0.17514055967330933
spacecraft,0.17995841801166534,0.18611936271190643,0.21523304283618927,0.25703316926956177,0.21235716342926025,0.21476294100284576,0.22631503641605377,0.14230486750602722,0.16566437482833862,0.21476294100284576,0.13918358087539673,0.16566437482833862,0.5999459028244019,0.6220287084579468,0.4420528709888458,0.17708687484264374
center,0.09184163808822632,0.19517986476421356,0.10215609520673752,0.17764393985271454,0.17372749745845795,0.29064592719078064,0.1552908718585968,0.23972800374031067,0.24526838958263397,0.29064592719078064,0.20496851205825806,0.24526838958263397,0.2178739607334137,0.23497143387794495,0.19313599169254303,0.12538520991802216
began,0.1646115779876709,0.4683617055416107,0.39023464918136597,0.2731419503688812,0.11099997907876968,0.3059147596359253,0.1451101005077362,0.16823135316371918,0.2330763041973114,0.3059147596359253,0.16427265107631683,0.2330763041973114,0.28679072856903076,0.12051812559366226,0.15552827715873718,0.1370266228914261
to,0.42656609416007996,0.3636345863342285,0.32017654180526733,1.0,0.4972836375236511,0.535392165184021,0.1834849715232849,0.1698155552148819,0.41548454761505127,0.535392165184021,0.20860034227371216,0.41548454761505127,0.21649380028247833,0.22712917625904083,0.24953556060791016,0.29463258385658264
come,0.2822050154209137,0.1758924275636673,0.15444055199623108,0.4297197163105011,0.30159616470336914,0.36020293831825256,0.15062423050403595,0.1426113247871399,0.3194141983985901,0.36020293831825256,0.055191025137901306,0.3194141983985901,0.13357189297676086,0.17023274302482605,0.11849924921989441,0.22318024933338165
around,0.2775672674179077,0.24039418995380402,0.12548555433750153,0.3591267168521881,0.2566564679145813,0.40085816383361816,0.06554257124662399,0.059181638062000275,0.3296394646167755,0.40085816383361816,0.14249920845031738,0.3296394646167755,0.25476551055908203,0.2517693340778351,0.12185712158679962,0.14729668200016022
to,0.42656609416007996,0.3636345863342285,0.32017654180526733,1.0,0.4972836375236511,0.535392165184021,0.1834849715232849,0.1698155552148819,0.41548454761505127,0.535392165184021,0.20860034227371216,0.41548454761505127,0.21649380028247833,0.22712917625904083,0.24953556060791016,0.29463258385658264
support,0.21206305921077728,0.2208256870508194,0.08509667962789536,0.2742273211479187,0.3082740604877472,0.22984638810157776,0.11243444681167603,0.12368538230657578,0.2307697981595993,0.22984638810157776,0.1607467532157898,0.2307697981595993,0.1603788286447525,0.13979972898960114,0.11918754130601883,0.22626608610153198
lor,0.19569316506385803,0.19599664211273193,0.18213540315628052,0.17278125882148743,0.1200399249792099,0.19965508580207825,0.2679319977760315,0.24256236851215363,0.10741402953863144,0.19965508580207825,0.17051269114017487,0.10741402953863144,0.10140912234783173,0.11033384501934052,0.15961165726184845,0.19372881948947906
",",0.3365725874900818,0.45456063747406006,0.19597217440605164,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.25563672184944153,0.2737891674041748,0.4946078956127167,0.4933079481124878,0.25194036960601807,0.4946078956127167,0.1752677708864212,0.2285580337047577,0.23669111728668213,0.31091248989105225
including,0.2835840582847595,0.21884717047214508,0.1770479828119278,0.24006329476833344,0.2110714614391327,0.3738902807235718,0.15744651854038239,0.20153725147247314,0.44195112586021423,0.3738902807235718,0.14712031185626984,0.44195112586021423,0.1628626137971878,0.1339770257472992,0.14267677068710327,0.1633303165435791
the,0.3733934462070465,0.48711544275283813,0.20523042976856232,0.535392165184021,0.4248143136501312,1.0,0.2075105756521225,0.19949141144752502,0.733189046382904,1.0,0.27314993739128113,0.733189046382904,0.2392944097518921,0.24495907127857208,0.2498224973678589,0.22068053483963013
newly,0.2577650249004364,0.39056387543678284,0.22882114350795746,0.28304818272590637,0.2829202711582184,0.35828328132629395,0.22809173166751862,0.16965042054653168,0.28144341707229614,0.35828328132629395,0.23360757529735565,0.28144341707229614,0.187116339802742,0.23213844001293182,0.15822969377040863,0.08549588173627853
hired,0.38516125082969666,0.3013991713523865,1.0000001192092896,0.32017654180526733,0.1450694054365158,0.20523042976856232,0.3330478072166443,0.3261546492576599,0.10122424364089966,0.20523042976856232,0.20308442413806915,0.10122424364089966,0.29980340600013733,0.14933530986309052,0.15860246121883392,0.1434362679719925
deputy,0.24006639420986176,0.25765955448150635,0.3330478072166443,0.1834849715232849,0.1423945277929306,0.2075105756521225,1.0000001192092896,0.41782712936401367,0.25625330209732056,0.2075105756521225,0.4214785397052765,0.25625330209732056,0.19561026990413666,0.19609539210796356,0.17689429223537445,0.08738585561513901
director,0.19509299099445343,0.30621418356895447,0.3261546492576599,0.1698155552148819,0.11859399080276489,0.19949141144752502,0.41782712936401367,1.0,0.14731334149837494,0.19949141144752502,0.2964203357696533,0.14731334149837494,0.1790986955165863,0.20854532718658447,0.14566922187805176,0.09360282123088837
of,0.2827862501144409,0.4069072902202606,0.10122424364089966,0.41548454761505127,0.33904364705085754,0.733189046382904,0.25625330209732056,0.14731334149837494,1.0,0.733189046382904,0.24605777859687805,1.0,0.17604194581508636,0.21300287544727325,0.2070007622241974,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.20523042976856232,0.535392165184021,0.4248143136501312,1.0,0.2075105756521225,0.19949141144752502,0.733189046382904,1.0,0.27314993739128113,0.733189046382904,0.2392944097518921,0.24495907127857208,0.2498224973678589,0.22068053483963013
office,0.2092086672782898,0.3002835810184479,0.20308442413806915,0.20860034227371216,0.15714344382286072,0.27314993739128113,0.4214785397052765,0.2964203357696533,0.24605777859687805,0.27314993739128113,1.0000001192092896,0.24605777859687805,0.1468210220336914,0.17819079756736755,0.13212889432907104,0.16497313976287842
of,0.2827862501144409,0.4069072902202606,0.10122424364089966,0.41548454761505127,0.33904364705085754,0.733189046382904,0.25625330209732056,0.14731334149837494,1.0,0.733189046382904,0.24605777859687805,1.0,0.17604194581508636,0.21300287544727325,0.2070007622241974,0.1826142966747284
manned,0.20781661570072174,0.24339483678340912,0.29980340600013733,0.21649380028247833,0.25306642055511475,0.2392944097518921,0.19561026990413666,0.1790986955165863,0.17604194581508636,0.2392944097518921,0.1468210220336914,0.17604194581508636,1.0000001192092896,0.4009856879711151,0.36177876591682434,0.17514055967330933
space,0.1441284865140915,0.14677780866622925,0.14933530986309052,0.22712917625904083,0.21281394362449646,0.24495907127857208,0.19609539210796356,0.20854532718658447,0.21300287544727325,0.24495907127857208,0.17819079756736755,0.21300287544727325,0.4009856879711151,1.0000001192092896,0.281842440366745,0.1885536164045334
flight,0.07788171619176865,0.19139665365219116,0.15860246121883392,0.24953556060791016,0.1368449181318283,0.2498224973678589,0.17689429223537445,0.14566922187805176,0.2070007622241974,0.2498224973678589,0.13212889432907104,0.2070007622241974,0.36177876591682434,0.281842440366745,0.9999999403953552,0.20568472146987915
",",0.3365725874900818,0.45456063747406006,0.19597217440605164,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.25563672184944153,0.2737891674041748,0.4946078956127167,0.4933079481124878,0.25194036960601807,0.4946078956127167,0.1752677708864212,0.2285580337047577,0.23669111728668213,0.31091248989105225
joseph,0.24207964539527893,0.29824966192245483,0.198683500289917,0.1829531341791153,0.1369095742702484,0.2251148819923401,0.20355261862277985,0.2570864260196686,0.20551647245883942,0.2251148819923401,0.09810908138751984,0.20551647245883942,0.16297687590122223,0.0616474412381649,0.15170861780643463,0.08421234786510468
shea,0.20068514347076416,0.3250579535961151,0.23858800530433655,0.21102578938007355,0.18162816762924194,0.2357294261455536,0.2199990600347519,0.29634785652160645,0.16290974617004395,0.2357294261455536,0.19926391541957855,0.16290974617004395,0.13733041286468506,0.17989912629127502,0.2213072031736374,0.08539166301488876
",",0.3365725874900818,0.45456063747406006,0.19597217440605164,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.25563672184944153,0.2737891674041748,0.4946078956127167,0.4933079481124878,0.25194036960601807,0.4946078956127167,0.1752677708864212,0.2285580337047577,0.23669111728668213,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.38516125082969666,0.42656609416007996,0.3371641933917999,0.3733934462070465,0.24006639420986176,0.19509299099445343,0.2827862501144409,0.3733934462070465,0.2092086672782898,0.2827862501144409,0.20781661570072174,0.1441284865140915,0.07788171619176865,0.26220351457595825
became,0.2624726891517639,0.6575068235397339,0.3185378611087799,0.20401327311992645,0.22371777892112732,0.36325156688690186,0.27276450395584106,0.24681130051612854,0.3638904094696045,0.36325156688690186,0.2918506860733032,0.3638904094696045,0.2251577377319336,0.08250382542610168,0.12523140013217926,0.11374033987522125
a,0.36608949303627014,0.4508470594882965,0.1733359545469284,0.45503583550453186,0.39883795380592346,0.5829201340675354,0.09121283143758774,0.17745283246040344,0.5052502155303955,0.5829201340675354,0.24789826571941376,0.5052502155303955,0.1981727033853531,0.20296213030815125,0.23704352974891663,0.23916715383529663
champion,0.17719091475009918,0.24402377009391785,0.18125510215759277,0.19018547236919403,0.13555055856704712,0.23575055599212646,0.22131192684173584,0.1960911601781845,0.1902693659067154,0.23575055599212646,0.11058041453361511,0.1902693659067154,0.11977030336856842,0.05327387899160385,0.1376468390226364,0.14080514013767242
of,0.2827862501144409,0.4069072902202606,0.10122424364089966,0.41548454761505127,0.33904364705085754,0.733189046382904,0.25625330209732056,0.14731334149837494,1.0,0.733189046382904,0.24605777859687805,1.0,0.17604194581508636,0.21300287544727325,0.2070007622241974,0.1826142966747284
lor,0.19569316506385803,0.19599664211273193,0.18213540315628052,0.17278125882148743,0.1200399249792099,0.19965508580207825,0.2679319977760315,0.24256236851215363,0.10741402953863144,0.19965508580207825,0.17051269114017487,0.10741402953863144,0.10140912234783173,0.11033384501934052,0.15961165726184845,0.19372881948947906
.,0.3541337847709656,0.40146201848983765,0.20825324952602386,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.17529986798763275,0.2119152843952179,0.5352458953857422,0.5934505462646484,0.26038533449172974,0.5352458953857422,0.2219262570142746,0.2385488897562027,0.23302660882472992,0.4130953550338745
