,what,vehicle,did,doctor,who,use,for,his,escape,from,gallifrey,?
he,0.3114890456199646,0.1550193578004837,0.3292143940925598,0.3197924494743347,0.5500732064247131,0.1741093397140503,0.4540175199508667,0.7171558737754822,0.21343910694122314,0.3314535319805145,0.37733161449432373,0.2089974731206894
fled,0.17151756584644318,0.11613953113555908,0.3007028102874756,0.09534072130918503,0.32700315117836,0.0534021332859993,0.1519615203142166,0.4011344611644745,0.37204962968826294,0.2981134057044983,0.3112826943397522,0.13968057930469513
from,0.2737620174884796,0.180227592587471,0.20248863101005554,0.15658842027187347,0.27839982509613037,0.28012022376060486,0.314039945602417,0.3195365369319916,0.2504068613052368,1.0,0.27621182799339294,0.19969791173934937
gallifrey,0.30874642729759216,0.23085711896419525,0.25334790349006653,0.4326465129852295,0.4102739095687866,0.23660361766815186,0.25578004121780396,0.4378674030303955,0.3537355363368988,0.27621182799339294,1.0,0.1618226021528244
in,0.30808621644973755,0.16945742070674896,0.2593238651752472,0.25567495822906494,0.2792111933231354,0.2715643048286438,0.4322226941585541,0.3598145842552185,0.19471009075641632,0.4274188280105591,0.2949477732181549,0.20430970191955566
a,0.3320399522781372,0.2779759168624878,0.2552328109741211,0.22883038222789764,0.36608949303627014,0.30793872475624084,0.44038116931915283,0.3497250974178314,0.18111899495124817,0.322764128446579,0.28269511461257935,0.23916715383529663
stolen,0.13998208940029144,0.21553131937980652,0.1922174096107483,0.1724223494529724,0.25316640734672546,0.2192268669605255,0.27098548412323,0.2948000431060791,0.2721214294433594,0.23709224164485931,0.28970867395401,0.13950592279434204
mark,0.16941310465335846,0.08776425570249557,0.10116355866193771,0.06789606064558029,0.1636335253715515,0.11841166764497757,0.19964812695980072,0.18292218446731567,0.16083917021751404,0.10223914682865143,0.19147992134094238,0.11634156107902527
i,0.4411132335662842,0.15578140318393707,0.32301032543182373,0.1691286414861679,0.33545589447021484,0.2535853981971741,0.257647842168808,0.2764712870121002,0.1944204717874527,0.1677764356136322,0.20716731250286102,0.4695145785808563
type,0.2722663879394531,0.273913711309433,0.16984181106090546,0.08423732966184616,0.1257498413324356,0.32010024785995483,0.20848464965820312,0.0908033698797226,0.0941791906952858,0.1559610366821289,0.18789635598659515,0.17536182701587677
40,-0.05768606811761856,-0.01823269948363304,-0.001324606011621654,0.0032140789553523064,0.05664641037583351,0.014141151681542397,-0.02182970941066742,-0.05285061150789261,-0.08998237550258636,-0.09996475279331207,-0.015593024902045727,0.010195288807153702
tardis,0.21426796913146973,0.2713668644428253,0.18164002895355225,0.5026617050170898,0.2757788300514221,0.23432454466819763,0.16425904631614685,0.28512004017829895,0.36579039692878723,0.2180892676115036,0.5435512065887451,0.14893783628940582
–,0.13008765876293182,0.09279991686344147,0.2259434312582016,0.20779645442962646,0.2920783460140228,0.1377696543931961,0.2408909648656845,0.23510338366031647,0.17830705642700195,0.1996118724346161,0.1427612453699112,0.2714554965496063
``,0.008517155423760414,-0.04120372235774994,-0.029888948425650597,0.03718610852956772,0.02397952415049076,0.098173126578331,0.01270448137074709,0.008275155909359455,-0.05797996371984482,0.02677825279533863,-0.023476043716073036,0.0685480609536171
time,0.36319252848625183,0.16416652500629425,0.3567926585674286,0.22827142477035522,0.36634087562561035,0.30243632197380066,0.3992156386375427,0.3553589880466461,0.20568320155143738,0.2964353561401367,0.3158382475376129,0.27391523122787476
and,0.31309178471565247,0.17821402847766876,0.34479495882987976,0.21673844754695892,0.41279885172843933,0.34145063161849976,0.5064792633056641,0.4234102666378021,0.27606040239334106,0.3601827025413513,0.35134825110435486,0.20544172823429108
relative,0.24426062405109406,0.2126808613538742,0.1787591576576233,0.1442606896162033,0.1658066362142563,0.23208537697792053,0.18817666172981262,0.2121017873287201,0.24199731647968292,0.14469009637832642,0.2738879323005676,0.1457768678665161
dimension,0.24455603957176208,0.2695586383342743,0.11589759588241577,0.23071494698524475,0.13398009538650513,0.2582632899284363,0.19946472346782684,0.1618867963552475,0.2054029405117035,0.09989873319864273,0.28449398279190063,0.229197159409523
in,0.30808621644973755,0.16945742070674896,0.2593238651752472,0.25567495822906494,0.2792111933231354,0.2715643048286438,0.4322226941585541,0.3598145842552185,0.19471009075641632,0.4274188280105591,0.2949477732181549,0.20430970191955566
space,0.20525942742824554,0.30456778407096863,0.1488010138273239,0.14775194227695465,0.1441284865140915,0.25471776723861694,0.24232043325901031,0.14531013369560242,0.18710823357105255,0.14363344013690948,0.2538433074951172,0.1885536164045334
'',0.08143015950918198,0.007319698575884104,0.01978493109345436,0.06782495975494385,0.024401003494858742,0.09741680324077606,-0.04479556903243065,0.016508836299180984,-0.06647706776857376,-0.011389154009521008,-0.010113459080457687,0.018684765323996544
–,0.13008765876293182,0.09279991686344147,0.2259434312582016,0.20779645442962646,0.2920783460140228,0.1377696543931961,0.2408909648656845,0.23510338366031647,0.17830705642700195,0.1996118724346161,0.1427612453699112,0.2714554965496063
time,0.36319252848625183,0.16416652500629425,0.3567926585674286,0.22827142477035522,0.36634087562561035,0.30243632197380066,0.3992156386375427,0.3553589880466461,0.20568320155143738,0.2964353561401367,0.3158382475376129,0.27391523122787476
machine,0.23075932264328003,0.2914634346961975,0.14258401095867157,0.20806366205215454,0.26473936438560486,0.2811545729637146,0.25323837995529175,0.16966959834098816,0.1867426633834839,0.1707189381122589,0.25504690408706665,0.17587624490261078
which,0.5261979103088379,0.26802441477775574,0.2750149369239807,0.19030126929283142,0.3688730001449585,0.39254313707351685,0.44095608592033386,0.32283493876457214,0.2085978239774704,0.38755592703819275,0.3101869821548462,0.25814583897590637
allows,0.1957017332315445,0.2819049060344696,0.2811696529388428,0.10085684061050415,0.17403177917003632,0.5069969892501831,0.3132713735103607,0.10581230372190475,0.24495093524456024,0.23112362623214722,0.2344537377357483,0.16094227135181427
him,0.34912991523742676,0.16034874320030212,0.4290095865726471,0.28966546058654785,0.5491244792938232,0.23894885182380676,0.34431272745132446,0.6629161238670349,0.30597591400146484,0.2413332462310791,0.45341527462005615,0.23943768441677094
to,0.455847829580307,0.26649773120880127,0.4452643394470215,0.22950075566768646,0.42656609416007996,0.47261837124824524,0.4451248347759247,0.3715193271636963,0.29131880402565,0.4069952368736267,0.344448447227478,0.29463258385658264
travel,0.19747209548950195,0.3163394629955292,0.11813092976808548,0.27298468351364136,0.20800146460533142,0.2837788164615631,0.23101238906383514,0.18231818079948425,0.29548919200897217,0.2594153583049774,0.3186015188694,0.10014409571886063
across,0.24809791147708893,0.1862395703792572,0.165368914604187,0.10466058552265167,0.23016521334648132,0.1891752928495407,0.20198741555213928,0.22208181023597717,0.22676263749599457,0.35845574736595154,0.21049679815769196,0.17034576833248138
time,0.36319252848625183,0.16416652500629425,0.3567926585674286,0.22827142477035522,0.36634087562561035,0.30243632197380066,0.3992156386375427,0.3553589880466461,0.20568320155143738,0.2964353561401367,0.3158382475376129,0.27391523122787476
and,0.31309178471565247,0.17821402847766876,0.34479495882987976,0.21673844754695892,0.41279885172843933,0.34145063161849976,0.5064792633056641,0.4234102666378021,0.27606040239334106,0.3601827025413513,0.35134825110435486,0.20544172823429108
space,0.20525942742824554,0.30456778407096863,0.1488010138273239,0.14775194227695465,0.1441284865140915,0.25471776723861694,0.24232043325901031,0.14531013369560242,0.18710823357105255,0.14363344013690948,0.2538433074951172,0.1885536164045334
.,0.3567904531955719,0.19765201210975647,0.35288307070732117,0.22361043095588684,0.3541337847709656,0.3711656630039215,0.4726039469242096,0.3119256794452667,0.20978771150112152,0.41536515951156616,0.30061548948287964,0.4130953550338745
