,what,honorary,title,does,bob,geldof,hold,?
honorary,0.09812729060649872,0.9999999403953552,0.2642207443714142,0.1164839044213295,0.19115419685840607,0.19854982197284698,0.2322538197040558,0.12819144129753113
freemen,0.19465023279190063,0.25146934390068054,0.13792699575424194,0.08648316562175751,0.15346334874629974,0.3038967251777649,0.27868446707725525,0.08972366899251938
include,0.1535889357328415,0.13691335916519165,0.11465983092784882,0.26005542278289795,0.03368797525763512,0.08062070608139038,0.24466748535633087,0.14925788342952728
bob,0.19678163528442383,0.19115419685840607,0.18674208223819733,0.11404400318861008,1.0000001192092896,0.3927284777164459,0.14341504871845245,0.14176081120967865
geldof,0.18439289927482605,0.19854982197284698,0.16811655461788177,0.16872648894786835,0.3927284777164459,1.0,0.1599038690328598,0.1870681494474411
",",0.3087472915649414,0.23546987771987915,0.2202284336090088,0.28617382049560547,0.2413654923439026,0.3280203640460968,0.2803111970424652,0.31091248989105225
king,0.18449601531028748,0.1897331029176712,0.13394136726856232,0.1360265612602234,0.15520764887332916,0.1686585247516632,0.1436508148908615,0.19130074977874756
harald,0.13398951292037964,0.2091282457113266,0.1580260992050171,0.1388327181339264,0.20694482326507568,0.3528217077255249,0.10133223980665207,0.17046159505844116
v,0.16628342866897583,0.11043497920036316,0.1771821826696396,0.14563694596290588,0.15605217218399048,0.06267707049846649,0.12818080186843872,0.28677162528038025
of,0.33290785551071167,0.30781814455986023,0.18969319760799408,0.3119818866252899,0.1434977799654007,0.18134425580501556,0.2465030699968338,0.1826142966747284
norway,0.13499143719673157,0.16774794459342957,0.10005911439657211,0.12992334365844727,0.15987901389598846,0.2461078017950058,0.15027420222759247,0.12105534970760345
",",0.3087472915649414,0.23546987771987915,0.2202284336090088,0.28617382049560547,0.2413654923439026,0.3280203640460968,0.2803111970424652,0.31091248989105225
bobby,0.14280302822589874,0.19214442372322083,0.09051468968391418,0.13832542300224304,0.47824761271476746,0.2802525460720062,0.15879561007022858,0.08083787560462952
robson,0.1884663701057434,0.18065576255321503,0.10596078634262085,0.06499290466308594,0.2345476597547531,0.2813479006290436,0.1129789724946022,0.19536352157592773
",",0.3087472915649414,0.23546987771987915,0.2202284336090088,0.28617382049560547,0.2413654923439026,0.3280203640460968,0.2803111970424652,0.31091248989105225
alan,0.134607195854187,0.152133047580719,0.1679450273513794,0.09114735573530197,0.3651716709136963,0.34711703658103943,0.053997620940208435,0.12765617668628693
shearer,0.1587899923324585,0.15497492253780365,0.09966295957565308,0.1484326869249344,0.3850688636302948,0.3965272605419159,0.15059666335582733,0.15499114990234375
",",0.3087472915649414,0.23546987771987915,0.2202284336090088,0.28617382049560547,0.2413654923439026,0.3280203640460968,0.2803111970424652,0.31091248989105225
the,0.42745697498321533,0.2217240184545517,0.27465343475341797,0.35928019881248474,0.22041159868240356,0.21126411855220795,0.3067915439605713,0.22068053483963013
late,0.1576872020959854,0.11104766279459,0.09842802584171295,0.10720925778150558,0.16411441564559937,0.24220572412014008,0.16848212480545044,0.11339222639799118
nelson,0.061905451118946075,0.1465734839439392,0.14775042235851288,0.0528746172785759,0.18637441098690033,0.27080169320106506,0.1860378235578537,0.05846647173166275
mandela,0.12643413245677948,0.21667909622192383,0.11241620779037476,0.15528540313243866,0.08348729461431503,0.22953581809997559,0.19476011395454407,0.11502163112163544
and,0.31309178471565247,0.1795676350593567,0.20763245224952698,0.3461615741252899,0.20657670497894287,0.31229957938194275,0.30117684602737427,0.20544172823429108
the,0.42745697498321533,0.2217240184545517,0.27465343475341797,0.35928019881248474,0.22041159868240356,0.21126411855220795,0.3067915439605713,0.22068053483963013
royal,0.16189028322696686,0.2941773235797882,0.17520476877689362,0.12133024632930756,0.11786456406116486,0.21010853350162506,0.16932392120361328,0.11453001946210861
shakespeare,0.23672284185886383,0.10312439501285553,0.22167077660560608,0.22667674720287323,0.12560541927814484,0.14663536846637726,0.04874464124441147,0.19043835997581482
company,0.2333769053220749,0.11163254827260971,0.10421746969223022,0.14109405875205994,0.15962377190589905,0.24137365818023682,0.13387715816497803,0.12195809185504913
.,0.3567904531955719,0.21661584079265594,0.26782113313674927,0.3022993505001068,0.22169621288776398,0.24745051562786102,0.30296799540519714,0.4130953550338745
,what,honorary,title,does,bob,geldof,hold,?
the,0.42745697498321533,0.2217240184545517,0.27465343475341797,0.35928019881248474,0.22041159868240356,0.21126411855220795,0.3067915439605713,0.22068053483963013
right,0.38502591848373413,0.18809983134269714,0.16017338633537292,0.2895749509334564,0.1043919026851654,0.10622893273830414,0.21398939192295074,0.27135515213012695
incidentally,0.3005453050136566,0.046035781502723694,0.15984520316123962,0.314411461353302,0.08450175076723099,0.13904830813407898,0.20645339787006378,0.27822980284690857
extends,0.19643902778625488,0.0814371109008789,0.03656276315450668,0.3191351294517517,-0.0017928275046870112,0.05570778623223305,0.24887949228286743,0.1020013764500618
to,0.455847829580307,0.153671532869339,0.24913249909877777,0.4391997456550598,0.20610371232032776,0.19538158178329468,0.3469145894050598,0.29463258385658264
the,0.42745697498321533,0.2217240184545517,0.27465343475341797,0.35928019881248474,0.22041159868240356,0.21126411855220795,0.3067915439605713,0.22068053483963013
pitch,0.239493265748024,0.061176661401987076,0.04080088436603546,0.1981976330280304,0.17829032242298126,0.12042795121669769,0.20793963968753815,0.15533529222011566
of,0.33290785551071167,0.30781814455986023,0.18969319760799408,0.3119818866252899,0.1434977799654007,0.18134425580501556,0.2465030699968338,0.1826142966747284
st.,0.10219959169626236,0.18726825714111328,0.0582917258143425,0.09910685569047928,0.19274277985095978,0.24413542449474335,0.28612568974494934,0.13592876493930817
james,0.20536290109157562,0.1280825436115265,0.17838771641254425,0.1549486517906189,0.24337542057037354,0.2764649987220764,0.13968181610107422,0.12139993160963058
',0.3245812654495239,0.21636731922626495,0.24944783747196198,0.2684852182865143,0.17162421345710754,0.24679973721504211,0.1790844351053238,0.330942302942276
park,0.13500720262527466,0.1257183998823166,0.09485378861427307,0.09008456021547318,0.10085182636976242,0.14179345965385437,0.04498783499002457,0.13508929312229156
",",0.3087472915649414,0.23546987771987915,0.2202284336090088,0.28617382049560547,0.2413654923439026,0.3280203640460968,0.2803111970424652,0.31091248989105225
newcastle,0.16276082396507263,0.2374573051929474,0.1866929978132248,0.12200397253036499,0.19302374124526978,0.25262251496315,0.16840064525604248,0.0902252271771431
united,0.20036718249320984,0.24231381714344025,0.11547942459583282,0.1650896966457367,0.15874676406383514,0.18657982349395752,0.21410298347473145,0.17266890406608582
football,0.21136903762817383,0.1746324598789215,0.11058726161718369,0.13112355768680573,0.1519593596458435,0.21354660391807556,0.09980103373527527,0.14957410097122192
club,0.11263371258974075,0.1380443423986435,0.17564170062541962,0.08959582448005676,0.09496372193098068,0.16049009561538696,0.13331222534179688,0.1374303698539734
's,0.02692362666130066,-0.017264235764741898,-0.01928652636706829,-0.02895052544772625,0.08252983540296555,0.08236032724380493,0.05379863828420639,-0.023395681753754616
