,how,many,affiliates,does,sinclair,broadcast,group,service,or,own,?
the,0.33890387415885925,0.4335206151008606,0.1912562996149063,0.35928019881248474,0.18596287071704865,0.2713715434074402,0.30795547366142273,0.22661015391349792,0.4174870550632477,0.334675133228302,0.22068053483963013
sinclair,0.14924894273281097,0.20111016929149628,0.1943127065896988,0.19696979224681854,1.0,0.18345536291599274,0.08703901618719101,0.20980766415596008,0.17182521522045135,0.2115691900253296,0.17342320084571838
broadcast,0.17885947227478027,0.1890401542186737,0.33917686343193054,0.1793109029531479,0.18345536291599274,1.0,0.15232448279857635,0.2698688507080078,0.17618951201438904,0.20901532471179962,0.15760008990764618
group,0.15481124818325043,0.2776661217212677,0.2865011394023895,0.12092027813196182,0.08703901618719101,0.15232448279857635,0.9999999403953552,0.1757926642894745,0.30503612756729126,0.2212940752506256,0.13827809691429138
is,0.22544461488723755,0.2649032473564148,0.10302519798278809,0.4403602182865143,0.22747954726219177,0.1702820062637329,0.22153858840465546,0.15705204010009766,0.41870999336242676,0.2145606279373169,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.1912562996149063,0.35928019881248474,0.18596287071704865,0.2713715434074402,0.30795547366142273,0.22661015391349792,0.4174870550632477,0.334675133228302,0.22068053483963013
largest,0.08743762224912643,0.23644231259822845,0.257845014333725,0.18477381765842438,0.1429101675748825,0.12819473445415497,0.23300331830978394,0.18257638812065125,0.15706036984920502,0.10407363623380661,0.12401245534420013
operator,0.11005053669214249,0.06557147949934006,0.24157772958278656,0.20149263739585876,0.2273387461900711,0.2629414200782776,0.20969805121421814,0.28123462200164795,0.18425631523132324,0.16039110720157623,0.12810945510864258
of,0.2480744868516922,0.37253960967063904,0.1803562045097351,0.3119818866252899,0.18807722628116608,0.20155203342437744,0.25542253255844116,0.18425606191158295,0.3792596757411957,0.3269667625427246,0.1826142966747284
abc,0.19232043623924255,0.18267793953418732,0.26733168959617615,0.1641341596841812,0.24845848977565765,0.4876510202884674,0.11665991693735123,0.22076331079006195,0.10767780989408493,0.23574505746364594,0.19065172970294952
stations,0.18198855221271515,0.2893238365650177,0.34138554334640503,0.2039099484682083,0.18315404653549194,0.4233371615409851,0.19378070533275604,0.33265575766563416,0.24090826511383057,0.22520172595977783,0.13192185759544373
by,0.34370526671409607,0.3409687578678131,0.11500819772481918,0.143477201461792,0.2546863853931427,0.22584840655326843,0.2915726900100708,0.20538176596164703,0.30274316668510437,0.2755888104438782,0.17966607213020325
numerical,0.27685627341270447,0.22393284738063812,0.17471280694007874,0.18036143481731415,0.08073099702596664,0.14065933227539062,0.15269075334072113,0.23055514693260193,0.26735079288482666,0.1980111002922058,0.21096135675907135
total,0.22199897468090057,0.2912171483039856,0.2616700232028961,0.17424942553043365,0.13129611313343048,0.1783313751220703,0.21857476234436035,0.12410580366849899,0.1965118944644928,0.2189035266637802,0.14396025240421295
",",0.22659391164779663,0.40610817074775696,0.1943977326154709,0.28617382049560547,0.30944448709487915,0.24917922914028168,0.2809832692146301,0.2389259785413742,0.3769497275352478,0.2796398997306824,0.31091248989105225
owning,0.2531960904598236,0.28307199478149414,0.1555701643228531,0.27340924739837646,0.2407197654247284,0.184177964925766,0.1742141842842102,0.19292756915092468,0.309015691280365,0.34071967005729675,0.23171958327293396
or,0.3378981947898865,0.36905089020729065,0.13946697115898132,0.4248845875263214,0.17182521522045135,0.17618951201438904,0.30503612756729126,0.19917282462120056,1.0000001192092896,0.30827632546424866,0.32389625906944275
providing,0.2606280744075775,0.3077678680419922,0.22316160798072815,0.281991183757782,0.19270625710487366,0.23741646111011505,0.19745320081710815,0.33601075410842896,0.3402216136455536,0.24407318234443665,0.1936793476343155
services,0.18439824879169464,0.28198590874671936,0.26902124285697937,0.21305601298809052,0.25051403045654297,0.27377739548683167,0.1810348480939865,0.7696225047111511,0.26756393909454346,0.20400138199329376,0.1328447163105011
to,0.44169697165489197,0.40243685245513916,0.19779101014137268,0.4391997456550598,0.1933297961950302,0.2326623648405075,0.2672896385192871,0.24411341547966003,0.38921234011650085,0.35879063606262207,0.29463258385658264
28,-0.11203539371490479,-0.3069208562374115,-0.09113672375679016,-0.11238764971494675,0.03272311016917229,-0.11513176560401917,-0.08145666867494583,-0.17677561938762665,-0.21646395325660706,-0.22868497669696808,-0.012856917455792427
abc,0.19232043623924255,0.18267793953418732,0.26733168959617615,0.1641341596841812,0.24845848977565765,0.4876510202884674,0.11665991693735123,0.22076331079006195,0.10767780989408493,0.23574505746364594,0.19065172970294952
affiliates,0.09554769098758698,0.18764927983283997,1.0000001192092896,0.16039623320102692,0.1943127065896988,0.33917686343193054,0.2865011394023895,0.2557312846183777,0.13946697115898132,0.2209598422050476,0.11092336475849152
and,0.33647966384887695,0.5296266674995422,0.2033180296421051,0.3461615741252899,0.2700028419494629,0.22526025772094727,0.3510662019252777,0.24532052874565125,0.4713204801082611,0.3142828047275543,0.20544172823429108
two,0.2499001920223236,0.5147606730461121,0.21731513738632202,0.2100418359041214,0.22175423800945282,0.1938299685716629,0.28780683875083923,0.18647199869155884,0.3349444568157196,0.27524054050445557,0.19645625352859497
additional,0.22369614243507385,0.24535326659679413,0.18299725651741028,0.2654404044151306,0.2443549931049347,0.16989247500896454,0.18671390414237976,0.19301818311214447,0.2824913561344147,0.23764421045780182,0.24309562146663666
subchannel-only,0.29094329476356506,0.320597767829895,0.3917589485645294,0.2980082333087921,0.22709713876247406,0.4765452742576599,0.27033111453056335,0.31690558791160583,0.37138330936431885,0.271058589220047,0.25985485315322876
affiliates,0.09554769098758698,0.18764927983283997,1.0000001192092896,0.16039623320102692,0.1943127065896988,0.33917686343193054,0.2865011394023895,0.2557312846183777,0.13946697115898132,0.2209598422050476,0.11092336475849152
;,0.07230665534734726,0.11763367056846619,0.05360712110996246,0.0650511160492897,0.02971937134861946,0.009912485256791115,0.10666380822658539,0.04945044219493866,0.0563276931643486,0.07317133247852325,0.10349778085947037
sinclair,0.14924894273281097,0.20111016929149628,0.1943127065896988,0.19696979224681854,1.0,0.18345536291599274,0.08703901618719101,0.20980766415596008,0.17182521522045135,0.2115691900253296,0.17342320084571838
owns,0.09119682759046555,0.19505442678928375,0.30344444513320923,0.2569397985935211,0.2947551906108856,0.1611565202474594,0.22704993188381195,0.16853171586990356,0.17928430438041687,0.36743292212486267,0.18703800439834595
the,0.33890387415885925,0.4335206151008606,0.1912562996149063,0.35928019881248474,0.18596287071704865,0.2713715434074402,0.30795547366142273,0.22661015391349792,0.4174870550632477,0.334675133228302,0.22068053483963013
largest,0.08743762224912643,0.23644231259822845,0.257845014333725,0.18477381765842438,0.1429101675748825,0.12819473445415497,0.23300331830978394,0.18257638812065125,0.15706036984920502,0.10407363623380661,0.12401245534420013
abc,0.19232043623924255,0.18267793953418732,0.26733168959617615,0.1641341596841812,0.24845848977565765,0.4876510202884674,0.11665991693735123,0.22076331079006195,0.10767780989408493,0.23574505746364594,0.19065172970294952
subchannel,0.22515808045864105,0.25200727581977844,0.38557785749435425,0.2504881024360657,0.2251933217048645,0.48864224553108215,0.2645067870616913,0.3311723470687866,0.2772718369960785,0.2203112542629242,0.2216910868883133
affiliate,0.08550060540437698,0.16680896282196045,0.9436173439025879,0.1453445851802826,0.1813294142484665,0.3083362877368927,0.25749412178993225,0.23554471135139465,0.14548462629318237,0.21970923244953156,0.10958297550678253
by,0.34370526671409607,0.3409687578678131,0.11500819772481918,0.143477201461792,0.2546863853931427,0.22584840655326843,0.2915726900100708,0.20538176596164703,0.30274316668510437,0.2755888104438782,0.17966607213020325
market,0.11605820059776306,0.2502439022064209,0.14149430394172668,0.18972931802272797,0.19377371668815613,0.17547227442264557,0.13126613199710846,0.2026260942220688,0.22086545825004578,0.188838392496109,0.12805593013763428
size,0.24571672081947327,0.1662924885749817,0.1837329864501953,0.23643629252910614,0.16660812497138977,0.09447482228279114,0.2148934304714203,0.09417112916707993,0.23418565094470978,0.19447654485702515,0.13693112134933472
",",0.22659391164779663,0.40610817074775696,0.1943977326154709,0.28617382049560547,0.30944448709487915,0.24917922914028168,0.2809832692146301,0.2389259785413742,0.3769497275352478,0.2796398997306824,0.31091248989105225
wabm-dt2/wdbb-dt2,0.1610439419746399,0.0828326940536499,0.12063447386026382,0.15711365640163422,0.20030486583709717,0.05508577451109886,0.10428211092948914,0.07517487555742264,0.19334934651851654,0.13467413187026978,0.09172680974006653
in,0.2601168751716614,0.41474202275276184,0.17909713089466095,0.214483380317688,0.20424483716487885,0.26723843812942505,0.2304753065109253,0.1740635335445404,0.3586423695087433,0.31893372535705566,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.1912562996149063,0.35928019881248474,0.18596287071704865,0.2713715434074402,0.30795547366142273,0.22661015391349792,0.4174870550632477,0.334675133228302,0.22068053483963013
birmingham,0.11807296425104141,0.16862016916275024,0.16460411250591278,0.10286986827850342,0.35877227783203125,0.2158651351928711,0.19594931602478027,0.22008195519447327,0.15655425190925598,0.12056603282690048,0.13550083339214325
market,0.11605820059776306,0.2502439022064209,0.14149430394172668,0.18972931802272797,0.19377371668815613,0.17547227442264557,0.13126613199710846,0.2026260942220688,0.22086545825004578,0.188838392496109,0.12805593013763428
",",0.22659391164779663,0.40610817074775696,0.1943977326154709,0.28617382049560547,0.30944448709487915,0.24917922914028168,0.2809832692146301,0.2389259785413742,0.3769497275352478,0.2796398997306824,0.31091248989105225
