,what,was,an,example,of,a,type,of,warship,that,required,high,speed,?
it,0.45803478360176086,0.4577186405658722,0.39472338557243347,0.33693674206733704,0.38761502504348755,0.5452592968940735,0.22145579755306244,0.38761502504348755,0.2199229896068573,0.5921133160591125,0.1928969770669937,0.22461844980716705,0.24481505155563354,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.3694365322589874,0.16563157737255096,0.4069072902202606,0.4508470594882965,0.14348182082176208,0.4069072902202606,0.25631487369537354,0.33670201897621155,0.14378079771995544,0.19978567957878113,0.2205008864402771,0.18412111699581146
however,0.4480680823326111,0.37327632308006287,0.2464427500963211,0.40222257375717163,0.3800618350505829,0.38150349259376526,0.23281864821910858,0.3800618350505829,0.20238810777664185,0.6336373090744019,0.40117207169532776,0.2587375044822693,0.25998595356941223,0.2152075469493866
superseded,0.26111072301864624,0.2733519375324249,0.24349623918533325,0.21557950973510742,0.22988389432430267,0.21254344284534454,0.22508233785629272,0.22988389432430267,0.23075009882450104,0.34879785776138306,0.3509562611579895,0.16137154400348663,0.2234961986541748,0.22590570151805878
by,0.2455483376979828,0.4752357602119446,0.2719563841819763,0.29030951857566833,0.3646814823150635,0.32094135880470276,0.15232881903648376,0.3646814823150635,0.19365079700946808,0.37496164441108704,0.21564500033855438,0.2159195840358734,0.17585285007953644,0.17966607213020325
the,0.42745697498321533,0.48711544275283813,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.21819381415843964,0.733189046382904,0.2578364908695221,0.5473989248275757,0.27848219871520996,0.28034812211990356,0.2310667634010315,0.22068053483963013
british,0.19255435466766357,0.31934812664985657,0.21499769389629364,0.16921748220920563,0.23701532185077667,0.1984395682811737,0.13733439147472382,0.23701532185077667,0.3080930709838867,0.19530552625656128,0.09180744737386703,0.10205645859241486,0.1412418782711029,0.09711728990077972
invention,0.2399451732635498,0.248048335313797,0.1687794327735901,0.27972421050071716,0.20554374158382416,0.2853478789329529,0.25155580043792725,0.20554374158382416,0.2479565590620041,0.3328019678592682,0.1497587263584137,0.08694396167993546,0.2632136642932892,0.15906493365764618
steam,0.15672586858272552,0.16913670301437378,0.13589277863502502,0.22179612517356873,0.20239725708961487,0.2141898274421692,0.2094206064939499,0.20239725708961487,0.31542107462882996,0.24386391043663025,0.18926741182804108,0.17955797910690308,0.3738003075122833,0.113324373960495
turbine,0.1404699683189392,0.17515672743320465,0.19293712079524994,0.17572727799415588,0.17630848288536072,0.23364008963108063,0.18301278352737427,0.17630848288536072,0.2839789390563965,0.20084266364574432,0.14832644164562225,0.22862960398197174,0.40077322721481323,0.16315746307373047
where,0.4457937180995941,0.20731619000434875,0.24824833869934082,0.3688216209411621,0.38066378235816956,0.40997210144996643,0.2292499989271164,0.38066378235816956,0.08725293725728989,0.4876193106174469,0.2750108242034912,0.26466572284698486,0.1819118708372116,0.24793872237205505
speed,0.23285695910453796,0.2205008864402771,0.2180529236793518,0.19633467495441437,0.1947416365146637,0.2531464993953705,0.20778806507587433,0.1947416365146637,0.23264837265014648,0.28472527861595154,0.17695777118206024,0.3039379417896271,0.9999999403953552,0.17392314970493317
was,0.22111038863658905,1.0000001192092896,0.3694365322589874,0.16563157737255096,0.4069072902202606,0.4508470594882965,0.14348182082176208,0.4069072902202606,0.25631487369537354,0.33670201897621155,0.14378079771995544,0.19978567957878113,0.2205008864402771,0.18412111699581146
required,0.2506856620311737,0.14378079771995544,0.22291910648345947,0.3303556442260742,0.26183071732521057,0.2891559302806854,0.24755297601222992,0.26183071732521057,0.1910930722951889,0.37379229068756104,1.0000001192092896,0.1952924132347107,0.17695777118206024,0.24962718784809113
",",0.3087472915649414,0.45456063747406006,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.1804078221321106,0.4946078956127167,0.1709645539522171,0.4137537479400635,0.22653338313102722,0.27938312292099,0.21732394397258759,0.31091248989105225
for,0.3017193675041199,0.3863949179649353,0.3236706852912903,0.45665353536605835,0.4185989499092102,0.44038116931915283,0.20848464965820312,0.4185989499092102,0.21987885236740112,0.4137635827064514,0.33989444375038147,0.1925620585680008,0.2231474667787552,0.264628142118454
instance,0.3862040638923645,0.16940481960773468,0.2888215482234955,0.5611910223960876,0.3011147379875183,0.40728384256362915,0.27324962615966797,0.3011147379875183,0.10701584070920944,0.4266536235809326,0.36505722999572754,0.1826922744512558,0.2523283362388611,0.30205854773521423
in,0.30808621644973755,0.45514053106307983,0.2605783939361572,0.30483278632164,0.5696388483047485,0.539380669593811,0.20604541897773743,0.5696388483047485,0.1816047877073288,0.435920387506485,0.20162324607372284,0.2652597725391388,0.2239796668291092,0.20430970191955566
warships,0.12942056357860565,0.21019156277179718,0.1500270664691925,0.2076195627450943,0.23663318157196045,0.19059334695339203,0.21109792590141296,0.23663318157196045,0.8575266599655151,0.20464614033699036,0.22979940474033356,0.18327881395816803,0.23646976053714752,0.09829609841108322
",",0.3087472915649414,0.45456063747406006,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.1804078221321106,0.4946078956127167,0.1709645539522171,0.4137537479400635,0.22653338313102722,0.27938312292099,0.21732394397258759,0.31091248989105225
such,0.23989605903625488,0.12487147748470306,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.2706976532936096,0.2636772096157074,0.3209529519081116,0.09215421974658966,0.4479874074459076,0.26925382018089294,0.2009960561990738,0.20051097869873047,0.17851735651493073
as,0.31749409437179565,0.3677520453929901,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.39550232887268066,0.19307732582092285,0.3886612355709076,0.18823324143886566,0.4735107421875,0.23791028559207916,0.23253053426742554,0.19339637458324432,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.21819381415843964,0.733189046382904,0.2578364908695221,0.5473989248275757,0.27848219871520996,0.28034812211990356,0.2310667634010315,0.22068053483963013
dreadnought,0.3053315579891205,0.40147876739501953,0.2997003495693207,0.2711637616157532,0.40443769097328186,0.3354804813861847,0.24867866933345795,0.40443769097328186,0.5526754260063171,0.3550432324409485,0.24040183424949646,0.20426271855831146,0.2786870300769806,0.1535792052745819
battleships,0.1947270631790161,0.2569289803504944,0.14425580203533173,0.2157830446958542,0.2363237589597702,0.17913012206554413,0.23150455951690674,0.2363237589597702,0.6391810774803162,0.20998698472976685,0.20558759570121765,0.13227927684783936,0.23457451164722443,0.1660284548997879
",",0.3087472915649414,0.45456063747406006,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.427140474319458,0.1804078221321106,0.4946078956127167,0.1709645539522171,0.4137537479400635,0.22653338313102722,0.27938312292099,0.21732394397258759,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.16898801922798157,0.5116966962814331,0.196090430021286,0.4731321930885315,0.25104308128356934,0.2911888659000397,0.23429381847381592,0.20544172823429108
ocean,0.21858152747154236,0.18688063323497772,0.19717450439929962,0.18218845129013062,0.25798606872558594,0.21811051666736603,0.07601698487997055,0.25798606872558594,0.3148488998413086,0.27191728353500366,0.13102230429649353,0.12076354026794434,0.19741025567054749,0.15205028653144836
liners,0.2631974518299103,0.13527026772499084,0.10041440278291702,0.22975285351276398,0.17677165567874908,0.19319367408752441,0.1638428419828415,0.17677165567874908,0.2931992709636688,0.33108118176460266,0.2583400011062622,0.1803116649389267,0.2139524221420288,0.25179335474967957
.,0.3567904531955719,0.40146201848983765,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.50484299659729,0.23195341229438782,0.5352458953857422,0.23901726305484772,0.4460422694683075,0.2724599838256836,0.24301011860370636,0.20181311666965485,0.4130953550338745
